iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.025042832,0.0,1.7043483,176.40755,1.778906,1.1959553,0.29303893,8.860101,1.708543,1.2145295
1,0.024314642,2.067220687866211,1.7043483,176.40755,1.778906,1.1959553,0.29303893,8.860101,1.708543,1.2145295
2,0.041462123,1.930999755859375,1.7043483,176.40755,1.778906,1.1959553,0.29303893,8.860101,1.708543,1.2145295
3,0.028787315,1.9682352542877197,1.7041831,176.28738,1.7790751,1.1958376,0.2930402,8.863276,1.7082564,1.2149222
4,0.025431693,1.8236682415008545,1.4998436,207.47517,1.5665203,0.38261953,1.258291,10.733616,1.2819835,2.2848132
5,0.037823737,1.8321325778961182,1.5003269,207.53644,1.5672059,0.3826766,1.2590954,10.733538,1.2819976,2.2847488
6,0.039717495,1.881913661956787,1.7043052,176.94067,1.7787164,1.1959157,0.29286975,8.867814,1.7085172,1.2148999
7,0.03666091,2.0216381549835205,1.4996752,207.39792,1.5668172,0.38267854,1.258436,10.720827,1.2819982,2.2830205
8,0.034813464,1.9062352180480957,1.7049317,176.5776,1.7795062,1.1960417,0.2930538,8.866755,1.7085192,1.2149395
9,0.03694898,1.7546193599700928,1.7043831,176.88426,1.7788746,1.1957247,0.2929975,8.867671,1.7085404,1.2149413
10,0.033073604,1.8722293376922607,1.7040217,176.65862,1.7784622,1.1952411,0.29300925,8.8641815,1.7061166,1.2149402
11,0.032725155,2.0374794006347656,1.7022998,176.9143,1.7763695,1.1940001,0.29276532,8.866193,1.7057906,1.2124131
12,0.04102993,2.0846993923187256,1.6957072,176.93187,1.7695101,1.1945008,0.290724,8.840512,1.7080109,1.2087798
13,0.030499816,1.8683137893676758,1.7046052,176.98802,1.7790494,1.1960974,0.292984,8.864161,1.7084886,1.2138686
14,0.028925776,1.7398629188537598,1.7042952,176.99588,1.7787626,1.1960902,0.2926689,8.861947,1.707979,1.2135057
15,0.04126239,2.067664623260498,1.7049009,176.80083,1.7793685,1.1961011,0.2929714,8.86415,1.7085503,1.2145633
16,0.03856635,2.0891942977905273,1.7048215,176.8748,1.7792964,1.1961,0.29292753,8.865171,1.7082912,1.2137747
17,0.032511294,2.060748338699341,1.7049273,176.21393,1.7794971,1.1960006,0.2929617,8.850718,1.708566,1.2138991
18,0.04301846,1.7978968620300293,1.7048043,176.96617,1.7793062,1.1957551,0.2930578,8.866853,1.7083441,1.2146842
19,0.03912157,1.7434868812561035,1.703157,176.38554,1.7779486,1.194653,0.29305798,8.853468,1.7077854,1.2147824
20,0.042018473,1.9831502437591553,1.70459,176.40825,1.7791746,1.1961012,0.2929816,8.858633,1.7078884,1.2148176
21,0.040380895,1.9759504795074463,1.7047573,172.72513,1.7792032,1.1949733,0.29305422,8.84831,1.7081983,1.21484
22,0.034169257,2.074723482131958,1.7047089,176.99174,1.7794288,1.1960635,0.29303047,8.863154,1.7085184,1.214934
23,0.026487708,1.8061974048614502,1.704864,176.80447,1.7791368,1.1960915,0.2929047,8.867235,1.708551,1.2125465
24,0.044091105,1.961275339126587,1.7047453,176.23004,1.7793802,1.1960938,0.29305774,8.847807,1.7085674,1.2145303
25,0.037600696,1.963745355606079,1.7048846,176.89362,1.7795036,1.1960592,0.293052,8.867166,1.7075667,1.2144008
26,0.040923834,1.9731931686401367,1.7046175,175.44287,1.77932,1.1960216,0.29303455,8.847517,1.7075217,1.2147042
27,0.035431087,1.9220333099365234,1.7049217,176.60594,1.7795007,1.1960878,0.2930537,8.8617735,1.708538,1.2149429
28,0.029592812,1.7851243019104004,1.7048008,176.52838,1.7794203,1.1959374,0.2930428,8.837799,1.7079203,1.2147913
29,0.03438735,1.8876690864562988,1.5149357,204.74522,1.5832217,0.3812899,1.249773,10.6037245,1.2531102,2.2561269
30,0.033523798,1.968027114868164,1.7048217,176.55319,1.7793044,1.19549,0.29305574,8.86683,1.7072666,1.2149435
31,0.035144508,2.034668207168579,1.7048861,176.88364,1.7794542,1.1958967,0.2930563,8.866126,1.7082958,1.2148443
32,0.040617347,1.8591561317443848,1.7048863,176.32391,1.7794837,1.196054,0.29305702,8.860015,1.7085024,1.2149404
33,0.042590022,1.8276400566101074,1.7049135,176.8454,1.7794704,1.1951147,0.29298654,8.858433,1.7079705,1.2142982
34,0.031204581,4.5526206493377686,1.7030119,176.98428,1.7775278,1.1953114,0.29278988,8.858083,1.706702,1.213721
35,0.038395345,1.9934391975402832,1.7048873,172.67346,1.7795079,1.1960536,0.29305503,8.861837,1.7084099,1.214925
36,0.036293745,1.7779428958892822,1.7047478,176.92987,1.7792656,1.1960572,0.29301977,8.8570795,1.7081645,1.2149293
37,0.025834858,1.8769001960754395,1.7046924,173.20059,1.7792435,1.1956607,0.29305542,8.86782,1.706758,1.2143502
38,0.03915298,1.9427309036254883,1.7048514,176.80042,1.7794192,1.1952211,0.29300568,8.858939,1.7082397,1.2138875
39,0.038978457,2.0038399696350098,1.703844,176.91124,1.7782893,1.1956658,0.29301986,8.85421,1.7081995,1.2149098
40,0.024461865,1.96756911277771,1.7049309,173.96559,1.7794367,1.1955435,0.2930572,8.865654,1.7067556,1.214268
41,0.0321967,1.8292481899261475,1.704827,171.98999,1.7794424,1.1958684,0.29304552,8.863781,1.7077541,1.2149374
42,0.03209102,1.8649091720581055,1.7043356,173.02391,1.7786361,1.1950297,0.29302856,8.862297,1.7082533,1.2146692
43,0.042965412,1.9852232933044434,1.7042391,171.19435,1.778759,1.1959287,0.29286098,8.863763,1.7075506,1.2137932
44,0.026835203,2.1044585704803467,1.7032895,176.47813,1.7777611,1.1954067,0.29261968,8.867777,1.707983,1.2134442
45,0.036926627,1.9087419509887695,1.7048706,176.7951,1.7794446,1.195641,0.29305312,8.858984,1.7082411,1.2149003
46,0.042522013,1.9831199645996094,1.7045724,176.99306,1.7787938,1.1955749,0.29298368,8.867812,1.7063562,1.2146903
47,0.039646506,1.9741311073303223,1.7048229,176.29124,1.7792063,1.194595,0.29302216,8.860942,1.7057656,1.2145118
48,0.031300247,2.0616161823272705,1.7049114,176.82547,1.7795064,1.1958953,0.29304224,8.866642,1.7084284,1.2143613
49,0.039480746,1.982625961303711,1.7021056,171.26846,1.7770512,1.1957952,0.29237697,8.8390255,1.7085044,1.2123383
50,0.03028822,1.8911559581756592,1.704892,176.88533,1.7794068,1.1957705,0.2930348,8.859986,1.7082534,1.2145149
51,0.0300892,1.9251630306243896,1.7047576,176.9718,1.7792692,1.1959437,0.2930408,8.867647,1.7076623,1.2148112
52,0.030646265,1.9434621334075928,1.7046869,176.99226,1.7788968,1.1953733,0.2930553,8.867776,1.7068666,1.2148508
53,0.034857273,2.1041157245635986,1.704842,176.80428,1.7793791,1.1958696,0.29305786,8.857691,1.7084566,1.2148732
54,0.036959648,1.925497055053711,1.704676,176.50714,1.7793367,1.1959724,0.29305777,8.863003,1.7084633,1.2148883
55,0.032586038,1.9185559749603271,1.7040485,176.92903,1.7781193,1.1959584,0.29260865,8.867777,1.7081426,1.2125906
56,0.042858124,2.0071825981140137,1.704932,176.93892,1.7795041,1.1960928,0.293057,8.856534,1.7083269,1.2149372
57,0.03705561,1.9861066341400146,1.7041987,172.93243,1.778534,1.1960258,0.29252926,8.862547,1.7085572,1.2124429
58,0.039756,2.0318245887756348,1.7048886,176.43532,1.7793154,1.195902,0.2930419,8.860005,1.7082222,1.2141081
59,0.031302094,1.8753838539123535,1.7034214,176.80307,1.7774887,1.1959716,0.292582,8.850433,1.7084887,1.2128736
60,0.03866136,1.924924612045288,1.7047411,176.68352,1.7793192,1.1961017,0.2930115,8.853741,1.7080429,1.2149235
61,0.030996084,1.9774599075317383,1.7044629,176.87318,1.7788415,1.1957762,0.29296046,8.866693,1.7082295,1.2149422
62,0.026943922,1.8987689018249512,1.7047302,176.8195,1.7794591,1.1961001,0.2930378,8.867718,1.7084446,1.2149369
63,0.03360623,2.0206472873687744,1.704647,171.59805,1.7793229,1.1960706,0.29302984,8.865787,1.708566,1.2148705
64,0.04447627,1.861790657043457,1.7045472,174.14479,1.7789341,1.1961005,0.2927237,8.864573,1.7083007,1.2126129
65,0.03694564,1.8317949771881104,1.7030452,176.99208,1.7779039,1.1956761,0.29284507,8.866735,1.7085305,1.214321
66,0.032274604,1.987983226776123,1.7049115,172.21645,1.7794962,1.1960884,0.29300773,8.865824,1.7084637,1.2144269
67,0.034325242,2.134859800338745,1.7042503,176.8087,1.7786144,1.1957388,0.29295066,8.867533,1.70848,1.2145057
68,0.04001546,2.039984941482544,1.7042917,176.94495,1.7789114,1.1952791,0.29303375,8.858798,1.7082969,1.2148045
69,0.033303916,1.8461942672729492,1.7029357,176.83449,1.7773889,1.1951952,0.29287893,8.851358,1.7061234,1.213968
70,0.035571337,1.9199621677398682,1.7039989,176.92638,1.7781804,1.1945993,0.29294392,8.867815,1.7082932,1.2147675
71,0.03265947,1.8992228507995605,1.7047913,176.91219,1.7791831,1.1960651,0.29279894,8.866678,1.7085344,1.2140605
72,0.029784441,2.0481343269348145,1.7011188,176.42708,1.7763255,1.1948799,0.29279652,8.854451,1.7067946,1.2136415
73,0.035097003,1.8752262592315674,1.7040759,176.54674,1.7784983,1.1959476,0.29297125,8.843926,1.7083815,1.2149067
74,0.026113033,1.8539948463439941,1.7048957,176.94144,1.7794842,1.1959385,0.29289317,8.867182,1.707451,1.2143735
75,0.033995748,1.9307985305786133,1.7045918,176.88701,1.7792094,1.1960927,0.29296082,8.867712,1.7082534,1.2146481
76,0.03843254,2.022914171218872,1.7023247,176.64458,1.7774311,1.1940787,0.29304758,8.867739,1.7064571,1.2148496
77,0.030261815,2.0135908126831055,1.7041221,176.97398,1.7787074,1.1955717,0.29303655,8.86731,1.7071857,1.2139838
78,0.03132373,1.9188740253448486,1.7033557,176.80327,1.7777096,1.1946099,0.29299638,8.863365,1.7039616,1.214752
79,0.025617063,1.885369062423706,1.7034949,173.6181,1.7783936,1.195579,0.29281887,8.866376,1.7085085,1.2149034
80,0.04171574,1.9070866107940674,1.7029366,174.05003,1.7771775,1.1954917,0.29272065,8.867033,1.7085327,1.2131907
81,0.031302094,2.0033769607543945,1.7048221,172.5978,1.7794744,1.1958797,0.29297304,8.867493,1.7085397,1.2138739
82,0.0263471,1.9460783004760742,1.7037518,176.81757,1.7782714,1.1960611,0.2927954,8.85095,1.7081553,1.2134091
83,0.027593791,1.7539024353027344,1.7014349,176.69423,1.7757798,1.193624,0.2927102,8.850976,1.706369,1.2142102
84,0.042263925,1.8867273330688477,1.703496,176.5284,1.7779806,1.1956711,0.2927971,8.858695,1.7085599,1.2146152
85,0.043366194,2.020721912384033,1.7046862,176.9228,1.7792296,1.1958891,0.293058,8.866396,1.7085339,1.214786
86,0.03610009,2.0198512077331543,1.7049291,173.37103,1.7795095,1.1960317,0.29299873,8.867757,1.7081743,1.2144057
87,0.031537116,1.9564101696014404,1.7047004,176.87172,1.7791232,1.1958144,0.2929273,8.867589,1.7085491,1.2145615
88,0.04028189,1.8592112064361572,1.703261,172.23161,1.777507,1.1950185,0.29284072,8.853154,1.7085025,1.2141536
89,0.040943325,2.0554115772247314,1.703289,173.78448,1.7777717,1.1954299,0.2928003,8.867457,1.7074846,1.2148074
90,0.036785483,1.9808063507080078,1.7039862,176.9956,1.7787939,1.1959215,0.29295456,8.865857,1.7085675,1.2149425
91,0.03546071,2.0059428215026855,1.7046897,171.81137,1.7793943,1.1960276,0.29304942,8.865015,1.708269,1.2148998
92,0.031294107,1.8040874004364014,1.7048814,176.88286,1.7793876,1.1960942,0.29304814,8.864366,1.7085663,1.2149271
93,0.03264469,1.943957805633545,1.7020465,176.99167,1.776561,1.1953784,0.29242277,8.864959,1.7074053,1.2124269
94,0.048500836,2.0502634048461914,1.7048683,176.87575,1.7795047,1.1955599,0.29304576,8.828941,1.7074261,1.2148176
95,0.037976086,1.867295742034912,1.6840246,178.86943,1.7559655,1.1847352,0.2947834,8.995191,1.7135184,1.2469144
96,0.03591448,1.8604252338409424,1.6901481,179.1368,1.7629735,1.1864548,0.29574138,8.992306,1.7153888,1.2486774
97,0.034165204,1.7970895767211914,1.6574339,184.22726,1.726983,1.1803948,0.3315993,9.29862,1.750957,1.3413417
98,0.034742653,1.8800334930419922,1.6574595,184.4046,1.7270209,1.1806077,0.33161327,9.292545,1.7534479,1.3416206
99,0.05139166,1.9353594779968262,1.6575344,184.51558,1.7270465,1.1807816,0.331614,9.293284,1.7532296,1.3415998
100,0.04311651,2.007322072982788,1.6542394,184.34372,1.7236264,1.1739994,0.31957173,9.283608,1.7464074,1.3389318
101,0.041778922,1.8712921142578125,1.65458,184.74316,1.7238122,1.1737919,0.31962737,9.301821,1.746234,1.3393697
102,0.042081118,4.225252151489258,1.5407429,198.55792,1.5968665,1.1371945,0.4750165,10.316038,1.8421676,1.6335521
103,0.04518366,1.9189221858978271,1.5399334,202.34244,1.5964328,1.1372025,0.47452545,10.311612,1.8420488,1.6336466
104,0.057550013,1.919679880142212,1.5910711,194.3759,1.6527219,1.1413269,0.4011653,9.8641,1.7806759,1.5009412
105,0.047359347,2.001706123352051,1.6537715,184.73222,1.7232065,1.1744877,0.3192302,9.303027,1.7464759,1.3374996
106,0.046977043,1.8928568363189697,1.6540257,184.60619,1.7232966,1.1738865,0.31961864,9.306259,1.7448272,1.3385583
107,0.043775976,2.068241596221924,1.5894622,194.2141,1.6508529,1.1422017,0.40065598,9.844697,1.7810531,1.4998503
108,0.04041499,1.9708523750305176,1.5913655,188.95325,1.6532043,1.1425135,0.4011632,9.864478,1.7808247,1.500944
109,0.04493308,1.9902853965759277,1.5910512,194.38446,1.6528935,1.1416965,0.40115434,9.86087,1.7804806,1.5009604
110,0.04194635,1.9818239212036133,1.5915399,194.38902,1.653316,1.1422411,0.40091804,9.86392,1.7796159,1.5004488
111,0.04759109,1.9301085472106934,1.5912547,194.16476,1.6531067,1.1420999,0.40116972,9.863011,1.7806836,1.5004377
112,0.043039322,2.043367862701416,1.5908396,193.59538,1.6530542,1.1419923,0.40114203,9.850894,1.7806787,1.4996625
