iteration,max_fitness,time
0.0,1118.5386,0.0
10.0,2353.6338,108.35951
20.0,3836.0586,97.888054
30.0,4239.3057,97.85354
40.0,4239.3057,98.24629
50.0,4424.212,97.721664
60.0,4796.9966,98.02544
70.0,5292.5996,97.47705
80.0,5292.5996,97.81039
90.0,5292.5996,97.74988
100.0,5292.5996,97.90637
110.0,5292.5996,97.71393
120.0,5364.2993,97.94989
130.0,5364.2993,97.66963
140.0,5417.7114,97.65544
150.0,5421.093,97.47504
160.0,5421.093,97.717674
170.0,5421.093,97.69723
180.0,5479.578,98.203255
190.0,5550.8516,97.87579
200.0,5550.8516,97.99841
210.0,5550.8516,97.704025
220.0,5550.8516,97.92746
230.0,5550.8516,97.50842
240.0,5550.8516,98.16499
250.0,5569.4766,97.52635
260.0,5569.4766,98.01998
270.0,5569.4766,97.94402
280.0,5677.438,97.93233
290.0,5677.438,97.744804
300.0,5677.438,97.99011
310.0,5677.438,97.81621
320.0,5677.438,97.978905
330.0,5774.1934,97.66137
340.0,5774.1934,98.02737
350.0,5774.1934,97.67011
360.0,5815.319,98.0709
370.0,5815.319,97.63231
380.0,5815.319,98.06136
390.0,5815.319,97.99006
400.0,5815.319,97.92286
410.0,5815.319,97.6685
420.0,5815.319,97.97803
430.0,5844.798,97.827255
440.0,5866.107,97.95071
450.0,5866.107,97.69974
460.0,5866.107,98.09829
470.0,5866.107,97.73595
480.0,5866.107,97.89729
490.0,5866.107,97.604675
500.0,5869.3657,97.97447
510.0,5869.3657,97.61766
520.0,5874.1626,97.88644
530.0,5874.1626,97.79276
540.0,5874.1626,97.82914
550.0,5874.1626,97.48204
560.0,5874.1626,97.89416
570.0,5874.1626,97.68394
580.0,5921.124,97.88939
590.0,5921.124,97.82263
600.0,5921.124,98.0385
610.0,5921.124,97.73608
620.0,6028.916,97.82182
630.0,6028.916,97.82529
640.0,6028.916,97.84993
650.0,6028.916,97.725586
660.0,6028.916,97.574104
670.0,6028.916,97.51898
680.0,6028.916,97.754715
690.0,6028.916,97.58663
700.0,6028.916,97.57882
710.0,6028.916,97.56197
720.0,6028.916,97.80402
730.0,6028.916,97.48782
740.0,6028.916,97.75802
750.0,6028.916,97.486275
760.0,6028.916,97.81497
770.0,6028.916,97.62371
780.0,6028.916,97.78357
790.0,6183.5947,97.72654
800.0,6183.5947,97.97762
810.0,6183.5947,97.59901
820.0,6183.5947,97.73622
830.0,6183.5947,97.55871
840.0,6183.5947,97.85526
850.0,6183.5947,97.71804
860.0,6183.5947,97.98731
870.0,6183.5947,97.5972
880.0,6183.5947,98.01373
890.0,6183.5947,97.61774
900.0,6183.5947,98.034645
910.0,6183.5947,97.65451
920.0,6183.5947,97.748856
930.0,6183.5947,97.72055
940.0,6183.5947,97.83176
950.0,6183.5947,97.88383
960.0,6183.5947,97.90672
970.0,6183.5947,97.65631
980.0,6183.5947,97.67945
990.0,6183.5947,97.55294
1000.0,6183.5947,97.73401
1010.0,6183.5947,97.29372
1020.0,6183.5947,97.49723
1030.0,6183.5947,97.60173
1040.0,6183.5947,97.8933
1050.0,6183.5947,97.90935
1060.0,6183.5947,98.073814
1070.0,6183.5947,97.79779
1080.0,6183.5947,97.73504
1090.0,6183.5947,97.80078
1100.0,6183.5947,97.7969
1110.0,6183.5947,97.67973
1120.0,6183.5947,97.72424
1130.0,6183.5947,97.74742
1140.0,6183.5947,97.74924
1150.0,6183.5947,97.747025
1160.0,6183.5947,97.6367
1170.0,6183.5947,97.690575
1180.0,6183.5947,98.108025
1190.0,6183.5947,97.59093
1200.0,6183.5947,98.01659
1210.0,6183.5947,97.68276
1220.0,6183.5947,97.78184
1230.0,6183.5947,97.826126
1240.0,6183.5947,97.87279
1250.0,6183.5947,97.57537
1260.0,6183.5947,97.97932
1270.0,6183.5947,97.66313
1280.0,6183.5947,98.04718
1290.0,6183.5947,97.64595
1300.0,6183.5947,97.968254
1310.0,6183.5947,97.61353
1320.0,6183.5947,97.81903
1330.0,6183.5947,97.65365
1340.0,6183.5947,98.0218
1350.0,6183.5947,97.99281
1360.0,6183.5947,97.9389
1370.0,6183.5947,97.75314
1380.0,6183.5947,98.21973
1390.0,6183.5947,97.77941
1400.0,6183.5947,97.94247
1410.0,6183.5947,97.59388
1420.0,6183.5947,98.02554
1430.0,6183.5947,98.01757
1440.0,6183.5947,97.81391
1450.0,6183.5947,97.59181
1460.0,6183.5947,98.00562
1470.0,6183.5947,97.99352
1480.0,6183.5947,97.77433
1490.0,6183.5947,97.483444
1500.0,6183.5947,97.68254
