iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13,rrmse_14,rrmse_15
0,-0.07204628,0.0,1.5793533,1.2820357,1.2578784,1.0549437,1.2245233,1.3091912,1.2718797,1.3821781,1.5797002,1.2477205,1.2373542,0.990314,1.2074127,1.3029587,1.2535908,1.38601
1,-0.0651027,2.4737539291381836,1.579569,1.2827587,1.2576433,1.0549241,1.2245293,1.307293,1.2719085,1.381404,1.579784,1.2488059,1.237624,0.9902514,1.2074544,1.3029205,1.2538178,1.3859184
2,-0.064207196,1.9777846336364746,1.5767467,1.2777807,1.2548183,1.0532582,1.2228231,1.3054454,1.2690463,1.3796036,1.5773178,1.2444447,1.232731,0.9861669,1.2050025,1.3024639,1.2524934,1.3833902
3,-0.059017062,1.8459649085998535,1.5793865,1.2827772,1.257725,1.0536968,1.224566,1.3090743,1.2721546,1.3821262,1.5795323,1.2489192,1.2376478,0.99027246,1.2061528,1.3027427,1.2536122,1.3859432
4,-0.07857978,1.9882228374481201,1.5794399,1.2827439,1.2577367,1.054867,1.2244136,1.3091758,1.2719445,1.3821661,1.5798353,1.2489374,1.2376454,0.99044025,1.2067277,1.3028014,1.2528547,1.3856419
5,-0.05894959,2.095522165298462,1.5794206,1.2822624,1.257793,1.0548913,1.2243611,1.3088983,1.2720945,1.3817972,1.5794263,1.248912,1.2368255,0.99041855,1.2073252,1.3024195,1.2538402,1.3860594
6,-0.07850051,1.941199779510498,1.5790895,1.2822317,1.2578831,1.0549188,1.2245669,1.3091693,1.2721509,1.3821044,1.5795244,1.2486721,1.2371165,0.9903722,1.2073774,1.3027288,1.2537427,1.3860381
7,-0.10712826,1.9573190212249756,1.5793747,1.2822821,1.2578815,1.0549449,1.224449,1.3091922,1.2717417,1.3818336,1.5798147,1.2482057,1.2375789,0.9903886,1.2070174,1.303027,1.2535889,1.3860294
8,-0.08424139,1.852893590927124,1.5773185,1.2809504,1.2574772,1.054677,1.2245532,1.3091593,1.2721204,1.3819929,1.5787039,1.248086,1.2375522,0.9901744,1.2066298,1.3028651,1.2537795,1.3860065
9,-0.06312466,1.9635004997253418,1.5747411,1.2784303,1.2570223,1.0536215,1.2239122,1.3081021,1.2718651,1.3821316,1.5782921,1.247803,1.2368983,0.9900344,1.2035161,1.3016046,1.25343,1.3858598
10,-0.094993114,2.067195415496826,1.5761096,1.2795845,1.2566524,1.0541477,1.2237387,1.3080449,1.2717146,1.3814656,1.5788977,1.2479006,1.2371097,0.990012,1.2032727,1.3016845,1.2531776,1.3854157
11,-0.09664059,1.9235568046569824,1.5795221,1.2827708,1.257517,1.0545388,1.2245653,1.3091953,1.2721322,1.3821733,1.5798173,1.2489133,1.2376478,0.99034995,1.2072512,1.303018,1.2537413,1.3857615
12,-0.050075173,1.929452896118164,1.579566,1.2825726,1.257251,1.054419,1.2244486,1.3089436,1.2721568,1.3821765,1.5791808,1.2482558,1.2375544,0.99044,1.2074592,1.3030251,1.2535363,1.3853078
13,-0.07814348,1.8459055423736572,1.579249,1.2821549,1.2578895,1.0548831,1.2245231,1.3091142,1.2721447,1.3821697,1.5796562,1.2485154,1.237333,0.9901691,1.2067862,1.3026781,1.2537147,1.3860508
14,-0.087423325,2.017080068588257,1.5781177,1.2811961,1.2570287,1.0545572,1.2234533,1.3076218,1.2718353,1.3816553,1.5778173,1.2461311,1.2353781,0.98781484,1.2030393,1.3009164,1.2529191,1.3850034
15,-0.10037124,2.1197774410247803,1.5766481,1.2820758,1.2572578,1.0549333,1.2201271,1.3072443,1.2710422,1.3813088,1.5790476,1.2486744,1.2376125,0.99043524,1.2062696,1.3028109,1.253803,1.3859495
16,-0.08352578,1.8844444751739502,1.5781825,1.2812347,1.2576758,1.0549407,1.2234217,1.3059075,1.2708378,1.3797733,1.5791945,1.2480304,1.2370703,0.9901868,1.2049699,1.3002642,1.2522858,1.3829608
17,-0.05253339,1.8868813514709473,1.5795692,1.2827247,1.2576445,1.0549514,1.2245182,1.3087627,1.2720615,1.3821702,1.579836,1.2488977,1.2375531,0.9904401,1.2065712,1.3029743,1.2534702,1.3841981
18,-0.07804239,1.8763494491577148,1.5793048,1.2824754,1.2578515,1.054917,1.2244374,1.3091861,1.2720227,1.3820847,1.5793245,1.2476755,1.2368337,0.9901328,1.2072768,1.3029771,1.253848,1.3860308
19,-0.064594746,2.1848158836364746,1.5762144,1.2801831,1.2565107,1.0535893,1.2225127,1.3067638,1.2713152,1.3820671,1.5794165,1.2481544,1.2373846,0.9901358,1.2040532,1.3018707,1.2533363,1.3855166
20,-0.08594406,1.9384026527404785,1.5742067,1.2784264,1.2559266,1.0529273,1.2229022,1.3075566,1.2703806,1.3808179,1.57631,1.2460401,1.2328111,0.98777723,1.2046865,1.3015493,1.2519351,1.3855933
21,-0.04707122,2.00026273727417,1.5792383,1.2823033,1.2578921,1.054945,1.2245069,1.3082697,1.2717693,1.3814378,1.579168,1.2479564,1.2372719,0.9902467,1.207469,1.3029765,1.2538408,1.3860589
22,-0.08225989,1.9520492553710938,1.5782648,1.2811482,1.2578465,1.0549599,1.224561,1.3089981,1.2720228,1.3819791,1.5795007,1.2478873,1.2375789,0.9904121,1.2066665,1.3029282,1.2534308,1.3859491
23,-0.09040058,4.456112861633301,1.5795517,1.2827722,1.2577184,1.054721,1.2243826,1.3091848,1.2720606,1.3820999,1.5798141,1.2488307,1.2376217,0.9899208,1.207503,1.3028738,1.2533302,1.3854396
24,-0.08436394,1.9350106716156006,1.5779647,1.28101,1.257674,1.0549492,1.2245431,1.3063784,1.2719218,1.3816954,1.5789094,1.2480578,1.2373803,0.99000037,1.2072439,1.3030239,1.2538481,1.3860567
25,-0.06955445,1.9052624702453613,1.5768772,1.2813119,1.2568661,1.0544242,1.2241969,1.3086896,1.2715838,1.3819182,1.5789899,1.246897,1.237045,0.98989546,1.2035398,1.3012015,1.2531302,1.38502
26,-0.075461745,1.941896677017212,1.5792474,1.2821032,1.2576101,1.0543897,1.2238432,1.3080894,1.272128,1.382042,1.5790523,1.2486479,1.2376429,0.99042344,1.206322,1.3024416,1.2537842,1.3858074
27,-0.05978799,2.0691139698028564,1.579073,1.2821121,1.2578048,1.0548676,1.2241985,1.3086209,1.2720989,1.3820013,1.5795654,1.2486205,1.237643,0.9903977,1.205838,1.3030268,1.2536576,1.3857961
28,-0.086830735,2.0850908756256104,1.5795406,1.2827756,1.2578111,1.0549365,1.2245667,1.3091753,1.2716954,1.3820344,1.5798337,1.2488903,1.2363144,0.98943174,1.2071425,1.3029648,1.2532042,1.3851228
29,-0.07999253,1.9219284057617188,1.5794659,1.2827011,1.2577608,1.0541568,1.2237959,1.3057818,1.2708308,1.3804499,1.5795946,1.2486751,1.2376448,0.9899708,1.2069964,1.3029757,1.252165,1.3852569
30,-0.07354033,1.9053423404693604,1.5752195,1.2807609,1.253914,1.0529169,1.2196763,1.3048277,1.2673837,1.3775531,1.576796,1.2484367,1.2351618,0.9890607,1.200187,1.3003608,1.2487763,1.3814954
31,-0.082922935,1.7829992771148682,1.579363,1.2822224,1.2576396,1.0546551,1.2244627,1.308034,1.270879,1.3813493,1.579825,1.2487863,1.237642,0.9899609,1.2066691,1.3028445,1.2536134,1.3855482
32,-0.082244635,2.041639804840088,1.5791328,1.2813476,1.2578927,1.0549397,1.2237386,1.3075536,1.2714126,1.3815916,1.5794553,1.2476238,1.2373292,0.98989373,1.2006834,1.2997949,1.2508318,1.3834695
33,-0.12348151,1.968773365020752,1.5733644,1.2791468,1.2539533,1.0536925,1.2234266,1.3080062,1.2714493,1.3817213,1.5733091,1.2434862,1.2323301,0.9870078,1.2027544,1.3009455,1.252722,1.3849164
34,-0.070525765,1.8737702369689941,1.5785166,1.2805496,1.2578769,1.0548542,1.2218183,1.3065109,1.2716477,1.3810694,1.5798309,1.2482946,1.2373532,0.99043524,1.2048591,1.301087,1.2527599,1.3854264
35,-0.053010464,1.943711280822754,1.5783424,1.2812542,1.2578093,1.0546625,1.2245673,1.3088527,1.2721567,1.3821677,1.5774627,1.246828,1.2360405,0.9898076,1.2068943,1.3022846,1.2537494,1.3856604
36,-0.11667538,1.901665210723877,1.5769143,1.2799535,1.2563047,1.0542319,1.2233217,1.3077506,1.2715719,1.3810972,1.5760723,1.2458478,1.2352186,0.9887301,1.2063329,1.3027072,1.253686,1.3860488
37,-0.047061086,2.130772352218628,1.578826,1.282696,1.2578614,1.0549493,1.224443,1.3090854,1.2719826,1.3821706,1.5794985,1.2486514,1.2374232,0.9900403,1.2072531,1.3028755,1.2537968,1.3859857
38,-0.055029392,2.0234861373901367,1.5790646,1.281285,1.2578856,1.0549301,1.2241995,1.3086866,1.2721577,1.3821472,1.5787913,1.2480688,1.237295,0.9900258,1.2054096,1.3012917,1.253638,1.3858056
39,-0.058200955,1.8622338771820068,1.5786341,1.2812274,1.2571499,1.0546942,1.2245626,1.3090192,1.2719458,1.3813741,1.5793967,1.2487074,1.2372695,0.98975325,1.207413,1.3029261,1.2538272,1.3858818
40,-0.057657003,1.8721678256988525,1.5779754,1.2789227,1.2572395,1.0545363,1.2245063,1.3083887,1.2721517,1.382146,1.5790409,1.2482102,1.2373693,0.990181,1.2057507,1.3020693,1.2537234,1.3859825
41,-0.090310335,1.9304602146148682,1.5793136,1.2822642,1.257837,1.0548795,1.2238147,1.30808,1.2704337,1.3809059,1.5796335,1.2487541,1.2376423,0.9904365,1.2069746,1.3029763,1.2537841,1.3856125
42,-0.089889765,2.011749505996704,1.5792587,1.2827752,1.25713,1.0545683,1.2243723,1.3081665,1.2716757,1.3816326,1.579495,1.2482558,1.2372432,0.9903675,1.2060984,1.3020154,1.2537837,1.3854518
43,-0.093063,1.9573829174041748,1.579044,1.2817742,1.2578286,1.054777,1.2239927,1.3063085,1.2709557,1.3809053,1.5790043,1.2484556,1.236949,0.99043036,1.2069176,1.3030266,1.25367,1.3859203
44,-0.07805908,2.008134365081787,1.577393,1.2807064,1.2578613,1.0549594,1.2233403,1.3066317,1.2718409,1.3821013,1.5780054,1.2473811,1.2374533,0.9897916,1.2059232,1.3024766,1.2537248,1.3860593
45,-0.095390916,1.951096534729004,1.5786446,1.2815205,1.2578288,1.0548853,1.2232776,1.3062637,1.270842,1.3800546,1.5797237,1.2487298,1.2375009,0.9904381,1.2042304,1.3019853,1.2519311,1.3837975
46,-0.11403251,1.962369441986084,1.5788062,1.2807332,1.2578795,1.0547839,1.2241684,1.307413,1.2713363,1.3802342,1.5782092,1.2466886,1.2365476,0.9899488,1.2057992,1.3014143,1.2528716,1.3840648
47,-0.07467234,2.0132532119750977,1.5727443,1.2753472,1.255468,1.0532705,1.223917,1.3058621,1.2719345,1.3818055,1.5777159,1.2473205,1.2356453,0.98904043,1.2037112,1.3019164,1.2522995,1.385071
48,-0.08307886,1.9334652423858643,1.576007,1.2783954,1.2559931,1.0538166,1.2213973,1.3058549,1.2707523,1.3797106,1.5763408,1.2470226,1.2360373,0.9899853,1.2047093,1.3022817,1.2527092,1.3853104
49,-0.040340662,1.98240327835083,1.5770278,1.2810874,1.255834,1.0536121,1.2235893,1.3080859,1.2710443,1.3816553,1.5772177,1.2470427,1.2359984,0.98839617,1.2037061,1.3002928,1.2519577,1.3850645
50,-0.06893754,1.8653109073638916,1.5787108,1.282118,1.2569941,1.0546917,1.2245315,1.3091904,1.2717655,1.3820546,1.5797737,1.2488844,1.2376403,0.9904392,1.2069583,1.3026538,1.2537861,1.3860013
