n_fn_0,n_fn_1,n_fn_2,n_fn_3,n_fn_4,n_fn_5,n_fn_6,n_fn_7,n_fn_8,n_fn_9,n_fn_10,n_fn_11,used_inputs_fraction,active_fraction,n_one_arity,n_two_arity,run_name,seed,w,opt,problem
5,2,5,5,2,6,4,7,8,4,2,5,1.0,0.55,38,17,ga_nasa_battery_2_20min_adam_wfn_2,2,_wfn,adam,nasa_battery_2_20min
3,2,9,3,3,4,3,7,4,7,4,4,1.0,0.53,36,17,ga_nasa_battery_2_20min_adam_win_2,2,_win,adam,nasa_battery_2_20min
5,2,5,5,2,6,4,7,8,4,2,5,1.0,0.55,38,17,ga_nasa_battery_2_20min_adam_wfn_bfn_2,2,_wfn_bfn,adam,nasa_battery_2_20min
3,2,9,3,3,4,3,7,4,7,4,4,1.0,0.53,36,17,ga_nasa_battery_2_20min_adam_win_bfn_2,2,_win_bfn,adam,nasa_battery_2_20min
5,2,5,5,2,6,4,7,8,4,2,5,1.0,0.55,38,17,ga_nasa_battery_2_20min_adam_wfn_bin_2,2,_wfn_bin,adam,nasa_battery_2_20min
3,2,9,3,3,4,3,7,4,7,4,4,1.0,0.53,36,17,ga_nasa_battery_2_20min_adam_win_bin_2,2,_win_bin,adam,nasa_battery_2_20min
5,2,5,4,6,5,3,2,8,4,5,3,1.0,0.52,36,16,ga_nasa_battery_2_20min_gaussian_wfn_2,2,_wfn,gaussian,nasa_battery_2_20min
4,4,5,4,6,6,3,2,5,2,5,4,1.0,0.5,33,17,ga_nasa_battery_2_20min_gaussian_win_2,2,_win,gaussian,nasa_battery_2_20min
5,2,5,4,6,5,3,2,8,4,5,3,1.0,0.52,36,16,ga_nasa_battery_2_20min_gaussian_wfn_bfn_2,2,_wfn_bfn,gaussian,nasa_battery_2_20min
4,4,5,4,6,6,3,2,5,2,5,4,1.0,0.5,33,17,ga_nasa_battery_2_20min_gaussian_win_bfn_2,2,_win_bfn,gaussian,nasa_battery_2_20min
5,2,5,4,6,5,3,2,8,4,5,3,1.0,0.52,36,16,ga_nasa_battery_2_20min_gaussian_wfn_bin_2,2,_wfn_bin,gaussian,nasa_battery_2_20min
4,4,5,4,6,6,3,2,5,2,5,4,1.0,0.5,33,17,ga_nasa_battery_2_20min_gaussian_win_bin_2,2,_win_bin,gaussian,nasa_battery_2_20min
4,3,6,3,11,6,5,4,9,5,3,0,0.8,0.59,43,16,ga_nasa_battery_2_20min_gaussian_2,2,,gaussian,nasa_battery_2_20min
11,7,2,2,4,5,3,5,3,2,6,4,1.0,0.54,32,22,ga_nasa_battery_2_20min_adam_wfn_3,3,_wfn,adam,nasa_battery_2_20min
3,3,6,4,8,5,5,6,6,3,5,3,1.0,0.57,41,16,ga_nasa_battery_2_20min_adam_win_3,3,_win,adam,nasa_battery_2_20min
11,7,2,2,4,5,3,5,3,2,6,4,1.0,0.54,32,22,ga_nasa_battery_2_20min_adam_wfn_bfn_3,3,_wfn_bfn,adam,nasa_battery_2_20min
3,3,6,4,8,5,5,6,6,3,5,3,1.0,0.57,41,16,ga_nasa_battery_2_20min_adam_win_bfn_3,3,_win_bfn,adam,nasa_battery_2_20min
11,7,2,2,4,5,3,5,3,2,6,4,1.0,0.54,32,22,ga_nasa_battery_2_20min_adam_wfn_bin_3,3,_wfn_bin,adam,nasa_battery_2_20min
3,3,6,4,8,5,5,6,6,3,5,3,1.0,0.57,41,16,ga_nasa_battery_2_20min_adam_win_bin_3,3,_win_bin,adam,nasa_battery_2_20min
5,1,4,7,8,3,4,9,6,1,2,4,1.0,0.54,37,17,ga_nasa_battery_2_20min_gaussian_wfn_3,3,_wfn,gaussian,nasa_battery_2_20min
6,7,4,6,2,2,5,2,5,1,5,4,1.0,0.49,26,23,ga_nasa_battery_2_20min_gaussian_win_3,3,_win,gaussian,nasa_battery_2_20min
5,1,4,7,8,3,4,9,6,1,2,4,1.0,0.54,37,17,ga_nasa_battery_2_20min_gaussian_wfn_bfn_3,3,_wfn_bfn,gaussian,nasa_battery_2_20min
6,7,4,6,2,2,5,2,5,1,5,4,1.0,0.49,26,23,ga_nasa_battery_2_20min_gaussian_win_bfn_3,3,_win_bfn,gaussian,nasa_battery_2_20min
5,1,4,7,8,3,4,9,6,1,2,4,1.0,0.54,37,17,ga_nasa_battery_2_20min_gaussian_wfn_bin_3,3,_wfn_bin,gaussian,nasa_battery_2_20min
6,7,4,6,2,2,5,2,5,1,5,4,1.0,0.49,26,23,ga_nasa_battery_2_20min_gaussian_win_bin_3,3,_win_bin,gaussian,nasa_battery_2_20min
6,4,5,6,3,7,9,5,4,7,3,3,1.0,0.62,41,21,ga_nasa_battery_2_20min_gaussian_3,3,,gaussian,nasa_battery_2_20min
6,7,4,6,0,6,5,2,3,3,3,7,1.0,0.52,29,23,ga_nasa_battery_2_20min_adam_wfn_4,4,_wfn,adam,nasa_battery_2_20min
6,4,1,9,4,4,5,3,10,2,3,4,1.0,0.55,35,20,ga_nasa_battery_2_20min_adam_win_4,4,_win,adam,nasa_battery_2_20min
6,7,4,6,0,6,5,2,3,3,3,7,1.0,0.52,29,23,ga_nasa_battery_2_20min_adam_wfn_bfn_4,4,_wfn_bfn,adam,nasa_battery_2_20min
6,4,1,9,4,4,5,3,10,2,3,4,1.0,0.55,35,20,ga_nasa_battery_2_20min_adam_win_bfn_4,4,_win_bfn,adam,nasa_battery_2_20min
6,7,4,6,0,6,5,2,3,3,3,7,1.0,0.52,29,23,ga_nasa_battery_2_20min_adam_wfn_bin_4,4,_wfn_bin,adam,nasa_battery_2_20min
6,4,1,9,4,4,5,3,10,2,3,4,1.0,0.55,35,20,ga_nasa_battery_2_20min_adam_win_bin_4,4,_win_bin,adam,nasa_battery_2_20min
6,4,2,2,5,4,2,6,8,3,5,4,1.0,0.51,37,14,ga_nasa_battery_2_20min_gaussian_wfn_4,4,_wfn,gaussian,nasa_battery_2_20min
5,10,6,7,4,8,4,4,3,8,1,0,1.0,0.6,32,28,ga_nasa_battery_2_20min_gaussian_win_4,4,_win,gaussian,nasa_battery_2_20min
6,4,2,2,5,4,2,6,8,3,5,4,1.0,0.51,37,14,ga_nasa_battery_2_20min_gaussian_wfn_bfn_4,4,_wfn_bfn,gaussian,nasa_battery_2_20min
5,10,6,7,4,8,4,4,3,8,1,0,1.0,0.6,32,28,ga_nasa_battery_2_20min_gaussian_win_bfn_4,4,_win_bfn,gaussian,nasa_battery_2_20min
6,4,2,2,5,4,2,6,8,3,5,4,1.0,0.51,37,14,ga_nasa_battery_2_20min_gaussian_wfn_bin_4,4,_wfn_bin,gaussian,nasa_battery_2_20min
5,10,6,7,4,8,4,4,3,8,1,0,1.0,0.6,32,28,ga_nasa_battery_2_20min_gaussian_win_bin_4,4,_win_bin,gaussian,nasa_battery_2_20min
5,4,1,6,8,3,6,4,7,6,6,5,1.0,0.61,45,16,ga_nasa_battery_2_20min_gaussian_4,4,,gaussian,nasa_battery_2_20min
7,4,1,10,3,5,5,4,1,7,6,2,1.0,0.55,33,22,ga_nasa_battery_2_20min_adam_wfn_5,5,_wfn,adam,nasa_battery_2_20min
4,4,6,2,7,3,1,6,3,5,4,2,0.8,0.47,31,16,ga_nasa_battery_2_20min_adam_win_5,5,_win,adam,nasa_battery_2_20min
7,4,1,10,3,5,5,4,1,7,6,2,1.0,0.55,33,22,ga_nasa_battery_2_20min_adam_wfn_bfn_5,5,_wfn_bfn,adam,nasa_battery_2_20min
4,4,6,2,7,3,1,6,3,5,4,2,0.8,0.47,31,16,ga_nasa_battery_2_20min_adam_win_bfn_5,5,_win_bfn,adam,nasa_battery_2_20min
7,4,1,10,3,5,5,4,1,7,6,2,1.0,0.55,33,22,ga_nasa_battery_2_20min_adam_wfn_bin_5,5,_wfn_bin,adam,nasa_battery_2_20min
4,4,6,2,7,3,1,6,3,5,4,2,0.8,0.47,31,16,ga_nasa_battery_2_20min_adam_win_bin_5,5,_win_bin,adam,nasa_battery_2_20min
5,3,5,2,7,6,5,2,3,8,6,4,1.0,0.56,41,15,ga_nasa_battery_2_20min_gaussian_wfn_5,5,_wfn,gaussian,nasa_battery_2_20min
6,3,9,3,7,4,3,2,2,4,6,6,1.0,0.55,34,21,ga_nasa_battery_2_20min_gaussian_win_5,5,_win,gaussian,nasa_battery_2_20min
5,3,5,2,7,6,5,2,3,8,6,4,1.0,0.56,41,15,ga_nasa_battery_2_20min_gaussian_wfn_bfn_5,5,_wfn_bfn,gaussian,nasa_battery_2_20min
6,3,9,3,7,4,3,2,2,4,6,6,1.0,0.55,34,21,ga_nasa_battery_2_20min_gaussian_win_bfn_5,5,_win_bfn,gaussian,nasa_battery_2_20min
5,3,5,2,7,6,5,2,3,8,6,4,1.0,0.56,41,15,ga_nasa_battery_2_20min_gaussian_wfn_bin_5,5,_wfn_bin,gaussian,nasa_battery_2_20min
6,3,9,3,7,4,3,2,2,4,6,6,1.0,0.55,34,21,ga_nasa_battery_2_20min_gaussian_win_bin_5,5,_win_bin,gaussian,nasa_battery_2_20min
8,3,3,4,4,7,9,2,4,3,6,1,1.0,0.54,36,18,ga_nasa_battery_2_20min_gaussian_5,5,,gaussian,nasa_battery_2_20min
5,2,7,5,2,6,2,7,4,6,4,4,1.0,0.54,35,19,ga_nasa_battery_2_20min_adam_wfn_6,6,_wfn,adam,nasa_battery_2_20min
4,3,4,5,4,6,4,4,6,5,3,2,1.0,0.5,34,16,ga_nasa_battery_2_20min_adam_win_6,6,_win,adam,nasa_battery_2_20min
5,2,7,5,2,6,2,7,4,6,4,4,1.0,0.54,35,19,ga_nasa_battery_2_20min_adam_wfn_bfn_6,6,_wfn_bfn,adam,nasa_battery_2_20min
4,3,4,5,4,6,4,4,6,5,3,2,1.0,0.5,34,16,ga_nasa_battery_2_20min_adam_win_bfn_6,6,_win_bfn,adam,nasa_battery_2_20min
5,2,7,5,2,6,2,7,4,6,4,4,1.0,0.54,35,19,ga_nasa_battery_2_20min_adam_wfn_bin_6,6,_wfn_bin,adam,nasa_battery_2_20min
4,3,4,5,4,6,4,4,6,5,3,2,1.0,0.5,34,16,ga_nasa_battery_2_20min_adam_win_bin_6,6,_win_bin,adam,nasa_battery_2_20min
4,7,10,4,9,1,2,3,5,3,2,3,1.0,0.53,28,25,ga_nasa_battery_2_20min_gaussian_wfn_6,6,_wfn,gaussian,nasa_battery_2_20min
8,6,3,4,3,6,1,3,5,3,6,3,0.8,0.51,30,21,ga_nasa_battery_2_20min_gaussian_win_6,6,_win,gaussian,nasa_battery_2_20min
4,7,10,4,9,1,2,3,5,3,2,3,1.0,0.53,28,25,ga_nasa_battery_2_20min_gaussian_wfn_bfn_6,6,_wfn_bfn,gaussian,nasa_battery_2_20min
8,6,3,4,3,6,1,3,5,3,6,3,0.8,0.51,30,21,ga_nasa_battery_2_20min_gaussian_win_bfn_6,6,_win_bfn,gaussian,nasa_battery_2_20min
4,7,10,4,9,1,2,3,5,3,2,3,1.0,0.53,28,25,ga_nasa_battery_2_20min_gaussian_wfn_bin_6,6,_wfn_bin,gaussian,nasa_battery_2_20min
8,6,3,4,3,6,1,3,5,3,6,3,0.8,0.51,30,21,ga_nasa_battery_2_20min_gaussian_win_bin_6,6,_win_bin,gaussian,nasa_battery_2_20min
2,2,4,10,3,6,4,5,4,2,6,6,1.0,0.54,36,18,ga_nasa_battery_2_20min_gaussian_6,6,,gaussian,nasa_battery_2_20min
6,4,5,5,5,7,3,3,3,4,2,7,1.0,0.54,34,20,ga_nasa_battery_2_20min_adam_wfn_7,7,_wfn,adam,nasa_battery_2_20min
2,11,1,6,6,4,1,8,3,5,4,2,1.0,0.53,33,20,ga_nasa_battery_2_20min_adam_win_7,7,_win,adam,nasa_battery_2_20min
6,4,5,5,5,7,3,3,3,4,2,7,1.0,0.54,34,20,ga_nasa_battery_2_20min_adam_wfn_bfn_7,7,_wfn_bfn,adam,nasa_battery_2_20min
2,11,1,6,6,4,1,8,3,5,4,2,1.0,0.53,33,20,ga_nasa_battery_2_20min_adam_win_bfn_7,7,_win_bfn,adam,nasa_battery_2_20min
6,4,5,5,5,7,3,3,3,4,2,7,1.0,0.54,34,20,ga_nasa_battery_2_20min_adam_wfn_bin_7,7,_wfn_bin,adam,nasa_battery_2_20min
2,11,1,6,6,4,1,8,3,5,4,2,1.0,0.53,33,20,ga_nasa_battery_2_20min_adam_win_bin_7,7,_win_bin,adam,nasa_battery_2_20min
4,2,5,1,5,4,4,4,4,6,6,5,1.0,0.5,38,12,ga_nasa_battery_2_20min_gaussian_wfn_7,7,_wfn,gaussian,nasa_battery_2_20min
2,4,3,0,1,5,6,10,7,4,0,9,1.0,0.51,42,9,ga_nasa_battery_2_20min_gaussian_win_7,7,_win,gaussian,nasa_battery_2_20min
4,2,5,1,5,4,4,4,4,6,6,5,1.0,0.5,38,12,ga_nasa_battery_2_20min_gaussian_wfn_bfn_7,7,_wfn_bfn,gaussian,nasa_battery_2_20min
2,4,3,0,1,5,6,10,7,4,0,9,1.0,0.51,42,9,ga_nasa_battery_2_20min_gaussian_win_bfn_7,7,_win_bfn,gaussian,nasa_battery_2_20min
4,2,5,1,5,4,4,4,4,6,6,5,1.0,0.5,38,12,ga_nasa_battery_2_20min_gaussian_wfn_bin_7,7,_wfn_bin,gaussian,nasa_battery_2_20min
2,4,3,0,1,5,6,10,7,4,0,9,1.0,0.51,42,9,ga_nasa_battery_2_20min_gaussian_win_bin_7,7,_win_bin,gaussian,nasa_battery_2_20min
5,4,6,2,4,7,3,5,3,6,5,4,1.0,0.54,37,17,ga_nasa_battery_2_20min_gaussian_7,7,,gaussian,nasa_battery_2_20min
2,5,3,3,2,4,3,6,4,6,3,10,1.0,0.51,38,13,ga_nasa_battery_2_20min_adam_wfn_8,8,_wfn,adam,nasa_battery_2_20min
5,2,2,5,1,5,4,6,5,3,5,3,1.0,0.46,32,14,ga_nasa_battery_2_20min_adam_win_8,8,_win,adam,nasa_battery_2_20min
2,5,3,3,2,4,3,6,4,6,3,10,1.0,0.51,38,13,ga_nasa_battery_2_20min_adam_wfn_bfn_8,8,_wfn_bfn,adam,nasa_battery_2_20min
5,2,2,5,1,5,4,6,5,3,5,3,1.0,0.46,32,14,ga_nasa_battery_2_20min_adam_win_bfn_8,8,_win_bfn,adam,nasa_battery_2_20min
2,5,3,3,2,4,3,6,4,6,3,10,1.0,0.51,38,13,ga_nasa_battery_2_20min_adam_wfn_bin_8,8,_wfn_bin,adam,nasa_battery_2_20min
5,2,2,5,1,5,4,6,5,3,5,3,1.0,0.46,32,14,ga_nasa_battery_2_20min_adam_win_bin_8,8,_win_bin,adam,nasa_battery_2_20min
6,5,2,2,3,1,2,5,8,5,5,6,0.8,0.5,35,15,ga_nasa_battery_2_20min_gaussian_wfn_8,8,_wfn,gaussian,nasa_battery_2_20min
4,4,3,9,5,4,4,4,5,5,5,4,1.0,0.56,36,20,ga_nasa_battery_2_20min_gaussian_win_8,8,_win,gaussian,nasa_battery_2_20min
6,5,2,2,3,1,2,5,8,5,5,6,0.8,0.5,35,15,ga_nasa_battery_2_20min_gaussian_wfn_bfn_8,8,_wfn_bfn,gaussian,nasa_battery_2_20min
4,4,3,9,5,4,4,4,5,5,5,4,1.0,0.56,36,20,ga_nasa_battery_2_20min_gaussian_win_bfn_8,8,_win_bfn,gaussian,nasa_battery_2_20min
6,5,2,2,3,1,2,5,8,5,5,6,0.8,0.5,35,15,ga_nasa_battery_2_20min_gaussian_wfn_bin_8,8,_wfn_bin,gaussian,nasa_battery_2_20min
4,4,3,9,5,4,4,4,5,5,5,4,1.0,0.56,36,20,ga_nasa_battery_2_20min_gaussian_win_bin_8,8,_win_bin,gaussian,nasa_battery_2_20min
6,3,5,3,5,4,6,6,5,2,3,3,1.0,0.51,34,17,ga_nasa_battery_2_20min_gaussian_8,8,,gaussian,nasa_battery_2_20min
5,10,4,8,6,4,2,4,5,3,5,6,1.0,0.62,35,27,ga_nasa_battery_2_20min_adam_wfn_9,9,_wfn,adam,nasa_battery_2_20min
7,5,2,6,8,3,6,2,6,3,3,2,1.0,0.53,33,20,ga_nasa_battery_2_20min_adam_win_9,9,_win,adam,nasa_battery_2_20min
5,10,4,8,6,4,2,4,5,3,5,6,1.0,0.62,35,27,ga_nasa_battery_2_20min_adam_wfn_bfn_9,9,_wfn_bfn,adam,nasa_battery_2_20min
7,5,2,6,8,3,6,2,6,3,3,2,1.0,0.53,33,20,ga_nasa_battery_2_20min_adam_win_bfn_9,9,_win_bfn,adam,nasa_battery_2_20min
5,10,4,8,6,4,2,4,5,3,5,6,1.0,0.62,35,27,ga_nasa_battery_2_20min_adam_wfn_bin_9,9,_wfn_bin,adam,nasa_battery_2_20min
7,5,2,6,8,3,6,2,6,3,3,2,1.0,0.53,33,20,ga_nasa_battery_2_20min_adam_win_bin_9,9,_win_bin,adam,nasa_battery_2_20min
2,5,3,5,3,1,6,6,3,9,2,4,0.8,0.49,34,15,ga_nasa_battery_2_20min_gaussian_wfn_9,9,_wfn,gaussian,nasa_battery_2_20min
4,4,7,6,7,5,3,5,3,3,2,5,1.0,0.54,33,21,ga_nasa_battery_2_20min_gaussian_win_9,9,_win,gaussian,nasa_battery_2_20min
2,5,3,5,3,1,6,6,3,9,2,4,0.8,0.49,34,15,ga_nasa_battery_2_20min_gaussian_wfn_bfn_9,9,_wfn_bfn,gaussian,nasa_battery_2_20min
4,4,7,6,7,5,3,5,3,3,2,5,1.0,0.54,33,21,ga_nasa_battery_2_20min_gaussian_win_bfn_9,9,_win_bfn,gaussian,nasa_battery_2_20min
2,5,3,5,3,1,6,6,3,9,2,4,0.8,0.49,34,15,ga_nasa_battery_2_20min_gaussian_wfn_bin_9,9,_wfn_bin,gaussian,nasa_battery_2_20min
4,4,7,6,7,5,3,5,3,3,2,5,1.0,0.54,33,21,ga_nasa_battery_2_20min_gaussian_win_bin_9,9,_win_bin,gaussian,nasa_battery_2_20min
4,10,4,2,4,2,2,6,3,8,7,2,0.8,0.54,34,20,ga_nasa_battery_2_20min_gaussian_9,9,,gaussian,nasa_battery_2_20min
5,5,4,6,3,1,6,3,5,3,7,6,1.0,0.54,34,20,ga_nasa_battery_2_20min_adam_wfn_10,10,_wfn,adam,nasa_battery_2_20min
4,5,4,5,4,3,3,4,5,4,6,4,1.0,0.51,33,18,ga_nasa_battery_2_20min_adam_win_10,10,_win,adam,nasa_battery_2_20min
5,5,4,6,3,1,6,3,5,3,7,6,1.0,0.54,34,20,ga_nasa_battery_2_20min_adam_wfn_bfn_10,10,_wfn_bfn,adam,nasa_battery_2_20min
4,5,4,5,4,3,3,4,5,4,6,4,1.0,0.51,33,18,ga_nasa_battery_2_20min_adam_win_bfn_10,10,_win_bfn,adam,nasa_battery_2_20min
5,5,4,6,3,1,6,3,5,3,7,6,1.0,0.54,34,20,ga_nasa_battery_2_20min_adam_wfn_bin_10,10,_wfn_bin,adam,nasa_battery_2_20min
4,5,4,5,4,3,3,4,5,4,6,4,1.0,0.51,33,18,ga_nasa_battery_2_20min_adam_win_bin_10,10,_win_bin,adam,nasa_battery_2_20min
6,8,2,2,2,5,6,5,4,2,5,4,1.0,0.51,33,18,ga_nasa_battery_2_20min_gaussian_wfn_10,10,_wfn,gaussian,nasa_battery_2_20min
2,5,6,2,5,5,2,5,4,8,5,6,1.0,0.55,40,15,ga_nasa_battery_2_20min_gaussian_win_10,10,_win,gaussian,nasa_battery_2_20min
6,8,2,2,2,5,6,5,4,2,5,4,1.0,0.51,33,18,ga_nasa_battery_2_20min_gaussian_wfn_bfn_10,10,_wfn_bfn,gaussian,nasa_battery_2_20min
2,5,6,2,5,5,2,5,4,8,5,6,1.0,0.55,40,15,ga_nasa_battery_2_20min_gaussian_win_bfn_10,10,_win_bfn,gaussian,nasa_battery_2_20min
6,8,2,2,2,5,6,5,4,2,5,4,1.0,0.51,33,18,ga_nasa_battery_2_20min_gaussian_wfn_bin_10,10,_wfn_bin,gaussian,nasa_battery_2_20min
2,5,6,2,5,5,2,5,4,8,5,6,1.0,0.55,40,15,ga_nasa_battery_2_20min_gaussian_win_bin_10,10,_win_bin,gaussian,nasa_battery_2_20min
6,4,3,4,5,9,3,3,4,4,5,5,1.0,0.55,38,17,ga_nasa_battery_2_20min_gaussian_10,10,,gaussian,nasa_battery_2_20min
6,2,9,2,6,10,5,2,5,4,7,2,1.0,0.6,41,19,ga_nasa_battery_2_20min_adam_wfn_11,11,_wfn,adam,nasa_battery_2_20min
2,8,5,4,6,3,4,3,8,6,4,4,1.0,0.57,38,19,ga_nasa_battery_2_20min_adam_win_11,11,_win,adam,nasa_battery_2_20min
6,2,9,2,6,10,5,2,5,4,7,2,1.0,0.6,41,19,ga_nasa_battery_2_20min_adam_wfn_bfn_11,11,_wfn_bfn,adam,nasa_battery_2_20min
2,8,5,4,6,3,4,3,8,6,4,4,1.0,0.57,38,19,ga_nasa_battery_2_20min_adam_win_bfn_11,11,_win_bfn,adam,nasa_battery_2_20min
6,2,9,2,6,10,5,2,5,4,7,2,1.0,0.6,41,19,ga_nasa_battery_2_20min_adam_wfn_bin_11,11,_wfn_bin,adam,nasa_battery_2_20min
2,8,5,4,6,3,4,3,8,6,4,4,1.0,0.57,38,19,ga_nasa_battery_2_20min_adam_win_bin_11,11,_win_bin,adam,nasa_battery_2_20min
3,4,0,3,6,3,4,5,7,4,2,9,1.0,0.5,40,10,ga_nasa_battery_2_20min_gaussian_wfn_11,11,_wfn,gaussian,nasa_battery_2_20min
5,3,8,2,0,2,7,4,8,5,5,3,1.0,0.52,34,18,ga_nasa_battery_2_20min_gaussian_win_11,11,_win,gaussian,nasa_battery_2_20min
3,4,0,3,6,3,4,5,7,4,2,9,1.0,0.5,40,10,ga_nasa_battery_2_20min_gaussian_wfn_bfn_11,11,_wfn_bfn,gaussian,nasa_battery_2_20min
5,3,8,2,0,2,7,4,8,5,5,3,1.0,0.52,34,18,ga_nasa_battery_2_20min_gaussian_win_bfn_11,11,_win_bfn,gaussian,nasa_battery_2_20min
3,4,0,3,6,3,4,5,7,4,2,9,1.0,0.5,40,10,ga_nasa_battery_2_20min_gaussian_wfn_bin_11,11,_wfn_bin,gaussian,nasa_battery_2_20min
5,3,8,2,0,2,7,4,8,5,5,3,1.0,0.52,34,18,ga_nasa_battery_2_20min_gaussian_win_bin_11,11,_win_bin,gaussian,nasa_battery_2_20min
5,3,1,6,4,5,4,2,5,8,8,3,1.0,0.54,39,15,ga_nasa_battery_2_20min_gaussian_11,11,,gaussian,nasa_battery_2_20min
4,7,5,5,3,5,4,3,8,5,2,1,1.0,0.52,31,21,ga_nasa_battery_2_20min_adam_wfn_12,12,_wfn,adam,nasa_battery_2_20min
9,5,3,2,7,7,1,6,4,1,9,3,1.0,0.57,38,19,ga_nasa_battery_2_20min_adam_win_12,12,_win,adam,nasa_battery_2_20min
4,7,5,5,3,5,4,3,8,5,2,1,1.0,0.52,31,21,ga_nasa_battery_2_20min_adam_wfn_bfn_12,12,_wfn_bfn,adam,nasa_battery_2_20min
