iteration,max_fitness,time
0.0,463.78046,0.0
10.0,921.89124,145.20125
20.0,1064.6083,137.21861
30.0,1064.6083,137.57047
40.0,1079.59,136.65775
50.0,1096.4163,135.90128
60.0,1096.4163,137.13878
70.0,1096.4163,137.28728
80.0,1096.4163,137.17468
90.0,1107.2354,137.27205
100.0,1107.2354,136.15898
110.0,1107.2354,136.30879
120.0,1107.2354,136.61679
130.0,1107.2354,137.41983
140.0,1107.2354,137.01303
150.0,1107.2354,136.91934
160.0,1107.2354,137.2971
170.0,1110.0958,137.1793
180.0,1110.0958,137.26651
190.0,1110.0958,137.1844
200.0,1110.0958,136.10945
210.0,1110.0958,136.82368
220.0,1110.0958,136.85838
230.0,1110.0958,136.52136
240.0,1110.0958,136.49228
250.0,1110.0958,136.92194
260.0,1110.0958,136.33636
270.0,1110.6327,136.62695
280.0,1110.6327,136.29053
290.0,1110.6327,136.6676
300.0,1110.6327,136.32698
310.0,1110.6327,137.60686
320.0,1110.6327,137.14128
330.0,1110.6327,136.78249
340.0,1110.6327,137.54234
350.0,1110.6327,136.48587
360.0,1110.6327,137.5403
370.0,1110.6327,137.14511
380.0,1110.6327,137.82965
390.0,1110.6327,136.62354
400.0,1110.6327,136.84756
410.0,1110.6327,136.48907
420.0,1112.4417,136.39272
430.0,1112.4417,138.28958
440.0,1112.4417,137.95773
450.0,1112.4417,136.41924
460.0,1112.4417,136.3129
470.0,1112.4417,137.4724
480.0,1112.4417,136.42911
490.0,1112.4417,136.58153
500.0,1112.4417,137.17805
510.0,1112.4417,136.20438
520.0,1112.4417,136.72421
530.0,1112.4417,137.99062
540.0,1112.4417,136.18742
550.0,1112.4417,136.04639
560.0,1112.4417,137.09358
570.0,1112.4417,137.25444
580.0,1112.4417,137.96155
590.0,1112.4417,136.51595
600.0,1112.4417,135.77124
610.0,1112.4417,137.48851
620.0,1112.4417,136.36806
630.0,1112.4417,136.69128
640.0,1112.4417,137.19102
650.0,1112.4417,136.43622
660.0,1112.4417,136.9824
670.0,1112.4417,136.91467
680.0,1112.4417,136.67691
690.0,1112.4417,136.30957
700.0,1112.4417,136.91568
710.0,1112.4417,136.94974
720.0,1112.4417,137.53488
730.0,1112.4417,137.62624
740.0,1112.4417,137.30853
750.0,1112.4417,136.05093
760.0,1112.4417,137.24187
770.0,1112.4417,137.21649
780.0,1112.4417,137.57782
790.0,1112.4417,136.5699
800.0,1112.4417,136.37857
810.0,1112.4417,135.9858
820.0,1112.4417,137.26936
830.0,1112.4417,135.77745
840.0,1112.4417,136.65988
850.0,1112.4417,136.95348
860.0,1112.4417,137.21022
870.0,1112.4417,137.00897
880.0,1112.4417,136.58934
890.0,1112.7673,136.48943
900.0,1112.7673,136.42386
910.0,1112.7673,137.35483
920.0,1112.7673,136.96458
930.0,1112.7673,136.69147
940.0,1112.7673,137.19814
950.0,1112.7673,136.61371
960.0,1112.7673,136.08128
970.0,1112.7673,136.26598
980.0,1112.7673,136.52939
990.0,1112.7673,136.55814
1000.0,1112.7673,135.94275
1010.0,1112.7673,137.70706
1020.0,1112.7673,136.67813
1030.0,1112.7673,137.15663
1040.0,1112.7673,136.9248
1050.0,1112.7673,136.87308
1060.0,1112.7673,137.45021
1070.0,1112.7673,137.62085
1080.0,1112.7673,136.41534
1090.0,1112.7673,136.92584
1100.0,1112.7673,137.14377
1110.0,1112.7673,137.04353
1120.0,1112.7673,136.1416
1130.0,1112.7673,137.30421
1140.0,1112.7673,137.56602
1150.0,1112.7673,137.19351
1160.0,1112.7673,137.56418
1170.0,1112.7673,136.3275
1180.0,1112.7673,137.729
1190.0,1112.7673,137.24739
1200.0,1112.7673,136.51527
1210.0,1112.7673,137.1917
1220.0,1112.7673,137.84383
1230.0,1112.7673,136.85013
1240.0,1112.7673,136.70311
1250.0,1112.7673,137.32773
1260.0,1112.7673,136.90727
1270.0,1112.7673,138.41972
1280.0,1112.7673,137.28374
1290.0,1112.7673,136.42125
1300.0,1112.7673,138.30809
1310.0,1112.7673,136.43272
1320.0,1112.7673,137.3654
1330.0,1112.7673,137.59238
1340.0,1112.7673,136.92096
1350.0,1112.7673,136.76949
1360.0,1112.7673,137.03085
1370.0,1112.7673,137.48631
1380.0,1112.7673,138.10173
1390.0,1112.7673,137.17987
1400.0,1112.7673,136.58238
1410.0,1113.3999,136.88365
1420.0,1113.3999,136.46182
1430.0,1113.3999,137.2131
1440.0,1113.3999,138.03453
1450.0,1113.3999,137.27261
1460.0,1113.3999,136.68404
1470.0,1113.3999,138.36505
1480.0,1113.3999,136.8699
1490.0,1113.3999,136.44792
1500.0,1113.3999,136.05496
