iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.038138986,0.0,1.5235407,196.38998,1.5924959,0.44011334,1.2761892,10.603128,1.2629682,2.301065
1,0.024071574,9.34632682800293,1.5235407,196.38998,1.5924959,0.44011334,1.2761892,10.603128,1.2629682,2.301065
2,0.02019763,9.410967826843262,1.5235407,196.38998,1.5924959,0.44011334,1.2761892,10.603128,1.2629682,2.301065
3,0.037402153,9.446707248687744,1.5235407,196.38998,1.5924959,0.44011334,1.2761892,10.603128,1.2629682,2.301065
4,0.018631518,9.298218011856079,1.5235407,196.38998,1.5924959,0.44011334,1.2761892,10.603128,1.2629682,2.301065
5,0.030418217,9.331588506698608,1.5235407,196.38998,1.5924959,0.44011334,1.2761892,10.603128,1.2629682,2.301065
6,0.030305445,9.42220425605774,1.5263333,196.20132,1.5948193,0.44018027,1.2766093,10.607703,1.2622073,2.3021953
7,0.046640337,9.491297483444214,1.525783,191.49115,1.595517,0.44097567,1.2749747,10.597462,1.2634423,2.3008742
8,0.025005162,9.569559574127197,1.5266865,196.24295,1.5958682,0.44100955,1.2766817,10.607629,1.2634919,2.3025126
9,0.015449762,9.454755306243896,1.5267856,196.43613,1.5958616,0.4410079,1.2766827,10.607077,1.262748,2.3025398
10,0.01951617,9.633409261703491,1.5267506,196.2808,1.5958592,0.4410096,1.2766272,10.606744,1.2624804,2.301992
11,0.02314341,9.486539840698242,1.5252284,196.22505,1.5945219,0.4406449,1.2764057,10.60084,1.2635664,2.302515
12,0.021719694,9.424340724945068,1.5239241,194.1685,1.5930762,0.44019657,1.2761401,10.604269,1.2634112,2.3025343
13,0.020462394,9.491111516952515,1.5256907,196.3874,1.5942907,0.44038063,1.2759563,10.603831,1.2598207,2.2991457
14,0.030576587,9.53706979751587,1.5265286,194.10083,1.5956227,0.4409939,1.2760109,10.607697,1.2632551,2.3006392
15,0.03446108,9.327561140060425,1.5246967,195.87411,1.5935342,0.40849358,1.2682998,10.573368,1.2524017,2.2911541
16,0.0396834,9.368255138397217,1.5252928,195.92343,1.5938779,0.40844217,1.2685801,10.576463,1.2519011,2.2913883
17,0.029355884,10.872158288955688,1.5254899,194.11238,1.5940789,0.40861386,1.2684113,10.576243,1.2521272,2.2896087
18,0.035622835,9.542453050613403,1.5250534,191.92886,1.5939394,0.4083098,1.2659854,10.575171,1.2512412,2.282624
19,0.038252115,9.633911848068237,1.5253035,195.94139,1.5940157,0.40861797,1.2676222,10.574458,1.2523975,2.2909093
20,0.026910424,9.444202423095703,1.525302,195.94574,1.5939698,0.40853605,1.2685977,10.570689,1.2513167,2.2916503
21,0.02608341,9.536611080169678,1.5244048,195.6545,1.5922785,0.40819308,1.2682258,10.576536,1.2519674,2.2910979
22,0.030234754,9.47818922996521,1.5252868,195.95079,1.5938969,0.40865073,1.2683172,10.572163,1.2516814,2.2911296
23,0.026631892,9.520442247390747,1.5242392,193.54303,1.5932138,0.40817377,1.2682557,10.575003,1.2494813,2.290847
24,0.028544068,9.58397650718689,1.5254287,195.91171,1.5939207,0.4086487,1.26783,10.573644,1.2515621,2.2916481
25,0.032437563,9.383484125137329,1.5249505,195.94972,1.593631,0.40861148,1.2679313,10.567865,1.2521915,2.2907345
26,0.027991354,9.407655000686646,1.523559,195.93866,1.5917287,0.40848845,1.2675078,10.558735,1.2523558,2.2897923
27,0.039235055,9.424745082855225,1.5252414,193.43105,1.5939101,0.40865618,1.2678313,10.573848,1.25235,2.288896
28,0.02796048,9.5042405128479,1.5249902,193.51929,1.5936004,0.4085106,1.2683419,10.576326,1.2522354,2.2901819
