iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2
0,-0.2321639,0.0,3.933465,2.185968,1.3096133
1,-0.21842277,1.4099502563476562,4.226347,2.1494863,1.3041662
2,-0.10688472,1.0478074550628662,6.1436663,1.3506575,1.2313935
3,-0.10688472,1.0121486186981201,6.1436663,1.3506575,1.2313935
4,-0.06836796,1.1078197956085205,7.377089,1.1652318,1.2064468
5,-0.06101799,1.0177152156829834,7.6500535,1.1316192,1.2010819
6,-0.016777039,1.042250156402588,9.873846,0.99971163,1.1595256
7,-0.0167768,1.0223453044891357,9.873846,0.99971163,1.1595256
8,-0.001437664,1.015465497970581,13.051814,1.2902714,1.107201
9,-0.001437664,1.065706729888916,13.051814,1.2902714,1.107201
10,-5.4359436e-05,1.03261399269104,12.471673,1.2041632,1.1160961
11,-5.4359436e-05,1.1246247291564941,12.471673,1.2041632,1.1160961
12,-5.4240227e-05,0.982133150100708,12.471673,1.2041632,1.1160961
13,-5.4359436e-05,0.9684760570526123,12.471673,1.2041632,1.1160961
14,-5.4240227e-05,0.984882116317749,12.471673,1.2041632,1.1160961
15,-5.4478645e-05,0.9984748363494873,12.471673,1.2041632,1.1160961
16,-5.4359436e-05,1.0794355869293213,12.471673,1.2041632,1.1160961
17,-5.4359436e-05,1.003321886062622,12.471673,1.2041632,1.1160961
18,-5.4240227e-05,1.0186448097229004,12.471673,1.2041632,1.1160961
19,-5.4359436e-05,0.9899890422821045,12.471673,1.2041632,1.1160961
20,-5.2452087e-06,0.9960427284240723,12.375045,1.1909148,1.117607
21,-5.1259995e-06,1.062410831451416,12.375045,1.1909148,1.117607
22,-5.2452087e-06,1.0366768836975098,12.375045,1.1909148,1.117607
23,-5.1259995e-06,1.1041009426116943,12.375045,1.1909148,1.117607
24,-5.364418e-06,0.9499282836914062,12.375045,1.1909148,1.117607
25,-5.364418e-06,1.0439486503601074,12.375045,1.1909148,1.117607
26,-5.1259995e-06,1.0739150047302246,12.375045,1.1909148,1.117607
27,-5.1259995e-06,1.1031553745269775,12.375045,1.1909148,1.117607
28,-5.364418e-06,3.059299945831299,12.375045,1.1909148,1.117607
29,-5.1259995e-06,1.036686897277832,12.375045,1.1909148,1.117607
30,0.10286832,1.1190721988677979,16.600275,2.0646524,0.94738466
31,0.10286826,1.055973768234253,16.600275,2.0646524,0.94738466
32,0.10286826,1.0054891109466553,16.600275,2.0646524,0.94738466
33,0.10286826,1.124431848526001,16.600275,2.0646524,0.94738466
34,0.1028682,0.992384672164917,16.600275,2.0646524,0.94738466
35,0.10286826,0.9683141708374023,16.600275,2.0646524,0.94738466
36,0.10286814,1.0494141578674316,16.600275,2.0646524,0.94738466
37,0.1028682,1.0599088668823242,16.600275,2.0646524,0.94738466
38,0.10286832,1.017153263092041,16.600275,2.0646524,0.94738466
39,0.1028682,0.9984025955200195,16.600275,2.0646524,0.94738466
40,0.1028682,1.0647974014282227,16.600275,2.0646524,0.94738466
41,0.1028682,1.0112311840057373,16.600275,2.0646524,0.94738466
42,0.10286826,1.067488431930542,16.600275,2.0646524,0.94738466
43,0.10286832,1.0480213165283203,16.600275,2.0646524,0.94738466
44,0.10286814,1.024184226989746,16.600275,2.0646524,0.94738466
45,0.10286832,1.068859338760376,16.600275,2.0646524,0.94738466
46,0.10286814,1.0331461429595947,16.600275,2.0646524,0.94738466
47,0.1028682,1.0707380771636963,16.600275,2.0646524,0.94738466
48,0.10286796,1.1145963668823242,16.600275,2.0646524,0.94738466
49,0.1028682,1.0336098670959473,16.600275,2.0646524,0.94738466
50,0.1028682,1.0161607265472412,16.600275,2.0646524,0.94738466
51,0.10286832,1.1264591217041016,16.600275,2.0646524,0.94738466
