,action_0,action_1,cumulative_reward
206,-0.67136407,1.0,95.01836
207,-0.60290504,1.0,95.01836
208,-0.5245496,1.0,95.01836
209,-0.43669254,1.0,95.01836
210,-0.3403374,1.0,95.01836
211,-0.23709534,1.0,95.01836
212,-0.12909268,1.0,95.01836
213,-0.018796686,1.0,95.01836
214,0.091208704,1.0,95.01836
215,0.19528782,1.0,95.01836
216,0.2955339,1.0,95.01836
217,0.392233,1.0,95.01836
218,0.48136485,1.0,95.01836
219,0.5615219,1.0,95.01836
220,0.6323808,1.0,95.01836
221,0.69413865,1.0,95.01836
222,0.7472898,1.0,95.01836
223,0.79251164,1.0,95.01836
224,0.83058923,1.0,95.01836
225,0.8623538,1.0,95.01836
226,0.8886348,1.0,95.01836
227,0.91022384,1.0,95.01836
228,0.9278504,1.0,95.01836
229,0.942039,1.0,95.01836
230,0.9385586,1.0,95.01836
231,0.94157803,0.9999993,95.01836
232,0.94046134,0.99997,95.01836
233,0.9407764,0.99921095,95.01836
234,0.9409459,0.98100185,95.01836
235,0.94085556,0.6270345,95.01836
236,0.9408716,-0.6805158,95.01836
237,0.93988806,-0.9850797,95.01836
238,0.93375885,-0.999604,95.01836
239,0.9226517,-0.99999034,95.01836
240,0.9070893,-0.99999964,95.01836
241,0.8867776,-1.0,95.01836
242,0.8610428,-1.0,95.01836
243,0.8290193,-1.0,95.01836
244,0.78975105,-1.0,95.01836
245,0.74228084,-1.0,95.01836
246,0.6857574,-1.0,95.01836
247,0.61956424,-1.0,95.01836
248,0.54345965,-1.0,95.01836
249,0.4577079,-1.0,95.01836
250,0.36316994,-1.0,95.01836
251,0.2613233,-1.0,95.01836
252,0.15419054,-1.0,95.01836
253,0.044181008,-1.0,95.01836
254,-0.06612662,-1.0,95.01836
255,-0.17208171,-1.0,95.01836
256,-0.27217624,-1.0,95.01836
257,-0.370344,-1.0,95.01836
258,-0.46150857,-1.0,95.01836
259,-0.5438524,-1.0,95.01836
260,-0.6168845,-1.0,95.01836
261,-0.6807206,-1.0,95.01836
262,-0.73580575,-1.0,95.01836
263,-0.78278756,-1.0,95.01836
264,-0.8224352,-1.0,95.01836
265,-0.8555753,-1.0,95.01836
266,-0.88304293,-1.0,95.01836
267,-0.90564114,-1.0,95.01836
268,-0.9241157,-1.0,95.01836
269,-0.93913805,-1.0,95.01836
270,-0.939096,-1.0,95.01836
271,-0.9402007,-0.99999964,95.01836
272,-0.9402135,-0.99998504,95.01836
273,-0.9409294,-0.99961984,95.01836
274,-0.9409465,-0.9904949,95.01836
275,-0.940812,-0.7921657,95.01836
276,-0.94087845,0.4531532,95.01836
277,-0.9400063,0.9703273,95.01836
278,-0.93458337,0.99916565,95.01836
279,-0.9240349,0.99997956,95.01836
280,-0.9089979,0.99999946,95.01836
281,-0.8892585,1.0,95.01836
282,-0.86418027,1.0,95.01836
283,-0.8329166,1.0,95.01836
284,-0.79451895,1.0,95.01836
285,-0.7480262,1.0,95.01836
286,-0.6925705,1.0,95.01836
287,-0.62750196,1.0,95.01836
288,-0.55252934,1.0,95.01836
289,-0.46785343,1.0,95.01836
290,-0.37426478,1.0,95.01836
291,-0.27317095,1.0,95.01836
292,-0.1665378,1.0,95.01836
293,-0.05673878,1.0,95.01836
294,0.053655162,1.0,95.01836
295,0.16210958,1.0,95.01836
296,0.2663341,1.0,95.01836
297,0.3644354,1.0,95.01836
298,0.45500267,1.0,95.01836
299,0.5371275,1.0,95.01836
300,0.6103743,1.0,95.01836
301,0.674717,1.0,95.01836
302,0.7304587,1.0,95.01836
303,0.77814466,1.0,95.01836
304,0.81847954,1.0,95.01836
305,0.85225445,1.0,95.01836
306,0.88028705,1.0,95.01836
307,0.90337515,1.0,95.01836
308,0.9222663,1.0,95.01836
309,0.93763775,1.0,95.01836
310,0.939626,1.0,95.01836
311,0.9393761,1.0,95.01836
312,0.9404135,0.9999939,95.01836
313,0.94130516,0.9998499,95.01836
314,0.94106704,0.99604344,95.01836
315,0.9408681,0.9067491,95.01836
316,0.9408767,-0.062529534,95.01836
317,0.9406789,-0.9268632,95.01836
318,0.93696433,-0.99766046,95.01836
319,0.92782,-0.9999431,95.01836
320,0.91413015,-0.9999985,95.01836
321,0.8958733,-1.0,95.01836
322,0.8725046,-1.0,95.01836
323,0.8432246,-1.0,95.01836
324,0.80710495,-1.0,95.01836
325,0.7631771,-1.0,95.01836
326,0.71053183,-1.0,95.01836
327,0.64843756,-1.0,95.01836
328,0.57647824,-1.0,95.01836
329,0.49469256,-1.0,95.01836
330,0.40368482,-1.0,95.01836
331,0.30467832,-1.0,95.01836
332,0.19948179,-1.0,95.01836
333,0.09036603,-1.0,95.01836
334,-0.020132314,-1.0,95.01836
335,-0.129443,-1.0,95.01836
336,-0.23518214,-1.0,95.01836
337,-0.33696756,-1.0,95.01836
338,-0.430296,-1.0,95.01836
339,-0.5145475,-1.0,95.01836
340,-0.5899928,-1.0,95.01836
341,-0.6566556,-1.0,95.01836
342,-0.7147334,-1.0,95.01836
343,-0.76466256,-1.0,95.01836
344,-0.80707145,-1.0,95.01836
345,-0.8427076,-1.0,95.01836
346,-0.8723719,-1.0,95.01836
347,-0.896864,-1.0,95.01836
348,-0.91694474,-1.0,95.01836
349,-0.9333116,-1.0,95.01836
350,-0.9420862,-1.0,95.01836
351,-0.9385057,-1.0,95.01836
352,-0.941389,-0.9999988,95.01836
353,-0.94129246,-0.9999638,95.01836
354,-0.9409694,-0.9990095,95.01836
355,-0.94102997,-0.9762072,95.01836
356,-0.940894,-0.5537709,95.01836
357,-0.94085383,0.7367964,95.01836
358,-0.94009256,0.9877597,95.01836
359,-0.9340966,0.9996753,95.01836
360,-0.9230984,0.9999921,95.01836
361,-0.9076614,1.0,95.01836
362,-0.88749933,1.0,95.01836
363,-0.8619436,1.0,95.01836
364,-0.8301317,1.0,95.01836
365,-0.7911092,1.0,95.01836
366,-0.74391794,1.0,95.01836
367,-0.68770206,1.0,95.01836
368,-0.62183493,1.0,95.01836
369,-0.5460605,1.0,95.01836
370,-0.4606249,1.0,95.01836
371,-0.36636743,1.0,95.01836
372,-0.2647448,1.0,95.01836
373,-0.15776236,1.0,95.01836
374,-0.047818974,1.0,95.01836
375,0.062430974,1.0,95.01836
376,0.16144206,1.0,95.01836
377,0.26484898,1.0,95.01836
378,0.36496878,1.0,95.01836
379,0.45735672,1.0,95.01836
380,0.5405292,1.0,95.01836
381,0.61416525,1.0,95.01836
382,0.67846894,1.0,95.01836
383,0.7339334,1.0,95.01836
384,0.78123176,1.0,95.01836
385,0.8211468,1.0,95.01836
386,0.85451394,1.0,95.01836
387,0.8821734,1.0,95.01836
388,0.9049329,1.0,95.01836
389,0.9235421,1.0,95.01836
390,0.93867576,1.0,95.01836
391,0.939185,1.0,95.01836
392,0.93974096,0.99999946,95.01836
393,0.94028324,0.999983,95.01836
394,0.94114834,0.9995742,95.01836
395,0.9410049,0.9890603,95.01836
396,0.94083285,0.7632291,95.01836
397,0.9408614,-0.51221514,95.01836
398,0.9391517,-0.9765168,95.01836
399,0.93288225,-0.9993581,95.01836
400,0.92160904,-0.9999839,95.01836
401,0.9058142,-0.9999995,95.01836
402,0.885209,-1.0,95.01836
403,0.859119,-1.0,95.01836
404,0.82667613,-1.0,95.01836
405,0.7869237,-1.0,95.01836
406,0.73890924,-1.0,95.01836
407,0.68179363,-1.0,95.01836
408,0.6149793,-1.0,95.01836
409,0.5382541,-1.0,95.01836
410,0.45191696,-1.0,95.01836
411,0.35686892,-1.0,95.01836
412,0.25462478,-1.0,95.01836
413,0.14723688,-1.0,95.01836
414,0.037131816,-1.0,95.01836
415,-0.073108844,-1.0,95.01836
416,-0.18097869,-1.0,95.01836
417,-0.28424805,-1.0,95.01836
418,-0.38110548,-1.0,95.01836
419,-0.4702292,-1.0,95.01836
420,-0.550798,-1.0,95.01836
421,-0.62245476,-1.0,95.01836
422,-0.6852384,-1.0,95.01836
423,-0.73950166,-1.0,95.01836
424,-0.7858243,-1.0,95.01836
425,-0.8249318,-1.0,95.01836
426,-0.8576243,-1.0,95.01836
427,-0.8847188,-1.0,95.01836
428,-0.90700674,-1.0,95.01836
429,-0.9252239,-1.0,95.01836
430,-0.94003415,-1.0,95.01836
431,-0.9389273,-1.0,95.01836
432,-0.94084746,-0.9999995,95.01836
433,-0.9402451,-0.9999829,95.01836
434,-0.9407419,-0.9995561,95.01836
435,-0.9408609,-0.98910224,95.01836
436,-0.94084364,-0.76920813,95.01836
437,-0.9409062,0.49804318,95.01836
438,-0.9396258,0.9746097,95.01836
439,-0.9337463,0.99929947,95.01836
440,-0.9228153,0.9999827,95.01836
441,-0.9073859,0.9999996,95.01836
442,-0.88720226,1.0,95.01836
443,-0.86160684,1.0,95.01836
444,-0.82974184,1.0,95.01836
445,-0.7906541,1.0,95.01836
446,-0.7433871,1.0,95.01836
447,-0.6870872,1.0,95.01836
448,-0.6211313,1.0,95.01836
449,-0.54526734,1.0,95.01836
450,-0.45974618,1.0,95.01836
451,-0.3654137,1.0,95.01836
452,-0.26373193,1.0,95.01836
453,-0.15671106,1.0,95.01836
454,-0.04675157,1.0,95.01836
455,0.06356972,1.0,95.01836
456,0.17173217,1.0,95.01836
457,0.2754758,1.0,95.01836
458,0.37294856,1.0,95.01836
459,0.46278462,1.0,95.01836
460,0.54411995,1.0,95.01836
461,0.61655885,1.0,95.01836
462,0.6801084,1.0,95.01836
463,0.7350972,1.0,95.01836
464,0.78208816,1.0,95.01836
465,0.82179666,1.0,95.01836
466,0.85501873,1.0,95.01836
467,0.88257176,1.0,95.01836
468,0.90525055,1.0,95.01836
469,0.92379653,1.0,95.01836
470,0.93888,1.0,95.01836
471,0.93929064,1.0,95.01836
472,0.94041437,0.9999997,95.01836
473,0.940225,0.99999,95.01836
474,0.94082063,0.9997422,95.01836
475,0.94078743,0.99350077,95.01836
476,0.9408831,0.8573038,95.01836
477,0.94084114,-0.28204516,95.01836
478,0.940483,-0.95374304,95.01836
479,0.9359855,-0.9986191,95.01836
480,0.92619157,-0.99996656,95.01836
481,0.91189444,-0.9999991,95.01836
482,0.89297706,-1.0,95.01836
483,0.86884874,-1.0,95.01836
484,0.8386878,-1.0,95.01836
485,0.80155444,-1.0,95.01836
486,0.7564828,-1.0,95.01836
487,0.7025802,-1.0,95.01836
488,0.6391499,-1.0,95.01836
489,0.56583047,-1.0,95.01836
490,0.48273268,-1.0,95.01836
491,0.3905437,-1.0,95.01836
492,0.29057068,-1.0,95.01836
493,0.184695,-1.0,95.01836
494,0.07523692,-1.0,95.01836
495,-0.03524853,-1.0,95.01836
496,-0.14420445,-1.0,95.01836
497,-0.24917273,-1.0,95.01836
498,-0.3484527,-1.0,95.01836
499,-0.44042113,-1.0,95.01836
500,-0.5240166,-1.0,95.01836
501,-0.598762,-1.0,95.01836
502,-0.6645787,-1.0,95.01836
503,-0.7217239,-1.0,95.01836
504,-0.7707086,-1.0,95.01836
505,-0.81221676,-1.0,95.01836
506,-0.8470292,-1.0,95.01836
507,-0.8759629,-1.0,95.01836
508,-0.89982194,-1.0,95.01836
509,-0.9193638,-1.0,95.01836
510,-0.9352782,-1.0,95.01836
511,-0.94089395,-1.0,95.01836
512,-0.93870866,-1.0,95.01836
513,-0.9410096,-0.9999972,95.01836
514,-0.9413203,-0.999923,95.01836
515,-0.94111997,-0.99793863,95.01836
516,-0.9409801,-0.95021015,95.01836
517,-0.9408167,-0.24380013,95.01836
518,-0.940876,0.86447835,95.01836
519,-0.9389332,0.99478805,95.01836
520,-0.93136096,0.9998705,95.01836
521,-0.919077,0.9999968,95.01836
522,-0.9023263,1.0,95.01836
523,-0.8806831,1.0,95.01836
524,-0.8534106,1.0,95.01836
525,-0.8196107,1.0,95.01836
526,-0.77831846,1.0,95.01836
527,-0.7285937,1.0,95.01836
528,-0.6696331,1.0,95.01836
529,-0.60090286,1.0,95.01836
530,-0.52227974,1.0,95.01836
531,-0.43417445,1.0,95.01836
532,-0.33760703,1.0,95.01836
533,-0.23420444,1.0,95.01836
534,-0.12610495,1.0,95.01836
535,-0.015781952,1.0,95.01836
536,0.09412155,1.0,95.01836
537,0.19400789,1.0,95.01836
538,0.2959253,1.0,95.01836
539,0.3934263,1.0,95.01836
540,0.4828867,1.0,95.01836
541,0.5631155,1.0,95.01836
542,0.633909,1.0,95.01836
543,0.6955332,1.0,95.01836
544,0.74852204,1.0,95.01836
545,0.79357654,1.0,95.01836
546,0.8314942,1.0,95.01836
547,0.863113,1.0,95.01836
548,0.88926554,1.0,95.01836
549,0.9107437,1.0,95.01836
550,0.9282761,1.0,95.01836
551,0.9423098,1.0,95.01836
552,0.93826646,1.0,95.01836
553,0.94147134,0.9999989,95.01836
554,0.9404218,0.9999604,95.01836
555,0.94055456,0.9989403,95.01836
556,0.94069487,0.97442,95.01836
557,0.9408833,0.5395701,95.01836
558,0.94091433,-0.7449927,95.01836
559,0.9387214,-0.9898185,95.01836
560,0.93133926,-0.9997401,95.01836
561,0.9191784,-0.99999356,95.01836
562,0.90251875,-1.0,95.01836
563,0.88096017,-1.0,95.01836
564,0.8537758,-1.0,95.01836
565,0.8200724,-1.0,95.01836
566,0.77888554,-1.0,95.01836
567,0.7292742,-1.0,95.01836
568,0.6704325,-1.0,95.01836
569,0.60182226,-1.0,95.01836
570,0.52331483,-1.0,95.01836
571,0.43531367,-1.0,95.01836
572,0.33883202,-1.0,95.01836
573,0.2354902,-1.0,95.01836
574,0.12742254,-1.0,95.01836
575,0.017100442,-1.0,95.01836
576,-0.09289029,-1.0,95.01836
577,-0.20008138,-1.0,95.01836
578,-0.30231008,-1.0,95.01836
579,-0.39784977,-1.0,95.01836
580,-0.48547074,-1.0,95.01836
581,-0.56443965,-1.0,95.01836
582,-0.6344764,-1.0,95.01836
583,-0.69568354,-1.0,95.01836
584,-0.74846065,-1.0,95.01836
585,-0.79342026,-1.0,95.01836
586,-0.83130574,-1.0,95.01836
587,-0.86292416,-1.0,95.01836
588,-0.8890907,-1.0,95.01836
589,-0.9105885,-1.0,95.01836
590,-0.9281416,-1.0,95.01836
591,-0.94221973,-1.0,95.01836
592,-0.9383625,-1.0,95.01836
593,-0.9415476,-0.99999934,95.01836
594,-0.94034207,-0.9999756,95.01836
595,-0.94061506,-0.9993596,95.01836
596,-0.94074535,-0.9844729,95.01836
597,-0.9409464,-0.6941225,95.01836
598,-0.94091177,0.6132565,95.01836
599,-0.93900496,0.9828303,95.01836
600,-0.93228084,0.9995438,95.01836
601,-0.9206461,0.9999885,95.01836
602,-0.9045024,0.9999997,95.01836
603,-0.883515,1.0,95.01836
604,-0.85698825,1.0,95.01836
605,-0.8240437,1.0,95.01836
606,-0.78372204,1.0,95.01836
607,-0.73507565,1.0,95.01836
608,-0.67727786,1.0,95.01836
609,-0.6097553,1.0,95.01836
610,-0.53232765,1.0,95.01836
611,-0.44533563,1.0,95.01836
612,-0.34972364,1.0,95.01836
613,-0.2470483,1.0,95.01836
614,-0.13939302,1.0,95.01836
615,-0.029202145,1.0,95.01836
616,0.08094112,1.0,95.01836
617,0.188545,1.0,95.01836
618,0.29140607,1.0,95.01836
619,0.38774598,1.0,95.01836
620,0.47627872,1.0,95.01836
621,0.5562178,1.0,95.01836
622,0.62723637,1.0,95.01836
623,0.6893985,1.0,95.01836
624,0.7430753,1.0,95.01836
625,0.78885967,1.0,95.01836
626,0.82748425,1.0,95.01836
627,0.85975194,1.0,95.01836
628,0.8864792,1.0,95.01836
629,0.908454,1.0,95.01836
630,0.9264077,1.0,95.01836
631,0.940998,1.0,95.01836
632,0.9384496,1.0,95.01836
633,0.9406904,0.9999994,95.01836
634,0.9401243,0.9999799,95.01836
635,0.94080764,0.9994927,95.01836
636,0.94078416,0.98732245,95.01836
637,0.9409092,0.740325,95.01836
638,0.9409363,-0.5485486,95.01836
639,0.93944716,-0.9783431,95.01836
640,0.93326104,-0.9994123,95.01836
641,0.92207897,-0.99998546,95.01836
642,0.90639895,-0.9999997,95.01836
643,0.8859347,-1.0,95.01836
644,0.8600137,-1.0,95.01836
645,0.82777023,-1.0,95.01836
646,0.78824806,-1.0,95.01836
647,0.74049276,-1.0,95.01836
648,0.68365985,-1.0,95.01836
649,0.6171425,-1.0,95.01836
650,0.540714,-1.0,95.01836
651,0.4546573,-1.0,95.01836
652,0.3598539,-1.0,95.01836
653,0.2578006,-1.0,95.01836
654,0.150535,-1.0,95.01836
655,0.04047511,-1.0,95.01836
656,-0.06979835,-1.0,95.01836
657,-0.1777737,-1.0,95.01836
658,-0.28121072,-1.0,95.01836
659,-0.37828347,-1.0,95.01836
660,-0.46765545,-1.0,95.01836
661,-0.5484907,-1.0,95.01836
662,-0.62041825,-1.0,95.01836
663,-0.6834667,-1.0,95.01836
664,-0.7379805,-1.0,95.01836
665,-0.78453344,-1.0,95.01836
666,-0.8238479,-1.0,95.01836
667,-0.8567224,-1.0,95.01836
668,-0.8839743,-1.0,95.01836
669,-0.90639627,-1.0,95.01836
670,-0.9247261,-1.0,95.01836
671,-0.9396301,-1.0,95.01836
672,-0.9387195,-1.0,95.01836
673,-0.9397801,-0.9999996,95.01836
674,-0.94018316,-0.9999876,95.01836
675,-0.9413157,-0.99970216,95.01836
676,-0.94118387,-0.99240154,95.01836
677,-0.9409033,-0.8264753,95.01836
678,-0.94083345,0.37896767,95.01836
679,-0.9404017,0.9629984,95.01836
680,-0.93555814,0.9989268,95.01836
681,-0.9254849,0.99997383,95.01836
682,-0.9109257,0.9999993,95.01836
683,-0.8917231,1.0,95.01836
684,-0.8672687,1.0,95.01836
685,-0.8367309,1.0,95.01836
686,-0.79916674,1.0,95.01836
687,-0.753612,1.0,95.01836
688,-0.69918203,1.0,95.01836
689,-0.6351959,1.0,95.01836
690,-0.5613161,1.0,95.01836
691,-0.47768307,1.0,95.01836
692,-0.38501906,1.0,95.01836
693,-0.28466523,1.0,95.01836
694,-0.17853145,1.0,95.01836
695,-0.06895584,1.0,95.01836
696,0.041501254,1.0,95.01836
697,0.1502901,1.0,95.01836
698,0.25374007,1.0,95.01836
699,0.3520105,1.0,95.01836
700,0.44390193,1.0,95.01836
701,0.52750206,1.0,95.01836
702,0.6021163,1.0,95.01836
703,0.6676758,1.0,95.01836
704,0.7244913,1.0,95.01836
705,0.7731214,1.0,95.01836
706,0.81428146,1.0,95.01836
707,0.8487714,1.0,95.01836
708,0.87741685,1.0,95.01836
709,0.9010248,1.0,95.01836
710,0.9203524,1.0,95.01836
711,0.93608665,1.0,95.01836
712,0.94038045,1.0,95.01836
713,0.938729,1.0,95.01836
714,0.9409164,0.99999565,95.01836
715,0.94130886,0.99988323,95.01836
716,0.9409466,0.99682844,95.01836
717,0.9409619,0.9256326,95.01836
718,0.94094634,0.0504687,95.01836
719,0.9405876,-0.9106094,95.01836
720,0.9372088,-0.99702454,95.01836
721,0.9283344,-0.9999273,95.01836
722,0.9148781,-0.99999815,95.01836
723,0.89686567,-1.0,95.01836
724,0.8737734,-1.0,95.01836
725,0.8448129,-1.0,95.01836
726,0.80906093,-1.0,95.01836
727,0.76554924,-1.0,95.01836
728,0.71336275,-1.0,95.01836
729,0.65175843,-1.0,95.01836
730,0.5803008,-1.0,95.01836
731,0.49900308,-1.0,95.01836
732,0.40843865,-1.0,95.01836
733,0.30979905,-1.0,95.01836
734,0.20486592,-1.0,95.01836
735,0.09589057,-1.0,95.01836
736,-0.01459866,-1.0,95.01836
737,-0.124027684,-1.0,95.01836
738,-0.22999784,-1.0,95.01836
739,-0.3304622,-1.0,95.01836
740,-0.42383328,-1.0,95.01836
741,-0.50902617,-1.0,95.01836
742,-0.5854433,-1.0,95.01836
743,-0.6529223,-1.0,95.01836
744,-0.7116598,-1.0,95.01836
745,-0.7621255,-1.0,95.01836
746,-0.8049764,-1.0,95.01836
747,-0.8409808,-1.0,95.01836
748,-0.8709531,-1.0,95.01836
749,-0.8957028,-1.0,95.01836
750,-0.91599816,-1.0,95.01836
751,-0.9325428,-1.0,95.01836
752,-0.94251865,-1.0,95.01836
753,-0.9379954,-1.0,95.01836
754,-0.94183546,-0.9999986,95.01836
755,-0.94053406,-0.9999514,95.01836
756,-0.9405126,-0.99869674,95.01836
