,action_0,action_1,cumulative_reward
117,0.0052770334,0.0,-199.68008
118,0.0050779986,0.0,-199.68008
119,0.004889975,0.0,-199.68008
120,0.0047118817,0.0,-199.68008
121,0.004543101,0.0,-199.68008
122,0.0043833856,0.0,-199.68008
123,0.0042320592,0.0,-199.68008
124,0.004088733,0.0,-199.68008
125,0.003952128,0.0,-199.68008
126,0.0038222887,0.0,-199.68008
127,0.0036999872,0.0,-199.68008
128,0.0035840012,0.0,-199.68008
129,0.0034739415,0.0,-199.68008
130,0.0033688052,0.0,-199.68008
131,0.0032692128,0.0,-199.68008
132,0.0031734738,0.0,-199.68008
133,0.00308292,0.0,-199.68008
134,0.0029970852,0.0,-199.68008
135,0.002915068,0.0,-199.68008
136,0.0028368006,0.0,-199.68008
137,0.0027624746,0.0,-199.68008
138,0.0026907937,0.0,-199.68008
139,0.0026225643,0.0,-199.68008
140,0.0025576924,0.0,-199.68008
141,0.0024956043,0.0,-199.68008
142,0.0024361545,0.0,-199.68008
143,0.0023802356,0.0,-199.68008
144,0.002325963,0.0,-199.68008
145,0.0022737992,0.0,-199.68008
146,0.0022243182,0.0,-199.68008
147,0.0021768217,0.0,-199.68008
148,0.0021312928,0.0,-199.68008
149,0.0020873179,0.0,-199.68008
150,0.0020449744,0.0,-199.68008
151,0.0020048541,0.0,-199.68008
152,0.0019665258,0.0,-199.68008
153,0.0019296022,0.0,-199.68008
154,0.0018931678,0.0,-199.68008
155,0.0018594145,0.0,-199.68008
156,0.0018263159,0.0,-199.68008
157,0.0017943151,0.0,-199.68008
158,0.0017641035,0.0,-199.68008
159,0.0017346841,0.0,-199.68008
160,0.0017056201,0.0,-199.68008
161,0.0016779912,0.0,-199.68008
162,0.0016515768,0.0,-199.68008
163,0.0016266195,0.0,-199.68008
164,0.0016019846,0.0,-199.68008
165,0.0015776946,0.0,-199.68008
166,0.0015548066,0.0,-199.68008
167,0.001532413,0.0,-199.68008
168,0.0015108305,0.0,-199.68008
169,0.00148976,0.0,-199.68008
170,0.001469572,0.0,-199.68008
171,0.0014504015,0.0,-199.68008
172,0.0014309223,0.0,-199.68008
173,0.0014124613,0.0,-199.68008
174,0.0013944802,0.0,-199.68008
175,0.001377192,0.0,-199.68008
176,0.0013599149,0.0,-199.68008
177,0.0013437337,0.0,-199.68008
178,0.0013273138,0.0,-199.68008
179,0.001311743,0.0,-199.68008
180,0.0012964559,0.0,-199.68008
181,0.0012815711,0.0,-199.68008
182,0.0012680854,0.0,-199.68008
183,0.0012540527,0.0,-199.68008
184,0.0012405247,0.0,-199.68008
185,0.0012269244,0.0,-199.68008
186,0.0012133159,0.0,-199.68008
187,0.0012001742,0.0,-199.68008
188,0.0011880381,0.0,-199.68008
189,0.0011754972,0.0,-199.68008
190,0.0011633988,0.0,-199.68008
191,0.0011527411,0.0,-199.68008
192,0.0011413539,0.0,-199.68008
193,0.0011300577,0.0,-199.68008
194,0.0011191142,0.0,-199.68008
195,0.0011082899,0.0,-199.68008
196,0.001097931,0.0,-199.68008
197,0.0010872422,0.0,-199.68008
198,0.0010770415,0.0,-199.68008
199,0.0010669793,0.0,-199.68008
200,0.0010572879,0.0,-199.68008
201,0.0010477852,0.0,-199.68008
202,0.0010386095,0.0,-199.68008
203,0.0010294312,0.0,-199.68008
204,0.0010206928,0.0,-199.68008
205,0.0010114291,0.0,-199.68008
206,0.0010024977,0.0,-199.68008
207,0.0009939137,0.0,-199.68008
208,0.00098519,0.0,-199.68008
209,0.0009768861,0.0,-199.68008
210,0.0009681941,0.0,-199.68008
211,0.0009600903,0.0,-199.68008
212,0.0009519208,0.0,-199.68008
213,0.0009445568,0.0,-199.68008
214,0.00093680655,0.0,-199.68008
215,0.000928556,0.0,-199.68008
216,0.0009205375,0.0,-199.68008
217,0.0009130485,0.0,-199.68008
218,0.0009055289,0.0,-199.68008
219,0.00089825364,0.0,-199.68008
220,0.0008905814,0.0,-199.68008
221,0.0008840378,0.0,-199.68008
222,0.0008769384,0.0,-199.68008
223,0.0008706582,0.0,-199.68008
224,0.000863778,0.0,-199.68008
225,0.00085650623,0.0,-199.68008
226,0.0008496028,0.0,-199.68008
227,0.0008418978,0.0,-199.68008
228,0.00083549175,0.0,-199.68008
229,0.00082894444,0.0,-199.68008
230,0.00082237576,0.0,-199.68008
231,0.000815704,0.0,-199.68008
232,0.00080912263,0.0,-199.68008
233,0.0008027485,0.0,-199.68008
234,0.00079641625,0.0,-199.68008
235,0.00079035567,0.0,-199.68008
236,0.0007840049,0.0,-199.68008
237,0.0007777718,0.0,-199.68008
238,0.00077229156,0.0,-199.68008
239,0.0007658568,0.0,-199.68008
240,0.0007590556,0.0,-199.68008
241,0.0007530267,0.0,-199.68008
242,0.0007473128,0.0,-199.68008
243,0.00074165483,0.0,-199.68008
244,0.00073589315,0.0,-199.68008
245,0.0007308539,0.0,-199.68008
246,0.00072485104,0.0,-199.68008
247,0.0007189847,0.0,-199.68008
248,0.00071332644,0.0,-199.68008
249,0.0007070368,0.0,-199.68008
250,0.0007013737,0.0,-199.68008
251,0.0006956402,0.0,-199.68008
252,0.0006909908,0.0,-199.68008
253,0.0006854525,0.0,-199.68008
254,0.00067985244,0.0,-199.68008
255,0.0006742311,0.0,-199.68008
256,0.0006687582,0.0,-199.68008
257,0.00066376093,0.0,-199.68008
258,0.00065809075,0.0,-199.68008
259,0.0006532894,0.0,-199.68008
260,0.00064757036,0.0,-199.68008
261,0.0006429615,0.0,-199.68008
262,0.00063786784,0.0,-199.68008
263,0.0006327232,0.0,-199.68008
264,0.00062743213,0.0,-199.68008
265,0.00062263396,0.0,-199.68008
266,0.0006174069,0.0,-199.68008
267,0.0006120227,0.0,-199.68008
268,0.00060733105,0.0,-199.68008
269,0.0006024215,0.0,-199.68008
270,0.0005971654,0.0,-199.68008
271,0.00059272605,0.0,-199.68008
272,0.0005880096,0.0,-199.68008
273,0.00058254116,0.0,-199.68008
274,0.00057745475,0.0,-199.68008
275,0.0005724859,0.0,-199.68008
276,0.0005676549,0.0,-199.68008
277,0.0005627145,0.0,-199.68008
278,0.000558471,0.0,-199.68008
279,0.00055387407,0.0,-199.68008
280,0.000549449,0.0,-199.68008
281,0.00054456596,0.0,-199.68008
282,0.0005400905,0.0,-199.68008
283,0.00053562,0.0,-199.68008
284,0.0005310195,0.0,-199.68008
285,0.00052645,0.0,-199.68008
286,0.0005221626,0.0,-199.68008
287,0.0005176845,0.0,-199.68008
288,0.00051290117,0.0,-199.68008
289,0.0005084963,0.0,-199.68008
290,0.00050427276,0.0,-199.68008
291,0.00049995433,0.0,-199.68008
292,0.0004950719,0.0,-199.68008
293,0.00049120403,0.0,-199.68008
294,0.00048687923,0.0,-199.68008
295,0.00048253368,0.0,-199.68008
296,0.0004784389,0.0,-199.68008
297,0.00047413917,0.0,-199.68008
298,0.000469872,0.0,-199.68008
299,0.0004663242,0.0,-199.68008
300,0.0004618171,0.0,-199.68008
301,0.00045755025,0.0,-199.68008
302,0.00045277175,0.0,-199.68008
303,0.00044807378,0.0,-199.68008
304,0.00044493645,0.0,-199.68008
305,0.00044054372,0.0,-199.68008
306,0.00043655315,0.0,-199.68008
307,0.00043227823,0.0,-199.68008
308,0.00042869628,0.0,-199.68008
309,0.00042507806,0.0,-199.68008
310,0.00042127093,0.0,-199.68008
311,0.00041741095,0.0,-199.68008
312,0.0004131694,0.0,-199.68008
313,0.00040895244,0.0,-199.68008
314,0.00040510856,0.0,-199.68008
315,0.000400669,0.0,-199.68008
316,0.00039693806,0.0,-199.68008
317,0.00039322057,0.0,-199.68008
318,0.00039000972,0.0,-199.68008
319,0.00038615894,0.0,-199.68008
320,0.0003831552,0.0,-199.68008
321,0.00037921523,0.0,-199.68008
322,0.0003755045,0.0,-199.68008
323,0.00037187315,0.0,-199.68008
324,0.000368017,0.0,-199.68008
325,0.00036380123,0.0,-199.68008
326,0.0003604976,0.0,-199.68008
327,0.00035754367,0.0,-199.68008
328,0.00035418008,0.0,-199.68008
329,0.00035042127,0.0,-199.68008
330,0.00034630983,0.0,-199.68008
331,0.00034314056,0.0,-199.68008
332,0.00033981085,0.0,-199.68008
333,0.00033657567,0.0,-199.68008
334,0.00033313164,0.0,-199.68008
335,0.00032913213,0.0,-199.68008
336,0.0003255505,0.0,-199.68008
337,0.00032222352,0.0,-199.68008
338,0.00031899294,0.0,-199.68008
339,0.00031584338,0.0,-199.68008
340,0.0003126886,0.0,-199.68008
341,0.00030905113,0.0,-199.68008
342,0.00030559272,0.0,-199.68008
343,0.0003028924,0.0,-199.68008
344,0.00029951427,0.0,-199.68008
345,0.0002968345,0.0,-199.68008
346,0.00029369083,0.0,-199.68008
347,0.00028987724,0.0,-199.68008
348,0.0002869292,0.0,-199.68008
349,0.00028316537,0.0,-199.68008
350,0.00028084056,0.0,-199.68008
351,0.0002779584,0.0,-199.68008
352,0.00027479458,0.0,-199.68008
353,0.00027156854,0.0,-199.68008
354,0.00026873895,0.0,-199.68008
355,0.000265921,0.0,-199.68008
356,0.0002632088,0.0,-199.68008
357,0.00025975768,0.0,-199.68008
358,0.0002577434,0.0,-199.68008
359,0.00025472534,0.0,-199.68008
360,0.00025185366,0.0,-199.68008
361,0.00024859514,0.0,-199.68008
362,0.0002454504,0.0,-199.68008
363,0.00024288316,0.0,-199.68008
364,0.00023992243,0.0,-199.68008
365,0.0002377514,0.0,-199.68008
366,0.00023462193,0.0,-199.68008
367,0.00023227202,0.0,-199.68008
368,0.000229495,0.0,-199.68008
369,0.00022646994,0.0,-199.68008
370,0.00022406853,0.0,-199.68008
371,0.00022139441,0.0,-199.68008
372,0.00021942129,0.0,-199.68008
373,0.00021666783,0.0,-199.68008
374,0.0002138078,0.0,-199.68008
375,0.00021148505,0.0,-199.68008
376,0.00020925517,0.0,-199.68008
377,0.00020619755,0.0,-199.68008
378,0.00020403595,0.0,-199.68008
379,0.00020132831,0.0,-199.68008
380,0.00019921473,0.0,-199.68008
381,0.00019668229,0.0,-199.68008
382,0.00019479485,0.0,-199.68008
383,0.00019263075,0.0,-199.68008
384,0.000189696,0.0,-199.68008
385,0.00018772305,0.0,-199.68008
386,0.00018541288,0.0,-199.68008
387,0.00018284097,0.0,-199.68008
388,0.00018025865,0.0,-199.68008
389,0.00017784728,0.0,-199.68008
390,0.00017553277,0.0,-199.68008
391,0.00017364055,0.0,-199.68008
392,0.00017111283,0.0,-199.68008
393,0.00016910338,0.0,-199.68008
394,0.00016742895,0.0,-199.68008
395,0.00016564186,0.0,-199.68008
396,0.00016287726,0.0,-199.68008
397,0.0001613329,0.0,-199.68008
398,0.00015889521,0.0,-199.68008
399,0.00015664534,0.0,-199.68008
400,0.00015452775,0.0,-199.68008
401,0.00015345032,0.0,-199.68008
402,0.00015116506,0.0,-199.68008
403,0.00014925475,0.0,-199.68008
404,0.00014727254,0.0,-199.68008
405,0.0001451465,0.0,-199.68008
406,0.00014302664,0.0,-199.68008
407,0.00014116088,0.0,-199.68008
408,0.00013909396,0.0,-199.68008
409,0.00013733341,0.0,-199.68008
410,0.00013539643,0.0,-199.68008
411,0.00013374246,0.0,-199.68008
412,0.00013199035,0.0,-199.68008
413,0.00013074873,0.0,-199.68008
414,0.00012901466,0.0,-199.68008
415,0.00012719679,0.0,-199.68008
416,0.00012497828,0.0,-199.68008
417,0.00012302861,0.0,-199.68008
418,0.00012166126,0.0,-199.68008
419,0.000120396595,0.0,-199.68008
420,0.00011863948,0.0,-199.68008
421,0.00011660886,0.0,-199.68008
422,0.00011499181,0.0,-199.68008
423,0.00011338586,0.0,-199.68008
424,0.000111618516,0.0,-199.68008
425,0.000110010704,0.0,-199.68008
426,0.0001089022,0.0,-199.68008
427,0.00010711163,0.0,-199.68008
428,0.00010564366,0.0,-199.68008
429,0.00010441625,0.0,-199.68008
430,0.000102134654,0.0,-199.68008
431,0.00010113146,0.0,-199.68008
432,9.965556e-05,0.0,-199.68008
433,9.788816e-05,0.0,-199.68008
434,9.648755e-05,0.0,-199.68008
435,9.516408e-05,0.0,-199.68008
436,9.379731e-05,0.0,-199.68008
437,9.285564e-05,0.0,-199.68008
438,9.152554e-05,0.0,-199.68008
439,8.995767e-05,0.0,-199.68008
440,8.839529e-05,0.0,-199.68008
441,8.739506e-05,0.0,-199.68008
442,8.602346e-05,0.0,-199.68008
443,8.444625e-05,0.0,-199.68008
444,8.335142e-05,0.0,-199.68008
445,8.220573e-05,0.0,-199.68008
446,8.0977654e-05,0.0,-199.68008
447,7.951746e-05,0.0,-199.68008
448,7.8505094e-05,0.0,-199.68008
449,7.7777746e-05,0.0,-199.68008
450,7.655665e-05,0.0,-199.68008
451,7.514781e-05,0.0,-199.68008
452,7.4069045e-05,0.0,-199.68008
453,7.251934e-05,0.0,-199.68008
454,7.1394825e-05,0.0,-199.68008
455,7.081535e-05,0.0,-199.68008
456,6.966293e-05,0.0,-199.68008
457,6.854269e-05,0.0,-199.68008
458,6.712666e-05,0.0,-199.68008
459,6.617345e-05,0.0,-199.68008
460,6.5579865e-05,0.0,-199.68008
461,6.42104e-05,0.0,-199.68008
462,6.314737e-05,0.0,-199.68008
463,6.2270134e-05,0.0,-199.68008
464,6.103277e-05,0.0,-199.68008
465,6.0014834e-05,0.0,-199.68008
466,5.923504e-05,0.0,-199.68008
467,5.8147867e-05,0.0,-199.68008
468,5.7102137e-05,0.0,-199.68008
469,5.6160556e-05,0.0,-199.68008
470,5.540745e-05,0.0,-199.68008
471,5.4557662e-05,0.0,-199.68008
472,5.3825483e-05,0.0,-199.68008
473,5.2981457e-05,0.0,-199.68008
474,5.2196818e-05,0.0,-199.68008
475,5.0543764e-05,0.0,-199.68008
476,4.9110182e-05,0.0,-199.68008
477,4.8616945e-05,0.0,-199.68008
478,4.8252856e-05,0.0,-199.68008
479,4.7324444e-05,0.0,-199.68008
480,4.658001e-05,0.0,-199.68008
481,4.6075933e-05,0.0,-199.68008
482,4.5175213e-05,0.0,-199.68008
483,4.48066e-05,0.0,-199.68008
484,4.3404885e-05,0.0,-199.68008
485,4.2900065e-05,0.0,-199.68008
486,4.227631e-05,0.0,-199.68008
487,4.1921652e-05,0.0,-199.68008
488,4.1021616e-05,0.0,-199.68008
489,3.9497434e-05,0.0,-199.68008
490,3.869165e-05,0.0,-199.68008
491,3.8542712e-05,0.0,-199.68008
492,3.78158e-05,0.0,-199.68008
493,3.720043e-05,0.0,-199.68008
494,3.6499827e-05,0.0,-199.68008
495,3.5894904e-05,0.0,-199.68008
496,3.516255e-05,0.0,-199.68008
497,3.511249e-05,0.0,-199.68008
498,3.4376746e-05,0.0,-199.68008
499,3.3172226e-05,0.0,-199.68008
500,3.2648328e-05,0.0,-199.68008
501,3.1743708e-05,0.0,-199.68008
502,3.1668722e-05,0.0,-199.68008
503,3.1300136e-05,0.0,-199.68008
504,3.0551455e-05,0.0,-199.68008
505,2.9635412e-05,0.0,-199.68008
506,2.8975293e-05,0.0,-199.68008
507,2.8854702e-05,0.0,-199.68008
508,2.878884e-05,0.0,-199.68008
509,2.8414346e-05,0.0,-199.68008
510,2.7788774e-05,0.0,-199.68008
511,2.636887e-05,0.0,-199.68008
512,2.6158174e-05,0.0,-199.68008
513,2.4804292e-05,0.0,-199.68008
514,2.5115049e-05,0.0,-199.68008
515,2.4939072e-05,0.0,-199.68008
516,2.4901266e-05,0.0,-199.68008
517,2.4209367e-05,0.0,-199.68008
518,2.3224202e-05,0.0,-199.68008
519,2.2824068e-05,0.0,-199.68008
520,2.2038206e-05,0.0,-199.68008
521,2.1309417e-05,0.0,-199.68008
522,2.1343585e-05,0.0,-199.68008
523,2.1214451e-05,0.0,-199.68008
524,2.1232176e-05,0.0,-199.68008
525,2.0499952e-05,0.0,-199.68008
526,1.9254541e-05,0.0,-199.68008
527,1.9133251e-05,0.0,-199.68008
528,1.8250968e-05,0.0,-199.68008
529,1.8692765e-05,0.0,-199.68008
530,1.7906728e-05,0.0,-199.68008
531,1.7397528e-05,0.0,-199.68008
532,1.7141152e-05,0.0,-199.68008
533,1.6964652e-05,0.0,-199.68008
534,1.7304643e-05,0.0,-199.68008
535,1.6778402e-05,0.0,-199.68008
536,1.5847545e-05,0.0,-199.68008
537,1.5686062e-05,0.0,-199.68008
538,1.5255762e-05,0.0,-199.68008
539,1.516589e-05,0.0,-199.68008
540,1.49346015e-05,0.0,-199.68008
541,1.4328412e-05,0.0,-199.68008
542,1.3800323e-05,0.0,-199.68008
543,1.3251396e-05,0.0,-199.68008
544,1.319412e-05,0.0,-199.68008
545,1.336119e-05,0.0,-199.68008
546,1.3126599e-05,0.0,-199.68008
547,1.2796634e-05,0.0,-199.68008
548,1.1874989e-05,0.0,-199.68008
549,1.1320706e-05,0.0,-199.68008
550,1.12901325e-05,0.0,-199.68008
551,1.0987482e-05,0.0,-199.68008
552,1.0560165e-05,0.0,-199.68008
553,1.113856e-05,0.0,-199.68008
554,1.0911783e-05,0.0,-199.68008
555,1.0753851e-05,0.0,-199.68008
556,1.030993e-05,0.0,-199.68008
557,9.485564e-06,0.0,-199.68008
558,9.200317e-06,0.0,-199.68008
559,9.778203e-06,0.0,-199.68008
560,9.802083e-06,0.0,-199.68008
561,9.427677e-06,0.0,-199.68008
562,8.936753e-06,0.0,-199.68008
563,8.656629e-06,0.0,-199.68008
564,8.0054015e-06,0.0,-199.68008
565,7.836672e-06,0.0,-199.68008
566,7.2450785e-06,0.0,-199.68008
567,7.0359238e-06,0.0,-199.68008
568,6.5788918e-06,0.0,-199.68008
569,6.7976507e-06,0.0,-199.68008
570,7.4174895e-06,0.0,-199.68008
571,7.3003466e-06,0.0,-199.68008
572,7.408613e-06,0.0,-199.68008
573,7.0589012e-06,0.0,-199.68008
574,7.138762e-06,0.0,-199.68008
575,6.5121276e-06,0.0,-199.68008
576,6.195027e-06,0.0,-199.68008
577,5.593407e-06,0.0,-199.68008
578,4.6717905e-06,0.0,-199.68008
579,4.6752393e-06,0.0,-199.68008
580,4.798567e-06,0.0,-199.68008
581,4.834583e-06,0.0,-199.68008
582,4.6641944e-06,0.0,-199.68008
583,4.7933718e-06,0.0,-199.68008
584,4.652742e-06,0.0,-199.68008
585,4.9719965e-06,0.0,-199.68008
586,4.0588347e-06,0.0,-199.68008
587,4.2506435e-06,0.0,-199.68008
588,4.0781015e-06,0.0,-199.68008
589,4.1112653e-06,0.0,-199.68008
590,3.918918e-06,0.0,-199.68008
591,4.351561e-06,0.0,-199.68008
592,3.5168487e-06,0.0,-199.68008
593,3.1573582e-06,0.0,-199.68008
594,2.7187052e-06,0.0,-199.68008
595,2.1384767e-06,0.0,-199.68008
596,2.2052118e-06,0.0,-199.68008
597,2.0260777e-06,0.0,-199.68008
598,1.7305865e-06,0.0,-199.68008
599,2.3732428e-06,0.0,-199.68008
600,2.323257e-06,0.0,-199.68008
601,2.3792527e-06,0.0,-199.68008
602,2.404544e-06,0.0,-199.68008
603,1.8341088e-06,0.0,-199.68008
604,2.4516485e-06,0.0,-199.68008
605,1.8574356e-06,0.0,-199.68008
606,2.2751046e-06,0.0,-199.68008
607,1.9567524e-06,0.0,-199.68008
608,1.7796701e-06,0.0,-199.68008
609,1.6856502e-06,0.0,-199.68008
610,1.3719837e-06,0.0,-199.68008
611,1.8001738e-06,0.0,-199.68008
612,1.9116123e-06,0.0,-199.68008
613,1.4000689e-06,0.0,-199.68008
614,1.5539117e-06,0.0,-199.68008
615,1.2371311e-06,0.0,-199.68008
616,1.5265832e-06,0.0,-199.68008
617,1.5530677e-06,0.0,-199.68008
618,1.5296246e-06,0.0,-199.68008
619,1.6452686e-06,0.0,-199.68008
620,1.438093e-06,0.0,-199.68008
621,1.5368714e-06,0.0,-199.68008
622,1.3313256e-06,0.0,-199.68008
623,1.434164e-06,0.0,-199.68008
624,1.226872e-06,0.0,-199.68008
625,1.0506483e-06,0.0,-199.68008
626,8.566567e-07,0.0,-199.68008
627,5.2510586e-07,0.0,-199.68008
628,5.856273e-07,0.0,-199.68008
629,5.989132e-07,0.0,-199.68008
630,7.3594856e-07,0.0,-199.68008
631,5.6768476e-07,0.0,-199.68008
632,-1.3518729e-08,0.0,-199.68008
633,1.14770955e-07,0.0,-199.68008
634,-2.8393697e-07,0.0,-199.68008
635,-1.3316458e-07,0.0,-199.68008
636,2.7939677e-09,0.0,-199.68008
637,-9.5402356e-08,0.0,-199.68008
638,-5.219772e-07,0.0,-199.68008
639,-5.863985e-07,0.0,-199.68008
640,-8.5143256e-07,0.0,-199.68008
641,-8.6895307e-07,0.0,-199.68008
642,-1.3130193e-06,0.0,-199.68008
643,-1.0681542e-06,0.0,-199.68008
644,-1.2730743e-06,0.0,-199.68008
645,-1.5577389e-06,0.0,-199.68008
646,-1.6259728e-06,0.0,-199.68008
647,-1.2533856e-06,0.0,-199.68008
648,-1.6863924e-06,0.0,-199.68008
649,-1.413151e-06,0.0,-199.68008
650,-1.697088e-06,0.0,-199.68008
651,-1.8838036e-06,0.0,-199.68008
652,-1.5388941e-06,0.0,-199.68008
653,-1.4248362e-06,0.0,-199.68008
654,-1.7151906e-06,0.0,-199.68008
655,-2.0367152e-06,0.0,-199.68008
656,-1.4508114e-06,0.0,-199.68008
657,-1.731576e-06,0.0,-199.68008
658,-2.1191372e-06,0.0,-199.68008
659,-2.4530164e-06,0.0,-199.68008
660,-1.9301806e-06,0.0,-199.68008
661,-2.1906744e-06,0.0,-199.68008
662,-2.096771e-06,0.0,-199.68008
663,-1.4927209e-06,0.0,-199.68008
664,-1.4969264e-06,0.0,-199.68008
665,-1.6981649e-06,0.0,-199.68008
666,-1.8825522e-06,0.0,-199.68008
667,-1.4124234e-06,0.0,-199.68008
668,-1.3666868e-06,0.0,-199.68008
669,-1.0198273e-06,0.0,-199.68008
670,-1.1452357e-06,0.0,-199.68008
671,-8.0447353e-07,0.0,-199.68008
672,-9.184296e-07,0.0,-199.68008
673,-9.166688e-07,0.0,-199.68008
674,-8.541829e-07,0.0,-199.68008
675,-7.8161247e-07,0.0,-199.68008
676,-7.7535515e-07,0.0,-199.68008
677,-5.99699e-07,0.0,-199.68008
678,-8.3303894e-07,0.0,-199.68008
679,-5.693728e-07,0.0,-199.68008
680,-5.303009e-07,0.0,-199.68008
681,-2.6919588e-07,0.0,-199.68008
682,4.5944762e-07,0.0,-199.68008
683,4.658068e-07,0.0,-199.68008
684,2.8233626e-07,0.0,-199.68008
685,1.1335942e-07,0.0,-199.68008
686,2.6609632e-07,0.0,-199.68008
687,-7.910421e-08,0.0,-199.68008
688,-8.5899956e-08,0.0,-199.68008
689,-3.416062e-07,0.0,-199.68008
690,1.4678517e-07,0.0,-199.68008
691,5.2036194e-07,0.0,-199.68008
692,5.1198003e-07,0.0,-199.68008
693,-1.603621e-07,0.0,-199.68008
694,-1.0461372e-07,0.0,-199.68008
695,-3.2255775e-07,0.0,-199.68008
696,-3.4213008e-07,0.0,-199.68008
697,-5.871989e-07,0.0,-199.68008
698,-8.2858605e-08,0.0,-199.68008
699,-2.2875611e-07,0.0,-199.68008
700,1.2587407e-08,0.0,-199.68008
701,-3.305613e-07,0.0,-199.68008
702,-3.0836964e-07,0.0,-199.68008
703,-1.0084477e-07,0.0,-199.68008
704,-4.5268098e-07,0.0,-199.68008
705,-3.788591e-07,0.0,-199.68008
706,-6.52537e-07,0.0,-199.68008
707,-4.424801e-07,0.0,-199.68008
708,-6.444898e-07,0.0,-199.68008
709,-6.1986793e-07,0.0,-199.68008
710,-7.5189746e-07,0.0,-199.68008
711,-6.4697815e-07,0.0,-199.68008
