iteration,max_fitness,test_accuracy,time
0.0,0.39134747,0.3778826,0.0
1,0.40936506,0.3778826,9.106733322143555
2,0.38430732,0.3778826,9.284887790679932
3,0.37094796,0.3778826,9.18181562423706
4,0.38586926,0.3778826,9.236473560333252
5,0.3680334,0.3778826,8.17930006980896
6,0.35166365,0.3778826,9.045498847961426
7,0.38222665,0.3778826,8.979466199874878
8,0.3520621,0.3778826,9.275335788726807
9,0.3818046,0.3778826,8.80164909362793
10,0.37574655,0.3778826,8.918689489364624
11,0.37484014,0.3778826,8.769970417022705
12,0.39440995,0.3778826,8.709554195404053
13,0.37328124,0.3778826,8.657481670379639
14,0.38639277,0.3778826,8.75274395942688
15,0.38205135,0.3778826,8.848726272583008
16,0.3707006,0.3778826,8.607980966567993
17,0.4075532,0.3778826,7.399014472961426
18,0.40110672,0.3778826,7.888000249862671
19,0.3848759,0.3778826,9.07673978805542
20,0.37364727,0.3778826,8.936312913894653
21,0.3749696,0.3778826,9.15172815322876
22,0.39153087,0.3778826,9.130746126174927
23,0.40478826,0.3778826,9.016143798828125
24,0.36883765,0.3778826,8.997713088989258
25,0.38639438,0.3778826,16.01678466796875
26,0.40133876,0.3778826,9.267876625061035
27,0.39011264,0.3778826,8.907463073730469
28,0.3875184,0.3778826,9.036460399627686
29,0.35733843,0.3778826,9.082880735397339
30,0.3753162,0.3778826,9.062761545181274
31,0.35635638,0.3778826,9.611490726470947
32,0.37745363,0.3778826,9.148079633712769
33,0.3790639,0.3778826,9.002445459365845
34,0.5508031,0.5456977,8.939091205596924
35,0.5387323,0.5456977,9.025573968887329
36,0.53931034,0.5456977,8.90755033493042
37,0.54196876,0.5456977,9.304543256759644
38,0.53181314,0.5230293,9.337448835372925
39,0.537932,0.5456977,9.067311763763428
40,0.54528713,0.5456977,9.15944218635559
41,0.5332073,0.5456977,8.994611024856567
42,0.5370741,0.5456977,8.959385871887207
43,0.53734314,0.5456977,9.049155235290527
44,0.5429648,0.5456977,9.188475131988525
45,0.54826987,0.5456977,8.737894058227539
46,0.5581834,0.5456977,9.104644536972046
47,0.5561482,0.5456977,9.272798299789429
48,0.5434803,0.5456977,8.791986465454102
49,0.5603187,0.5574126,8.836975336074829
50,0.5730032,0.5577507,8.877276182174683
51,0.57462823,0.56841797,9.090830564498901
52,0.56512845,0.56841797,7.411138534545898
53,0.5625746,0.56841797,8.927174091339111
54,0.57142806,0.56841797,9.115578651428223
55,0.5673412,0.56841797,9.034435987472534
56,0.57319474,0.56841797,9.052476644515991
57,0.5688254,0.56841797,9.19248628616333
58,0.5617175,0.56841797,9.133854866027832
59,0.55389607,0.5686762,9.208701133728027
60,0.5697491,0.56841797,9.159357786178589
61,0.5750717,0.5686762,9.177680730819702
62,0.55689263,0.5687363,9.161528825759888
63,0.5727305,0.5687363,9.15157175064087
64,0.558295,0.5687363,9.21790885925293
65,0.5758625,0.5687363,9.139208316802979
66,0.5770145,0.5687363,9.170818090438843
67,0.56052303,0.5687363,9.114901542663574
68,0.5673464,0.5687363,9.192805051803589
69,0.5713581,0.5687363,9.07010555267334
70,0.5730727,0.5687363,9.162161350250244
71,0.56044483,0.5687363,9.31876516342163
72,0.5689571,0.5687363,9.150975704193115
73,0.57168514,0.5686762,9.185948848724365
74,0.5720453,0.5686762,8.130865335464478
75,0.55064344,0.5686925,8.617499589920044
76,0.5616744,0.5686925,9.180917024612427
77,0.56109077,0.568749,9.082267999649048
78,0.579828,0.568749,9.235696077346802
79,0.5848643,0.568749,9.039287328720093
80,0.55549973,0.5686925,9.183259010314941
81,0.5702612,0.5686925,9.20451307296753
82,0.56397885,0.568749,9.095708847045898
83,0.56902695,0.5686925,9.077756643295288
84,0.55642617,0.568749,8.942626237869263
