n_fn_0,n_fn_1,n_fn_2,n_fn_3,n_fn_4,n_fn_5,n_fn_6,n_fn_7,n_fn_8,n_fn_9,n_fn_10,n_fn_11,used_inputs_fraction,active_fraction,n_one_arity,n_two_arity,run_name,seed,w,opt,problem
2,4,2,1,3,6,5,5,5,2,2,2,0.42105263157894735,0.39,30,9,ga_chemical_2_competition_adam_win_bin_1,1,_win_bin,adam,chemical_2_competition
5,4,1,1,3,5,3,4,1,4,3,2,0.5614035087719298,0.36,25,11,ga_chemical_2_competition_gaussian_wfn_1,1,_wfn,gaussian,chemical_2_competition
2,4,3,3,2,5,3,2,2,12,4,1,0.6666666666666666,0.43,31,12,ga_chemical_2_competition_gaussian_win_1,1,_win,gaussian,chemical_2_competition
5,4,1,1,3,5,3,4,1,4,3,2,0.5614035087719298,0.36,25,11,ga_chemical_2_competition_gaussian_wfn_bfn_1,1,_wfn_bfn,gaussian,chemical_2_competition
2,4,3,3,2,5,3,2,2,12,4,1,0.6666666666666666,0.43,31,12,ga_chemical_2_competition_gaussian_win_bfn_1,1,_win_bfn,gaussian,chemical_2_competition
5,4,1,1,3,5,3,4,1,4,3,2,0.5614035087719298,0.36,25,11,ga_chemical_2_competition_gaussian_wfn_bin_1,1,_wfn_bin,gaussian,chemical_2_competition
2,4,3,3,2,5,3,2,2,12,4,1,0.6666666666666666,0.43,31,12,ga_chemical_2_competition_gaussian_win_bin_1,1,_win_bin,gaussian,chemical_2_competition
3,3,6,4,2,6,3,4,6,3,2,0,0.7017543859649122,0.42,26,16,ga_chemical_2_competition_gaussian_1,1,,gaussian,chemical_2_competition
7,3,1,3,3,4,4,4,2,7,1,0,0.5964912280701754,0.39,25,14,ga_chemical_2_competition_adam_wfn_2,2,_wfn,adam,chemical_2_competition
4,5,5,2,0,4,3,4,4,4,4,6,0.6140350877192983,0.45,29,16,ga_chemical_2_competition_adam_win_2,2,_win,adam,chemical_2_competition
7,3,1,3,3,4,4,4,2,7,1,0,0.5964912280701754,0.39,25,14,ga_chemical_2_competition_adam_wfn_bfn_2,2,_wfn_bfn,adam,chemical_2_competition
4,5,5,2,0,4,3,4,4,4,4,6,0.6140350877192983,0.45,29,16,ga_chemical_2_competition_adam_win_bfn_2,2,_win_bfn,adam,chemical_2_competition
7,3,1,3,3,4,4,4,2,7,1,0,0.5964912280701754,0.39,25,14,ga_chemical_2_competition_adam_wfn_bin_2,2,_wfn_bin,adam,chemical_2_competition
4,5,5,2,0,4,3,4,4,4,4,6,0.6140350877192983,0.45,29,16,ga_chemical_2_competition_adam_win_bin_2,2,_win_bin,adam,chemical_2_competition
2,2,5,3,3,7,3,2,5,2,1,2,0.6140350877192983,0.37,25,12,ga_chemical_2_competition_gaussian_wfn_2,2,_wfn,gaussian,chemical_2_competition
1,4,4,3,4,5,3,1,5,4,3,4,0.5964912280701754,0.41,29,12,ga_chemical_2_competition_gaussian_win_2,2,_win,gaussian,chemical_2_competition
2,2,5,3,3,7,3,2,5,2,1,2,0.6140350877192983,0.37,25,12,ga_chemical_2_competition_gaussian_wfn_bfn_2,2,_wfn_bfn,gaussian,chemical_2_competition
1,4,4,3,4,5,3,1,5,4,3,4,0.5964912280701754,0.41,29,12,ga_chemical_2_competition_gaussian_win_bfn_2,2,_win_bfn,gaussian,chemical_2_competition
2,2,5,3,3,7,3,2,5,2,1,2,0.6140350877192983,0.37,25,12,ga_chemical_2_competition_gaussian_wfn_bin_2,2,_wfn_bin,gaussian,chemical_2_competition
1,4,4,3,4,5,3,1,5,4,3,4,0.5964912280701754,0.41,29,12,ga_chemical_2_competition_gaussian_win_bin_2,2,_win_bin,gaussian,chemical_2_competition
4,1,2,1,5,4,5,4,4,3,3,4,0.6140350877192983,0.4,32,8,ga_chemical_2_competition_gaussian_2,2,,gaussian,chemical_2_competition
5,7,2,2,2,1,5,0,3,1,4,2,0.5087719298245614,0.34,18,16,ga_chemical_2_competition_adam_wfn_3,3,_wfn,adam,chemical_2_competition
6,2,1,3,3,1,2,1,6,3,2,3,0.5964912280701754,0.33,21,12,ga_chemical_2_competition_adam_win_3,3,_win,adam,chemical_2_competition
5,7,2,2,2,1,5,0,3,1,4,2,0.5087719298245614,0.34,18,16,ga_chemical_2_competition_adam_wfn_bfn_3,3,_wfn_bfn,adam,chemical_2_competition
6,2,1,3,3,1,2,1,6,3,2,3,0.5964912280701754,0.33,21,12,ga_chemical_2_competition_adam_win_bfn_3,3,_win_bfn,adam,chemical_2_competition
5,7,2,2,2,1,5,0,3,1,4,2,0.5087719298245614,0.34,18,16,ga_chemical_2_competition_adam_wfn_bin_3,3,_wfn_bin,adam,chemical_2_competition
6,2,1,3,3,1,2,1,6,3,2,3,0.5964912280701754,0.33,21,12,ga_chemical_2_competition_adam_win_bin_3,3,_win_bin,adam,chemical_2_competition
3,3,5,4,2,3,3,3,2,1,5,1,0.5964912280701754,0.35,20,15,ga_chemical_2_competition_gaussian_wfn_3,3,_wfn,gaussian,chemical_2_competition
4,5,2,2,3,0,3,1,8,1,3,5,0.5789473684210527,0.37,24,13,ga_chemical_2_competition_gaussian_win_3,3,_win,gaussian,chemical_2_competition
3,3,5,4,2,3,3,3,2,1,5,1,0.5964912280701754,0.35,20,15,ga_chemical_2_competition_gaussian_wfn_bfn_3,3,_wfn_bfn,gaussian,chemical_2_competition
4,5,2,2,3,0,3,1,8,1,3,5,0.5789473684210527,0.37,24,13,ga_chemical_2_competition_gaussian_win_bfn_3,3,_win_bfn,gaussian,chemical_2_competition
3,3,5,4,2,3,3,3,2,1,5,1,0.5964912280701754,0.35,20,15,ga_chemical_2_competition_gaussian_wfn_bin_3,3,_wfn_bin,gaussian,chemical_2_competition
4,5,2,2,3,0,3,1,8,1,3,5,0.5789473684210527,0.37,24,13,ga_chemical_2_competition_gaussian_win_bin_3,3,_win_bin,gaussian,chemical_2_competition
6,3,5,1,2,4,4,5,3,3,3,6,0.5614035087719298,0.45,30,15,ga_chemical_2_competition_gaussian_3,3,,gaussian,chemical_2_competition
1,6,3,3,0,6,1,3,6,1,1,2,0.47368421052631576,0.33,20,13,ga_chemical_2_competition_adam_wfn_4,4,_wfn,adam,chemical_2_competition
6,7,1,4,2,1,2,4,2,3,4,2,0.631578947368421,0.38,20,18,ga_chemical_2_competition_adam_win_4,4,_win,adam,chemical_2_competition
1,6,3,3,0,6,1,3,6,1,1,2,0.47368421052631576,0.33,20,13,ga_chemical_2_competition_adam_wfn_bfn_4,4,_wfn_bfn,adam,chemical_2_competition
6,7,1,4,2,1,2,4,2,3,4,2,0.631578947368421,0.38,20,18,ga_chemical_2_competition_adam_win_bfn_4,4,_win_bfn,adam,chemical_2_competition
1,6,3,3,0,6,1,3,6,1,1,2,0.47368421052631576,0.33,20,13,ga_chemical_2_competition_adam_wfn_bin_4,4,_wfn_bin,adam,chemical_2_competition
6,7,1,4,2,1,2,4,2,3,4,2,0.631578947368421,0.38,20,18,ga_chemical_2_competition_adam_win_bin_4,4,_win_bin,adam,chemical_2_competition
4,4,4,7,4,5,4,1,2,3,1,3,0.5964912280701754,0.42,23,19,ga_chemical_2_competition_gaussian_wfn_4,4,_wfn,gaussian,chemical_2_competition
2,2,6,3,2,3,4,3,1,4,3,4,0.5964912280701754,0.37,24,13,ga_chemical_2_competition_gaussian_win_4,4,_win,gaussian,chemical_2_competition
4,4,4,7,4,5,4,1,2,3,1,3,0.5964912280701754,0.42,23,19,ga_chemical_2_competition_gaussian_wfn_bfn_4,4,_wfn_bfn,gaussian,chemical_2_competition
2,2,6,3,2,3,4,3,1,4,3,4,0.5964912280701754,0.37,24,13,ga_chemical_2_competition_gaussian_win_bfn_4,4,_win_bfn,gaussian,chemical_2_competition
4,4,4,7,4,5,4,1,2,3,1,3,0.5964912280701754,0.42,23,19,ga_chemical_2_competition_gaussian_wfn_bin_4,4,_wfn_bin,gaussian,chemical_2_competition
2,2,6,3,2,3,4,3,1,4,3,4,0.5964912280701754,0.37,24,13,ga_chemical_2_competition_gaussian_win_bin_4,4,_win_bin,gaussian,chemical_2_competition
2,2,2,2,7,2,1,1,3,4,6,4,0.5964912280701754,0.36,28,8,ga_chemical_2_competition_gaussian_4,4,,gaussian,chemical_2_competition
7,2,2,3,3,2,4,3,3,4,3,5,0.5789473684210527,0.41,27,14,ga_chemical_2_competition_adam_wfn_5,5,_wfn,adam,chemical_2_competition
7,6,7,4,2,2,1,4,3,2,4,2,0.5964912280701754,0.44,20,24,ga_chemical_2_competition_adam_win_5,5,_win,adam,chemical_2_competition
7,2,2,3,3,2,4,3,3,4,3,5,0.5789473684210527,0.41,27,14,ga_chemical_2_competition_adam_wfn_bfn_5,5,_wfn_bfn,adam,chemical_2_competition
7,6,7,4,2,2,1,4,3,2,4,2,0.5964912280701754,0.44,20,24,ga_chemical_2_competition_adam_win_bfn_5,5,_win_bfn,adam,chemical_2_competition
7,2,2,3,3,2,4,3,3,4,3,5,0.5789473684210527,0.41,27,14,ga_chemical_2_competition_adam_wfn_bin_5,5,_wfn_bin,adam,chemical_2_competition
7,6,7,4,2,2,1,4,3,2,4,2,0.5964912280701754,0.44,20,24,ga_chemical_2_competition_adam_win_bin_5,5,_win_bin,adam,chemical_2_competition
1,4,4,3,4,4,3,4,3,1,2,3,0.5789473684210527,0.36,24,12,ga_chemical_2_competition_gaussian_wfn_5,5,_wfn,gaussian,chemical_2_competition
7,3,4,3,2,3,3,2,3,2,6,5,0.6491228070175439,0.43,26,17,ga_chemical_2_competition_gaussian_win_5,5,_win,gaussian,chemical_2_competition
1,4,4,3,4,4,3,4,3,1,2,3,0.5789473684210527,0.36,24,12,ga_chemical_2_competition_gaussian_wfn_bfn_5,5,_wfn_bfn,gaussian,chemical_2_competition
7,3,4,3,2,3,3,2,3,2,6,5,0.6491228070175439,0.43,26,17,ga_chemical_2_competition_gaussian_win_bfn_5,5,_win_bfn,gaussian,chemical_2_competition
1,4,4,3,4,4,3,4,3,1,2,3,0.5789473684210527,0.36,24,12,ga_chemical_2_competition_gaussian_wfn_bin_5,5,_wfn_bin,gaussian,chemical_2_competition
7,3,4,3,2,3,3,2,3,2,6,5,0.6491228070175439,0.43,26,17,ga_chemical_2_competition_gaussian_win_bin_5,5,_win_bin,gaussian,chemical_2_competition
9,0,3,2,3,2,1,6,5,3,0,4,0.5614035087719298,0.38,24,14,ga_chemical_2_competition_gaussian_5,5,,gaussian,chemical_2_competition
6,3,2,6,3,1,3,3,2,5,3,4,0.5614035087719298,0.41,24,17,ga_chemical_2_competition_adam_wfn_6,6,_wfn,adam,chemical_2_competition
2,3,5,3,2,5,1,1,0,1,4,3,0.543859649122807,0.3,17,13,ga_chemical_2_competition_adam_win_6,6,_win,adam,chemical_2_competition
6,3,2,6,3,1,3,3,2,5,3,4,0.5614035087719298,0.41,24,17,ga_chemical_2_competition_adam_wfn_bfn_6,6,_wfn_bfn,adam,chemical_2_competition
2,3,5,3,2,5,1,1,0,1,4,3,0.543859649122807,0.3,17,13,ga_chemical_2_competition_adam_win_bfn_6,6,_win_bfn,adam,chemical_2_competition
6,3,2,6,3,1,3,3,2,5,3,4,0.5614035087719298,0.41,24,17,ga_chemical_2_competition_adam_wfn_bin_6,6,_wfn_bin,adam,chemical_2_competition
2,3,5,3,2,5,1,1,0,1,4,3,0.543859649122807,0.3,17,13,ga_chemical_2_competition_adam_win_bin_6,6,_win_bin,adam,chemical_2_competition
4,1,4,2,0,6,3,3,5,2,1,4,0.5614035087719298,0.35,24,11,ga_chemical_2_competition_gaussian_wfn_6,6,_wfn,gaussian,chemical_2_competition
4,0,2,5,5,2,1,2,2,4,1,5,0.5263157894736842,0.33,22,11,ga_chemical_2_competition_gaussian_win_6,6,_win,gaussian,chemical_2_competition
4,1,4,2,0,6,3,3,5,2,1,4,0.5614035087719298,0.35,24,11,ga_chemical_2_competition_gaussian_wfn_bfn_6,6,_wfn_bfn,gaussian,chemical_2_competition
4,0,2,5,5,2,1,2,2,4,1,5,0.5263157894736842,0.33,22,11,ga_chemical_2_competition_gaussian_win_bfn_6,6,_win_bfn,gaussian,chemical_2_competition
4,1,4,2,0,6,3,3,5,2,1,4,0.5614035087719298,0.35,24,11,ga_chemical_2_competition_gaussian_wfn_bin_6,6,_wfn_bin,gaussian,chemical_2_competition
4,0,2,5,5,2,1,2,2,4,1,5,0.5263157894736842,0.33,22,11,ga_chemical_2_competition_gaussian_win_bin_6,6,_win_bin,gaussian,chemical_2_competition
8,2,4,1,0,2,8,4,3,1,6,3,0.5614035087719298,0.42,27,15,ga_chemical_2_competition_gaussian_6,6,,gaussian,chemical_2_competition
0,7,1,0,4,2,3,0,2,5,5,4,0.5263157894736842,0.33,25,8,ga_chemical_2_competition_adam_wfn_7,7,_wfn,adam,chemical_2_competition
3,4,2,2,4,3,0,3,5,2,1,6,0.5087719298245614,0.35,24,11,ga_chemical_2_competition_adam_win_7,7,_win,adam,chemical_2_competition
0,7,1,0,4,2,3,0,2,5,5,4,0.5263157894736842,0.33,25,8,ga_chemical_2_competition_adam_wfn_bfn_7,7,_wfn_bfn,adam,chemical_2_competition
3,4,2,2,4,3,0,3,5,2,1,6,0.5087719298245614,0.35,24,11,ga_chemical_2_competition_adam_win_bfn_7,7,_win_bfn,adam,chemical_2_competition
0,7,1,0,4,2,3,0,2,5,5,4,0.5263157894736842,0.33,25,8,ga_chemical_2_competition_adam_wfn_bin_7,7,_wfn_bin,adam,chemical_2_competition
3,4,2,2,4,3,0,3,5,2,1,6,0.5087719298245614,0.35,24,11,ga_chemical_2_competition_adam_win_bin_7,7,_win_bin,adam,chemical_2_competition
4,5,4,3,1,5,1,8,5,3,5,4,0.631578947368421,0.48,32,16,ga_chemical_2_competition_gaussian_wfn_7,7,_wfn,gaussian,chemical_2_competition
5,2,3,4,2,1,4,3,5,1,5,3,0.5964912280701754,0.38,24,14,ga_chemical_2_competition_gaussian_win_7,7,_win,gaussian,chemical_2_competition
4,5,4,3,1,5,1,8,5,3,5,4,0.631578947368421,0.48,32,16,ga_chemical_2_competition_gaussian_wfn_bfn_7,7,_wfn_bfn,gaussian,chemical_2_competition
5,2,3,4,2,1,4,3,5,1,5,3,0.5964912280701754,0.38,24,14,ga_chemical_2_competition_gaussian_win_bfn_7,7,_win_bfn,gaussian,chemical_2_competition
4,5,4,3,1,5,1,8,5,3,5,4,0.631578947368421,0.48,32,16,ga_chemical_2_competition_gaussian_wfn_bin_7,7,_wfn_bin,gaussian,chemical_2_competition
5,2,3,4,2,1,4,3,5,1,5,3,0.5964912280701754,0.38,24,14,ga_chemical_2_competition_gaussian_win_bin_7,7,_win_bin,gaussian,chemical_2_competition
4,2,0,7,5,4,1,7,1,3,2,4,0.47368421052631576,0.4,27,13,ga_chemical_2_competition_gaussian_7,7,,gaussian,chemical_2_competition
4,2,3,4,1,1,0,6,8,1,4,5,0.5263157894736842,0.39,26,13,ga_chemical_2_competition_adam_wfn_8,8,_wfn,adam,chemical_2_competition
6,3,2,4,3,7,3,1,4,1,2,3,0.631578947368421,0.39,24,15,ga_chemical_2_competition_adam_win_8,8,_win,adam,chemical_2_competition
4,2,3,4,1,1,0,6,8,1,4,5,0.5263157894736842,0.39,26,13,ga_chemical_2_competition_adam_wfn_bfn_8,8,_wfn_bfn,adam,chemical_2_competition
6,3,2,4,3,7,3,1,4,1,2,3,0.631578947368421,0.39,24,15,ga_chemical_2_competition_adam_win_bfn_8,8,_win_bfn,adam,chemical_2_competition
4,2,3,4,1,1,0,6,8,1,4,5,0.5263157894736842,0.39,26,13,ga_chemical_2_competition_adam_wfn_bin_8,8,_wfn_bin,adam,chemical_2_competition
6,3,2,4,3,7,3,1,4,1,2,3,0.631578947368421,0.39,24,15,ga_chemical_2_competition_adam_win_bin_8,8,_win_bin,adam,chemical_2_competition
5,2,4,3,1,3,3,5,5,2,3,3,0.6140350877192983,0.39,25,14,ga_chemical_2_competition_gaussian_wfn_8,8,_wfn,gaussian,chemical_2_competition
2,0,4,1,6,3,3,1,3,6,3,2,0.5789473684210527,0.34,27,7,ga_chemical_2_competition_gaussian_win_8,8,_win,gaussian,chemical_2_competition
5,2,4,3,1,3,3,5,5,2,3,3,0.6140350877192983,0.39,25,14,ga_chemical_2_competition_gaussian_wfn_bfn_8,8,_wfn_bfn,gaussian,chemical_2_competition
2,0,4,1,6,3,3,1,3,6,3,2,0.5789473684210527,0.34,27,7,ga_chemical_2_competition_gaussian_win_bfn_8,8,_win_bfn,gaussian,chemical_2_competition
5,2,4,3,1,3,3,5,5,2,3,3,0.6140350877192983,0.39,25,14,ga_chemical_2_competition_gaussian_wfn_bin_8,8,_wfn_bin,gaussian,chemical_2_competition
2,0,4,1,6,3,3,1,3,6,3,2,0.5789473684210527,0.34,27,7,ga_chemical_2_competition_gaussian_win_bin_8,8,_win_bin,gaussian,chemical_2_competition
5,1,3,2,4,4,3,5,2,5,4,4,0.6666666666666666,0.42,31,11,ga_chemical_2_competition_gaussian_8,8,,gaussian,chemical_2_competition
0,7,3,2,6,4,2,2,6,3,4,2,0.631578947368421,0.41,29,12,ga_chemical_2_competition_adam_wfn_9,9,_wfn,adam,chemical_2_competition
7,4,5,2,1,5,4,3,4,1,2,0,0.5263157894736842,0.38,20,18,ga_chemical_2_competition_adam_win_9,9,_win,adam,chemical_2_competition
0,7,3,2,6,4,2,2,6,3,4,2,0.631578947368421,0.41,29,12,ga_chemical_2_competition_adam_wfn_bfn_9,9,_wfn_bfn,adam,chemical_2_competition
7,4,5,2,1,5,4,3,4,1,2,0,0.5263157894736842,0.38,20,18,ga_chemical_2_competition_adam_win_bfn_9,9,_win_bfn,adam,chemical_2_competition
0,7,3,2,6,4,2,2,6,3,4,2,0.631578947368421,0.41,29,12,ga_chemical_2_competition_adam_wfn_bin_9,9,_wfn_bin,adam,chemical_2_competition
7,4,5,2,1,5,4,3,4,1,2,0,0.5263157894736842,0.38,20,18,ga_chemical_2_competition_adam_win_bin_9,9,_win_bin,adam,chemical_2_competition
3,4,4,3,0,2,4,2,3,3,8,4,0.6140350877192983,0.4,26,14,ga_chemical_2_competition_gaussian_wfn_9,9,_wfn,gaussian,chemical_2_competition
3,8,5,2,5,7,3,2,5,3,0,0,0.543859649122807,0.43,25,18,ga_chemical_2_competition_gaussian_win_9,9,_win,gaussian,chemical_2_competition
3,4,4,3,0,2,4,2,3,3,8,4,0.6140350877192983,0.4,26,14,ga_chemical_2_competition_gaussian_wfn_bfn_9,9,_wfn_bfn,gaussian,chemical_2_competition
3,8,5,2,5,7,3,2,5,3,0,0,0.543859649122807,0.43,25,18,ga_chemical_2_competition_gaussian_win_bfn_9,9,_win_bfn,gaussian,chemical_2_competition
3,4,4,3,0,2,4,2,3,3,8,4,0.6140350877192983,0.4,26,14,ga_chemical_2_competition_gaussian_wfn_bin_9,9,_wfn_bin,gaussian,chemical_2_competition
3,8,5,2,5,7,3,2,5,3,0,0,0.543859649122807,0.43,25,18,ga_chemical_2_competition_gaussian_win_bin_9,9,_win_bin,gaussian,chemical_2_competition
3,4,4,2,3,3,3,2,4,6,3,4,0.5789473684210527,0.41,28,13,ga_chemical_2_competition_gaussian_9,9,,gaussian,chemical_2_competition
3,4,5,5,4,4,2,6,4,4,3,1,0.5964912280701754,0.45,28,17,ga_chemical_2_competition_adam_wfn_10,10,_wfn,adam,chemical_2_competition
4,4,3,7,5,3,1,4,0,2,4,2,0.6140350877192983,0.39,21,18,ga_chemical_2_competition_adam_win_10,10,_win,adam,chemical_2_competition
3,4,5,5,4,4,2,6,4,4,3,1,0.5964912280701754,0.45,28,17,ga_chemical_2_competition_adam_wfn_bfn_10,10,_wfn_bfn,adam,chemical_2_competition
4,4,3,7,5,3,1,4,0,2,4,2,0.6140350877192983,0.39,21,18,ga_chemical_2_competition_adam_win_bfn_10,10,_win_bfn,adam,chemical_2_competition
3,4,5,5,4,4,2,6,4,4,3,1,0.5964912280701754,0.45,28,17,ga_chemical_2_competition_adam_wfn_bin_10,10,_wfn_bin,adam,chemical_2_competition
4,4,3,7,5,3,1,4,0,2,4,2,0.6140350877192983,0.39,21,18,ga_chemical_2_competition_adam_win_bin_10,10,_win_bin,adam,chemical_2_competition
5,6,3,4,4,5,3,1,7,2,4,1,0.6666666666666666,0.45,27,18,ga_chemical_2_competition_gaussian_wfn_10,10,_wfn,gaussian,chemical_2_competition
2,3,4,4,3,4,3,5,1,4,1,3,0.5263157894736842,0.37,24,13,ga_chemical_2_competition_gaussian_win_10,10,_win,gaussian,chemical_2_competition
5,6,3,4,4,5,3,1,7,2,4,1,0.6666666666666666,0.45,27,18,ga_chemical_2_competition_gaussian_wfn_bfn_10,10,_wfn_bfn,gaussian,chemical_2_competition
2,3,4,4,3,4,3,5,1,4,1,3,0.5263157894736842,0.37,24,13,ga_chemical_2_competition_gaussian_win_bfn_10,10,_win_bfn,gaussian,chemical_2_competition
5,6,3,4,4,5,3,1,7,2,4,1,0.6666666666666666,0.45,27,18,ga_chemical_2_competition_gaussian_wfn_bin_10,10,_wfn_bin,gaussian,chemical_2_competition
2,3,4,4,3,4,3,5,1,4,1,3,0.5263157894736842,0.37,24,13,ga_chemical_2_competition_gaussian_win_bin_10,10,_win_bin,gaussian,chemical_2_competition
7,1,2,1,3,4,3,2,5,3,3,3,0.6140350877192983,0.37,26,11,ga_chemical_2_competition_gaussian_10,10,,gaussian,chemical_2_competition
5,6,1,4,3,3,2,1,3,6,5,1,0.631578947368421,0.4,24,16,ga_chemical_2_competition_adam_wfn_11,11,_wfn,adam,chemical_2_competition
4,1,2,3,3,3,0,5,4,6,4,2,0.5614035087719298,0.37,27,10,ga_chemical_2_competition_adam_win_11,11,_win,adam,chemical_2_competition
5,6,1,4,3,3,2,1,3,6,5,1,0.631578947368421,0.4,24,16,ga_chemical_2_competition_adam_wfn_bfn_11,11,_wfn_bfn,adam,chemical_2_competition
4,1,2,3,3,3,0,5,4,6,4,2,0.5614035087719298,0.37,27,10,ga_chemical_2_competition_adam_win_bfn_11,11,_win_bfn,adam,chemical_2_competition
5,6,1,4,3,3,2,1,3,6,5,1,0.631578947368421,0.4,24,16,ga_chemical_2_competition_adam_wfn_bin_11,11,_wfn_bin,adam,chemical_2_competition
4,1,2,3,3,3,0,5,4,6,4,2,0.5614035087719298,0.37,27,10,ga_chemical_2_competition_adam_win_bin_11,11,_win_bin,adam,chemical_2_competition
3,0,1,4,0,3,2,4,3,6,3,7,0.5789473684210527,0.36,28,8,ga_chemical_2_competition_gaussian_wfn_11,11,_wfn,gaussian,chemical_2_competition
3,6,2,2,3,4,1,2,5,4,3,3,0.6140350877192983,0.38,25,13,ga_chemical_2_competition_gaussian_win_11,11,_win,gaussian,chemical_2_competition
3,0,1,4,0,3,2,4,3,6,3,7,0.5789473684210527,0.36,28,8,ga_chemical_2_competition_gaussian_wfn_bfn_11,11,_wfn_bfn,gaussian,chemical_2_competition
3,6,2,2,3,4,1,2,5,4,3,3,0.6140350877192983,0.38,25,13,ga_chemical_2_competition_gaussian_win_bfn_11,11,_win_bfn,gaussian,chemical_2_competition
3,0,1,4,0,3,2,4,3,6,3,7,0.5789473684210527,0.36,28,8,ga_chemical_2_competition_gaussian_wfn_bin_11,11,_wfn_bin,gaussian,chemical_2_competition
3,6,2,2,3,4,1,2,5,4,3,3,0.6140350877192983,0.38,25,13,ga_chemical_2_competition_gaussian_win_bin_11,11,_win_bin,gaussian,chemical_2_competition
1,7,3,2,4,2,5,5,2,8,2,6,0.6666666666666666,0.47,34,13,ga_chemical_2_competition_gaussian_11,11,,gaussian,chemical_2_competition
4,0,3,5,2,5,1,1,3,6,4,3,0.47368421052631576,0.37,25,12,ga_chemical_2_competition_adam_wfn_12,12,_wfn,adam,chemical_2_competition
1,5,2,3,3,6,5,6,3,1,1,3,0.6140350877192983,0.39,28,11,ga_chemical_2_competition_adam_win_12,12,_win,adam,chemical_2_competition
4,0,3,5,2,5,1,1,3,6,4,3,0.47368421052631576,0.37,25,12,ga_chemical_2_competition_adam_wfn_bfn_12,12,_wfn_bfn,adam,chemical_2_competition
1,5,2,3,3,6,5,6,3,1,1,3,0.6140350877192983,0.39,28,11,ga_chemical_2_competition_adam_win_bfn_12,12,_win_bfn,adam,chemical_2_competition
4,0,3,5,2,5,1,1,3,6,4,3,0.47368421052631576,0.37,25,12,ga_chemical_2_competition_adam_wfn_bin_12,12,_wfn_bin,adam,chemical_2_competition
1,5,2,3,3,6,5,6,3,1,1,3,0.6140350877192983,0.39,28,11,ga_chemical_2_competition_adam_win_bin_12,12,_win_bin,adam,chemical_2_competition
