n_fn_0,n_fn_1,n_fn_2,n_fn_3,n_fn_4,n_fn_5,n_fn_6,n_fn_7,n_fn_8,n_fn_9,n_fn_10,n_fn_11,used_inputs_fraction,active_fraction,n_one_arity,n_two_arity,run_name,seed,w,opt,problem
5,3,3,8,1,3,2,7,4,8,5,3,1.0,0.52,33,19,ga2_nasa_battery_1_10min_adam_win_bfn_4,4,_win_bfn,adam,nasa_battery_1_10min
5,9,6,5,4,3,0,4,4,4,3,8,1.0,0.55,30,25,ga2_nasa_battery_1_10min_adam_wfn_bin_4,4,_wfn_bin,adam,nasa_battery_1_10min
5,3,3,8,1,3,2,7,4,8,5,3,1.0,0.52,33,19,ga2_nasa_battery_1_10min_adam_win_bin_4,4,_win_bin,adam,nasa_battery_1_10min
8,2,2,8,8,7,2,2,1,2,11,2,1.0,0.55,35,20,ga2_nasa_battery_1_10min_gaussian_wfn_4,4,_wfn,gaussian,nasa_battery_1_10min
8,3,6,3,9,4,4,2,6,2,8,3,1.0,0.58,38,20,ga2_nasa_battery_1_10min_gaussian_win_4,4,_win,gaussian,nasa_battery_1_10min
8,2,2,8,8,7,2,2,1,2,11,2,1.0,0.55,35,20,ga2_nasa_battery_1_10min_gaussian_wfn_bfn_4,4,_wfn_bfn,gaussian,nasa_battery_1_10min
8,3,6,3,9,4,4,2,6,2,8,3,1.0,0.58,38,20,ga2_nasa_battery_1_10min_gaussian_win_bfn_4,4,_win_bfn,gaussian,nasa_battery_1_10min
8,2,2,8,8,7,2,2,1,2,11,2,1.0,0.55,35,20,ga2_nasa_battery_1_10min_gaussian_wfn_bin_4,4,_wfn_bin,gaussian,nasa_battery_1_10min
8,3,6,3,9,4,4,2,6,2,8,3,1.0,0.58,38,20,ga2_nasa_battery_1_10min_gaussian_win_bin_4,4,_win_bin,gaussian,nasa_battery_1_10min
7,3,6,3,0,6,6,3,10,4,5,1,1.0,0.54,35,19,ga2_nasa_battery_1_10min_gaussian_4,4,,gaussian,nasa_battery_1_10min
2,5,4,7,6,2,3,3,3,5,7,5,1.0,0.52,34,18,ga2_nasa_battery_1_10min_adam_wfn_5,5,_wfn,adam,nasa_battery_1_10min
5,3,3,5,3,6,3,2,4,7,3,5,1.0,0.49,33,16,ga2_nasa_battery_1_10min_adam_win_5,5,_win,adam,nasa_battery_1_10min
2,5,4,7,6,2,3,3,3,5,7,5,1.0,0.52,34,18,ga2_nasa_battery_1_10min_adam_wfn_bfn_5,5,_wfn_bfn,adam,nasa_battery_1_10min
5,3,3,5,3,6,3,2,4,7,3,5,1.0,0.49,33,16,ga2_nasa_battery_1_10min_adam_win_bfn_5,5,_win_bfn,adam,nasa_battery_1_10min
2,5,4,7,6,2,3,3,3,5,7,5,1.0,0.52,34,18,ga2_nasa_battery_1_10min_adam_wfn_bin_5,5,_wfn_bin,adam,nasa_battery_1_10min
5,3,3,5,3,6,3,2,4,7,3,5,1.0,0.49,33,16,ga2_nasa_battery_1_10min_adam_win_bin_5,5,_win_bin,adam,nasa_battery_1_10min
4,6,4,6,4,5,1,4,7,3,7,7,1.0,0.58,38,20,ga2_nasa_battery_1_10min_gaussian_wfn_5,5,_wfn,gaussian,nasa_battery_1_10min
2,5,5,2,4,6,4,6,6,5,5,6,0.8333333333333334,0.56,42,14,ga2_nasa_battery_1_10min_gaussian_win_5,5,_win,gaussian,nasa_battery_1_10min
4,6,4,6,4,5,1,4,7,3,7,7,1.0,0.58,38,20,ga2_nasa_battery_1_10min_gaussian_wfn_bfn_5,5,_wfn_bfn,gaussian,nasa_battery_1_10min
2,5,5,2,4,6,4,6,6,5,5,6,0.8333333333333334,0.56,42,14,ga2_nasa_battery_1_10min_gaussian_win_bfn_5,5,_win_bfn,gaussian,nasa_battery_1_10min
4,6,4,6,4,5,1,4,7,3,7,7,1.0,0.58,38,20,ga2_nasa_battery_1_10min_gaussian_wfn_bin_5,5,_wfn_bin,gaussian,nasa_battery_1_10min
2,5,5,2,4,6,4,6,6,5,5,6,0.8333333333333334,0.56,42,14,ga2_nasa_battery_1_10min_gaussian_win_bin_5,5,_win_bin,gaussian,nasa_battery_1_10min
8,4,2,5,4,2,5,4,3,3,5,4,1.0,0.49,30,19,ga2_nasa_battery_1_10min_gaussian_5,5,,gaussian,nasa_battery_1_10min
3,5,6,5,7,4,3,3,2,9,4,7,1.0,0.58,39,19,ga2_nasa_battery_1_10min_adam_wfn_6,6,_wfn,adam,nasa_battery_1_10min
2,2,5,4,5,3,7,1,4,8,7,6,1.0,0.54,41,13,ga2_nasa_battery_1_10min_adam_win_6,6,_win,adam,nasa_battery_1_10min
3,5,6,5,7,4,3,3,2,9,4,7,1.0,0.58,39,19,ga2_nasa_battery_1_10min_adam_wfn_bfn_6,6,_wfn_bfn,adam,nasa_battery_1_10min
2,2,5,4,5,3,7,1,4,8,7,6,1.0,0.54,41,13,ga2_nasa_battery_1_10min_adam_win_bfn_6,6,_win_bfn,adam,nasa_battery_1_10min
3,5,6,5,7,4,3,3,2,9,4,7,1.0,0.58,39,19,ga2_nasa_battery_1_10min_adam_wfn_bin_6,6,_wfn_bin,adam,nasa_battery_1_10min
2,2,5,4,5,3,7,1,4,8,7,6,1.0,0.54,41,13,ga2_nasa_battery_1_10min_adam_win_bin_6,6,_win_bin,adam,nasa_battery_1_10min
9,8,5,4,2,4,3,5,1,2,2,3,1.0,0.48,22,26,ga2_nasa_battery_1_10min_gaussian_wfn_6,6,_wfn,gaussian,nasa_battery_1_10min
4,6,4,5,4,2,5,5,2,9,4,6,1.0,0.56,37,19,ga2_nasa_battery_1_10min_gaussian_win_6,6,_win,gaussian,nasa_battery_1_10min
9,8,5,4,2,4,3,5,1,2,2,3,1.0,0.48,22,26,ga2_nasa_battery_1_10min_gaussian_wfn_bfn_6,6,_wfn_bfn,gaussian,nasa_battery_1_10min
4,6,4,5,4,2,5,5,2,9,4,6,1.0,0.56,37,19,ga2_nasa_battery_1_10min_gaussian_win_bfn_6,6,_win_bfn,gaussian,nasa_battery_1_10min
9,8,5,4,2,4,3,5,1,2,2,3,1.0,0.48,22,26,ga2_nasa_battery_1_10min_gaussian_wfn_bin_6,6,_wfn_bin,gaussian,nasa_battery_1_10min
4,6,4,5,4,2,5,5,2,9,4,6,1.0,0.56,37,19,ga2_nasa_battery_1_10min_gaussian_win_bin_6,6,_win_bin,gaussian,nasa_battery_1_10min
8,5,7,4,1,3,3,7,5,1,4,3,1.0,0.51,27,24,ga2_nasa_battery_1_10min_gaussian_6,6,,gaussian,nasa_battery_1_10min
8,6,4,2,2,4,4,6,3,3,5,2,1.0,0.49,29,20,ga2_nasa_battery_1_10min_adam_wfn_7,7,_wfn,adam,nasa_battery_1_10min
5,2,5,7,5,6,2,3,4,3,9,1,1.0,0.52,33,19,ga2_nasa_battery_1_10min_adam_win_7,7,_win,adam,nasa_battery_1_10min
8,6,4,2,2,4,4,6,3,3,5,2,1.0,0.49,29,20,ga2_nasa_battery_1_10min_adam_wfn_bfn_7,7,_wfn_bfn,adam,nasa_battery_1_10min
5,2,5,7,5,6,2,3,4,3,9,1,1.0,0.52,33,19,ga2_nasa_battery_1_10min_adam_win_bfn_7,7,_win_bfn,adam,nasa_battery_1_10min
8,6,4,2,2,4,4,6,3,3,5,2,1.0,0.49,29,20,ga2_nasa_battery_1_10min_adam_wfn_bin_7,7,_wfn_bin,adam,nasa_battery_1_10min
5,2,5,7,5,6,2,3,4,3,9,1,1.0,0.52,33,19,ga2_nasa_battery_1_10min_adam_win_bin_7,7,_win_bin,adam,nasa_battery_1_10min
8,5,5,4,3,6,5,4,5,1,5,2,1.0,0.53,31,22,ga2_nasa_battery_1_10min_gaussian_wfn_7,7,_wfn,gaussian,nasa_battery_1_10min
5,8,7,2,5,4,6,2,3,0,5,2,1.0,0.49,27,22,ga2_nasa_battery_1_10min_gaussian_win_7,7,_win,gaussian,nasa_battery_1_10min
8,5,5,4,3,6,5,4,5,1,5,2,1.0,0.53,31,22,ga2_nasa_battery_1_10min_gaussian_wfn_bfn_7,7,_wfn_bfn,gaussian,nasa_battery_1_10min
5,8,7,2,5,4,6,2,3,0,5,2,1.0,0.49,27,22,ga2_nasa_battery_1_10min_gaussian_win_bfn_7,7,_win_bfn,gaussian,nasa_battery_1_10min
8,5,5,4,3,6,5,4,5,1,5,2,1.0,0.53,31,22,ga2_nasa_battery_1_10min_gaussian_wfn_bin_7,7,_wfn_bin,gaussian,nasa_battery_1_10min
5,8,7,2,5,4,6,2,3,0,5,2,1.0,0.49,27,22,ga2_nasa_battery_1_10min_gaussian_win_bin_7,7,_win_bin,gaussian,nasa_battery_1_10min
4,5,7,3,4,5,5,1,5,2,7,3,1.0,0.51,32,19,ga2_nasa_battery_1_10min_gaussian_7,7,,gaussian,nasa_battery_1_10min
6,3,5,3,4,3,4,1,2,4,8,4,0.8333333333333334,0.47,30,17,ga2_nasa_battery_1_10min_adam_wfn_8,8,_wfn,adam,nasa_battery_1_10min
3,6,5,3,4,9,4,2,2,3,7,6,1.0,0.54,37,17,ga2_nasa_battery_1_10min_adam_win_8,8,_win,adam,nasa_battery_1_10min
6,3,5,3,4,3,4,1,2,4,8,4,0.8333333333333334,0.47,30,17,ga2_nasa_battery_1_10min_adam_wfn_bfn_8,8,_wfn_bfn,adam,nasa_battery_1_10min
3,6,5,3,4,9,4,2,2,3,7,6,1.0,0.54,37,17,ga2_nasa_battery_1_10min_adam_win_bfn_8,8,_win_bfn,adam,nasa_battery_1_10min
6,3,5,3,4,3,4,1,2,4,8,4,0.8333333333333334,0.47,30,17,ga2_nasa_battery_1_10min_adam_wfn_bin_8,8,_wfn_bin,adam,nasa_battery_1_10min
3,6,5,3,4,9,4,2,2,3,7,6,1.0,0.54,37,17,ga2_nasa_battery_1_10min_adam_win_bin_8,8,_win_bin,adam,nasa_battery_1_10min
5,4,6,5,5,1,6,4,4,5,7,1,0.8333333333333334,0.53,33,20,ga2_nasa_battery_1_10min_gaussian_wfn_8,8,_wfn,gaussian,nasa_battery_1_10min
4,3,6,3,7,6,3,7,2,6,4,7,1.0,0.58,42,16,ga2_nasa_battery_1_10min_gaussian_win_8,8,_win,gaussian,nasa_battery_1_10min
5,4,6,5,5,1,6,4,4,5,7,1,0.8333333333333334,0.53,33,20,ga2_nasa_battery_1_10min_gaussian_wfn_bfn_8,8,_wfn_bfn,gaussian,nasa_battery_1_10min
4,3,6,3,7,6,3,7,2,6,4,7,1.0,0.58,42,16,ga2_nasa_battery_1_10min_gaussian_win_bfn_8,8,_win_bfn,gaussian,nasa_battery_1_10min
5,4,6,5,5,1,6,4,4,5,7,1,0.8333333333333334,0.53,33,20,ga2_nasa_battery_1_10min_gaussian_wfn_bin_8,8,_wfn_bin,gaussian,nasa_battery_1_10min
4,3,6,3,7,6,3,7,2,6,4,7,1.0,0.58,42,16,ga2_nasa_battery_1_10min_gaussian_win_bin_8,8,_win_bin,gaussian,nasa_battery_1_10min
8,8,3,5,2,5,6,3,5,3,3,3,1.0,0.54,30,24,ga2_nasa_battery_1_10min_gaussian_8,8,,gaussian,nasa_battery_1_10min
8,7,5,6,3,2,5,5,3,1,4,2,0.8333333333333334,0.51,25,26,ga2_nasa_battery_1_10min_adam_wfn_9,9,_wfn,adam,nasa_battery_1_10min
3,4,2,2,4,4,8,3,4,2,8,6,1.0,0.5,39,11,ga2_nasa_battery_1_10min_adam_win_9,9,_win,adam,nasa_battery_1_10min
8,7,5,6,3,2,5,5,3,1,4,2,0.8333333333333334,0.51,25,26,ga2_nasa_battery_1_10min_adam_wfn_bfn_9,9,_wfn_bfn,adam,nasa_battery_1_10min
3,4,2,2,4,4,8,3,4,2,8,6,1.0,0.5,39,11,ga2_nasa_battery_1_10min_adam_win_bfn_9,9,_win_bfn,adam,nasa_battery_1_10min
8,7,5,6,3,2,5,5,3,1,4,2,0.8333333333333334,0.51,25,26,ga2_nasa_battery_1_10min_adam_wfn_bin_9,9,_wfn_bin,adam,nasa_battery_1_10min
3,4,2,2,4,4,8,3,4,2,8,6,1.0,0.5,39,11,ga2_nasa_battery_1_10min_adam_win_bin_9,9,_win_bin,adam,nasa_battery_1_10min
2,8,5,2,6,4,9,2,5,3,4,4,0.8333333333333334,0.54,37,17,ga2_nasa_battery_1_10min_gaussian_wfn_9,9,_wfn,gaussian,nasa_battery_1_10min
7,5,7,5,3,5,3,3,2,4,6,3,0.8333333333333334,0.53,29,24,ga2_nasa_battery_1_10min_gaussian_win_9,9,_win,gaussian,nasa_battery_1_10min
2,8,5,2,6,4,9,2,5,3,4,4,0.8333333333333334,0.54,37,17,ga2_nasa_battery_1_10min_gaussian_wfn_bfn_9,9,_wfn_bfn,gaussian,nasa_battery_1_10min
7,5,7,5,3,5,3,3,2,4,6,3,0.8333333333333334,0.53,29,24,ga2_nasa_battery_1_10min_gaussian_win_bfn_9,9,_win_bfn,gaussian,nasa_battery_1_10min
2,8,5,2,6,4,9,2,5,3,4,4,0.8333333333333334,0.54,37,17,ga2_nasa_battery_1_10min_gaussian_wfn_bin_9,9,_wfn_bin,gaussian,nasa_battery_1_10min
7,5,7,5,3,5,3,3,2,4,6,3,0.8333333333333334,0.53,29,24,ga2_nasa_battery_1_10min_gaussian_win_bin_9,9,_win_bin,gaussian,nasa_battery_1_10min
12,6,6,5,6,5,0,1,3,5,2,6,1.0,0.57,28,29,ga2_nasa_battery_1_10min_gaussian_9,9,,gaussian,nasa_battery_1_10min
8,5,4,5,0,8,6,5,6,2,6,1,0.8333333333333334,0.56,34,22,ga2_nasa_battery_1_10min_adam_wfn_10,10,_wfn,adam,nasa_battery_1_10min
6,6,5,6,0,3,4,3,5,5,6,5,1.0,0.54,31,23,ga2_nasa_battery_1_10min_adam_win_10,10,_win,adam,nasa_battery_1_10min
8,5,4,5,0,8,6,5,6,2,6,1,0.8333333333333334,0.56,34,22,ga2_nasa_battery_1_10min_adam_wfn_bfn_10,10,_wfn_bfn,adam,nasa_battery_1_10min
6,6,5,6,0,3,4,3,5,5,6,5,1.0,0.54,31,23,ga2_nasa_battery_1_10min_adam_win_bfn_10,10,_win_bfn,adam,nasa_battery_1_10min
8,5,4,5,0,8,6,5,6,2,6,1,0.8333333333333334,0.56,34,22,ga2_nasa_battery_1_10min_adam_wfn_bin_10,10,_wfn_bin,adam,nasa_battery_1_10min
6,6,5,6,0,3,4,3,5,5,6,5,1.0,0.54,31,23,ga2_nasa_battery_1_10min_adam_win_bin_10,10,_win_bin,adam,nasa_battery_1_10min
3,5,8,5,6,4,2,3,3,4,6,0,1.0,0.49,28,21,ga2_nasa_battery_1_10min_gaussian_wfn_10,10,_wfn,gaussian,nasa_battery_1_10min
4,4,4,4,7,7,1,4,3,4,6,5,1.0,0.53,37,16,ga2_nasa_battery_1_10min_gaussian_win_10,10,_win,gaussian,nasa_battery_1_10min
3,5,8,5,6,4,2,3,3,4,6,0,1.0,0.49,28,21,ga2_nasa_battery_1_10min_gaussian_wfn_bfn_10,10,_wfn_bfn,gaussian,nasa_battery_1_10min
4,4,4,4,7,7,1,4,3,4,6,5,1.0,0.53,37,16,ga2_nasa_battery_1_10min_gaussian_win_bfn_10,10,_win_bfn,gaussian,nasa_battery_1_10min
3,5,8,5,6,4,2,3,3,4,6,0,1.0,0.49,28,21,ga2_nasa_battery_1_10min_gaussian_wfn_bin_10,10,_wfn_bin,gaussian,nasa_battery_1_10min
4,4,4,4,7,7,1,4,3,4,6,5,1.0,0.53,37,16,ga2_nasa_battery_1_10min_gaussian_win_bin_10,10,_win_bin,gaussian,nasa_battery_1_10min
11,4,8,4,4,4,3,4,4,3,5,3,0.8333333333333334,0.57,30,27,ga2_nasa_battery_1_10min_gaussian_10,10,,gaussian,nasa_battery_1_10min
4,4,9,2,4,4,5,4,6,4,6,8,1.0,0.6,41,19,ga2_nasa_battery_1_10min_adam_wfn_11,11,_wfn,adam,nasa_battery_1_10min
2,5,5,3,2,2,5,9,3,5,5,3,0.8333333333333334,0.49,34,15,ga2_nasa_battery_1_10min_adam_win_11,11,_win,adam,nasa_battery_1_10min
4,4,9,2,4,4,5,4,6,4,6,8,1.0,0.6,41,19,ga2_nasa_battery_1_10min_adam_wfn_bfn_11,11,_wfn_bfn,adam,nasa_battery_1_10min
2,5,5,3,2,2,5,9,3,5,5,3,0.8333333333333334,0.49,34,15,ga2_nasa_battery_1_10min_adam_win_bfn_11,11,_win_bfn,adam,nasa_battery_1_10min
4,4,9,2,4,4,5,4,6,4,6,8,1.0,0.6,41,19,ga2_nasa_battery_1_10min_adam_wfn_bin_11,11,_wfn_bin,adam,nasa_battery_1_10min
2,5,5,3,2,2,5,9,3,5,5,3,0.8333333333333334,0.49,34,15,ga2_nasa_battery_1_10min_adam_win_bin_11,11,_win_bin,adam,nasa_battery_1_10min
4,3,5,3,3,4,3,2,6,5,7,4,1.0,0.49,34,15,ga2_nasa_battery_1_10min_gaussian_wfn_11,11,_wfn,gaussian,nasa_battery_1_10min
4,3,6,4,7,6,3,3,2,4,5,6,1.0,0.53,36,17,ga2_nasa_battery_1_10min_gaussian_win_11,11,_win,gaussian,nasa_battery_1_10min
4,3,5,3,3,4,3,2,6,5,7,4,1.0,0.49,34,15,ga2_nasa_battery_1_10min_gaussian_wfn_bfn_11,11,_wfn_bfn,gaussian,nasa_battery_1_10min
4,3,6,4,7,6,3,3,2,4,5,6,1.0,0.53,36,17,ga2_nasa_battery_1_10min_gaussian_win_bfn_11,11,_win_bfn,gaussian,nasa_battery_1_10min
4,3,5,3,3,4,3,2,6,5,7,4,1.0,0.49,34,15,ga2_nasa_battery_1_10min_gaussian_wfn_bin_11,11,_wfn_bin,gaussian,nasa_battery_1_10min
4,3,6,4,7,6,3,3,2,4,5,6,1.0,0.53,36,17,ga2_nasa_battery_1_10min_gaussian_win_bin_11,11,_win_bin,gaussian,nasa_battery_1_10min
8,6,4,5,4,4,5,2,4,4,4,3,1.0,0.53,30,23,ga2_nasa_battery_1_10min_gaussian_11,11,,gaussian,nasa_battery_1_10min
