n_fn_0,n_fn_1,n_fn_2,n_fn_3,n_fn_4,n_fn_5,n_fn_6,n_fn_7,n_fn_8,n_fn_9,n_fn_10,n_fn_11,used_inputs_fraction,active_fraction,n_one_arity,n_two_arity,run_name,seed,w,opt,problem
2,7,4,1,4,4,3,3,6,3,5,4,0.84,0.46,32,14,ga2_chemical_1_tower_gaussian_wfn_bin_12,12,_wfn_bin,gaussian,chemical_1_tower
2,8,8,3,2,6,3,1,1,6,3,4,0.8,0.47,26,21,ga2_chemical_1_tower_gaussian_win_bin_12,12,_win_bin,gaussian,chemical_1_tower
7,3,7,2,2,2,5,4,4,3,4,3,0.8,0.46,27,19,ga2_chemical_1_tower_gaussian_12,12,,gaussian,chemical_1_tower
6,5,4,3,5,2,3,3,5,1,5,1,0.76,0.43,25,18,ga2_chemical_1_tower_adam_wfn_13,13,_wfn,adam,chemical_1_tower
5,5,4,3,2,3,7,3,4,3,4,4,0.8,0.47,30,17,ga2_chemical_1_tower_adam_win_13,13,_win,adam,chemical_1_tower
6,5,4,3,5,2,3,3,5,1,5,1,0.76,0.43,25,18,ga2_chemical_1_tower_adam_wfn_bfn_13,13,_wfn_bfn,adam,chemical_1_tower
5,5,4,3,2,3,7,3,4,3,4,4,0.8,0.47,30,17,ga2_chemical_1_tower_adam_win_bfn_13,13,_win_bfn,adam,chemical_1_tower
6,5,4,3,5,2,3,3,5,1,5,1,0.76,0.43,25,18,ga2_chemical_1_tower_adam_wfn_bin_13,13,_wfn_bin,adam,chemical_1_tower
5,5,4,3,2,3,7,3,4,3,4,4,0.8,0.47,30,17,ga2_chemical_1_tower_adam_win_bin_13,13,_win_bin,adam,chemical_1_tower
5,6,6,4,2,2,5,3,4,3,1,8,0.84,0.49,28,21,ga2_chemical_1_tower_gaussian_wfn_13,13,_wfn,gaussian,chemical_1_tower
7,1,1,6,0,4,4,5,4,2,3,4,0.88,0.41,26,15,ga2_chemical_1_tower_gaussian_win_13,13,_win,gaussian,chemical_1_tower
5,6,6,4,2,2,5,3,4,3,1,8,0.84,0.49,28,21,ga2_chemical_1_tower_gaussian_wfn_bfn_13,13,_wfn_bfn,gaussian,chemical_1_tower
7,1,1,6,0,4,4,5,4,2,3,4,0.88,0.41,26,15,ga2_chemical_1_tower_gaussian_win_bfn_13,13,_win_bfn,gaussian,chemical_1_tower
5,6,6,4,2,2,5,3,4,3,1,8,0.84,0.49,28,21,ga2_chemical_1_tower_gaussian_wfn_bin_13,13,_wfn_bin,gaussian,chemical_1_tower
7,1,1,6,0,4,4,5,4,2,3,4,0.88,0.41,26,15,ga2_chemical_1_tower_gaussian_win_bin_13,13,_win_bin,gaussian,chemical_1_tower
9,5,4,4,2,5,2,3,3,4,3,5,0.8,0.49,27,22,ga2_chemical_1_tower_gaussian_13,13,,gaussian,chemical_1_tower
4,6,2,6,3,3,7,4,3,6,2,7,0.88,0.53,35,18,ga2_chemical_1_tower_adam_wfn_14,14,_wfn,adam,chemical_1_tower
3,7,5,3,2,1,7,6,4,4,4,5,0.92,0.51,33,18,ga2_chemical_1_tower_adam_win_14,14,_win,adam,chemical_1_tower
4,6,2,6,3,3,7,4,3,6,2,7,0.88,0.53,35,18,ga2_chemical_1_tower_adam_wfn_bfn_14,14,_wfn_bfn,adam,chemical_1_tower
3,7,5,3,2,1,7,6,4,4,4,5,0.92,0.51,33,18,ga2_chemical_1_tower_adam_win_bfn_14,14,_win_bfn,adam,chemical_1_tower
4,6,2,6,3,3,7,4,3,6,2,7,0.88,0.53,35,18,ga2_chemical_1_tower_adam_wfn_bin_14,14,_wfn_bin,adam,chemical_1_tower
3,7,5,3,2,1,7,6,4,4,4,5,0.92,0.51,33,18,ga2_chemical_1_tower_adam_win_bin_14,14,_win_bin,adam,chemical_1_tower
6,3,5,8,0,3,5,4,5,3,1,2,0.8,0.45,23,22,ga2_chemical_1_tower_gaussian_wfn_14,14,_wfn,gaussian,chemical_1_tower
3,6,3,4,2,8,2,5,2,2,3,5,0.8,0.45,29,16,ga2_chemical_1_tower_gaussian_win_14,14,_win,gaussian,chemical_1_tower
6,3,5,8,0,3,5,4,5,3,1,2,0.8,0.45,23,22,ga2_chemical_1_tower_gaussian_wfn_bfn_14,14,_wfn_bfn,gaussian,chemical_1_tower
3,6,3,4,2,8,2,5,2,2,3,5,0.8,0.45,29,16,ga2_chemical_1_tower_gaussian_win_bfn_14,14,_win_bfn,gaussian,chemical_1_tower
6,3,5,8,0,3,5,4,5,3,1,2,0.8,0.45,23,22,ga2_chemical_1_tower_gaussian_wfn_bin_14,14,_wfn_bin,gaussian,chemical_1_tower
3,6,3,4,2,8,2,5,2,2,3,5,0.8,0.45,29,16,ga2_chemical_1_tower_gaussian_win_bin_14,14,_win_bin,gaussian,chemical_1_tower
9,1,4,4,3,4,3,3,0,7,2,4,0.76,0.44,26,18,ga2_chemical_1_tower_gaussian_14,14,,gaussian,chemical_1_tower
6,4,5,2,1,4,4,1,4,4,3,5,0.84,0.43,26,17,ga2_chemical_1_tower_adam_wfn_15,15,_wfn,adam,chemical_1_tower
4,5,4,2,3,4,4,5,5,0,1,5,0.8,0.42,27,15,ga2_chemical_1_tower_adam_win_15,15,_win,adam,chemical_1_tower
6,4,5,2,1,4,4,1,4,4,3,5,0.84,0.43,26,17,ga2_chemical_1_tower_adam_wfn_bfn_15,15,_wfn_bfn,adam,chemical_1_tower
4,5,4,2,3,4,4,5,5,0,1,5,0.8,0.42,27,15,ga2_chemical_1_tower_adam_win_bfn_15,15,_win_bfn,adam,chemical_1_tower
6,4,5,2,1,4,4,1,4,4,3,5,0.84,0.43,26,17,ga2_chemical_1_tower_adam_wfn_bin_15,15,_wfn_bin,adam,chemical_1_tower
4,5,4,2,3,4,4,5,5,0,1,5,0.8,0.42,27,15,ga2_chemical_1_tower_adam_win_bin_15,15,_win_bin,adam,chemical_1_tower
0,7,2,5,4,1,7,4,4,5,4,5,0.92,0.48,34,14,ga2_chemical_1_tower_gaussian_wfn_15,15,_wfn,gaussian,chemical_1_tower
4,6,4,5,4,2,3,3,8,3,5,2,0.96,0.49,30,19,ga2_chemical_1_tower_gaussian_win_15,15,_win,gaussian,chemical_1_tower
0,7,2,5,4,1,7,4,4,5,4,5,0.92,0.48,34,14,ga2_chemical_1_tower_gaussian_wfn_bfn_15,15,_wfn_bfn,gaussian,chemical_1_tower
4,6,4,5,4,2,3,3,8,3,5,2,0.96,0.49,30,19,ga2_chemical_1_tower_gaussian_win_bfn_15,15,_win_bfn,gaussian,chemical_1_tower
0,7,2,5,4,1,7,4,4,5,4,5,0.92,0.48,34,14,ga2_chemical_1_tower_gaussian_wfn_bin_15,15,_wfn_bin,gaussian,chemical_1_tower
4,6,4,5,4,2,3,3,8,3,5,2,0.96,0.49,30,19,ga2_chemical_1_tower_gaussian_win_bin_15,15,_win_bin,gaussian,chemical_1_tower
8,4,3,4,3,1,5,0,5,5,5,2,0.76,0.45,26,19,ga2_chemical_1_tower_gaussian_15,15,,gaussian,chemical_1_tower
6,6,3,2,5,2,4,3,3,3,8,3,0.84,0.48,31,17,ga2_chemical_1_tower_adam_wfn_16,16,_wfn,adam,chemical_1_tower
2,5,3,4,1,4,4,5,6,3,4,6,0.84,0.47,33,14,ga2_chemical_1_tower_adam_win_16,16,_win,adam,chemical_1_tower
6,6,3,2,5,2,4,3,3,3,8,3,0.84,0.48,31,17,ga2_chemical_1_tower_adam_wfn_bfn_16,16,_wfn_bfn,adam,chemical_1_tower
2,5,3,4,1,4,4,5,6,3,4,6,0.84,0.47,33,14,ga2_chemical_1_tower_adam_win_bfn_16,16,_win_bfn,adam,chemical_1_tower
6,6,3,2,5,2,4,3,3,3,8,3,0.84,0.48,31,17,ga2_chemical_1_tower_adam_wfn_bin_16,16,_wfn_bin,adam,chemical_1_tower
2,5,3,4,1,4,4,5,6,3,4,6,0.84,0.47,33,14,ga2_chemical_1_tower_adam_win_bin_16,16,_win_bin,adam,chemical_1_tower
3,5,1,7,4,8,4,6,4,3,3,4,0.8,0.52,36,16,ga2_chemical_1_tower_gaussian_wfn_16,16,_wfn,gaussian,chemical_1_tower
3,0,1,2,4,4,4,9,4,3,5,6,0.84,0.45,39,6,ga2_chemical_1_tower_gaussian_win_16,16,_win,gaussian,chemical_1_tower
3,5,1,7,4,8,4,6,4,3,3,4,0.8,0.52,36,16,ga2_chemical_1_tower_gaussian_wfn_bfn_16,16,_wfn_bfn,gaussian,chemical_1_tower
3,0,1,2,4,4,4,9,4,3,5,6,0.84,0.45,39,6,ga2_chemical_1_tower_gaussian_win_bfn_16,16,_win_bfn,gaussian,chemical_1_tower
3,5,1,7,4,8,4,6,4,3,3,4,0.8,0.52,36,16,ga2_chemical_1_tower_gaussian_wfn_bin_16,16,_wfn_bin,gaussian,chemical_1_tower
3,0,1,2,4,4,4,9,4,3,5,6,0.84,0.45,39,6,ga2_chemical_1_tower_gaussian_win_bin_16,16,_win_bin,gaussian,chemical_1_tower
7,6,6,3,8,2,2,5,5,4,1,0,0.96,0.49,27,22,ga2_chemical_1_tower_gaussian_16,16,,gaussian,chemical_1_tower
9,5,4,2,6,1,2,4,6,4,5,6,0.92,0.54,34,20,ga2_chemical_1_tower_adam_wfn_17,17,_wfn,adam,chemical_1_tower
5,5,3,6,7,6,2,3,2,3,3,3,0.8,0.48,29,19,ga2_chemical_1_tower_adam_win_17,17,_win,adam,chemical_1_tower
9,5,4,2,6,1,2,4,6,4,5,6,0.92,0.54,34,20,ga2_chemical_1_tower_adam_wfn_bfn_17,17,_wfn_bfn,adam,chemical_1_tower
5,5,3,6,7,6,2,3,2,3,3,3,0.8,0.48,29,19,ga2_chemical_1_tower_adam_win_bfn_17,17,_win_bfn,adam,chemical_1_tower
9,5,4,2,6,1,2,4,6,4,5,6,0.92,0.54,34,20,ga2_chemical_1_tower_adam_wfn_bin_17,17,_wfn_bin,adam,chemical_1_tower
5,5,3,6,7,6,2,3,2,3,3,3,0.8,0.48,29,19,ga2_chemical_1_tower_adam_win_bin_17,17,_win_bin,adam,chemical_1_tower
7,2,5,1,3,1,5,3,2,3,2,9,0.84,0.43,28,15,ga2_chemical_1_tower_gaussian_wfn_17,17,_wfn,gaussian,chemical_1_tower
2,7,7,1,3,6,2,4,6,5,1,4,0.88,0.48,31,17,ga2_chemical_1_tower_gaussian_win_17,17,_win,gaussian,chemical_1_tower
7,2,5,1,3,1,5,3,2,3,2,9,0.84,0.43,28,15,ga2_chemical_1_tower_gaussian_wfn_bfn_17,17,_wfn_bfn,gaussian,chemical_1_tower
2,7,7,1,3,6,2,4,6,5,1,4,0.88,0.48,31,17,ga2_chemical_1_tower_gaussian_win_bfn_17,17,_win_bfn,gaussian,chemical_1_tower
7,2,5,1,3,1,5,3,2,3,2,9,0.84,0.43,28,15,ga2_chemical_1_tower_gaussian_wfn_bin_17,17,_wfn_bin,gaussian,chemical_1_tower
2,7,7,1,3,6,2,4,6,5,1,4,0.88,0.48,31,17,ga2_chemical_1_tower_gaussian_win_bin_17,17,_win_bin,gaussian,chemical_1_tower
8,4,7,2,3,6,2,2,3,4,3,3,0.84,0.47,26,21,ga2_chemical_1_tower_gaussian_17,17,,gaussian,chemical_1_tower
5,8,4,3,3,3,7,3,5,3,6,4,0.8,0.54,34,20,ga2_chemical_1_tower_adam_wfn_18,18,_wfn,adam,chemical_1_tower
3,5,11,2,6,2,3,3,5,2,2,2,0.8,0.46,25,21,ga2_chemical_1_tower_adam_win_18,18,_win,adam,chemical_1_tower
5,8,4,3,3,3,7,3,5,3,6,4,0.8,0.54,34,20,ga2_chemical_1_tower_adam_wfn_bfn_18,18,_wfn_bfn,adam,chemical_1_tower
3,5,11,2,6,2,3,3,5,2,2,2,0.8,0.46,25,21,ga2_chemical_1_tower_adam_win_bfn_18,18,_win_bfn,adam,chemical_1_tower
5,8,4,3,3,3,7,3,5,3,6,4,0.8,0.54,34,20,ga2_chemical_1_tower_adam_wfn_bin_18,18,_wfn_bin,adam,chemical_1_tower
3,5,11,2,6,2,3,3,5,2,2,2,0.8,0.46,25,21,ga2_chemical_1_tower_adam_win_bin_18,18,_win_bin,adam,chemical_1_tower
6,2,5,3,4,5,0,4,5,2,2,5,0.88,0.43,27,16,ga2_chemical_1_tower_gaussian_wfn_18,18,_wfn,gaussian,chemical_1_tower
3,5,5,4,1,3,8,1,4,6,4,5,0.76,0.49,32,17,ga2_chemical_1_tower_gaussian_win_18,18,_win,gaussian,chemical_1_tower
6,2,5,3,4,5,0,4,5,2,2,5,0.88,0.43,27,16,ga2_chemical_1_tower_gaussian_wfn_bfn_18,18,_wfn_bfn,gaussian,chemical_1_tower
3,5,5,4,1,3,8,1,4,6,4,5,0.76,0.49,32,17,ga2_chemical_1_tower_gaussian_win_bfn_18,18,_win_bfn,gaussian,chemical_1_tower
6,2,5,3,4,5,0,4,5,2,2,5,0.88,0.43,27,16,ga2_chemical_1_tower_gaussian_wfn_bin_18,18,_wfn_bin,gaussian,chemical_1_tower
3,5,5,4,1,3,8,1,4,6,4,5,0.76,0.49,32,17,ga2_chemical_1_tower_gaussian_win_bin_18,18,_win_bin,gaussian,chemical_1_tower
8,8,6,2,5,2,5,3,4,4,1,1,0.8,0.49,25,24,ga2_chemical_1_tower_gaussian_18,18,,gaussian,chemical_1_tower
2,4,6,1,3,3,9,3,2,6,3,2,0.8,0.44,31,13,ga2_chemical_1_tower_adam_wfn_19,19,_wfn,adam,chemical_1_tower
6,3,6,4,4,9,1,2,2,2,2,6,0.84,0.47,28,19,ga2_chemical_1_tower_adam_win_19,19,_win,adam,chemical_1_tower
2,4,6,1,3,3,9,3,2,6,3,2,0.8,0.44,31,13,ga2_chemical_1_tower_adam_wfn_bfn_19,19,_wfn_bfn,adam,chemical_1_tower
6,3,6,4,4,9,1,2,2,2,2,6,0.84,0.47,28,19,ga2_chemical_1_tower_adam_win_bfn_19,19,_win_bfn,adam,chemical_1_tower
2,4,6,1,3,3,9,3,2,6,3,2,0.8,0.44,31,13,ga2_chemical_1_tower_adam_wfn_bin_19,19,_wfn_bin,adam,chemical_1_tower
6,3,6,4,4,9,1,2,2,2,2,6,0.84,0.47,28,19,ga2_chemical_1_tower_adam_win_bin_19,19,_win_bin,adam,chemical_1_tower
8,7,4,5,5,4,2,4,4,4,2,4,0.84,0.53,29,24,ga2_chemical_1_tower_gaussian_wfn_19,19,_wfn,gaussian,chemical_1_tower
5,3,4,3,5,4,3,3,4,3,6,5,0.72,0.48,33,15,ga2_chemical_1_tower_gaussian_win_19,19,_win,gaussian,chemical_1_tower
8,7,4,5,5,4,2,4,4,4,2,4,0.84,0.53,29,24,ga2_chemical_1_tower_gaussian_wfn_bfn_19,19,_wfn_bfn,gaussian,chemical_1_tower
5,3,4,3,5,4,3,3,4,3,6,5,0.72,0.48,33,15,ga2_chemical_1_tower_gaussian_win_bfn_19,19,_win_bfn,gaussian,chemical_1_tower
8,7,4,5,5,4,2,4,4,4,2,4,0.84,0.53,29,24,ga2_chemical_1_tower_gaussian_wfn_bin_19,19,_wfn_bin,gaussian,chemical_1_tower
5,3,4,3,5,4,3,3,4,3,6,5,0.72,0.48,33,15,ga2_chemical_1_tower_gaussian_win_bin_19,19,_win_bin,gaussian,chemical_1_tower
9,4,5,3,1,2,3,2,4,5,6,2,0.76,0.46,25,21,ga2_chemical_1_tower_gaussian_19,19,,gaussian,chemical_1_tower
4,1,1,4,6,5,5,4,2,8,1,5,0.88,0.46,36,10,ga2_chemical_1_tower_adam_wfn_20,20,_wfn,adam,chemical_1_tower
3,7,2,2,6,6,2,2,5,2,4,0,0.84,0.41,27,14,ga2_chemical_1_tower_adam_win_20,20,_win,adam,chemical_1_tower
4,1,1,4,6,5,5,4,2,8,1,5,0.88,0.46,36,10,ga2_chemical_1_tower_adam_wfn_bfn_20,20,_wfn_bfn,adam,chemical_1_tower
3,7,2,2,6,6,2,2,5,2,4,0,0.84,0.41,27,14,ga2_chemical_1_tower_adam_win_bfn_20,20,_win_bfn,adam,chemical_1_tower
4,1,1,4,6,5,5,4,2,8,1,5,0.88,0.46,36,10,ga2_chemical_1_tower_adam_wfn_bin_20,20,_wfn_bin,adam,chemical_1_tower
3,7,2,2,6,6,2,2,5,2,4,0,0.84,0.41,27,14,ga2_chemical_1_tower_adam_win_bin_20,20,_win_bin,adam,chemical_1_tower
4,5,4,4,2,2,7,1,3,6,3,6,0.72,0.47,30,17,ga2_chemical_1_tower_gaussian_wfn_20,20,_wfn,gaussian,chemical_1_tower
5,2,5,3,4,7,1,5,2,6,7,3,0.92,0.5,35,15,ga2_chemical_1_tower_gaussian_win_20,20,_win,gaussian,chemical_1_tower
4,5,4,4,2,2,7,1,3,6,3,6,0.72,0.47,30,17,ga2_chemical_1_tower_gaussian_wfn_bfn_20,20,_wfn_bfn,gaussian,chemical_1_tower
5,2,5,3,4,7,1,5,2,6,7,3,0.92,0.5,35,15,ga2_chemical_1_tower_gaussian_win_bfn_20,20,_win_bfn,gaussian,chemical_1_tower
4,5,4,4,2,2,7,1,3,6,3,6,0.72,0.47,30,17,ga2_chemical_1_tower_gaussian_wfn_bin_20,20,_wfn_bin,gaussian,chemical_1_tower
5,2,5,3,4,7,1,5,2,6,7,3,0.92,0.5,35,15,ga2_chemical_1_tower_gaussian_win_bin_20,20,_win_bin,gaussian,chemical_1_tower
6,4,5,2,3,4,2,3,5,2,1,1,0.72,0.38,21,17,ga2_chemical_1_tower_gaussian_20,20,,gaussian,chemical_1_tower
7,6,6,2,3,4,2,4,4,3,5,3,0.84,0.49,28,21,ga2_chemical_1_tower_adam_wfn_21,21,_wfn,adam,chemical_1_tower
1,4,6,4,4,7,5,4,3,2,4,4,0.88,0.48,33,15,ga2_chemical_1_tower_adam_win_21,21,_win,adam,chemical_1_tower
7,6,6,2,3,4,2,4,4,3,5,3,0.84,0.49,28,21,ga2_chemical_1_tower_adam_wfn_bfn_21,21,_wfn_bfn,adam,chemical_1_tower
1,4,6,4,4,7,5,4,3,2,4,4,0.88,0.48,33,15,ga2_chemical_1_tower_adam_win_bfn_21,21,_win_bfn,adam,chemical_1_tower
7,6,6,2,3,4,2,4,4,3,5,3,0.84,0.49,28,21,ga2_chemical_1_tower_adam_wfn_bin_21,21,_wfn_bin,adam,chemical_1_tower
1,4,6,4,4,7,5,4,3,2,4,4,0.88,0.48,33,15,ga2_chemical_1_tower_adam_win_bin_21,21,_win_bin,adam,chemical_1_tower
5,4,5,4,4,4,6,2,3,3,4,3,0.96,0.47,29,18,ga2_chemical_1_tower_gaussian_wfn_21,21,_wfn,gaussian,chemical_1_tower
1,4,8,1,4,3,1,3,6,3,6,5,0.8,0.45,31,14,ga2_chemical_1_tower_gaussian_win_21,21,_win,gaussian,chemical_1_tower
5,4,5,4,4,4,6,2,3,3,4,3,0.96,0.47,29,18,ga2_chemical_1_tower_gaussian_wfn_bfn_21,21,_wfn_bfn,gaussian,chemical_1_tower
1,4,8,1,4,3,1,3,6,3,6,5,0.8,0.45,31,14,ga2_chemical_1_tower_gaussian_win_bfn_21,21,_win_bfn,gaussian,chemical_1_tower
5,4,5,4,4,4,6,2,3,3,4,3,0.96,0.47,29,18,ga2_chemical_1_tower_gaussian_wfn_bin_21,21,_wfn_bin,gaussian,chemical_1_tower
1,4,8,1,4,3,1,3,6,3,6,5,0.8,0.45,31,14,ga2_chemical_1_tower_gaussian_win_bin_21,21,_win_bin,gaussian,chemical_1_tower
8,5,4,9,4,4,3,1,2,4,3,3,0.72,0.5,24,26,ga2_chemical_1_tower_gaussian_21,21,,gaussian,chemical_1_tower
7,2,8,6,3,4,6,3,2,4,2,1,0.8,0.48,25,23,ga2_chemical_1_tower_adam_wfn_22,22,_wfn,adam,chemical_1_tower
4,2,6,3,6,4,5,8,1,4,2,2,0.8,0.47,32,15,ga2_chemical_1_tower_adam_win_22,22,_win,adam,chemical_1_tower
7,2,8,6,3,4,6,3,2,4,2,1,0.8,0.48,25,23,ga2_chemical_1_tower_adam_wfn_bfn_22,22,_wfn_bfn,adam,chemical_1_tower
4,2,6,3,6,4,5,8,1,4,2,2,0.8,0.47,32,15,ga2_chemical_1_tower_adam_win_bfn_22,22,_win_bfn,adam,chemical_1_tower
7,2,8,6,3,4,6,3,2,4,2,1,0.8,0.48,25,23,ga2_chemical_1_tower_adam_wfn_bin_22,22,_wfn_bin,adam,chemical_1_tower
4,2,6,3,6,4,5,8,1,4,2,2,0.8,0.47,32,15,ga2_chemical_1_tower_adam_win_bin_22,22,_win_bin,adam,chemical_1_tower
7,4,5,4,2,4,0,6,3,5,4,4,0.84,0.48,28,20,ga2_chemical_1_tower_gaussian_wfn_22,22,_wfn,gaussian,chemical_1_tower
1,6,5,5,2,3,4,5,5,5,1,5,0.8,0.47,30,17,ga2_chemical_1_tower_gaussian_win_22,22,_win,gaussian,chemical_1_tower
7,4,5,4,2,4,0,6,3,5,4,4,0.84,0.48,28,20,ga2_chemical_1_tower_gaussian_wfn_bfn_22,22,_wfn_bfn,gaussian,chemical_1_tower
1,6,5,5,2,3,4,5,5,5,1,5,0.8,0.47,30,17,ga2_chemical_1_tower_gaussian_win_bfn_22,22,_win_bfn,gaussian,chemical_1_tower
7,4,5,4,2,4,0,6,3,5,4,4,0.84,0.48,28,20,ga2_chemical_1_tower_gaussian_wfn_bin_22,22,_wfn_bin,gaussian,chemical_1_tower
1,6,5,5,2,3,4,5,5,5,1,5,0.8,0.47,30,17,ga2_chemical_1_tower_gaussian_win_bin_22,22,_win_bin,gaussian,chemical_1_tower
8,9,4,1,7,2,2,4,2,1,8,1,0.8,0.49,27,22,ga2_chemical_1_tower_gaussian_22,22,,gaussian,chemical_1_tower
8,5,9,3,4,2,5,7,2,2,5,2,0.96,0.54,29,25,ga2_chemical_1_tower_adam_wfn_23,23,_wfn,adam,chemical_1_tower
6,8,5,3,4,2,5,2,4,4,3,5,0.92,0.51,29,22,ga2_chemical_1_tower_adam_win_23,23,_win,adam,chemical_1_tower
8,5,9,3,4,2,5,7,2,2,5,2,0.96,0.54,29,25,ga2_chemical_1_tower_adam_wfn_bfn_23,23,_wfn_bfn,adam,chemical_1_tower
6,8,5,3,4,2,5,2,4,4,3,5,0.92,0.51,29,22,ga2_chemical_1_tower_adam_win_bfn_23,23,_win_bfn,adam,chemical_1_tower
8,5,9,3,4,2,5,7,2,2,5,2,0.96,0.54,29,25,ga2_chemical_1_tower_adam_wfn_bin_23,23,_wfn_bin,adam,chemical_1_tower
6,8,5,3,4,2,5,2,4,4,3,5,0.92,0.51,29,22,ga2_chemical_1_tower_adam_win_bin_23,23,_win_bin,adam,chemical_1_tower
8,7,4,1,3,4,5,4,5,2,5,2,0.8,0.5,30,20,ga2_chemical_1_tower_gaussian_wfn_23,23,_wfn,gaussian,chemical_1_tower
6,3,4,3,5,7,2,5,4,2,1,4,0.72,0.46,30,16,ga2_chemical_1_tower_gaussian_win_23,23,_win,gaussian,chemical_1_tower
8,7,4,1,3,4,5,4,5,2,5,2,0.8,0.5,30,20,ga2_chemical_1_tower_gaussian_wfn_bfn_23,23,_wfn_bfn,gaussian,chemical_1_tower
6,3,4,3,5,7,2,5,4,2,1,4,0.72,0.46,30,16,ga2_chemical_1_tower_gaussian_win_bfn_23,23,_win_bfn,gaussian,chemical_1_tower
8,7,4,1,3,4,5,4,5,2,5,2,0.8,0.5,30,20,ga2_chemical_1_tower_gaussian_wfn_bin_23,23,_wfn_bin,gaussian,chemical_1_tower
6,3,4,3,5,7,2,5,4,2,1,4,0.72,0.46,30,16,ga2_chemical_1_tower_gaussian_win_bin_23,23,_win_bin,gaussian,chemical_1_tower
6,3,3,6,3,3,3,2,8,2,6,3,0.88,0.48,30,18,ga2_chemical_1_tower_gaussian_23,23,,gaussian,chemical_1_tower
4,2,8,2,5,3,3,4,2,2,7,8,0.88,0.5,34,16,ga2_chemical_1_tower_adam_wfn_24,24,_wfn,adam,chemical_1_tower
4,2,7,5,3,6,2,3,5,2,5,6,0.88,0.5,32,18,ga2_chemical_1_tower_adam_win_24,24,_win,adam,chemical_1_tower
4,2,8,2,5,3,3,4,2,2,7,8,0.88,0.5,34,16,ga2_chemical_1_tower_adam_wfn_bfn_24,24,_wfn_bfn,adam,chemical_1_tower
4,2,7,5,3,6,2,3,5,2,5,6,0.88,0.5,32,18,ga2_chemical_1_tower_adam_win_bfn_24,24,_win_bfn,adam,chemical_1_tower
4,2,8,2,5,3,3,4,2,2,7,8,0.88,0.5,34,16,ga2_chemical_1_tower_adam_wfn_bin_24,24,_wfn_bin,adam,chemical_1_tower
4,2,7,5,3,6,2,3,5,2,5,6,0.88,0.5,32,18,ga2_chemical_1_tower_adam_win_bin_24,24,_win_bin,adam,chemical_1_tower
5,3,2,4,7,1,2,6,3,5,3,4,0.72,0.45,31,14,ga2_chemical_1_tower_gaussian_wfn_24,24,_wfn,gaussian,chemical_1_tower
4,4,6,5,6,5,3,2,6,2,5,5,0.96,0.53,34,19,ga2_chemical_1_tower_gaussian_win_24,24,_win,gaussian,chemical_1_tower
5,3,2,4,7,1,2,6,3,5,3,4,0.72,0.45,31,14,ga2_chemical_1_tower_gaussian_wfn_bfn_24,24,_wfn_bfn,gaussian,chemical_1_tower
4,4,6,5,6,5,3,2,6,2,5,5,0.96,0.53,34,19,ga2_chemical_1_tower_gaussian_win_bfn_24,24,_win_bfn,gaussian,chemical_1_tower
5,3,2,4,7,1,2,6,3,5,3,4,0.72,0.45,31,14,ga2_chemical_1_tower_gaussian_wfn_bin_24,24,_wfn_bin,gaussian,chemical_1_tower
4,4,6,5,6,5,3,2,6,2,5,5,0.96,0.53,34,19,ga2_chemical_1_tower_gaussian_win_bin_24,24,_win_bin,gaussian,chemical_1_tower
7,9,2,4,5,3,2,7,3,1,2,3,0.96,0.48,26,22,ga2_chemical_1_tower_gaussian_24,24,,gaussian,chemical_1_tower
2,4,3,6,5,5,1,1,3,2,4,5,0.8,0.41,26,15,ga2_chemical_1_tower_adam_wfn_25,25,_wfn,adam,chemical_1_tower
5,3,5,1,5,5,6,2,3,3,5,6,0.88,0.49,35,14,ga2_chemical_1_tower_adam_win_25,25,_win,adam,chemical_1_tower
2,4,3,6,5,5,1,1,3,2,4,5,0.8,0.41,26,15,ga2_chemical_1_tower_adam_wfn_bfn_25,25,_wfn_bfn,adam,chemical_1_tower
5,3,5,1,5,5,6,2,3,3,5,6,0.88,0.49,35,14,ga2_chemical_1_tower_adam_win_bfn_25,25,_win_bfn,adam,chemical_1_tower
2,4,3,6,5,5,1,1,3,2,4,5,0.8,0.41,26,15,ga2_chemical_1_tower_adam_wfn_bin_25,25,_wfn_bin,adam,chemical_1_tower
5,3,5,1,5,5,6,2,3,3,5,6,0.88,0.49,35,14,ga2_chemical_1_tower_adam_win_bin_25,25,_win_bin,adam,chemical_1_tower
2,2,4,5,1,3,3,5,6,5,3,6,0.76,0.45,32,13,ga2_chemical_1_tower_gaussian_wfn_25,25,_wfn,gaussian,chemical_1_tower
5,5,1,4,3,2,3,2,3,2,3,3,0.72,0.36,21,15,ga2_chemical_1_tower_gaussian_win_25,25,_win,gaussian,chemical_1_tower
2,2,4,5,1,3,3,5,6,5,3,6,0.76,0.45,32,13,ga2_chemical_1_tower_gaussian_wfn_bfn_25,25,_wfn_bfn,gaussian,chemical_1_tower
5,5,1,4,3,2,3,2,3,2,3,3,0.72,0.36,21,15,ga2_chemical_1_tower_gaussian_win_bfn_25,25,_win_bfn,gaussian,chemical_1_tower
2,2,4,5,1,3,3,5,6,5,3,6,0.76,0.45,32,13,ga2_chemical_1_tower_gaussian_wfn_bin_25,25,_wfn_bin,gaussian,chemical_1_tower
5,5,1,4,3,2,3,2,3,2,3,3,0.72,0.36,21,15,ga2_chemical_1_tower_gaussian_win_bin_25,25,_win_bin,gaussian,chemical_1_tower
