iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.029079378,0.0,1.7101762,166.14105,1.7884715,1.1887167,0.28806165,8.810285,1.6791222,1.206344
1,0.036842823,9.51801347732544,1.7101762,166.14105,1.7884715,1.1887167,0.28806165,8.810285,1.6791222,1.206344
2,0.01984179,9.332103252410889,1.7101762,166.14105,1.7884715,1.1887167,0.28806165,8.810285,1.6791222,1.206344
3,0.03870642,9.321034669876099,1.7101762,166.14105,1.7884715,1.1887167,0.28806165,8.810285,1.6791222,1.206344
4,0.031101286,9.503738164901733,1.711581,167.84833,1.7906113,1.1893291,0.2883466,8.8054285,1.679549,1.2059029
5,0.034727573,9.304147720336914,1.7099297,168.08798,1.7892979,1.188524,0.28831345,8.809532,1.6764627,1.2069293
6,0.04243481,9.373612880706787,1.7110441,168.1217,1.7900304,1.189103,0.2883602,8.810466,1.6781974,1.2068784
7,0.027276218,9.421159029006958,1.7093216,168.03821,1.788403,1.1892326,0.28786612,8.801381,1.6792878,1.2055223
8,0.033076584,9.430575609207153,1.7108877,168.0872,1.7896639,1.1892828,0.2881996,8.808076,1.6795076,1.206716
9,0.027590573,9.573652505874634,1.7101451,168.12268,1.7897162,1.1890692,0.2882599,8.809287,1.6789839,1.2069235
10,0.037044585,9.616188526153564,1.7104988,167.77303,1.7896621,1.1891844,0.28821748,8.801563,1.6783713,1.206804
11,0.029787958,9.413775205612183,1.7101912,168.12372,1.7893116,1.1880322,0.2883584,8.80997,1.6773747,1.2068653
12,0.022743225,9.567933797836304,1.7115868,167.67525,1.7906854,1.1893653,0.28835866,8.809082,1.6792418,1.2050775
13,0.033997536,9.606646060943604,1.7101625,167.95276,1.789519,1.1893157,0.28822201,8.807788,1.6795397,1.2069291
14,0.036647856,9.695620059967041,1.7093108,168.12349,1.7882787,1.1889715,0.2879929,8.808903,1.6770772,1.2058321
15,0.0325433,9.683735132217407,1.711587,168.08136,1.7906934,1.1893926,0.28837267,8.80949,1.6794139,1.2066678
16,0.041612923,9.353837490081787,1.7111876,168.08026,1.7903997,1.1891454,0.28837907,8.80995,1.6770849,1.2068912
17,0.033581674,10.820411920547485,1.7113756,167.95135,1.7904302,1.1894062,0.288246,8.810421,1.6785182,1.2060926
18,0.038748443,9.547218322753906,1.7084782,167.97867,1.786987,1.1865609,0.28830907,8.809875,1.673298,1.206876
19,0.038873076,9.376469612121582,1.708684,168.05367,1.7877108,1.1882255,0.28795716,8.798363,1.6788692,1.204671
20,0.04516405,9.507169008255005,1.7113918,166.53958,1.7904998,1.1892804,0.2883386,8.805744,1.6787572,1.2067881
21,0.04166144,9.543685674667358,1.7110405,167.9606,1.7903866,1.1894099,0.28833833,8.807425,1.6788894,1.2069259
22,0.03639567,9.735461473464966,1.7103378,167.59555,1.7898431,1.189054,0.28838095,8.7969675,1.6791477,1.2062588
23,0.024451017,9.616864919662476,1.7104472,166.38293,1.7897471,1.1892414,0.287726,8.795533,1.6787611,1.2057356
24,0.042751968,9.553854703903198,1.7091737,167.92628,1.7873596,1.1870419,0.28819245,8.810438,1.6769898,1.2063848
25,0.034121215,9.484908103942871,1.711555,168.11667,1.7906529,1.189399,0.2883586,8.809532,1.679076,1.2069323
26,0.039990485,9.277629613876343,1.7099358,165.30092,1.7890067,1.1886424,0.28826547,8.809647,1.6789441,1.2066317
27,0.030147374,9.560993671417236,1.7114129,167.72307,1.790636,1.1889849,0.28818715,8.810617,1.6789707,1.2066673
28,0.033039987,9.303364038467407,1.711125,168.08057,1.7904088,1.1888994,0.28838083,8.807404,1.6789182,1.2068979
29,0.033270717,9.64484190940857,1.7115769,166.19049,1.7906625,1.1892656,0.28835505,8.810644,1.6795632,1.2067285
30,0.038692415,9.36477017402649,1.7115895,166.90671,1.7906852,1.18937,0.28838092,8.807507,1.6795563,1.2062083
31,0.031774163,9.553699254989624,1.7102113,168.07404,1.7893802,1.1883698,0.28834853,8.808749,1.6773435,1.206632
32,0.034343302,9.639098167419434,1.7115866,168.10393,1.7906655,1.188456,0.28818217,8.80599,1.6791403,1.2063022
33,0.03864515,9.596965551376343,1.7105592,168.03004,1.789605,1.1889701,0.2883231,8.8105135,1.6794188,1.2069017
34,0.031255662,9.487144708633423,1.7115784,168.04707,1.7905923,1.1893799,0.2883614,8.810621,1.6795652,1.2068236
35,0.02805221,9.435466051101685,1.7103419,167.62444,1.789846,1.1893606,0.28834403,8.788246,1.6795006,1.2066904
36,0.027953863,9.462477445602417,1.7115848,167.9382,1.7906921,1.1892937,0.28834862,8.808979,1.678858,1.2068915
37,0.036814332,9.44093942642212,1.7112824,168.06262,1.7901866,1.1893098,0.2883763,8.808688,1.6794162,1.2066348
38,0.033430517,10.897442817687988,1.7106384,167.93451,1.7896848,1.1893432,0.28819874,8.808653,1.6795511,1.2069111
39,0.030936718,9.25515365600586,1.7115045,168.09807,1.790597,1.1887151,0.28836614,8.810611,1.6775993,1.2069274
40,0.032739043,9.41301679611206,1.7088082,168.0171,1.7879977,1.1887335,0.28800982,8.8106365,1.6784899,1.2060851
41,0.030050278,9.432077407836914,1.7109587,167.31387,1.7900417,1.1891049,0.28837433,8.809072,1.6795652,1.2069265
42,0.039476216,9.399297714233398,1.7113847,168.05919,1.7903911,1.1893872,0.28832275,8.808333,1.679559,1.2069293
43,0.03679645,9.323615074157715,1.7100782,168.1137,1.7892581,1.1886787,0.28832188,8.810438,1.6773655,1.2067264
44,0.042444468,9.436195850372314,1.7111768,167.8026,1.7906616,1.1893809,0.28833744,8.80826,1.67944,1.2053701
45,0.019966185,9.64458966255188,1.709074,168.08514,1.7880019,1.1884657,0.28812292,8.803377,1.6794895,1.2069149
46,0.040246427,9.669838666915894,1.7103881,168.12148,1.7893391,1.1884565,0.28835514,8.808608,1.6746304,1.2068428
47,0.035781085,9.490493535995483,1.7114762,168.06808,1.7903194,1.1885214,0.28838077,8.8105755,1.6792437,1.2067403
48,0.031768203,9.364354848861694,1.7111208,168.0136,1.7901356,1.1886303,0.28836223,8.806868,1.6780092,1.206929
49,0.035037875,9.307927131652832,1.7112919,167.81192,1.7905209,1.1893902,0.28830695,8.80831,1.6793875,1.206871
50,0.030505598,9.380243301391602,1.7114164,167.98547,1.7904594,1.1889591,0.2883778,8.804609,1.6789908,1.2069312
51,0.030279279,9.296246528625488,1.7074132,167.70044,1.7873847,1.187854,0.2881877,8.799265,1.6790719,1.2068915
52,0.04195887,9.40220594406128,1.7106429,168.06166,1.7900693,1.1888038,0.28836292,8.810297,1.6758304,1.2061892
53,0.03287804,9.456977367401123,1.7115691,167.88759,1.7906725,1.1889479,0.28822887,8.810552,1.6795504,1.2062427
54,0.035717845,9.320611953735352,1.7112983,167.98994,1.7902619,1.1891749,0.28837988,8.808232,1.6794673,1.2064852
55,0.03393638,9.486252307891846,1.7080978,167.95592,1.7868282,1.1882792,0.28795856,8.801114,1.6785905,1.2064859
56,0.031723857,9.338844060897827,1.7058218,168.08728,1.7859987,1.188377,0.2878396,8.799841,1.6792651,1.2069316
57,0.022506654,9.524937152862549,1.7071377,167.84203,1.7864515,1.1888705,0.28756845,8.803225,1.6793582,1.2058896
58,0.042655647,9.474743366241455,1.710366,165.91145,1.7896343,1.1867707,0.2882655,8.809624,1.6750758,1.2048191
59,0.02570635,9.375677108764648,1.7114508,167.20139,1.7906369,1.1891742,0.28818846,8.800641,1.6792667,1.2037774
60,0.036359847,10.960747003555298,1.710878,168.06049,1.790015,1.1892685,0.28814024,8.807033,1.6793385,1.2049072
