iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,-0.0047135353,0.0,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
1,-0.0047135353,1.386535882949829,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
2,-0.0047135353,1.2662622928619385,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
3,-0.0047135353,1.3372178077697754,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
4,-0.0047135353,1.2408185005187988,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
5,-0.0047136545,1.302304983139038,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
6,-0.0047135353,1.2836031913757324,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
7,-0.0047135353,1.285862684249878,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
8,-0.0047136545,1.2725837230682373,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
9,-0.0047135353,1.2658171653747559,0.9919413,1.0016103,1.0377302,1.0406082,0.9999992,1.106025,1.1212037,1.0133253,1.1123948,0.9993494,1.0140673,1.017288,0.9937823,0.99604815
