iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,-0.000109791756,0.0,1.008422,0.9980798,1.0614334,1.060235,1.0004495,1.073802,1.1493961,1.0239298,1.0469879,0.9979015,0.99455905,1.0824547,0.9999311,0.9970587
1,-7.1525574e-07,7.162769556045532,1.0071851,0.9991989,1.066827,1.0650486,1.0013186,1.0706042,1.1584297,1.0268875,1.0444374,0.9976839,0.9943008,1.0894164,1.0001725,0.9964162
2,0.0014488101,5.750018358230591,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
3,0.0014488101,5.978651523590088,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
4,0.0014488697,5.819750070571899,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
5,0.0014488101,5.788541793823242,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
6,0.0014488101,6.033003568649292,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
7,0.0014486909,5.7659666538238525,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
8,0.0014488101,5.921687841415405,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
9,0.0014488101,5.77779221534729,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
10,0.0014488697,5.906609535217285,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
11,0.0014488101,5.882987022399902,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
12,0.0014488101,5.862214088439941,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
13,0.0014488101,5.686610221862793,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
14,0.0014488697,5.8986382484436035,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
15,0.0014488697,6.082283020019531,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
16,0.0014486909,5.786290407180786,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
17,0.0014486909,5.940179824829102,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
18,0.0014488101,11.772855758666992,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
19,0.0014486909,5.818501710891724,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
20,0.0014488101,6.050339460372925,1.0059912,0.99941707,1.0657184,1.063767,1.0016874,1.0641794,1.1640648,1.0229433,1.0444216,1.0011811,0.99266547,1.0990399,1.0025496,0.993551
21,0.0015013218,5.95933985710144,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
22,0.0015013218,5.86299729347229,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
23,0.0015013814,5.886263847351074,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
24,0.0015013814,5.933427572250366,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
25,0.0015010834,5.760750770568848,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
26,0.0015013218,5.849867105484009,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
27,0.0015012026,5.817006587982178,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
28,0.0015012026,5.999895811080933,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
29,0.0015013218,5.985088586807251,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
30,0.0015013218,6.161151170730591,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
31,0.0015012026,6.09983229637146,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
32,0.0015013218,5.975663423538208,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
33,0.0015013814,5.990292310714722,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
34,0.0015013814,5.8731606006622314,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
35,0.0015013218,5.913068532943726,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
36,0.0015015006,5.943667411804199,1.0097717,0.9955906,1.0528537,1.0485829,0.99930114,1.0723981,1.140257,1.0161273,1.0497233,0.99979484,0.9946247,1.0807216,1.0018368,0.99255216
