iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2
0,-0.24833882,0.0,1.5949953,1.6807075,1.7936975
1,-0.2483387,1.0179052352905273,1.5949953,1.6807075,1.7936975
2,-0.2483387,1.0407652854919434,1.5949953,1.6807075,1.7936975
3,-0.2483387,1.0182852745056152,1.5949953,1.6807075,1.7936975
4,-0.24833882,1.0572092533111572,1.5949953,1.6807075,1.7936975
5,-0.2483387,1.1524152755737305,1.5949953,1.6807075,1.7936975
6,0.024824679,1.0132465362548828,1.6843827,1.3212442,1.2619867
7,0.0248245,0.989354133605957,1.6843827,1.3212442,1.2619867
8,0.024824679,1.0150737762451172,1.6843827,1.3212442,1.2619867
9,0.024824679,1.0042874813079834,1.6843827,1.3212442,1.2619867
10,0.02482462,0.9800961017608643,1.6843827,1.3212442,1.2619867
11,0.024824679,0.9930539131164551,1.6843827,1.3212442,1.2619867
12,0.024824798,1.0474674701690674,1.6843827,1.3212442,1.2619867
13,0.024824679,0.9899475574493408,1.6843827,1.3212442,1.2619867
14,0.02482462,0.9453189373016357,1.6843827,1.3212442,1.2619867
15,0.02482462,0.9369666576385498,1.6843827,1.3212442,1.2619867
16,0.0248245,0.9724130630493164,1.6843827,1.3212442,1.2619867
17,0.024824679,0.9686999320983887,1.6843827,1.3212442,1.2619867
18,0.024824679,1.047656774520874,1.6843827,1.3212442,1.2619867
19,0.024824798,1.0296642780303955,1.6843827,1.3212442,1.2619867
20,0.024824679,0.9642119407653809,1.6843827,1.3212442,1.2619867
21,0.0248245,2.9479856491088867,1.6843827,1.3212442,1.2619867
22,0.02482462,1.076404333114624,1.6843827,1.3212442,1.2619867
23,0.024824679,1.032303810119629,1.6843827,1.3212442,1.2619867
24,0.024824679,0.9818017482757568,1.6843827,1.3212442,1.2619867
25,0.024824798,1.0684852600097656,1.6843827,1.3212442,1.2619867
26,0.0248245,1.0403389930725098,1.6843827,1.3212442,1.2619867
27,0.02482462,0.9267199039459229,1.6843827,1.3212442,1.2619867
28,0.02482462,0.9854075908660889,1.6843827,1.3212442,1.2619867
29,0.0248245,1.082529067993164,1.6843827,1.3212442,1.2619867
30,0.024824679,1.0817153453826904,1.6843827,1.3212442,1.2619867
31,0.02482462,1.0757112503051758,1.6843827,1.3212442,1.2619867
32,0.024824679,0.9977824687957764,1.6843827,1.3212442,1.2619867
33,0.024824798,1.0104038715362549,1.6843827,1.3212442,1.2619867
34,0.02482462,0.9566600322723389,1.6843827,1.3212442,1.2619867
35,0.024824679,0.979907751083374,1.6843827,1.3212442,1.2619867
36,0.0248245,1.1012294292449951,1.6843827,1.3212442,1.2619867
37,0.024824679,1.102865219116211,1.6843827,1.3212442,1.2619867
38,0.024824679,1.0347323417663574,1.6843827,1.3212442,1.2619867
39,0.024824679,0.9911630153656006,1.6843827,1.3212442,1.2619867
40,0.0248245,0.9678659439086914,1.6843827,1.3212442,1.2619867
41,0.024824679,0.9803886413574219,1.6843827,1.3212442,1.2619867
42,0.02482462,1.0141327381134033,1.6843827,1.3212442,1.2619867
43,0.024824679,1.1051177978515625,1.6843827,1.3212442,1.2619867
44,0.02482462,1.0701086521148682,1.6843827,1.3212442,1.2619867
45,0.024824679,0.9600577354431152,1.6843827,1.3212442,1.2619867
46,0.0248245,0.9644696712493896,1.6843827,1.3212442,1.2619867
47,0.0248245,0.9273214340209961,1.6843827,1.3212442,1.2619867
48,0.02482462,1.0127735137939453,1.6843827,1.3212442,1.2619867
49,0.02482462,1.0593087673187256,1.6843827,1.3212442,1.2619867
50,0.02482462,1.044480800628662,1.6843827,1.3212442,1.2619867
51,0.02482462,1.0294785499572754,1.6843827,1.3212442,1.2619867
52,0.024824679,1.018287181854248,1.6843827,1.3212442,1.2619867
53,0.024824679,1.0207834243774414,1.6843827,1.3212442,1.2619867
54,0.02482462,1.0421175956726074,1.6843827,1.3212442,1.2619867
55,0.02482462,1.1211497783660889,1.6843827,1.3212442,1.2619867
56,0.024824798,1.1765549182891846,1.6843827,1.3212442,1.2619867
57,0.02482462,1.0487957000732422,1.6843827,1.3212442,1.2619867
58,0.0248245,0.9991884231567383,1.6843827,1.3212442,1.2619867
59,0.024824679,1.0238759517669678,1.6843827,1.3212442,1.2619867
60,0.0248245,1.0104560852050781,1.6843827,1.3212442,1.2619867
61,0.024824679,1.070521354675293,1.6843827,1.3212442,1.2619867
62,0.0248245,1.130549430847168,1.6843827,1.3212442,1.2619867
63,0.02482462,1.092590570449829,1.6843827,1.3212442,1.2619867
64,0.0248245,1.0521721839904785,1.6843827,1.3212442,1.2619867
65,0.0248245,0.9938244819641113,1.6843827,1.3212442,1.2619867
66,0.02482462,0.9909584522247314,1.6843827,1.3212442,1.2619867
67,0.0248245,1.0403971672058105,1.6843827,1.3212442,1.2619867
68,0.02482462,1.0062944889068604,1.6843827,1.3212442,1.2619867
69,0.024824262,1.074784755706787,1.6843827,1.3212442,1.2619867
70,0.024824679,1.0450632572174072,1.6843827,1.3212442,1.2619867
71,0.0248245,1.0137276649475098,1.6843827,1.3212442,1.2619867
72,0.02482462,0.9558532238006592,1.6843827,1.3212442,1.2619867
73,0.02482462,1.0486500263214111,1.6843827,1.3212442,1.2619867
74,0.02482462,1.0337207317352295,1.6843827,1.3212442,1.2619867
75,0.0248245,1.0434107780456543,1.6843827,1.3212442,1.2619867
76,0.024824679,1.0814509391784668,1.6843827,1.3212442,1.2619867
77,0.0248245,0.9738085269927979,1.6843827,1.3212442,1.2619867
