iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.025042832,0.0,1.7043483,176.40755,1.778906,1.1959553,0.29303893,8.860101,1.708543,1.2145295
1,0.024314642,13.106795310974121,1.7043483,176.40755,1.778906,1.1959553,0.29303893,8.860101,1.708543,1.2145295
2,0.041462123,9.299345970153809,1.7043483,176.40755,1.778906,1.1959553,0.29303893,8.860101,1.708543,1.2145295
3,0.028787315,9.57506275177002,1.7041831,176.28738,1.7790751,1.1958376,0.2930402,8.863276,1.7082564,1.2149222
4,0.025431693,9.28498888015747,1.4998436,207.47517,1.5665203,0.38261953,1.258291,10.733616,1.2819835,2.2848132
5,0.037823737,9.29905915260315,1.5003269,207.53644,1.5672059,0.3826766,1.2590954,10.733538,1.2819976,2.2847488
6,0.039717495,9.290317296981812,1.7043052,176.94067,1.7787164,1.1959157,0.29286975,8.867814,1.7085172,1.2148999
7,0.03666091,9.521256923675537,1.4996752,207.39792,1.5668172,0.38267854,1.258436,10.720827,1.2819982,2.2830205
8,0.034813464,9.184513092041016,1.7049317,176.5776,1.7795062,1.1960417,0.2930538,8.866755,1.7085192,1.2149395
9,0.03694898,9.405287981033325,1.7043831,176.88426,1.7788746,1.1957247,0.2929975,8.867671,1.7085404,1.2149413
10,0.033073604,9.636626482009888,1.7040217,176.65862,1.7784622,1.1952411,0.29300925,8.8641815,1.7061166,1.2149402
11,0.032725155,9.31404995918274,1.7022998,176.9143,1.7763695,1.1940001,0.29276532,8.866193,1.7057906,1.2124131
12,0.04102993,9.404697895050049,1.6957072,176.93187,1.7695101,1.1945008,0.290724,8.840512,1.7080109,1.2087798
13,0.030499816,9.396007061004639,1.7046052,176.98802,1.7790494,1.1960974,0.292984,8.864161,1.7084886,1.2138686
14,0.028925776,9.5586576461792,1.7042952,176.99588,1.7787626,1.1960902,0.2926689,8.861947,1.707979,1.2135057
15,0.04126239,9.602534294128418,1.7049009,176.80083,1.7793685,1.1961011,0.2929714,8.86415,1.7085503,1.2145633
16,0.03856635,9.18575382232666,1.7048215,176.8748,1.7792964,1.1961,0.29292753,8.865171,1.7082912,1.2137747
17,0.032511294,9.38237476348877,1.7049273,176.21393,1.7794971,1.1960006,0.2929617,8.850718,1.708566,1.2138991
18,0.04301846,9.63858938217163,1.7048043,176.96617,1.7793062,1.1957551,0.2930578,8.866853,1.7083441,1.2146842
19,0.03912157,9.58239221572876,1.703157,176.38554,1.7779486,1.194653,0.29305798,8.853468,1.7077854,1.2147824
20,0.042018473,9.250691890716553,1.70459,176.40825,1.7791746,1.1961012,0.2929816,8.858633,1.7078884,1.2148176
21,0.040380895,9.388829946517944,1.7047573,172.72513,1.7792032,1.1949733,0.29305422,8.84831,1.7081983,1.21484
22,0.034169257,9.49348521232605,1.7047089,176.99174,1.7794288,1.1960635,0.29303047,8.863154,1.7085184,1.214934
23,0.026487708,9.567033052444458,1.704864,176.80447,1.7791368,1.1960915,0.2929047,8.867235,1.708551,1.2125465
24,0.044091105,9.393367290496826,1.7047453,176.23004,1.7793802,1.1960938,0.29305774,8.847807,1.7085674,1.2145303
25,0.037600696,9.779921531677246,1.7048846,176.89362,1.7795036,1.1960592,0.293052,8.867166,1.7075667,1.2144008
26,0.040923834,9.373313665390015,1.7046175,175.44287,1.77932,1.1960216,0.29303455,8.847517,1.7075217,1.2147042
27,0.035431087,9.607732772827148,1.7049217,176.60594,1.7795007,1.1960878,0.2930537,8.8617735,1.708538,1.2149429
28,0.029592812,9.542850971221924,1.7048008,176.52838,1.7794203,1.1959374,0.2930428,8.837799,1.7079203,1.2147913
29,0.03033036,9.277522563934326,1.7048217,176.55319,1.7793044,1.19549,0.29305574,8.86683,1.7072666,1.2149435
30,0.033523798,9.208836317062378,1.7042401,176.86058,1.778562,1.1957332,0.29295826,8.854695,1.7085632,1.214789
31,0.035144508,9.674894571304321,1.7048861,176.88364,1.7794542,1.1958967,0.2930563,8.866126,1.7082958,1.2148443
