,action_0,action_1,cumulative_reward
0,0.014170417,-0.48993322,103.590485
1,0.027538268,-0.57229775,103.590485
2,0.0052306666,-0.6901617,103.590485
3,-0.028356886,-0.7830127,103.590485
4,-0.061072204,-0.84188074,103.590485
5,-0.07780219,-0.873241,103.590485
6,-0.061239086,-0.8860259,103.590485
7,-0.03278665,-0.8886305,103.590485
8,-0.054403834,-0.88782305,103.590485
9,-0.1504431,-0.8830364,103.590485
10,-0.33095676,-0.8613178,103.590485
11,-0.5511165,-0.78154767,103.590485
12,-0.7378952,-0.4942156,103.590485
13,-0.8582813,0.3006103,103.590485
14,-0.923463,0.9213172,103.590485
15,-0.9398184,0.99705285,103.590485
16,-0.9258036,0.9999133,103.590485
17,-0.89228886,0.9999968,103.590485
18,-0.8381541,1.0,103.590485
19,-0.7587191,1.0,103.590485
20,-0.6493875,1.0,103.590485
21,-0.50993645,1.0,103.590485
22,-0.34944615,1.0,103.590485
23,-0.18759413,1.0,103.590485
24,-0.04837738,1.0,103.590485
25,0.049263373,1.0,103.590485
26,0.094157845,1.0,103.590485
27,0.07426756,1.0,103.590485
28,0.06823627,1.0,103.590485
29,0.14916937,1.0,103.590485
30,0.2992188,1.0,103.590485
31,0.49528778,1.0,103.590485
32,0.6832175,1.0,103.590485
33,0.81778055,1.0,103.590485
34,0.8966476,1.0,103.590485
35,0.93970287,1.0,103.590485
36,0.9635618,1.0,103.590485
37,0.9773443,1.0,103.590485
38,0.9856196,1.0,103.590485
39,0.9907359,0.9999987,103.590485
40,0.9939676,0.9999783,103.590485
41,0.99892753,0.9988675,103.590485
42,0.99479145,0.9380753,103.590485
43,0.99756473,-0.032327674,103.590485
44,0.9957829,-0.95798534,103.590485
45,0.9964761,-0.99893296,103.590485
46,0.99521893,-0.99997324,103.590485
47,0.9924869,-0.99999905,103.590485
48,0.98793095,-1.0,103.590485
49,0.9807922,-1.0,103.590485
50,0.9698442,-1.0,103.590485
51,0.9532059,-1.0,103.590485
52,0.92808366,-1.0,103.590485
53,0.8904888,-1.0,103.590485
54,0.83510107,-1.0,103.590485
55,0.75569797,-1.0,103.590485
56,0.6469373,-1.0,103.590485
57,0.50816786,-1.0,103.590485
58,0.30540588,-1.0,103.590485
59,0.044569544,-1.0,103.590485
60,0.034356415,-1.0,103.590485
61,-0.009432139,-1.0,103.590485
62,-0.03640635,-1.0,103.590485
63,-0.031032193,-1.0,103.590485
64,-0.082798414,-1.0,103.590485
65,-0.18607722,-1.0,103.590485
66,-0.3430265,-1.0,103.590485
67,-0.5305308,-1.0,103.590485
68,-0.7028714,-1.0,103.590485
69,-0.8258254,-1.0,103.590485
70,-0.89952075,-1.0,103.590485
71,-0.9408564,-1.0,103.590485
72,-0.964181,-1.0,103.590485
73,-0.9777606,-1.0,103.590485
74,-0.98592216,-1.0,103.590485
75,-0.99095565,-1.0,103.590485
76,-0.9941227,-1.0,103.590485
77,-0.998796,-1.0,103.590485
78,-0.9948198,-0.9999998,103.590485
79,-0.997293,-0.99999505,103.590485
80,-0.99646586,-0.9998849,103.590485
81,-0.99591064,-0.99682665,103.590485
82,-0.99551535,-0.91343534,103.590485
83,-0.9953656,0.111567855,103.590485
84,-0.99546146,0.945339,103.590485
85,-0.9966625,0.99847674,103.590485
86,-0.9956661,0.9999617,103.590485
87,-0.9932618,0.9999987,103.590485
88,-0.9891884,1.0,103.590485
89,-0.9827746,1.0,103.590485
90,-0.9729195,1.0,103.590485
91,-0.9579244,1.0,103.590485
92,-0.9352481,1.0,103.590485
93,-0.9012234,1.0,103.590485
94,-0.850855,1.0,103.590485
95,-0.7780496,1.0,103.590485
96,-0.676971,1.0,103.590485
97,-0.54533535,1.0,103.590485
98,-0.35279125,1.0,103.590485
99,-0.052559633,1.0,103.590485
100,-0.048001252,1.0,103.590485
101,-0.0017087312,1.0,103.590485
102,0.03522583,1.0,103.590485
103,0.014098817,1.0,103.590485
104,0.040707402,1.0,103.590485
105,0.1195299,1.0,103.590485
106,0.26030195,1.0,103.590485
107,0.44973582,1.0,103.590485
108,0.6426356,1.0,103.590485
109,0.7903575,1.0,103.590485
110,0.88102835,1.0,103.590485
111,0.9312944,1.0,103.590485
112,0.95900995,1.0,103.590485
113,0.97481704,1.0,103.590485
114,0.98417634,1.0,103.590485
115,0.98988825,1.0,103.590485
116,0.99345523,1.0,103.590485
117,0.99920756,1.0,103.590485
118,0.9957546,1.0,103.590485
119,0.997768,0.9999989,103.590485
120,0.99471027,0.99997264,103.590485
121,0.99504733,0.99929076,103.590485
122,0.99552596,0.98117566,103.590485
123,0.9955741,0.57942206,103.590485
124,0.99513745,-0.75959176,103.590485
125,0.99643016,-0.9907684,103.590485
126,0.9964883,-0.9997705,103.590485
127,0.99491256,-0.99999356,103.590485
128,0.9919026,-0.9999998,103.590485
129,0.9870116,-1.0,103.590485
130,0.97941166,-1.0,103.590485
131,0.96779126,-1.0,103.590485
132,0.9501543,-1.0,103.590485
133,0.92355335,-1.0,103.590485
134,0.8838132,-1.0,103.590485
135,0.82543904,-1.0,103.590485
136,0.74218327,-1.0,103.590485
137,0.6290848,-1.0,103.590485
138,0.29722673,-1.0,103.590485
139,0.21504347,-1.0,103.590485
140,0.080299415,-1.0,103.590485
141,0.036425218,-1.0,103.590485
142,-0.017325055,-1.0,103.590485
143,-0.04105801,-1.0,103.590485
144,-0.039604597,-1.0,103.590485
145,-0.09901026,-1.0,103.590485
146,-0.21078694,-1.0,103.590485
147,-0.37373304,-1.0,103.590485
148,-0.56060296,-1.0,103.590485
149,-0.72553855,-1.0,103.590485
150,-0.83967805,-1.0,103.590485
151,-0.9071949,-1.0,103.590485
152,-0.94508165,-1.0,103.590485
