iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.0334087,0.0,1.534756,199.63026,1.6008413,0.3700065,1.2908317,10.627773,1.174127,2.2508454
1,0.048959255,5.396852016448975,1.7486067,169.55583,1.822817,1.2232639,0.28664124,8.739642,1.6604662,1.1646807
2,0.033939183,1.7068140506744385,1.7486067,169.55583,1.822817,1.2232639,0.28664124,8.739642,1.6604662,1.1646807
3,0.04482144,1.6626849174499512,1.534756,199.63026,1.6008413,0.3700065,1.2908317,10.627773,1.174127,2.2508454
4,0.02990067,1.6349451541900635,1.7494591,167.1252,1.8235214,1.2226734,0.28684887,8.751057,1.6604946,1.1652244
5,0.033391714,1.7528963088989258,1.7458049,169.57132,1.8199869,1.2218553,0.28641027,8.739197,1.6601754,1.1645877
6,0.03208697,1.6505141258239746,1.535504,196.76851,1.6014599,0.3698279,1.2917668,10.641654,1.174147,2.2518961
7,0.04500985,1.7088038921356201,1.7500231,169.59953,1.8245738,1.2235234,0.28705382,8.744845,1.6601944,1.1652852
8,0.03263712,1.7071669101715088,1.7486295,169.5337,1.8232728,1.222756,0.28675583,8.750578,1.6605198,1.1647187
9,0.038594723,1.7876951694488525,1.7501584,169.70291,1.8246325,1.2235231,0.28704387,8.751099,1.6601847,1.1653352
10,0.04090029,1.8991553783416748,1.7473963,169.74203,1.8218541,1.2225128,0.2865679,8.749764,1.6605284,1.1644493
11,0.04895699,1.7355751991271973,1.7494684,169.6733,1.8240781,1.223304,0.28685004,8.750873,1.6599424,1.1650394
12,0.037579834,1.8788387775421143,1.7480314,165.18645,1.822205,1.2219375,0.28654462,8.751079,1.6597854,1.1640998
13,0.034608543,1.9405603408813477,1.7443439,169.73651,1.8186817,1.2182033,0.28666493,8.748943,1.6583182,1.1652592
14,0.038103938,1.792663335800171,1.7475878,169.72925,1.8221159,1.2213006,0.28690436,8.75091,1.6603067,1.1649784
15,0.033506155,1.819261074066162,1.7479764,166.56296,1.8224573,1.2217917,0.28678015,8.749181,1.6603909,1.1651781
16,0.039971113,1.9589173793792725,1.7450222,169.76286,1.819107,1.2217644,0.2862552,8.74777,1.6605225,1.1626034
17,0.042109907,1.920306921005249,1.74943,169.72662,1.8239728,1.2231438,0.28687298,8.751088,1.6602215,1.1649011
18,0.044391513,1.9551331996917725,1.7501742,169.71367,1.8246099,1.2235239,0.28706628,8.749378,1.6583747,1.1651095
19,0.086435735,1.8062646389007568,1.4468946,205.74919,1.4990745,0.7707927,0.9015554,10.864839,1.5291978,2.0112464
20,0.07718885,1.9208030700683594,1.4468946,205.74919,1.4990745,0.7707927,0.9015554,10.864839,1.5291978,2.0112464
21,0.08668238,1.8914668560028076,1.4468946,205.74919,1.4990745,0.7707927,0.9015554,10.864839,1.5291978,2.0112464
22,0.078282,2.072904586791992,1.455667,204.17818,1.5088656,0.7649356,0.88876235,10.770088,1.5075165,1.9866043
23,0.084965825,1.7983708381652832,1.455667,204.17818,1.5088656,0.7649356,0.88876235,10.770088,1.5075165,1.9866043
24,0.0740636,1.8074839115142822,1.455667,204.17818,1.5088656,0.7649356,0.88876235,10.770088,1.5075165,1.9866043
25,0.07825625,1.8950281143188477,1.455667,204.17818,1.5088656,0.7649356,0.88876235,10.770088,1.5075165,1.9866043
26,0.11079633,1.7930924892425537,1.5231296,194.07826,1.5818213,0.7431634,0.8125265,10.16514,1.3742315,1.8223044
27,0.1096195,1.8661220073699951,1.5231296,194.07826,1.5818213,0.7431634,0.8125265,10.16514,1.3742315,1.8223044
28,0.10874462,1.852588176727295,1.5231296,194.07826,1.5818213,0.7431634,0.8125265,10.16514,1.3742315,1.8223044
29,0.12095237,1.7645254135131836,1.5348033,192.23117,1.5944121,0.7412854,0.8004294,10.056724,1.3502172,1.7938559
30,0.12299341,1.944028377532959,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
31,0.12435156,1.8979415893554688,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
32,0.12133938,2.0429513454437256,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
33,0.12486458,1.9060256481170654,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
34,0.12802702,1.7487611770629883,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
35,0.13061267,1.805485725402832,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
36,0.1309169,1.7314133644104004,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
37,0.12768602,1.9101390838623047,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
38,0.12574464,1.895878791809082,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
39,0.12618661,1.876676321029663,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
40,0.12387514,1.8119938373565674,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
41,0.1200577,1.8279571533203125,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
42,0.13128513,1.8706297874450684,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
43,0.12734187,1.9175078868865967,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
44,0.124403775,2.0199391841888428,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
45,0.12689447,1.8139491081237793,1.6449447,173.11494,1.7148575,0.6903865,0.68116605,8.934074,1.0810962,1.4858377
46,0.1289131,1.856614589691162,1.6449447,173.11494,1.7148575,0.6903865,0.68116605,8.934074,1.0810962,1.4858377
47,0.1249311,1.9091501235961914,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
48,0.12813342,1.880500316619873,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
49,0.12583816,1.8485867977142334,1.6449447,173.11494,1.7148575,0.6903865,0.68116605,8.934074,1.0810962,1.4858377
50,0.123974144,1.8977015018463135,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
51,0.12710494,1.8698923587799072,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
52,0.12668109,1.879492998123169,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
53,0.12976676,1.963827133178711,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
54,0.13030696,1.839895248413086,1.6449447,173.11494,1.7148575,0.6903865,0.68116605,8.934074,1.0810962,1.4858377
55,0.11790079,1.8238484859466553,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
56,0.1310857,1.834416389465332,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
57,0.12043697,1.828111171722412,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
58,0.13380986,2.1551809310913086,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
59,0.12788892,1.7234163284301758,1.5665089,181.34306,1.6297805,0.6615773,0.7231818,9.594212,1.1995535,1.6490885
