iteration,max_fitness,time,rrmse_0,rrmse_1
0,0.6354167,0.0,0.6979167,0.6979167
1,0.6354167,4.215973138809204,0.6979167,0.6979167
2,0.6354167,1.0736217498779297,0.6979167,0.6979167
3,0.6354167,1.0282940864562988,0.6979167,0.6979167
4,0.6354167,1.0377120971679688,0.6979167,0.6979167
5,0.6354167,0.9938144683837891,0.6979167,0.6979167
6,0.6354167,1.123091459274292,0.6979167,0.6979167
7,0.6354167,1.0494718551635742,0.6979167,0.6979167
8,0.6354167,1.097745418548584,0.6979167,0.6979167
9,0.6354167,0.9922962188720703,0.6979167,0.6979167
10,0.6354167,1.0579802989959717,0.6979167,0.6979167
11,0.6354167,1.11283278465271,0.6979167,0.6979167
12,0.6354167,1.1728708744049072,0.6979167,0.6979167
13,0.6354167,1.0539262294769287,0.6979167,0.6979167
14,0.6354167,1.1521823406219482,0.6979167,0.6979167
15,0.6354167,1.0441210269927979,0.6979167,0.6979167
16,0.6354167,1.1149075031280518,0.6979167,0.6979167
17,0.6354167,1.0390570163726807,0.6979167,0.6979167
18,0.6354167,1.0653424263000488,0.6979167,0.6979167
19,0.6354167,1.1631028652191162,0.6979167,0.6979167
20,0.6354167,1.0795197486877441,0.6979167,0.6979167
21,0.6354167,1.037259578704834,0.6979167,0.6979167
22,0.6354167,1.056520938873291,0.6979167,0.6979167
23,0.6354167,1.1842031478881836,0.6979167,0.6979167
24,0.6354167,1.17289137840271,0.6979167,0.6979167
25,0.6354167,1.0431156158447266,0.6979167,0.6979167
26,0.6354167,1.0702450275421143,0.6979167,0.6979167
27,0.6354167,1.0449073314666748,0.6979167,0.6979167
28,0.6354167,1.0267298221588135,0.6979167,0.6979167
29,0.6354167,1.0651795864105225,0.6979167,0.6979167
30,0.6354167,1.1686582565307617,0.6979167,0.6979167
31,0.6354167,1.0847644805908203,0.6979167,0.6979167
32,0.6354167,1.0540790557861328,0.6979167,0.6979167
33,0.6354167,1.0446958541870117,0.6979167,0.6979167
34,0.6354167,1.2436943054199219,0.6979167,0.6979167
35,0.6354167,1.091047763824463,0.6979167,0.6979167
36,0.6354167,1.0062487125396729,0.6979167,0.6979167
37,0.6354167,1.0701048374176025,0.6979167,0.6979167
38,0.6354167,1.0450682640075684,0.6979167,0.6979167
39,0.6354167,1.0692620277404785,0.6979167,0.6979167
40,0.6354167,1.1506226062774658,0.6979167,0.6979167
41,0.6354167,1.1458492279052734,0.6979167,0.6979167
42,0.6354167,1.0395042896270752,0.6979167,0.6979167
43,0.6354167,1.1061413288116455,0.6979167,0.6979167
44,0.6354167,1.011941909790039,0.6979167,0.6979167
45,0.6354167,1.1647884845733643,0.6979167,0.6979167
46,0.6354167,1.3259365558624268,0.6979167,0.6979167
47,0.6354167,1.1191785335540771,0.6979167,0.6979167
48,0.6354167,1.096198320388794,0.6979167,0.6979167
49,0.6354167,1.0805916786193848,0.6979167,0.6979167
50,0.6354167,1.079639196395874,0.6979167,0.6979167
51,0.6354167,1.0422213077545166,0.6979167,0.6979167
52,0.6354167,1.088038444519043,0.6979167,0.6979167
53,0.6354167,1.1477489471435547,0.6979167,0.6979167
54,0.6354167,1.0685265064239502,0.6979167,0.6979167
55,0.6354167,1.0651144981384277,0.6979167,0.6979167
56,0.6354167,1.114659309387207,0.6979167,0.6979167
57,0.6354167,1.1432280540466309,0.6979167,0.6979167
58,0.6354167,1.0947141647338867,0.6979167,0.6979167
59,0.6354167,1.1370768547058105,0.6979167,0.6979167
60,0.6354167,1.351877212524414,0.6979167,0.6979167
61,0.6354167,1.1135642528533936,0.6979167,0.6979167
62,0.6354167,1.1279189586639404,0.6979167,0.6979167
63,0.6354167,1.0802040100097656,0.6979167,0.6979167
64,0.6354167,1.1448841094970703,0.6979167,0.6979167
65,0.6354167,1.125349521636963,0.6979167,0.6979167
66,0.6354167,1.1056549549102783,0.6979167,0.6979167
67,0.6354167,1.221663236618042,0.6979167,0.6979167
68,0.6354167,1.0766551494598389,0.6979167,0.6979167
69,0.6354167,1.1902222633361816,0.6979167,0.6979167
70,0.6354167,1.0782320499420166,0.6979167,0.6979167
71,0.6354167,1.041383981704712,0.6979167,0.6979167
72,0.6354167,1.0484068393707275,0.6979167,0.6979167
73,0.6354167,1.038226842880249,0.6979167,0.6979167
74,0.6354167,1.1446380615234375,0.6979167,0.6979167
75,0.6354167,1.0942847728729248,0.6979167,0.6979167
76,0.6354167,1.3109853267669678,0.6979167,0.6979167
77,0.6354167,1.0053150653839111,0.6979167,0.6979167
78,0.6354167,1.1749098300933838,0.6979167,0.6979167
79,0.6354167,1.1502137184143066,0.6979167,0.6979167
80,0.6354167,1.0496594905853271,0.6979167,0.6979167
81,0.6354167,1.03248929977417,0.6979167,0.6979167
82,0.6354167,1.0635762214660645,0.6979167,0.6979167
83,0.6354167,1.0340044498443604,0.6979167,0.6979167
84,0.6354167,1.1193170547485352,0.6979167,0.6979167
85,0.6354167,1.1687376499176025,0.6979167,0.6979167
86,0.6354167,1.0306906700134277,0.6979167,0.6979167
87,0.6354167,1.047882318496704,0.6979167,0.6979167
88,0.6354167,1.1659369468688965,0.6979167,0.6979167
89,0.6354167,1.1478509902954102,0.6979167,0.6979167
90,0.6354167,1.0609066486358643,0.6979167,0.6979167
91,0.6354167,1.088104486465454,0.6979167,0.6979167
92,0.6354167,1.0240130424499512,0.6979167,0.6979167
93,0.6354167,1.033829927444458,0.6979167,0.6979167
