iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,-0.0016180277,0.0,0.9898426,1.0053056,1.0924258,1.1347102,1.0429914,1.0204318,1.2504437,1.0429807,1.0910242,1.0041305,1.0006489,1.152758,1.008131,0.981552
1,0.003980577,1.2500996589660645,0.99049133,1.0012087,1.0672231,1.0947274,1.0298747,1.023655,1.204257,1.0179875,1.1069174,1.0118268,1.0032698,1.1344877,1.0045644,0.9723698
2,0.0039803386,1.2295582294464111,0.99049133,1.0012087,1.0672231,1.0947274,1.0298747,1.023655,1.204257,1.0179875,1.1069174,1.0118268,1.0032698,1.1344877,1.0045644,0.9723698
3,0.0039803386,1.238036870956421,0.99049133,1.0012087,1.0672231,1.0947274,1.0298747,1.023655,1.204257,1.0179875,1.1069174,1.0118268,1.0032698,1.1344877,1.0045644,0.9723698
4,0.0039803386,1.302783727645874,0.99049133,1.0012087,1.0672231,1.0947274,1.0298747,1.023655,1.204257,1.0179875,1.1069174,1.0118268,1.0032698,1.1344877,1.0045644,0.9723698
5,0.003980279,1.239389419555664,0.99049133,1.0012087,1.0672231,1.0947274,1.0298747,1.023655,1.204257,1.0179875,1.1069174,1.0118268,1.0032698,1.1344877,1.0045644,0.9723698
6,0.004086733,1.2478597164154053,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
7,0.0040866733,1.2407550811767578,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
8,0.0040866733,1.3202192783355713,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
9,0.0040866733,1.2708747386932373,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
10,0.0040866733,1.2227625846862793,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
11,0.004086554,1.1820242404937744,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
12,0.0040866733,1.262871503829956,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
13,0.0040866733,1.2542328834533691,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
14,0.004086733,1.2268917560577393,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
15,0.0040864944,1.2348506450653076,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
16,0.004086554,1.281200647354126,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
17,0.0040866733,1.2619686126708984,0.991051,1.000498,1.0513479,1.0673282,1.0243145,1.0294746,1.1717668,0.9981916,1.1206974,1.019631,1.0079545,1.1231725,1.0039557,0.96865124
18,0.004542172,1.2467212677001953,0.989846,1.0000299,1.0539178,1.0727214,1.0249227,1.0284749,1.1781855,1.0010791,1.1179341,1.0180221,1.0070783,1.124626,1.0039332,0.96943694
19,0.004542172,1.237802267074585,0.989846,1.0000299,1.0539178,1.0727214,1.0249227,1.0284749,1.1781855,1.0010791,1.1179341,1.0180221,1.0070783,1.124626,1.0039332,0.96943694
20,0.005480826,1.271695613861084,0.98277473,1.00168,1.0671321,1.1121284,1.0351574,1.0169841,1.228494,1.0313274,1.0999738,1.0117055,0.9946524,1.1571168,1.0032395,0.97318554
21,0.0064694285,1.2877955436706543,0.98213077,1.0013275,1.0525612,1.1011503,1.0280036,1.0219175,1.2096429,1.0327175,1.1072603,1.0148501,0.9906043,1.1512364,1.0011117,0.975188
22,0.0064694285,1.2591843605041504,0.98213077,1.0013275,1.0525612,1.1011503,1.0280036,1.0219175,1.2096429,1.0327175,1.1072603,1.0148501,0.9906043,1.1512364,1.0011117,0.975188
23,0.0070462227,1.25040602684021,0.983404,1.0005152,1.0579507,1.0951766,1.0319681,1.0181209,1.2109494,1.0207747,1.107261,1.0154114,0.99582297,1.1535301,1.0025258,0.96916866
24,0.0070464015,1.2270140647888184,0.983404,1.0005152,1.0579507,1.0951766,1.0319681,1.0181209,1.2109494,1.0207747,1.107261,1.0154114,0.99582297,1.1535301,1.0025258,0.96916866
25,0.0070462227,1.2541394233703613,0.983404,1.0005152,1.0579507,1.0951766,1.0319681,1.0181209,1.2109494,1.0207747,1.107261,1.0154114,0.99582297,1.1535301,1.0025258,0.96916866
26,0.0070462823,1.2979235649108887,0.983404,1.0005152,1.0579507,1.0951766,1.0319681,1.0181209,1.2109494,1.0207747,1.107261,1.0154114,0.99582297,1.1535301,1.0025258,0.96916866
27,0.0070464015,1.216700553894043,0.983404,1.0005152,1.0579507,1.0951766,1.0319681,1.0181209,1.2109494,1.0207747,1.107261,1.0154114,0.99582297,1.1535301,1.0025258,0.96916866
28,0.0070461035,1.2215523719787598,0.983404,1.0005152,1.0579507,1.0951766,1.0319681,1.0181209,1.2109494,1.0207747,1.107261,1.0154114,0.99582297,1.1535301,1.0025258,0.96916866
