iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,-1.1920929e-06,0.0,1.0072943,0.9990921,1.0663252,1.0646013,1.0012308,1.0708941,1.1575946,1.0266103,1.0446686,0.9977003,0.99431926,1.0887693,1.0001459,0.99647164
1,-1.0728836e-06,5.5334978103637695,1.0072943,0.9990921,1.0663252,1.0646013,1.0012308,1.0708941,1.1575946,1.0266103,1.0446686,0.9977003,0.99431926,1.0887693,1.0001459,0.99647164
2,-1.1920929e-06,5.429389476776123,1.0072943,0.9990921,1.0663252,1.0646013,1.0012308,1.0708941,1.1575946,1.0266103,1.0446686,0.9977003,0.99431926,1.0887693,1.0001459,0.99647164
3,-1.3113022e-06,5.458559989929199,1.0072943,0.9990921,1.0663252,1.0646013,1.0012308,1.0708941,1.1575946,1.0266103,1.0446686,0.9977003,0.99431926,1.0887693,1.0001459,0.99647164
4,-3.5762787e-07,12.093106031417847,1.007226,0.9991587,1.0666385,1.0648806,1.0012854,1.0707129,1.1581161,1.0267833,1.0445241,0.99768996,0.9943076,1.0891732,1.0001624,0.99643695
5,-4.7683716e-07,5.586914539337158,1.007226,0.9991587,1.0666385,1.0648806,1.0012854,1.0707129,1.1581161,1.0267833,1.0445241,0.99768996,0.9943076,1.0891732,1.0001624,0.99643695
6,-5.9604645e-07,5.605799436569214,1.007226,0.9991587,1.0666385,1.0648806,1.0012854,1.0707129,1.1581161,1.0267833,1.0445241,0.99768996,0.9943076,1.0891732,1.0001624,0.99643695
7,-5.9604645e-07,5.612086057662964,1.007226,0.9991587,1.0666385,1.0648806,1.0012854,1.0707129,1.1581161,1.0267833,1.0445241,0.99768996,0.9943076,1.0891732,1.0001624,0.99643695
8,-4.7683716e-07,5.478234767913818,1.007226,0.9991587,1.0666385,1.0648806,1.0012854,1.0707129,1.1581161,1.0267833,1.0445241,0.99768996,0.9943076,1.0891732,1.0001624,0.99643695
9,-5.9604645e-07,5.773649454116821,1.007226,0.9991587,1.0666385,1.0648806,1.0012854,1.0707129,1.1581161,1.0267833,1.0445241,0.99768996,0.9943076,1.0891732,1.0001624,0.99643695
