iteration,time,max_fitness,test_accuracy,previous_max_fitness,previous_test_accuracy,equation
0,12213.701915740967,0.97578406,0.97630435,0.9752702,0.97583,o0 = <lambda>((-1.45*(-0.51*cos(-0.36*i1)+0.90*sin(1.48*(-0.89*i1+-1.71*(-0.19*i0+0.71*1.0))))*-1.55*log(1.95*(-0.94*(0.22*i1/1.02*(-0.19*i0+0.71*1.0))+0.99*(0.23*cos(-0.24*i1)--0.48*0.8667588)))))
