iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13,rrmse_14,rrmse_15
0,-0.07970548,0.0,1.573445,1.2800152,1.253469,1.0780253,1.2206204,1.2950181,1.2536634,1.3433126,1.5554239,1.2152249,1.2133917,0.9595616,1.1959358,1.3063772,1.2233176,1.3499165
1,-0.066305876,1.8301446437835693,1.572928,1.2798314,1.2534274,1.0782982,1.2209638,1.2973328,1.2547033,1.3432873,1.5559182,1.215342,1.2155861,0.95947444,1.196716,1.3076074,1.2244787,1.3524663
2,-0.07213795,2.1300249099731445,1.5730845,1.2796513,1.252223,1.0774536,1.2238116,1.3002032,1.2593045,1.3471143,1.555333,1.2148881,1.2151809,0.9595661,1.1967328,1.307783,1.2249981,1.3536347
3,-0.0419029,2.244584321975708,1.6120386,1.3071818,1.2820476,1.0918986,1.2072569,1.2763387,1.23354,1.3184824,1.6010063,1.2465754,1.2529776,0.9822511,1.1777596,1.2812682,1.1993757,1.3218675
4,-0.06443846,4.3323974609375,1.6075292,1.3058321,1.281097,1.0915612,1.206983,1.2777843,1.2366741,1.3217499,1.6008126,1.2460237,1.2541138,0.9822854,1.1779189,1.2813418,1.2007064,1.3245298
5,-0.079049945,2.1572768688201904,1.6465466,1.3330991,1.3102643,1.1055448,1.1909987,1.2535322,1.2142624,1.2960038,1.6494879,1.2805424,1.2966845,1.0090442,1.1598206,1.2550662,1.1769419,1.2965231
6,-0.0940851,2.2111570835113525,1.6500517,1.3334576,1.3113018,1.1062244,1.1878964,1.2495942,1.2086326,1.2908683,1.649045,1.2798808,1.296171,1.0091245,1.1598,1.2554252,1.1761227,1.2969054
7,-0.07200658,2.0191595554351807,1.6004676,1.2981734,1.2724068,1.0862982,1.2092385,1.2804995,1.2379129,1.32453,1.5865726,1.235612,1.2368201,0.9723831,1.1802194,1.286158,1.2034785,1.328352
8,-0.09121406,1.8656232357025146,1.650078,1.3344554,1.3113477,1.1062334,1.191501,1.2522937,1.2130756,1.2947898,1.6497827,1.2811681,1.2956913,1.0083103,1.1597021,1.2550738,1.1764514,1.2958164
9,-0.04230225,1.8882737159729004,1.6512966,1.3341802,1.3106283,1.1048443,1.1888825,1.2473464,1.2081534,1.2902123,1.6495088,1.2806343,1.293197,1.0061042,1.1591754,1.2529069,1.1742855,1.2950608
10,-0.0790236,2.2432124614715576,1.6511124,1.3344629,1.3110985,1.1056919,1.1889414,1.2507974,1.2074885,1.2914101,1.6493728,1.2811608,1.2956647,1.0076876,1.1572937,1.252975,1.1737201,1.2941251
11,-0.06322646,2.0602469444274902,1.6438794,1.3325498,1.3100755,1.1057688,1.1914996,1.2535844,1.2137595,1.2947603,1.6466137,1.2783219,1.296024,1.0091505,1.1584197,1.2548676,1.1772182,1.2980943
12,-0.056978345,1.9573957920074463,1.6509628,1.3344482,1.3113521,1.1061769,1.1895658,1.251603,1.212096,1.2946502,1.6497313,1.2809259,1.2954539,1.0083162,1.1576593,1.252304,1.1755501,1.295236
13,-0.048579693,1.8388843536376953,1.6512742,1.3344572,1.31103,1.105814,1.1883441,1.2490033,1.2090802,1.2920871,1.6498705,1.2810628,1.2951525,1.0082085,1.158121,1.2542533,1.1738344,1.2935754
14,-0.045980692,2.1886351108551025,1.6498318,1.334398,1.31132,1.1061206,1.1896806,1.2485363,1.2094431,1.2910594,1.64693,1.2798092,1.296641,1.0090977,1.1596344,1.2553585,1.176148,1.2951195
15,-0.07882917,2.236936569213867,1.6512487,1.3343391,1.3113425,1.1059453,1.1898513,1.2505937,1.2116425,1.2950157,1.6483666,1.2809778,1.2954541,1.0082128,1.1586182,1.2539022,1.1767805,1.2962389
16,-0.027356744,2.051140308380127,1.6511317,1.3342575,1.310747,1.1058319,1.1879511,1.248229,1.2104055,1.2923443,1.6495789,1.2805887,1.2945575,1.008281,1.1583811,1.2532134,1.1755422,1.2953943
