iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,-0.00012230873,0.0,0.99068224,0.9999336,1.0500635,1.0950847,1.0090325,1.0539613,1.1638814,1.0277784,1.1139456,1.0066876,1.0036087,1.0754588,0.99921906,0.99820256
1,-7.1525574e-06,5.480185031890869,0.990177,1.0005491,1.0563301,1.1031743,1.0128471,1.0502385,1.1768827,1.0320119,1.1095841,1.0050883,1.0024265,1.0839405,0.9999404,0.9975396
2,-7.1525574e-06,5.544201374053955,0.990177,1.0005491,1.0563301,1.1031743,1.0128471,1.0502385,1.1768827,1.0320119,1.1095841,1.0050883,1.0024265,1.0839405,0.9999404,0.9975396
3,-7.1525574e-06,5.586302042007446,0.990177,1.0005491,1.0563301,1.1031743,1.0128471,1.0502385,1.1768827,1.0320119,1.1095841,1.0050883,1.0024265,1.0839405,0.9999404,0.9975396
4,-7.1525574e-06,12.057068824768066,0.990177,1.0005491,1.0563301,1.1031743,1.0128471,1.0502385,1.1768827,1.0320119,1.1095841,1.0050883,1.0024265,1.0839405,0.9999404,0.9975396
5,-4.7683716e-06,5.358545303344727,0.99019605,1.0005169,1.0560329,1.1027939,1.0126625,1.050408,1.176273,1.0318104,1.1097841,1.0051595,1.0024766,1.0835394,0.9999023,0.99756706
6,-3.9339066e-06,5.520164489746094,0.99032444,1.0003262,1.0542035,1.1004462,1.0115342,1.0514666,1.1725048,1.0305722,1.1110305,1.0056078,1.0027978,1.0810679,0.99967664,0.9977449
7,-3.9339066e-06,5.4909913539886475,0.99032444,1.0003262,1.0542035,1.1004462,1.0115342,1.0514666,1.1725048,1.0305722,1.1110305,1.0056078,1.0027978,1.0810679,0.99967664,0.9977449
8,-4.053116e-06,5.426908493041992,0.99032444,1.0003262,1.0542035,1.1004462,1.0115342,1.0514666,1.1725048,1.0305722,1.1110305,1.0056078,1.0027978,1.0810679,0.99967664,0.9977449
9,-2.3841858e-06,5.289398670196533,0.99030536,1.0003523,1.0544604,1.1007766,1.0116918,1.0513164,1.1730353,1.0307459,1.110854,1.0055438,1.0027515,1.081415,0.9997074,0.9977191
10,-1.66893e-06,5.411397457122803,0.99023217,1.0004597,1.0554934,1.1021028,1.0123284,1.0507177,1.175164,1.031445,1.1101494,1.0052902,1.0025692,1.0828109,0.9998343,0.9976181
11,-1.7881393e-06,5.385957717895508,0.99023217,1.0004597,1.0554934,1.1021028,1.0123284,1.0507177,1.175164,1.031445,1.1101494,1.0052902,1.0025692,1.0828109,0.9998343,0.9976181
12,-2.3841858e-07,5.610832452774048,0.99024296,1.0004429,1.0553347,1.1018995,1.0122304,1.0508089,1.1748378,1.0313376,1.1102569,1.0053285,1.0025966,1.0825967,0.9998145,0.9976333
13,0.0,5.494357585906982,0.99024296,1.0004429,1.0553347,1.1018995,1.0122304,1.0508089,1.1748378,1.0313376,1.1102569,1.0053285,1.0025966,1.0825967,0.9998145,0.9976333
14,0.0,5.435326099395752,0.99024296,1.0004429,1.0553347,1.1018995,1.0122304,1.0508089,1.1748378,1.0313376,1.1102569,1.0053285,1.0025966,1.0825967,0.9998145,0.9976333
15,-2.3841858e-07,5.5217978954315186,0.99024296,1.0004429,1.0553347,1.1018995,1.0122304,1.0508089,1.1748378,1.0313376,1.1102569,1.0053285,1.0025966,1.0825967,0.9998145,0.9976333
16,-1.1920929e-07,5.322780132293701,0.99024296,1.0004429,1.0553347,1.1018995,1.0122304,1.0508089,1.1748378,1.0313376,1.1102569,1.0053285,1.0025966,1.0825967,0.9998145,0.9976333
