iteration,max_fitness,time
0.0,387.04306,0.0
10.0,559.1941,148.28355
20.0,728.0012,139.53181
30.0,741.541,138.3407
40.0,747.36395,139.04723
50.0,812.7632,139.27646
60.0,1032.8729,138.96361
70.0,1071.8806,138.18425
80.0,1081.7239,139.21956
90.0,1090.039,139.05446
100.0,1090.039,138.27455
110.0,1090.039,138.28157
120.0,1095.5378,139.61578
130.0,1095.5378,138.69058
140.0,1095.5378,139.30952
150.0,1098.9236,137.95009
160.0,1099.1987,139.0851
170.0,1099.1987,138.84375
180.0,1099.1987,138.64365
190.0,1101.837,138.9975
200.0,1101.837,138.30309
210.0,1101.837,139.73064
220.0,1101.837,138.5804
230.0,1101.837,138.1693
240.0,1102.7755,139.04254
250.0,1102.7755,138.86513
260.0,1104.3795,138.11028
270.0,1117.8937,138.81088
280.0,1117.8937,138.46039
290.0,1117.8937,138.9597
300.0,1117.8937,138.78647
310.0,1117.8937,138.85329
320.0,1117.8937,137.84715
330.0,1117.8937,139.30838
340.0,1117.8937,138.14542
350.0,1117.8937,138.23189
360.0,1117.8937,138.6946
370.0,1117.8937,138.18037
380.0,1117.8937,138.42252
390.0,1117.8937,138.38101
400.0,1117.8937,138.67282
410.0,1117.8937,139.11
420.0,1117.8937,139.03648
430.0,1117.8937,138.90259
440.0,1117.8937,138.94716
450.0,1117.8937,137.9271
460.0,1117.8937,138.98097
470.0,1117.8937,138.86662
480.0,1117.8937,137.62303
490.0,1117.8937,138.69196
500.0,1117.8937,139.07307
510.0,1118.684,138.97777
520.0,1118.684,138.17967
530.0,1118.684,138.72176
540.0,1118.684,137.67218
550.0,1118.684,138.64558
560.0,1118.684,138.15443
570.0,1118.684,138.41322
580.0,1118.684,138.83623
590.0,1118.684,138.0838
600.0,1118.684,139.35678
610.0,1118.684,138.10457
620.0,1118.684,139.51247
630.0,1118.684,138.49644
640.0,1118.684,138.26744
650.0,1118.684,138.31625
660.0,1118.684,138.88007
670.0,1131.7185,138.42465
680.0,1131.7185,138.14294
690.0,1131.7185,139.79225
700.0,1133.9471,138.41396
710.0,1133.9471,138.93062
720.0,1133.9471,138.25784
730.0,1133.9471,137.98682
740.0,1133.9471,138.80542
750.0,1133.9471,138.99341
760.0,1133.9471,138.1531
770.0,1133.9471,138.77116
780.0,1133.9471,138.67747
790.0,1133.9471,138.80139
800.0,1133.9471,138.98883
810.0,1133.9471,139.04898
820.0,1133.9471,138.33414
830.0,1133.9471,138.1575
840.0,1137.9535,138.14014
850.0,1137.9535,137.6624
860.0,1137.9535,139.05899
870.0,1137.9535,139.0809
880.0,1137.9535,138.69362
890.0,1137.9535,138.50551
900.0,1137.9535,139.02286
910.0,1137.9535,138.37694
920.0,1137.9535,139.15053
930.0,1137.9535,139.21996
940.0,1137.9535,139.07271
950.0,1137.9535,138.24342
960.0,1137.9535,138.92584
970.0,1137.9535,139.61327
980.0,1137.9535,138.33775
990.0,1137.9535,138.56642
1000.0,1137.9535,138.61844
1010.0,1137.9535,138.41808
1020.0,1137.9535,138.87112
1030.0,1137.9535,138.0446
1040.0,1137.9535,139.21524
1050.0,1137.9535,138.20775
1060.0,1137.9535,138.27563
1070.0,1137.9535,139.0331
1080.0,1137.9535,139.07039
1090.0,1137.9535,138.01733
1100.0,1137.9535,139.08588
1110.0,1137.9535,138.37808
1120.0,1137.9535,138.8008
1130.0,1137.9535,138.98334
1140.0,1137.9535,138.65659
1150.0,1137.9535,138.96452
1160.0,1137.9535,137.97855
1170.0,1137.9535,139.09924
1180.0,1137.9535,138.916
1190.0,1137.9535,138.42418
1200.0,1137.9535,137.89558
1210.0,1137.9535,138.74142
1220.0,1137.9535,138.84213
1230.0,1137.9535,138.0051
1240.0,1137.9535,137.61716
1250.0,1137.9535,138.30005
1260.0,1137.9535,138.59717
1270.0,1137.9535,138.77505
1280.0,1137.9535,139.15877
1290.0,1137.9535,138.62851
1300.0,1137.9535,139.2821
1310.0,1137.9535,139.75584
1320.0,1137.9535,138.32451
1330.0,1137.9535,138.8287
1340.0,1137.9535,138.42435
1350.0,1137.9535,138.96901
1360.0,1137.9535,139.06259
1370.0,1137.9535,138.77838
1380.0,1137.9535,138.22116
1390.0,1137.9535,138.01797
1400.0,1138.2788,139.16682
1410.0,1138.2788,138.60928
1420.0,1138.2788,138.1135
1430.0,1138.2788,138.95898
1440.0,1138.2788,138.50127
1450.0,1138.2788,138.23795
1460.0,1138.2788,139.13008
1470.0,1138.2788,139.13101
1480.0,1138.2788,139.05305
1490.0,1138.2788,138.78616
1500.0,1138.2788,138.623
