iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.044228613,0.0,1.6979793,171.75764,1.7714936,1.2025149,0.28990734,8.929725,1.6697102,1.1844887
1,0.030168653,1.954573631286621,1.4863155,202.65117,1.5507679,0.3878679,1.2523134,10.880847,1.2374368,2.2581444
2,0.029184878,1.8987276554107666,1.6979793,171.75764,1.7714936,1.2025149,0.28990734,8.929725,1.6697102,1.1844887
3,0.029349327,1.8887476921081543,1.6979793,171.75764,1.7714936,1.2025149,0.28990734,8.929725,1.6697102,1.1844887
4,0.04004067,2.050708770751953,1.6979793,171.75764,1.7714936,1.2025149,0.28990734,8.929725,1.6697102,1.1844887
5,0.038961887,1.9279696941375732,1.7019764,168.89178,1.7774109,1.203078,0.29124472,8.959128,1.66963,1.1892481
6,0.037150085,2.0917625427246094,1.7019764,168.89178,1.7774109,1.203078,0.29124472,8.959128,1.66963,1.1892481
7,0.041437924,1.8378183841705322,1.7019764,168.89178,1.7774109,1.203078,0.29124472,8.959128,1.66963,1.1892481
8,0.039633334,1.9143359661102295,1.4863155,202.65117,1.5507679,0.3878679,1.2523134,10.880847,1.2374368,2.2581444
9,0.04055357,1.9174883365631104,1.4899521,202.60562,1.5557736,0.3880364,1.2555628,10.915053,1.2372112,2.2569044
10,0.027573645,1.9415695667266846,1.7019383,171.78473,1.777478,1.2031657,0.29110172,8.958255,1.6697553,1.1891099
11,0.03907734,1.9562838077545166,1.4899521,202.60562,1.5557736,0.38803643,1.2555628,10.915053,1.2372112,2.2569044
12,0.034777343,1.8540623188018799,1.7000513,171.66125,1.7753282,1.2022123,0.2911252,8.946538,1.6690892,1.1892179
13,0.036532104,1.8980703353881836,1.4899796,201.94699,1.5560232,0.3880688,1.2577463,10.911926,1.2374561,2.266562
14,0.036471725,1.7350947856903076,1.701883,171.64803,1.7770439,1.2031006,0.2911717,8.955429,1.6695377,1.1881886
15,0.046694875,1.9260072708129883,1.6994938,171.58043,1.7752379,1.2026584,0.29098028,8.947432,1.6695554,1.1887543
16,0.025103867,1.895892858505249,1.7021613,171.31972,1.7774587,1.2030193,0.2912519,8.955452,1.6683828,1.1889384
17,0.03972125,1.9330270290374756,1.7000929,171.7496,1.774823,1.2018077,0.29091686,8.95823,1.6692004,1.1862878
18,0.02622813,1.7557532787322998,1.7021646,171.70207,1.7775841,1.203137,0.2910097,8.959716,1.6697358,1.1886871
19,0.031560063,1.7273573875427246,1.7004569,171.7539,1.7755343,1.2022631,0.29109707,8.956603,1.6685554,1.1881771
20,0.036327064,1.8905816078186035,1.7019175,171.64297,1.7772917,1.2031727,0.29117528,8.9531,1.6696577,1.1881913
21,0.03433007,1.7828247547149658,1.7016779,169.09448,1.7773834,1.2027931,0.29125497,8.958817,1.6697556,1.1884059
22,0.037056804,1.9177427291870117,1.7021537,168.2083,1.7775286,1.2031611,0.29116726,8.959677,1.6687126,1.1879299
23,0.021315396,1.8343350887298584,1.7021492,171.78596,1.7775842,1.2031729,0.29126057,8.959252,1.66901,1.1889428
24,0.036474586,1.8609356880187988,1.6993704,171.57181,1.7742764,1.1997421,0.2912396,8.9428,1.6685582,1.189239
25,0.04755062,2.005735158920288,1.7008605,166.89264,1.77571,1.2028546,0.290981,8.945172,1.6692667,1.1869603
26,0.038760066,1.9388747215270996,1.7016103,171.12386,1.7772579,1.2031595,0.2912116,8.941979,1.6697414,1.1889411
27,0.041743934,2.0320565700531006,1.6981472,170.10696,1.7748797,1.2017448,0.29111528,8.907258,1.6696676,1.1892068
28,0.038057387,1.8492157459259033,1.7014314,171.26648,1.7764904,1.2031293,0.29094115,8.936309,1.6680634,1.1883374
29,0.042428255,1.8377478122711182,1.7015841,171.30728,1.7772877,1.2031064,0.29125884,8.935719,1.6690147,1.188922
30,0.044585943,1.8771507740020752,1.7015808,171.47784,1.777218,1.2027086,0.2911728,8.956592,1.6697409,1.1889464
31,0.02813363,1.8362700939178467,1.7016145,171.28992,1.7772738,1.2029741,0.29093415,8.954449,1.6696085,1.1883826
32,0.019286394,2.0354959964752197,1.7018564,171.75247,1.7769717,1.2030959,0.2911427,8.959665,1.6697391,1.1876608
33,0.03153962,1.9439539909362793,1.701786,171.69482,1.7767439,1.2031722,0.2909284,8.957693,1.6697528,1.1866537
34,0.021096468,1.9777469635009766,1.7015283,171.55515,1.7768947,1.2029791,0.29123655,8.952368,1.6692841,1.1888598
35,0.032687068,1.9047214984893799,1.702163,171.4615,1.7775803,1.2029115,0.29118565,8.95973,1.6693271,1.1872407
36,0.029753625,1.8273842334747314,1.7017404,171.7724,1.7766378,1.2031709,0.2909871,8.959571,1.6697557,1.1866856
37,0.041107535,2.0274431705474854,1.700209,171.58788,1.7759677,1.2020545,0.29125723,8.9524355,1.6696055,1.1892396
38,0.037929595,1.7819774150848389,1.7006425,171.52542,1.7758031,1.2004184,0.29121876,8.944544,1.6694077,1.1887031
39,0.038166225,2.0034778118133545,1.6996974,171.66124,1.7744182,1.2024035,0.29092783,8.952211,1.669362,1.1880016
40,0.040501297,1.916344165802002,1.7012779,170.86249,1.7770189,1.2018307,0.29118487,8.943426,1.669494,1.1890253
41,0.038770437,1.9129626750946045,1.7004048,170.92421,1.7751513,1.2027067,0.29072446,8.936065,1.6695904,1.1859217
42,0.039656222,1.977295160293579,1.7018486,171.5365,1.7775012,1.2023894,0.29113176,8.959555,1.6681669,1.1869372
43,0.030660152,1.8906652927398682,1.7020789,171.17685,1.7775211,1.2027613,0.29122877,8.957405,1.669669,1.1874954
44,0.029276073,1.9382779598236084,1.7016639,171.58788,1.7771549,1.2030951,0.2909882,8.954011,1.66956,1.1870887
45,0.033045292,3.9182348251342773,1.7019662,171.33669,1.777308,1.2024622,0.29125535,8.948513,1.6692314,1.1892481
46,0.027964592,1.8979740142822266,1.6972332,168.14767,1.7711071,1.2007499,0.29064003,8.9529505,1.6664561,1.1856815
47,0.037597477,1.8021531105041504,1.7020334,171.53627,1.7775407,1.2031714,0.29121432,8.957021,1.6697397,1.1889987
48,0.035886228,1.884493112564087,1.7016515,171.66956,1.7771604,1.2028489,0.291257,8.956398,1.6681793,1.1886077
49,0.034962833,1.873044729232788,1.6993276,171.71313,1.7747035,1.2010281,0.2911425,8.958575,1.6674,1.1883914
50,0.022951543,1.8975920677185059,1.7014618,171.54138,1.7764384,1.2013514,0.29126254,8.959131,1.6665627,1.1891946
51,0.02963543,2.0262997150421143,1.701228,165.49986,1.7764409,1.2024858,0.29125732,8.944326,1.6696416,1.1887242
52,0.041413188,1.8868608474731445,1.7013665,171.65218,1.7765379,1.202223,0.29123527,8.95803,1.6686319,1.1885917
53,0.03196019,1.9112257957458496,1.7021201,171.58928,1.7775025,1.2030531,0.29110244,8.959736,1.6695405,1.1888648
54,0.043022156,2.0283467769622803,1.6987811,171.3417,1.7741382,1.2009921,0.29099703,8.928476,1.6688265,1.1887828
55,0.027544737,1.9840490818023682,1.6982613,171.6853,1.7732393,1.2015309,0.29089457,8.950471,1.6689416,1.1884434
56,0.030768692,1.9729068279266357,1.7003953,171.73466,1.7753874,1.2028546,0.29070717,8.958907,1.6677917,1.185888
57,0.02267772,1.9047925472259521,1.7012342,171.78052,1.775574,1.2028247,0.29073462,8.959728,1.6688994,1.186046
