iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13,rrmse_14,rrmse_15
0,-0.095303416,0.0,1.5761136,1.268559,1.2436835,1.0489354,1.2179862,1.2937279,1.2469939,1.3652679,1.5806946,1.2403551,1.2023919,0.9740198,1.1775885,1.2799368,1.2143375,1.3480484
1,-0.12375152,1.8100168704986572,1.5750334,1.2675512,1.2429124,1.0493395,1.2182055,1.2937909,1.2468284,1.3653431,1.5804929,1.2404214,1.202687,0.9732139,1.1777596,1.279875,1.2147582,1.3490211
2,-0.06530523,2.134885549545288,1.5738567,1.266531,1.2423822,1.0487723,1.2181554,1.2938256,1.2468902,1.3651898,1.5778288,1.2391863,1.1992567,0.9721657,1.1770865,1.2770077,1.2136772,1.348039
3,-0.075846314,2.1514370441436768,1.5758443,1.2678728,1.2434613,1.0506114,1.2180628,1.2932843,1.2459049,1.3628694,1.5778061,1.2389183,1.2030358,0.9733462,1.1768414,1.2797066,1.2151474,1.3496985
4,-0.0991267,4.677535772323608,1.5760677,1.2686688,1.242056,1.049071,1.2179523,1.2930988,1.2441922,1.362847,1.5796578,1.2401793,1.2001433,0.9732623,1.1778009,1.2802218,1.2150639,1.3495976
5,-0.084367394,2.030404806137085,1.5751576,1.267814,1.2407336,1.0487795,1.2179259,1.2938299,1.2467064,1.3646632,1.5762076,1.2387717,1.1956577,0.9700848,1.1741394,1.2771649,1.2105409,1.3449554
6,-0.10448682,2.1945698261260986,1.5755343,1.2684882,1.2433753,1.05014,1.2172163,1.2929819,1.2469403,1.3644487,1.5806631,1.2394145,1.2038685,0.97509754,1.1773847,1.280143,1.2152535,1.3496833
7,-0.10980153,2.110257148742676,1.5762795,1.268677,1.2427958,1.0493643,1.2179426,1.2936927,1.2472905,1.3651041,1.5805798,1.2404166,1.2032659,0.97430676,1.1777897,1.2800536,1.2151889,1.3496903
8,-0.050599217,1.8052446842193604,1.5754687,1.2687372,1.2440014,1.0506035,1.2182451,1.2938067,1.247231,1.3653264,1.5804299,1.2401681,1.2038747,0.97507375,1.1778034,1.2802511,1.2152634,1.3495625
9,-0.08974159,1.885253667831421,1.5724486,1.2658321,1.2396058,1.0449497,1.2181705,1.2938032,1.2466087,1.3651389,1.5801656,1.2399405,1.2021232,0.97306937,1.1767293,1.2800896,1.2148775,1.3489692
