iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5
0,0.0019500256,0.0,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
1,0.0019503236,0.8132038116455078,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
2,0.0019497871,0.8177163600921631,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
3,0.0019498467,0.8337492942810059,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
4,0.0019502044,0.8332586288452148,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
5,0.0019500256,0.8328967094421387,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
6,0.0019500256,0.7935514450073242,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
7,0.0019498467,0.8528087139129639,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
8,0.0019498467,0.8156425952911377,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
9,0.001949966,0.8431220054626465,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
10,0.0019500256,0.8874378204345703,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
11,0.0019502044,0.7998635768890381,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
12,0.0019502044,0.8124535083770752,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
13,0.0019500256,0.7841029167175293,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
14,0.0019502044,2.600311040878296,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
15,0.0019500256,0.8072953224182129,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
16,0.0019503236,0.8183460235595703,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
17,0.0019500256,0.8240439891815186,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
18,0.0019500256,0.8227992057800293,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
19,0.0019497871,0.8228719234466553,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
20,0.0019501448,0.8371419906616211,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
21,0.0019501448,0.8403744697570801,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
22,0.0019500256,0.8472738265991211,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
23,0.0019501448,0.8206868171691895,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
24,0.0019498467,0.8027019500732422,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
25,0.001949966,0.8088853359222412,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
26,0.0019497871,0.8253366947174072,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
27,0.0019497871,0.8091528415679932,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
28,0.0019500256,0.8091986179351807,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
29,0.0019500256,0.8043372631072998,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
30,0.0019500256,0.8528211116790771,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
31,0.0019502044,0.806488037109375,2.7063348,45.317234,4.0566425,0.79062414,1.8707701,16.179045
32,0.0019500256,0.817021369934082,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
33,0.0019501448,0.8205661773681641,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
34,0.0019500256,0.7977659702301025,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
35,0.0019498467,0.8138449192047119,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
36,0.0019500256,0.8438940048217773,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
37,0.0019501448,0.7962722778320312,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
38,0.0019497871,0.8323972225189209,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
39,0.0019498467,0.8347020149230957,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
40,0.0019502044,0.7917125225067139,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
41,0.0019500256,0.819462776184082,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
42,0.001949966,0.8171396255493164,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
43,0.0019498467,0.8040330410003662,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
44,0.0019498467,0.793595552444458,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
45,0.0019498467,0.8294665813446045,2.7063348,45.31724,4.056643,0.79062414,1.8707701,16.179045
