iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,0.010689795,0.0,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
1,0.010689616,6.327950954437256,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
2,0.010689795,5.807564973831177,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
3,0.010689676,5.686370849609375,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
4,0.010689676,5.871079921722412,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
5,0.010689616,5.919878721237183,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
6,0.010689616,5.891712188720703,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
7,0.010689616,5.802966356277466,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
8,0.010689616,5.790124177932739,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
9,0.010689616,5.785325527191162,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
10,0.010689616,5.824838638305664,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
11,0.010689676,5.9557623863220215,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
12,0.010689616,6.028381109237671,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
13,0.010689795,5.858515977859497,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
14,0.010689616,5.965157985687256,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
15,0.010689616,6.158254146575928,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
16,0.010689676,6.111224174499512,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
17,0.010689795,6.04270076751709,0.97644484,1.0032036,1.050518,1.0763594,1.0042441,1.0404823,1.1678747,1.0129377,1.1151881,1.008523,1.0047251,1.0982348,0.9995006,0.9808435
18,0.010918319,11.67618203163147,0.9758045,1.0037514,1.0554036,1.0824132,1.0071546,1.0373333,1.1780202,1.0160117,1.1118531,1.0073342,1.0038514,1.1051092,1.0000818,0.9800157
19,0.010930955,5.888456583023071,0.97573066,1.0038286,1.0560449,1.0832025,1.0075443,1.0369343,1.1793388,1.0164174,1.1114284,1.0071871,1.0037483,1.1060082,1.0001655,0.9799156
20,0.010943472,5.915323734283447,0.97543544,1.0041779,1.0588351,1.0866218,1.0092582,1.0352355,1.1850406,1.0181879,1.1096132,1.0065696,1.0033287,1.1099095,1.0005484,0.9795025
21,0.010943353,5.98948335647583,0.97543544,1.0041779,1.0588351,1.0866218,1.0092582,1.0352355,1.1850406,1.0181879,1.1096132,1.0065696,1.0033287,1.1099095,1.0005484,0.9795025
22,0.010943353,5.83262825012207,0.97543544,1.0041779,1.0588351,1.0866218,1.0092582,1.0352355,1.1850406,1.0181879,1.1096132,1.0065696,1.0033287,1.1099095,1.0005484,0.9795025
23,0.010943353,5.783120393753052,0.97543544,1.0041779,1.0588351,1.0866218,1.0092582,1.0352355,1.1850406,1.0181879,1.1096132,1.0065696,1.0033287,1.1099095,1.0005484,0.9795025
24,0.01231885,5.8935301303863525,0.972258,0.99837923,1.0619324,1.0773243,1.0029639,1.031908,1.1815681,1.00745,1.1136106,1.0039183,1.0077916,1.1198192,0.99956715,0.9748167
25,0.01231873,5.713375568389893,0.972258,0.99837923,1.0619324,1.0773243,1.0029639,1.031908,1.1815681,1.00745,1.1136106,1.0039183,1.0077916,1.1198192,0.99956715,0.9748167
26,0.012322903,5.740786552429199,0.97260076,0.9980838,1.0590672,1.0738993,1.0012763,1.0336919,1.1757674,1.0057364,1.1154267,1.0045838,1.0081834,1.1157786,0.9991929,0.9752945
27,0.012329221,5.817854881286621,0.9724996,0.99816465,1.0598757,1.0748677,1.0017489,1.0331823,1.1774098,1.0062186,1.1149087,1.0043921,1.008068,1.1169204,0.99929523,0.97515583
28,0.012329042,6.022961616516113,0.9724996,0.99816465,1.0598757,1.0748677,1.0017489,1.0331823,1.1774098,1.0062186,1.1149087,1.0043921,1.008068,1.1169204,0.99929523,0.97515583
29,0.012329221,5.645542621612549,0.9724996,0.99816465,1.0598757,1.0748677,1.0017489,1.0331823,1.1774098,1.0062186,1.1149087,1.0043921,1.008068,1.1169204,0.99929523,0.97515583
30,0.012329221,5.847141742706299,0.9724996,0.99816465,1.0598757,1.0748677,1.0017489,1.0331823,1.1774098,1.0062186,1.1149087,1.0043921,1.008068,1.1169204,0.99929523,0.97515583
31,0.012329221,5.71749472618103,0.9724996,0.99816465,1.0598757,1.0748677,1.0017489,1.0331823,1.1774098,1.0062186,1.1149087,1.0043921,1.008068,1.1169204,0.99929523,0.97515583
32,0.012498617,5.957937240600586,0.97238004,0.99843657,1.0571845,1.0774081,0.9983552,1.0367655,1.174149,1.0102339,1.1138661,1.0020133,1.0057842,1.1114758,0.9968576,0.9784714
33,0.012498558,5.593129873275757,0.97238004,0.99843657,1.0571845,1.0774081,0.9983552,1.0367655,1.174149,1.0102339,1.1138661,1.0020133,1.0057842,1.1114758,0.9968576,0.9784714
34,0.012498558,5.61031699180603,0.97238004,0.99843657,1.0571845,1.0774081,0.9983552,1.0367655,1.174149,1.0102339,1.1138661,1.0020133,1.0057842,1.1114758,0.9968576,0.9784714
35,0.012498617,5.801357984542847,0.97238004,0.99843657,1.0571845,1.0774081,0.9983552,1.0367655,1.174149,1.0102339,1.1138661,1.0020133,1.0057842,1.1114758,0.9968576,0.9784714
36,0.012498617,5.5806944370269775,0.97238004,0.99843657,1.0571845,1.0774081,0.9983552,1.0367655,1.174149,1.0102339,1.1138661,1.0020133,1.0057842,1.1114758,0.9968576,0.9784714
37,0.01280427,6.030990123748779,0.97438776,0.99727863,1.0548825,1.078476,0.9954004,1.0384078,1.1702375,1.015396,1.1129202,1.0003047,1.0040567,1.1061383,0.9952549,0.98003364
38,0.013666034,5.731783151626587,0.9770415,0.9960711,1.0565312,1.0772536,0.99417883,1.0369856,1.1692647,1.0186262,1.1115237,1.0000658,1.0043505,1.1059364,0.9965386,0.9784886
39,0.015013158,5.750138282775879,0.9756366,0.996633,1.0581309,1.0652382,0.994791,1.0335838,1.1657072,1.004516,1.1130768,1.0047071,1.0065415,1.1126846,1.0020211,0.97402424
40,0.01514411,5.943570375442505,0.97592354,0.99677765,1.0619141,1.06816,0.9958142,1.031235,1.1715866,1.0067095,1.1101562,1.0038806,1.0057344,1.1176065,1.0032042,0.9731817
41,0.015144289,5.877726316452026,0.97592354,0.99677765,1.0619141,1.06816,0.9958142,1.031235,1.1715866,1.0067095,1.1101562,1.0038806,1.0057344,1.1176065,1.0032042,0.9731817
42,0.015144289,5.853106260299683,0.97592354,0.99677765,1.0619141,1.06816,0.9958142,1.031235,1.1715866,1.0067095,1.1101562,1.0038806,1.0057344,1.1176065,1.0032042,0.9731817
43,0.015144169,5.842701196670532,0.97592354,0.99677765,1.0619141,1.06816,0.9958142,1.031235,1.1715866,1.0067095,1.1101562,1.0038806,1.0057344,1.1176065,1.0032042,0.9731817
44,0.015144229,5.965204238891602,0.97592354,0.99677765,1.0619141,1.06816,0.9958142,1.031235,1.1715866,1.0067095,1.1101562,1.0038806,1.0057344,1.1176065,1.0032042,0.9731817
45,0.015144408,6.356277704238892,0.97592354,0.99677765,1.0619141,1.06816,0.9958142,1.031235,1.1715866,1.0067095,1.1101562,1.0038806,1.0057344,1.1176065,1.0032042,0.9731817
46,0.015147865,6.007550239562988,0.9758508,0.996775,1.0617285,1.0682263,0.99584275,1.0313346,1.17149,1.0066954,1.1102949,1.0038726,1.0057569,1.1173792,1.0030556,0.9732495
47,0.015147865,6.169779539108276,0.9758508,0.996775,1.0617285,1.0682263,0.99584275,1.0313346,1.17149,1.0066954,1.1102949,1.0038726,1.0057569,1.1173792,1.0030556,0.9732495
48,0.0153512955,6.238378047943115,0.9786943,0.9956032,1.0611203,1.077614,0.9940496,1.0344448,1.1737328,1.0216023,1.1078808,0.9994338,1.0014892,1.111408,0.9994743,0.97822094
49,0.015406609,5.813842535018921,0.9795422,0.9953428,1.0596586,1.0755562,0.9925946,1.035794,1.169879,1.0216687,1.1086403,0.9996705,1.0014205,1.1087284,0.99953175,0.97882473
50,0.015406609,6.015269756317139,0.9795422,0.9953428,1.0596586,1.0755562,0.9925946,1.035794,1.169879,1.0216687,1.1086403,0.9996705,1.0014205,1.1087284,0.99953175,0.97882473
51,0.015406609,5.918155670166016,0.9795422,0.9953428,1.0596586,1.0755562,0.9925946,1.035794,1.169879,1.0216687,1.1086403,0.9996705,1.0014205,1.1087284,0.99953175,0.97882473
52,0.015406549,5.976441383361816,0.9795422,0.9953428,1.0596586,1.0755562,0.9925946,1.035794,1.169879,1.0216687,1.1086403,0.9996705,1.0014205,1.1087284,0.99953175,0.97882473
