n_fn_0,n_fn_1,n_fn_2,n_fn_3,n_fn_4,n_fn_5,n_fn_6,n_fn_7,n_fn_8,n_fn_9,n_fn_10,n_fn_11,used_inputs_fraction,active_fraction,n_one_arity,n_two_arity,run_name,seed,w,opt,problem
3,4,4,3,3,7,4,6,6,5,2,6,1.0,0.53,39,14,ga2_nikuradse_1_gaussian_wfn_bfn_1,1,_wfn_bfn,gaussian,nikuradse_1
4,6,1,4,4,6,2,7,6,7,5,4,1.0,0.56,41,15,ga2_nikuradse_1_gaussian_win_bfn_1,1,_win_bfn,gaussian,nikuradse_1
3,4,4,3,3,7,4,6,6,5,2,6,1.0,0.53,39,14,ga2_nikuradse_1_gaussian_wfn_bin_1,1,_wfn_bin,gaussian,nikuradse_1
4,6,1,4,4,6,2,7,6,7,5,4,1.0,0.56,41,15,ga2_nikuradse_1_gaussian_win_bin_1,1,_win_bin,gaussian,nikuradse_1
6,2,5,5,3,2,6,5,7,4,3,3,1.0,0.51,33,18,ga2_nikuradse_1_gaussian_1,1,,gaussian,nikuradse_1
10,3,2,6,4,4,3,1,5,6,2,4,1.0,0.5,29,21,ga2_nikuradse_1_adam_wfn_2,2,_wfn,adam,nikuradse_1
7,11,3,4,3,4,3,4,4,5,4,0,1.0,0.52,27,25,ga2_nikuradse_1_adam_win_2,2,_win,adam,nikuradse_1
10,3,2,6,4,4,3,1,5,6,2,4,1.0,0.5,29,21,ga2_nikuradse_1_adam_wfn_bfn_2,2,_wfn_bfn,adam,nikuradse_1
7,11,3,4,3,4,3,4,4,5,4,0,1.0,0.52,27,25,ga2_nikuradse_1_adam_win_bfn_2,2,_win_bfn,adam,nikuradse_1
10,3,2,6,4,4,3,1,5,6,2,4,1.0,0.5,29,21,ga2_nikuradse_1_adam_wfn_bin_2,2,_wfn_bin,adam,nikuradse_1
7,11,3,4,3,4,3,4,4,5,4,0,1.0,0.52,27,25,ga2_nikuradse_1_adam_win_bin_2,2,_win_bin,adam,nikuradse_1
5,3,2,3,6,7,6,3,6,5,3,4,1.0,0.53,40,13,ga2_nikuradse_1_gaussian_wfn_2,2,_wfn,gaussian,nikuradse_1
4,1,6,4,5,5,4,3,2,7,6,5,1.0,0.52,37,15,ga2_nikuradse_1_gaussian_win_2,2,_win,gaussian,nikuradse_1
5,3,2,3,6,7,6,3,6,5,3,4,1.0,0.53,40,13,ga2_nikuradse_1_gaussian_wfn_bfn_2,2,_wfn_bfn,gaussian,nikuradse_1
4,1,6,4,5,5,4,3,2,7,6,5,1.0,0.52,37,15,ga2_nikuradse_1_gaussian_win_bfn_2,2,_win_bfn,gaussian,nikuradse_1
5,3,2,3,6,7,6,3,6,5,3,4,1.0,0.53,40,13,ga2_nikuradse_1_gaussian_wfn_bin_2,2,_wfn_bin,gaussian,nikuradse_1
4,1,6,4,5,5,4,3,2,7,6,5,1.0,0.52,37,15,ga2_nikuradse_1_gaussian_win_bin_2,2,_win_bin,gaussian,nikuradse_1
2,6,4,2,5,2,10,1,4,6,3,6,1.0,0.51,37,14,ga2_nikuradse_1_gaussian_2,2,,gaussian,nikuradse_1
6,5,7,7,3,3,1,6,3,1,3,3,1.0,0.48,23,25,ga2_nikuradse_1_adam_wfn_3,3,_wfn,adam,nikuradse_1
1,6,4,4,5,3,4,8,7,4,7,3,1.0,0.56,41,15,ga2_nikuradse_1_adam_win_3,3,_win,adam,nikuradse_1
6,5,7,7,3,3,1,6,3,1,3,3,1.0,0.48,23,25,ga2_nikuradse_1_adam_wfn_bfn_3,3,_wfn_bfn,adam,nikuradse_1
1,6,4,4,5,3,4,8,7,4,7,3,1.0,0.56,41,15,ga2_nikuradse_1_adam_win_bfn_3,3,_win_bfn,adam,nikuradse_1
6,5,7,7,3,3,1,6,3,1,3,3,1.0,0.48,23,25,ga2_nikuradse_1_adam_wfn_bin_3,3,_wfn_bin,adam,nikuradse_1
1,6,4,4,5,3,4,8,7,4,7,3,1.0,0.56,41,15,ga2_nikuradse_1_adam_win_bin_3,3,_win_bin,adam,nikuradse_1
4,5,4,1,3,10,4,2,5,1,9,0,1.0,0.48,34,14,ga2_nikuradse_1_gaussian_wfn_3,3,_wfn,gaussian,nikuradse_1
2,2,4,5,3,6,3,3,6,8,5,5,1.0,0.52,39,13,ga2_nikuradse_1_gaussian_win_3,3,_win,gaussian,nikuradse_1
4,5,4,1,3,10,4,2,5,1,9,0,1.0,0.48,34,14,ga2_nikuradse_1_gaussian_wfn_bfn_3,3,_wfn_bfn,gaussian,nikuradse_1
2,2,4,5,3,6,3,3,6,8,5,5,1.0,0.52,39,13,ga2_nikuradse_1_gaussian_win_bfn_3,3,_win_bfn,gaussian,nikuradse_1
4,5,4,1,3,10,4,2,5,1,9,0,1.0,0.48,34,14,ga2_nikuradse_1_gaussian_wfn_bin_3,3,_wfn_bin,gaussian,nikuradse_1
2,2,4,5,3,6,3,3,6,8,5,5,1.0,0.52,39,13,ga2_nikuradse_1_gaussian_win_bin_3,3,_win_bin,gaussian,nikuradse_1
3,5,5,4,3,4,4,2,5,7,6,4,1.0,0.52,35,17,ga2_nikuradse_1_gaussian_3,3,,gaussian,nikuradse_1
8,6,7,5,4,5,2,7,3,2,4,4,1.0,0.57,31,26,ga2_nikuradse_1_adam_wfn_4,4,_wfn,adam,nikuradse_1
3,3,8,7,2,4,5,0,2,7,3,6,1.0,0.5,29,21,ga2_nikuradse_1_adam_win_4,4,_win,adam,nikuradse_1
8,6,7,5,4,5,2,7,3,2,4,4,1.0,0.57,31,26,ga2_nikuradse_1_adam_wfn_bfn_4,4,_wfn_bfn,adam,nikuradse_1
3,3,8,7,2,4,5,0,2,7,3,6,1.0,0.5,29,21,ga2_nikuradse_1_adam_win_bfn_4,4,_win_bfn,adam,nikuradse_1
8,6,7,5,4,5,2,7,3,2,4,4,1.0,0.57,31,26,ga2_nikuradse_1_adam_wfn_bin_4,4,_wfn_bin,adam,nikuradse_1
3,3,8,7,2,4,5,0,2,7,3,6,1.0,0.5,29,21,ga2_nikuradse_1_adam_win_bin_4,4,_win_bin,adam,nikuradse_1
9,4,8,7,3,3,2,4,1,4,6,3,1.0,0.54,26,28,ga2_nikuradse_1_gaussian_wfn_4,4,_wfn,gaussian,nikuradse_1
4,2,7,5,5,8,2,6,6,5,6,2,1.0,0.58,40,18,ga2_nikuradse_1_gaussian_win_4,4,_win,gaussian,nikuradse_1
9,4,8,7,3,3,2,4,1,4,6,3,1.0,0.54,26,28,ga2_nikuradse_1_gaussian_wfn_bfn_4,4,_wfn_bfn,gaussian,nikuradse_1
4,2,7,5,5,8,2,6,6,5,6,2,1.0,0.58,40,18,ga2_nikuradse_1_gaussian_win_bfn_4,4,_win_bfn,gaussian,nikuradse_1
9,4,8,7,3,3,2,4,1,4,6,3,1.0,0.54,26,28,ga2_nikuradse_1_gaussian_wfn_bin_4,4,_wfn_bin,gaussian,nikuradse_1
4,2,7,5,5,8,2,6,6,5,6,2,1.0,0.58,40,18,ga2_nikuradse_1_gaussian_win_bin_4,4,_win_bin,gaussian,nikuradse_1
4,4,7,4,6,3,10,4,5,2,4,2,1.0,0.55,36,19,ga2_nikuradse_1_gaussian_4,4,,gaussian,nikuradse_1
4,8,2,3,5,7,4,2,4,5,6,4,1.0,0.54,37,17,ga2_nikuradse_1_adam_wfn_5,5,_wfn,adam,nikuradse_1
5,5,2,4,5,2,3,4,5,6,7,5,1.0,0.53,37,16,ga2_nikuradse_1_adam_win_5,5,_win,adam,nikuradse_1
4,8,2,3,5,7,4,2,4,5,6,4,1.0,0.54,37,17,ga2_nikuradse_1_adam_wfn_bfn_5,5,_wfn_bfn,adam,nikuradse_1
5,5,2,4,5,2,3,4,5,6,7,5,1.0,0.53,37,16,ga2_nikuradse_1_adam_win_bfn_5,5,_win_bfn,adam,nikuradse_1
4,8,2,3,5,7,4,2,4,5,6,4,1.0,0.54,37,17,ga2_nikuradse_1_adam_wfn_bin_5,5,_wfn_bin,adam,nikuradse_1
5,5,2,4,5,2,3,4,5,6,7,5,1.0,0.53,37,16,ga2_nikuradse_1_adam_win_bin_5,5,_win_bin,adam,nikuradse_1
6,5,5,3,6,6,6,1,4,8,4,7,1.0,0.61,42,19,ga2_nikuradse_1_gaussian_wfn_5,5,_wfn,gaussian,nikuradse_1
3,7,3,6,6,6,2,2,4,1,3,2,1.0,0.45,26,19,ga2_nikuradse_1_gaussian_win_5,5,_win,gaussian,nikuradse_1
6,5,5,3,6,6,6,1,4,8,4,7,1.0,0.61,42,19,ga2_nikuradse_1_gaussian_wfn_bfn_5,5,_wfn_bfn,gaussian,nikuradse_1
3,7,3,6,6,6,2,2,4,1,3,2,1.0,0.45,26,19,ga2_nikuradse_1_gaussian_win_bfn_5,5,_win_bfn,gaussian,nikuradse_1
6,5,5,3,6,6,6,1,4,8,4,7,1.0,0.61,42,19,ga2_nikuradse_1_gaussian_wfn_bin_5,5,_wfn_bin,gaussian,nikuradse_1
3,7,3,6,6,6,2,2,4,1,3,2,1.0,0.45,26,19,ga2_nikuradse_1_gaussian_win_bin_5,5,_win_bin,gaussian,nikuradse_1
5,10,2,5,3,3,8,2,6,3,6,1,1.0,0.54,32,22,ga2_nikuradse_1_gaussian_5,5,,gaussian,nikuradse_1
6,3,5,5,1,6,3,4,3,9,3,2,1.0,0.5,31,19,ga2_nikuradse_1_adam_wfn_6,6,_wfn,adam,nikuradse_1
7,2,4,3,3,7,3,4,7,3,8,2,1.0,0.53,37,16,ga2_nikuradse_1_adam_win_6,6,_win,adam,nikuradse_1
6,3,5,5,1,6,3,4,3,9,3,2,1.0,0.5,31,19,ga2_nikuradse_1_adam_wfn_bfn_6,6,_wfn_bfn,adam,nikuradse_1
7,2,4,3,3,7,3,4,7,3,8,2,1.0,0.53,37,16,ga2_nikuradse_1_adam_win_bfn_6,6,_win_bfn,adam,nikuradse_1
6,3,5,5,1,6,3,4,3,9,3,2,1.0,0.5,31,19,ga2_nikuradse_1_adam_wfn_bin_6,6,_wfn_bin,adam,nikuradse_1
7,2,4,3,3,7,3,4,7,3,8,2,1.0,0.53,37,16,ga2_nikuradse_1_adam_win_bin_6,6,_win_bin,adam,nikuradse_1
7,4,4,2,2,4,4,6,6,8,1,5,1.0,0.53,36,17,ga2_nikuradse_1_gaussian_wfn_6,6,_wfn,gaussian,nikuradse_1
8,3,9,10,4,4,2,5,4,2,3,2,1.0,0.56,26,30,ga2_nikuradse_1_gaussian_win_6,6,_win,gaussian,nikuradse_1
7,4,4,2,2,4,4,6,6,8,1,5,1.0,0.53,36,17,ga2_nikuradse_1_gaussian_wfn_bfn_6,6,_wfn_bfn,gaussian,nikuradse_1
8,3,9,10,4,4,2,5,4,2,3,2,1.0,0.56,26,30,ga2_nikuradse_1_gaussian_win_bfn_6,6,_win_bfn,gaussian,nikuradse_1
7,4,4,2,2,4,4,6,6,8,1,5,1.0,0.53,36,17,ga2_nikuradse_1_gaussian_wfn_bin_6,6,_wfn_bin,gaussian,nikuradse_1
8,3,9,10,4,4,2,5,4,2,3,2,1.0,0.56,26,30,ga2_nikuradse_1_gaussian_win_bin_6,6,_win_bin,gaussian,nikuradse_1
2,3,4,2,6,8,4,4,6,5,4,4,1.0,0.52,41,11,ga2_nikuradse_1_gaussian_6,6,,gaussian,nikuradse_1
5,2,5,5,5,4,6,2,9,7,2,5,1.0,0.57,40,17,ga2_nikuradse_1_adam_wfn_7,7,_wfn,adam,nikuradse_1
4,7,3,4,6,4,4,4,5,4,6,3,1.0,0.54,36,18,ga2_nikuradse_1_adam_win_7,7,_win,adam,nikuradse_1
5,2,5,5,5,4,6,2,9,7,2,5,1.0,0.57,40,17,ga2_nikuradse_1_adam_wfn_bfn_7,7,_wfn_bfn,adam,nikuradse_1
4,7,3,4,6,4,4,4,5,4,6,3,1.0,0.54,36,18,ga2_nikuradse_1_adam_win_bfn_7,7,_win_bfn,adam,nikuradse_1
5,2,5,5,5,4,6,2,9,7,2,5,1.0,0.57,40,17,ga2_nikuradse_1_adam_wfn_bin_7,7,_wfn_bin,adam,nikuradse_1
4,7,3,4,6,4,4,4,5,4,6,3,1.0,0.54,36,18,ga2_nikuradse_1_adam_win_bin_7,7,_win_bin,adam,nikuradse_1
5,7,4,3,5,3,3,3,7,5,7,3,1.0,0.55,36,19,ga2_nikuradse_1_gaussian_wfn_7,7,_wfn,gaussian,nikuradse_1
6,6,3,1,4,3,6,7,6,4,2,3,1.0,0.51,35,16,ga2_nikuradse_1_gaussian_win_7,7,_win,gaussian,nikuradse_1
5,7,4,3,5,3,3,3,7,5,7,3,1.0,0.55,36,19,ga2_nikuradse_1_gaussian_wfn_bfn_7,7,_wfn_bfn,gaussian,nikuradse_1
6,6,3,1,4,3,6,7,6,4,2,3,1.0,0.51,35,16,ga2_nikuradse_1_gaussian_win_bfn_7,7,_win_bfn,gaussian,nikuradse_1
5,7,4,3,5,3,3,3,7,5,7,3,1.0,0.55,36,19,ga2_nikuradse_1_gaussian_wfn_bin_7,7,_wfn_bin,gaussian,nikuradse_1
6,6,3,1,4,3,6,7,6,4,2,3,1.0,0.51,35,16,ga2_nikuradse_1_gaussian_win_bin_7,7,_win_bin,gaussian,nikuradse_1
7,8,5,2,4,3,1,6,1,7,9,4,1.0,0.57,35,22,ga2_nikuradse_1_gaussian_7,7,,gaussian,nikuradse_1
6,3,4,1,2,5,7,5,3,4,8,4,1.0,0.52,38,14,ga2_nikuradse_1_adam_wfn_8,8,_wfn,adam,nikuradse_1
5,6,7,4,3,3,6,5,3,3,7,3,1.0,0.55,33,22,ga2_nikuradse_1_adam_win_8,8,_win,adam,nikuradse_1
6,3,4,1,2,5,7,5,3,4,8,4,1.0,0.52,38,14,ga2_nikuradse_1_adam_wfn_bfn_8,8,_wfn_bfn,adam,nikuradse_1
5,6,7,4,3,3,6,5,3,3,7,3,1.0,0.55,33,22,ga2_nikuradse_1_adam_win_bfn_8,8,_win_bfn,adam,nikuradse_1
6,3,4,1,2,5,7,5,3,4,8,4,1.0,0.52,38,14,ga2_nikuradse_1_adam_wfn_bin_8,8,_wfn_bin,adam,nikuradse_1
5,6,7,4,3,3,6,5,3,3,7,3,1.0,0.55,33,22,ga2_nikuradse_1_adam_win_bin_8,8,_win_bin,adam,nikuradse_1
5,1,5,2,5,4,4,6,8,5,8,3,1.0,0.56,43,13,ga2_nikuradse_1_gaussian_wfn_8,8,_wfn,gaussian,nikuradse_1
5,3,5,6,5,5,5,2,8,4,4,4,1.0,0.56,37,19,ga2_nikuradse_1_gaussian_win_8,8,_win,gaussian,nikuradse_1
5,1,5,2,5,4,4,6,8,5,8,3,1.0,0.56,43,13,ga2_nikuradse_1_gaussian_wfn_bfn_8,8,_wfn_bfn,gaussian,nikuradse_1
5,3,5,6,5,5,5,2,8,4,4,4,1.0,0.56,37,19,ga2_nikuradse_1_gaussian_win_bfn_8,8,_win_bfn,gaussian,nikuradse_1
5,1,5,2,5,4,4,6,8,5,8,3,1.0,0.56,43,13,ga2_nikuradse_1_gaussian_wfn_bin_8,8,_wfn_bin,gaussian,nikuradse_1
5,3,5,6,5,5,5,2,8,4,4,4,1.0,0.56,37,19,ga2_nikuradse_1_gaussian_win_bin_8,8,_win_bin,gaussian,nikuradse_1
8,9,1,4,1,4,6,2,7,7,7,2,1.0,0.58,36,22,ga2_nikuradse_1_gaussian_8,8,,gaussian,nikuradse_1
10,4,2,5,2,3,4,5,5,7,3,1,1.0,0.51,30,21,ga2_nikuradse_1_adam_wfn_9,9,_wfn,adam,nikuradse_1
8,3,5,6,1,7,5,4,4,2,4,4,1.0,0.53,31,22,ga2_nikuradse_1_adam_win_9,9,_win,adam,nikuradse_1
10,4,2,5,2,3,4,5,5,7,3,1,1.0,0.51,30,21,ga2_nikuradse_1_adam_wfn_bfn_9,9,_wfn_bfn,adam,nikuradse_1
8,3,5,6,1,7,5,4,4,2,4,4,1.0,0.53,31,22,ga2_nikuradse_1_adam_win_bfn_9,9,_win_bfn,adam,nikuradse_1
10,4,2,5,2,3,4,5,5,7,3,1,1.0,0.51,30,21,ga2_nikuradse_1_adam_wfn_bin_9,9,_wfn_bin,adam,nikuradse_1
8,3,5,6,1,7,5,4,4,2,4,4,1.0,0.53,31,22,ga2_nikuradse_1_adam_win_bin_9,9,_win_bin,adam,nikuradse_1
5,3,7,4,4,8,5,4,4,3,2,2,1.0,0.51,32,19,ga2_nikuradse_1_gaussian_wfn_9,9,_wfn,gaussian,nikuradse_1
3,3,2,9,5,4,5,3,2,9,8,3,1.0,0.56,39,17,ga2_nikuradse_1_gaussian_win_9,9,_win,gaussian,nikuradse_1
5,3,7,4,4,8,5,4,4,3,2,2,1.0,0.51,32,19,ga2_nikuradse_1_gaussian_wfn_bfn_9,9,_wfn_bfn,gaussian,nikuradse_1
3,3,2,9,5,4,5,3,2,9,8,3,1.0,0.56,39,17,ga2_nikuradse_1_gaussian_win_bfn_9,9,_win_bfn,gaussian,nikuradse_1
5,3,7,4,4,8,5,4,4,3,2,2,1.0,0.51,32,19,ga2_nikuradse_1_gaussian_wfn_bin_9,9,_wfn_bin,gaussian,nikuradse_1
3,3,2,9,5,4,5,3,2,9,8,3,1.0,0.56,39,17,ga2_nikuradse_1_gaussian_win_bin_9,9,_win_bin,gaussian,nikuradse_1
3,3,5,6,7,3,7,2,6,2,6,6,1.0,0.56,39,17,ga2_nikuradse_1_gaussian_9,9,,gaussian,nikuradse_1
4,2,7,8,1,7,4,3,8,5,3,5,1.0,0.57,36,21,ga2_nikuradse_1_adam_wfn_10,10,_wfn,adam,nikuradse_1
5,6,7,2,2,5,5,5,2,6,3,6,1.0,0.54,34,20,ga2_nikuradse_1_adam_win_10,10,_win,adam,nikuradse_1
4,2,7,8,1,7,4,3,8,5,3,5,1.0,0.57,36,21,ga2_nikuradse_1_adam_wfn_bfn_10,10,_wfn_bfn,adam,nikuradse_1
5,6,7,2,2,5,5,5,2,6,3,6,1.0,0.54,34,20,ga2_nikuradse_1_adam_win_bfn_10,10,_win_bfn,adam,nikuradse_1
4,2,7,8,1,7,4,3,8,5,3,5,1.0,0.57,36,21,ga2_nikuradse_1_adam_wfn_bin_10,10,_wfn_bin,adam,nikuradse_1
5,6,7,2,2,5,5,5,2,6,3,6,1.0,0.54,34,20,ga2_nikuradse_1_adam_win_bin_10,10,_win_bin,adam,nikuradse_1
7,5,4,6,8,4,3,2,3,6,2,4,1.0,0.54,32,22,ga2_nikuradse_1_gaussian_wfn_10,10,_wfn,gaussian,nikuradse_1
2,6,1,1,3,7,6,3,5,6,12,2,1.0,0.54,44,10,ga2_nikuradse_1_gaussian_win_10,10,_win,gaussian,nikuradse_1
7,5,4,6,8,4,3,2,3,6,2,4,1.0,0.54,32,22,ga2_nikuradse_1_gaussian_wfn_bfn_10,10,_wfn_bfn,gaussian,nikuradse_1
2,6,1,1,3,7,6,3,5,6,12,2,1.0,0.54,44,10,ga2_nikuradse_1_gaussian_win_bfn_10,10,_win_bfn,gaussian,nikuradse_1
7,5,4,6,8,4,3,2,3,6,2,4,1.0,0.54,32,22,ga2_nikuradse_1_gaussian_wfn_bin_10,10,_wfn_bin,gaussian,nikuradse_1
2,6,1,1,3,7,6,3,5,6,12,2,1.0,0.54,44,10,ga2_nikuradse_1_gaussian_win_bin_10,10,_win_bin,gaussian,nikuradse_1
5,6,4,0,4,4,5,6,7,7,5,1,1.0,0.54,39,15,ga2_nikuradse_1_gaussian_10,10,,gaussian,nikuradse_1
6,7,4,4,3,4,7,3,4,4,6,4,1.0,0.56,35,21,ga2_nikuradse_1_adam_wfn_11,11,_wfn,adam,nikuradse_1
1,8,6,8,3,4,3,6,9,3,2,2,1.0,0.55,32,23,ga2_nikuradse_1_adam_win_11,11,_win,adam,nikuradse_1
6,7,4,4,3,4,7,3,4,4,6,4,1.0,0.56,35,21,ga2_nikuradse_1_adam_wfn_bfn_11,11,_wfn_bfn,adam,nikuradse_1
1,8,6,8,3,4,3,6,9,3,2,2,1.0,0.55,32,23,ga2_nikuradse_1_adam_win_bfn_11,11,_win_bfn,adam,nikuradse_1
6,7,4,4,3,4,7,3,4,4,6,4,1.0,0.56,35,21,ga2_nikuradse_1_adam_wfn_bin_11,11,_wfn_bin,adam,nikuradse_1
1,8,6,8,3,4,3,6,9,3,2,2,1.0,0.55,32,23,ga2_nikuradse_1_adam_win_bin_11,11,_win_bin,adam,nikuradse_1
5,4,0,13,6,3,2,3,2,5,6,7,1.0,0.56,34,22,ga2_nikuradse_1_gaussian_wfn_11,11,_wfn,gaussian,nikuradse_1
0,5,5,2,6,5,5,2,6,7,5,7,1.0,0.55,43,12,ga2_nikuradse_1_gaussian_win_11,11,_win,gaussian,nikuradse_1
5,4,0,13,6,3,2,3,2,5,6,7,1.0,0.56,34,22,ga2_nikuradse_1_gaussian_wfn_bfn_11,11,_wfn_bfn,gaussian,nikuradse_1
0,5,5,2,6,5,5,2,6,7,5,7,1.0,0.55,43,12,ga2_nikuradse_1_gaussian_win_bfn_11,11,_win_bfn,gaussian,nikuradse_1
5,4,0,13,6,3,2,3,2,5,6,7,1.0,0.56,34,22,ga2_nikuradse_1_gaussian_wfn_bin_11,11,_wfn_bin,gaussian,nikuradse_1
0,5,5,2,6,5,5,2,6,7,5,7,1.0,0.55,43,12,ga2_nikuradse_1_gaussian_win_bin_11,11,_win_bin,gaussian,nikuradse_1
1,7,4,6,5,3,3,4,9,3,8,6,1.0,0.59,41,18,ga2_nikuradse_1_gaussian_11,11,,gaussian,nikuradse_1
4,4,3,5,6,3,7,4,9,0,4,7,1.0,0.56,40,16,ga2_nikuradse_1_adam_wfn_12,12,_wfn,adam,nikuradse_1
6,2,2,4,4,4,5,4,9,5,6,2,1.0,0.53,39,14,ga2_nikuradse_1_adam_win_12,12,_win,adam,nikuradse_1
4,4,3,5,6,3,7,4,9,0,4,7,1.0,0.56,40,16,ga2_nikuradse_1_adam_wfn_bfn_12,12,_wfn_bfn,adam,nikuradse_1
6,2,2,4,4,4,5,4,9,5,6,2,1.0,0.53,39,14,ga2_nikuradse_1_adam_win_bfn_12,12,_win_bfn,adam,nikuradse_1
4,4,3,5,6,3,7,4,9,0,4,7,1.0,0.56,40,16,ga2_nikuradse_1_adam_wfn_bin_12,12,_wfn_bin,adam,nikuradse_1
6,2,2,4,4,4,5,4,9,5,6,2,1.0,0.53,39,14,ga2_nikuradse_1_adam_win_bin_12,12,_win_bin,adam,nikuradse_1
3,2,3,7,4,3,3,6,6,9,2,7,1.0,0.55,40,15,ga2_nikuradse_1_gaussian_wfn_12,12,_wfn,gaussian,nikuradse_1
2,4,4,5,5,5,5,7,5,3,4,3,1.0,0.52,37,15,ga2_nikuradse_1_gaussian_win_12,12,_win,gaussian,nikuradse_1
3,2,3,7,4,3,3,6,6,9,2,7,1.0,0.55,40,15,ga2_nikuradse_1_gaussian_wfn_bfn_12,12,_wfn_bfn,gaussian,nikuradse_1
2,4,4,5,5,5,5,7,5,3,4,3,1.0,0.52,37,15,ga2_nikuradse_1_gaussian_win_bfn_12,12,_win_bfn,gaussian,nikuradse_1
3,2,3,7,4,3,3,6,6,9,2,7,1.0,0.55,40,15,ga2_nikuradse_1_gaussian_wfn_bin_12,12,_wfn_bin,gaussian,nikuradse_1
2,4,4,5,5,5,5,7,5,3,4,3,1.0,0.52,37,15,ga2_nikuradse_1_gaussian_win_bin_12,12,_win_bin,gaussian,nikuradse_1
3,5,3,5,2,5,3,7,3,5,5,1,1.0,0.47,31,16,ga2_nikuradse_1_gaussian_12,12,,gaussian,nikuradse_1
9,3,3,7,4,1,5,8,4,7,1,1,1.0,0.53,31,22,ga2_nikuradse_1_adam_wfn_13,13,_wfn,adam,nikuradse_1
4,2,1,5,3,5,3,5,7,6,6,4,1.0,0.51,39,12,ga2_nikuradse_1_adam_win_13,13,_win,adam,nikuradse_1
9,3,3,7,4,1,5,8,4,7,1,1,1.0,0.53,31,22,ga2_nikuradse_1_adam_wfn_bfn_13,13,_wfn_bfn,adam,nikuradse_1
4,2,1,5,3,5,3,5,7,6,6,4,1.0,0.51,39,12,ga2_nikuradse_1_adam_win_bfn_13,13,_win_bfn,adam,nikuradse_1
9,3,3,7,4,1,5,8,4,7,1,1,1.0,0.53,31,22,ga2_nikuradse_1_adam_wfn_bin_13,13,_wfn_bin,adam,nikuradse_1
