iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.0334087,0.0,1.534756,199.63026,1.6008413,0.3700065,1.2908317,10.627773,1.174127,2.2508454
1,0.048959255,1.9719154834747314,1.7486067,169.55583,1.822817,1.2232639,0.28664124,8.739642,1.6604662,1.1646807
2,0.033939183,1.9187605381011963,1.7486067,169.55583,1.822817,1.2232639,0.28664124,8.739642,1.6604662,1.1646807
3,0.04482144,1.8462979793548584,1.534756,199.63026,1.6008413,0.3700065,1.2908317,10.627773,1.174127,2.2508454
4,0.033464015,1.8752610683441162,1.6904281,180.6838,1.7537929,0.69284505,1.1808785,9.494099,0.7939945,1.8838918
5,0.033391714,1.863337755203247,1.7458049,169.57132,1.8199869,1.2218553,0.28641027,8.739197,1.6601754,1.1645877
6,0.033504188,2.0384278297424316,1.6877196,180.70032,1.75107,0.69204724,1.1799271,9.493614,0.7938554,1.8837415
7,0.04500985,1.8479900360107422,1.7500231,169.59953,1.8245738,1.2235234,0.28705382,8.744845,1.6601944,1.1652852
8,0.03263712,1.8604052066802979,1.7486295,169.5337,1.8232728,1.222756,0.28675583,8.750578,1.6605198,1.1647187
9,0.038594723,1.9215624332427979,1.7501584,169.70291,1.8246325,1.2235231,0.28704387,8.751099,1.6601847,1.1653352
10,0.04090029,1.7595431804656982,1.7473963,169.74203,1.8218541,1.2225128,0.2865679,8.749764,1.6605284,1.1644493
11,0.04895699,2.0476105213165283,1.7494684,169.6733,1.8240781,1.223304,0.28685004,8.750873,1.6599424,1.1650394
12,0.037579834,1.686614751815796,1.7480314,165.18645,1.822205,1.2219375,0.28654462,8.751079,1.6597854,1.1640998
13,0.034608543,1.9126958847045898,1.7443439,169.73651,1.8186817,1.2182033,0.28666493,8.748943,1.6583182,1.1652592
14,0.038103938,1.9514780044555664,1.7475878,169.72925,1.8221159,1.2213006,0.28690436,8.75091,1.6603067,1.1649784
15,0.033506155,1.9077820777893066,1.7479764,166.56296,1.8224573,1.2217917,0.28678015,8.749181,1.6603909,1.1651781
16,0.039971113,2.109376907348633,1.7450222,169.76286,1.819107,1.2217644,0.2862552,8.74777,1.6605225,1.1626034
17,0.042109907,1.948328971862793,1.74943,169.72662,1.8239728,1.2231438,0.28687298,8.751088,1.6602215,1.1649011
18,0.044391513,1.9686834812164307,1.7501742,169.71367,1.8246099,1.2235239,0.28706628,8.749378,1.6583747,1.1651095
19,0.036084414,1.8879435062408447,1.7501053,169.68672,1.8245031,1.2235225,0.28686672,8.7507,1.6602795,1.1645707
20,0.02953893,1.9118320941925049,1.7477938,169.72179,1.8223062,1.2224303,0.28667217,8.750979,1.659904,1.1643308
21,0.03634101,1.9510183334350586,1.7482923,169.61891,1.8234566,1.2233384,0.286709,8.750836,1.6603377,1.1653028
22,0.03343457,1.9334156513214111,1.7482834,169.69444,1.8228422,1.2225944,0.2869595,8.749671,1.6602914,1.1653192
23,0.03486699,1.9551568031311035,1.7499824,169.72046,1.8244172,1.2235147,0.28689504,8.749939,1.6598848,1.1644607
24,0.032600105,1.8870246410369873,1.7494973,169.77231,1.8240175,1.2216877,0.2870573,8.745582,1.6572818,1.1653162
25,0.03006792,1.9016315937042236,1.7484363,169.77089,1.8231243,1.2225053,0.28693077,8.750282,1.6596285,1.1651654
26,0.03607744,2.020265817642212,1.7501314,169.69545,1.8245119,1.2235012,0.28702503,8.74309,1.659881,1.1648635
27,0.03374058,1.7059338092803955,1.749995,169.70279,1.8242311,1.223375,0.2868319,8.750921,1.6605262,1.1640888
28,0.042370677,1.8122801780700684,1.7485126,169.77661,1.8234097,1.2229952,0.2867935,8.750945,1.660505,1.1650925
29,0.050801635,1.8418078422546387,1.74994,169.6629,1.8242013,1.2234381,0.28706655,8.7418,1.6581945,1.1651304
30,0.036281347,2.01656436920166,1.7458804,166.9005,1.8202547,1.222959,0.28526157,8.749674,1.6605228,1.1608058
31,0.029665232,1.914644718170166,1.7496225,169.77708,1.8241847,1.2235098,0.28682947,8.74733,1.6605272,1.1647998
32,0.032572687,1.7913827896118164,1.7498437,166.1861,1.8242333,1.2232391,0.28705356,8.751048,1.6599959,1.1653317
33,0.040911496,1.9531688690185547,1.7500832,169.77487,1.8246121,1.2234926,0.2870476,8.750627,1.6597595,1.1652755
34,0.0424338,1.913388967514038,1.7490487,166.55463,1.8235526,1.2232834,0.28669465,8.750133,1.6603616,1.16383
35,0.048795044,1.846923828125,1.7456777,169.65668,1.8199402,1.2225882,0.28647825,8.7336645,1.660274,1.1650964
36,0.043953955,1.997657299041748,1.7481374,169.71982,1.8223333,1.223333,0.28628144,8.738513,1.6584486,1.164077
37,0.042022288,1.662374496459961,1.749668,169.76535,1.8240705,1.2234454,0.28668988,8.750981,1.6605275,1.1647817
38,0.042428553,1.8243768215179443,1.7487516,169.76186,1.8231086,1.2235138,0.28615594,8.748816,1.6593271,1.1628786
39,0.037864923,1.8375849723815918,1.748915,169.7392,1.8234538,1.2233245,0.28671205,8.746167,1.6605178,1.1652101
40,0.035537124,1.848867416381836,1.7483649,169.66426,1.8231227,1.2233386,0.28679168,8.7502,1.660514,1.1638979
