iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.093322754,0.0,1.5503312,188.98863,1.6121427,0.84739506,0.8444626,10.050983,1.5005342,1.8641785
1,0.09729254,1.8540675640106201,1.5503312,188.98863,1.6121427,0.84739506,0.8444626,10.050983,1.5005342,1.8641785
2,0.06784648,1.8642559051513672,1.5503312,188.98863,1.6121427,0.84739506,0.8444626,10.050983,1.5005342,1.8641785
3,0.08181661,1.7154619693756104,1.5503312,188.98863,1.6121427,0.84739506,0.8444626,10.050983,1.5005342,1.8641785
4,0.07160854,1.8998379707336426,1.5503312,188.98863,1.6121427,0.84739506,0.8444626,10.050983,1.5005342,1.8641785
5,0.08797145,1.8413982391357422,1.5503312,188.98863,1.6121427,0.84739506,0.8444626,10.050983,1.5005342,1.8641785
6,0.08289993,1.8902204036712646,1.5503312,188.98863,1.6121427,0.84739506,0.8444626,10.050983,1.5005342,1.8641785
7,0.105934024,2.0529942512512207,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
8,0.097260416,1.9067809581756592,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
9,0.08648467,1.86043119430542,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
10,0.09038383,1.830322504043579,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
11,0.09550065,1.817054033279419,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
12,0.08996469,3.239891529083252,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
13,0.09272915,1.8762304782867432,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
14,0.09613711,1.8639957904815674,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
15,0.11015326,1.7646193504333496,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
16,0.091064215,1.9851758480072021,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
17,0.10008532,1.8239719867706299,1.6558098,166.22697,1.7280636,0.7955827,0.72367203,8.9314,1.2200592,1.5500462
18,0.11085081,1.8076660633087158,1.5779166,175.41093,1.6481322,0.67889935,0.74246615,9.425255,1.2862512,1.7052457
19,0.121976554,1.902414083480835,1.5779166,175.41093,1.6481322,0.67889935,0.74246615,9.425255,1.2862512,1.7052457
20,0.11521757,1.7300586700439453,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
21,0.1084044,1.9686884880065918,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
22,0.11825836,1.8968727588653564,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
23,0.11515474,1.8030848503112793,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
24,0.11175591,1.9696784019470215,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
25,0.116033256,1.75996732711792,1.6132306,171.56465,1.6865073,0.691811,0.72003806,9.102406,1.2234083,1.6256384
26,0.11835319,1.8680484294891357,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
27,0.11726248,1.8524367809295654,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
28,0.114076674,1.7910425662994385,1.6132306,171.56465,1.6865073,0.691811,0.72003806,9.102406,1.2234083,1.6256384
29,0.11999279,1.9812021255493164,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
30,0.12119341,1.8846921920776367,1.6132306,171.56465,1.6865073,0.691811,0.72003806,9.102406,1.2234083,1.6256384
31,0.117441475,1.905264139175415,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
32,0.123212636,1.837435007095337,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
33,0.11775714,1.8343746662139893,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
34,0.11437678,1.8722400665283203,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
35,0.11257994,1.8090612888336182,1.6132306,171.56465,1.6865073,0.691811,0.72003806,9.102406,1.2234083,1.6256384
36,0.112603426,1.9319078922271729,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
37,0.12291551,1.8023157119750977,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
38,0.116818786,1.7589943408966064,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
39,0.11634952,1.761526346206665,1.6132306,171.56465,1.6865073,0.691811,0.72003806,9.102406,1.2234083,1.6256384
40,0.11340606,1.952033519744873,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
41,0.11872792,1.8519341945648193,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
42,0.11805773,1.9156482219696045,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
43,0.12103373,1.8867108821868896,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
44,0.115572155,1.8856706619262695,1.5951154,176.55878,1.6664895,0.6846266,0.732098,9.270171,1.2570685,1.6715671
