iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2
0,0.12030125,0.0,11.317142,1.2161515,1.0903386
1,0.120301306,1.124732255935669,11.317142,1.2161515,1.0903386
2,0.120301366,1.0843710899353027,11.317142,1.2161515,1.0903386
3,0.12030125,1.079590082168579,11.317142,1.2161515,1.0903386
4,0.120301366,1.077066421508789,11.317142,1.2161515,1.0903386
5,0.12030125,1.0412561893463135,11.317142,1.2161515,1.0903386
6,0.120301366,1.073957920074463,11.317142,1.2161515,1.0903386
7,0.12030119,1.1230790615081787,11.317142,1.2161515,1.0903386
8,0.120301306,1.0833265781402588,11.317142,1.2161515,1.0903386
9,0.12030119,1.039093017578125,11.317142,1.2161515,1.0903386
10,0.12030125,1.0736591815948486,11.317142,1.2161515,1.0903386
11,0.120301425,1.073427677154541,11.317142,1.2161515,1.0903386
12,0.120301366,1.0836923122406006,11.317142,1.2161515,1.0903386
13,0.12030125,1.0961406230926514,11.317142,1.2161515,1.0903386
14,0.12030119,1.2069075107574463,11.317142,1.2161515,1.0903386
15,0.120301306,1.0419375896453857,11.317142,1.2161515,1.0903386
16,0.120301306,1.1566228866577148,11.317142,1.2161515,1.0903386
17,0.120301425,1.1539442539215088,11.317142,1.2161515,1.0903386
18,0.120301366,1.0493474006652832,11.317142,1.2161515,1.0903386
19,0.12030119,1.0710856914520264,11.317142,1.2161515,1.0903386
20,0.120301425,1.0635597705841064,11.317142,1.2161515,1.0903386
21,0.12030119,1.0511724948883057,11.317142,1.2161515,1.0903386
22,0.12030119,1.0540926456451416,11.317142,1.2161515,1.0903386
23,0.120301306,1.048142910003662,11.317142,1.2161515,1.0903386
24,0.12030119,1.0549414157867432,11.317142,1.2161515,1.0903386
25,0.120301306,1.0968337059020996,11.317142,1.2161515,1.0903386
26,0.12199235,1.1123530864715576,14.072084,1.6966007,1.0088482
27,0.12199259,1.0855367183685303,14.072084,1.6966007,1.0088482
28,0.12199229,1.0203266143798828,14.072084,1.6966007,1.0088482
29,0.12199247,1.0289957523345947,14.072084,1.6966007,1.0088482
30,0.122816205,1.074528455734253,13.957095,1.6738557,1.0120255
31,0.13037974,1.035750389099121,15.233968,2.3655736,0.8901532
32,0.13037992,1.1488831043243408,15.233968,2.3655736,0.8901532
33,0.16459394,1.0188353061676025,11.74579,1.7775444,1.0184326
34,0.164594,0.9716081619262695,11.74579,1.7775444,1.0184326
35,0.16459394,1.0591623783111572,11.74579,1.7775444,1.0184326
36,0.16459394,1.0504164695739746,11.74579,1.7775444,1.0184326
37,0.16478944,1.0890605449676514,11.82703,1.7887776,1.015303
38,0.16478932,0.9883584976196289,11.82703,1.7887776,1.015303
39,0.16478932,1.0415542125701904,11.82703,1.7887776,1.015303
40,0.16478944,1.0387983322143555,11.82703,1.7887776,1.015303
41,0.16478944,1.0222036838531494,11.82703,1.7887776,1.015303
42,0.16507322,1.0096502304077148,12.20793,1.8434141,1.0007106
43,0.16507316,1.0104553699493408,12.20793,1.8434141,1.0007106
44,0.16507322,1.0176358222961426,12.20793,1.8434141,1.0007106
45,0.16507322,1.0426597595214844,12.20793,1.8434141,1.0007106
46,0.16507322,1.0725276470184326,12.20793,1.8434141,1.0007106
47,0.1650731,1.1054902076721191,12.20793,1.8434141,1.0007106
48,0.16507322,1.0344302654266357,12.20793,1.8434141,1.0007106
49,0.16507334,1.0290148258209229,12.20793,1.8434141,1.0007106
50,0.16507298,1.0777294635772705,12.20793,1.8434141,1.0007106
51,0.1650731,1.1138198375701904,12.20793,1.8434141,1.0007106
52,0.16507322,1.0558912754058838,12.20793,1.8434141,1.0007106
53,0.16507316,1.0497360229492188,12.20793,1.8434141,1.0007106
54,0.16507328,0.994330883026123,12.20793,1.8434141,1.0007106
