iteration,time,max_fitness,test_accuracy,previous_max_fitness,previous_test_accuracy,equation
0,105.07761359214783,0.99644697,0.99524933,0.99645644,0.9951553,o0 = <lambda>(1.37*abs(-1.49*(1.24*(0.44*(-0.87*(1.10*(0.1*0.52*(i0-i1))-i0)-0.68*(-2.90*log(0.30*(-0.82*(i1*0.32*(i1*i1))*0.67*log(i1)))*0.75*log(-0.87*(1.10*(0.1*0.52*(i0-i1))-i0))))--2.90*log(0.30*(-0.82*(i1*0.32*(i1*i1))*0.67*log(i1))))*1.36*exp(-0.01*abs(-0.86*(1.0--0.87*(1.10*(0.1*0.52*(i0-i1))-i0)))))))
