iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5
0,0.004747629,0.0,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
1,0.0047478676,6.318191051483154,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
2,0.004747629,6.26168417930603,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
3,0.0047477484,6.276184797286987,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
4,0.0047478676,6.534478664398193,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
5,0.0047477484,6.281736612319946,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
6,0.0047478676,6.419818639755249,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
7,0.0047477484,6.439977169036865,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
8,0.0047475696,6.470917701721191,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
9,0.0047478676,6.410393476486206,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
10,0.0047478676,6.420820474624634,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
11,0.004747629,6.348808288574219,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
12,0.0047475696,6.280459880828857,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
13,0.004747927,6.372408628463745,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
14,0.0047477484,6.548897743225098,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
15,0.004747629,6.298196792602539,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
16,0.0047478676,6.390974998474121,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
17,0.0047478676,6.390016317367554,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
18,0.004747927,6.3250415325164795,4.222267,48.147152,4.384995,0.7724499,3.6970222,30.942335
19,0.0047477484,6.404871940612793,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
20,0.0047477484,6.419656276702881,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
21,0.0047480464,6.274534225463867,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
22,0.0047478676,6.356149911880493,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
23,0.004747629,16.07500457763672,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
24,0.0047477484,6.361010789871216,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
25,0.004747927,6.340713024139404,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
26,0.0047478676,6.346211910247803,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
27,0.0047477484,6.392111301422119,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
28,0.004747927,6.387883901596069,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
29,0.0047478676,6.422869443893433,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
30,0.0047477484,6.429532051086426,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
31,0.004748106,6.399992227554321,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
32,0.0047475696,6.356869459152222,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
33,0.0047478676,6.461868047714233,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
34,0.004747927,6.450602054595947,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
35,0.004748106,6.468171834945679,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
36,0.0047478676,6.489057779312134,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
37,0.0047478676,6.418553590774536,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
38,0.0047477484,6.389323949813843,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
39,0.004747629,6.707114934921265,4.222265,48.147152,4.384995,0.7724499,3.6970222,30.942335
40,0.0048720837,6.495038747787476,4.33006,48.67016,4.3263035,0.8812648,3.679824,31.271486
41,0.0048722625,6.359173059463501,4.33006,48.67016,4.3263035,0.8812648,3.679824,31.271486
42,0.0048720837,6.3818652629852295,4.33006,48.67016,4.3263035,0.8812648,3.679824,31.271486
43,0.0048722625,6.434846878051758,4.33006,48.67016,4.3263035,0.8812648,3.679824,31.271486
44,0.004872203,6.440451622009277,4.33006,48.67016,4.3263035,0.8812648,3.679824,31.271486
45,0.0048722625,6.522019386291504,4.33006,48.67016,4.3263035,0.8812648,3.679824,31.271486
46,0.0048720837,6.475053310394287,4.33006,48.67016,4.3263035,0.8812648,3.679824,31.271486
47,0.0048722625,6.39053750038147,4.33006,48.67016,4.3263035,0.8812648,3.679824,31.271486
48,0.0048722625,6.3752601146698,4.33006,48.67016,4.3263035,0.88126385,3.6798239,31.271486
49,0.0048722625,6.395596504211426,4.3300576,48.67016,4.3263035,0.8812648,3.6798239,31.271486
50,0.004872024,6.534316778182983,4.33006,48.67016,4.3263035,0.8812648,3.6798239,31.271486
51,0.0048720837,6.5547497272491455,4.33006,48.67016,4.3263035,0.88126385,3.679824,31.271486
52,0.004872203,6.352596998214722,4.33006,48.67016,4.3263035,0.88126385,3.6798239,31.271486
53,0.004872024,6.305083274841309,4.33006,48.67016,4.3263035,0.88126385,3.6798239,31.271486
54,0.0048720837,6.35534405708313,4.33006,48.67016,4.3263035,0.8812648,3.6798239,31.271488
55,0.0048722625,6.306121349334717,4.33006,48.67016,4.3263035,0.88126385,3.6798239,31.271486
56,0.004872203,6.322159290313721,4.33006,48.67016,4.3263035,0.88126385,3.6798239,31.271486
57,0.0050233603,6.4401514530181885,4.34679,48.75722,4.3143926,0.8844498,3.6764417,31.32577
58,0.0053310394,6.392150402069092,4.3829484,48.94536,4.288658,0.89237833,3.6691344,31.443073
59,0.005606234,6.307165861129761,4.4182377,49.128918,4.2635555,0.9014607,3.6620057,31.557518
60,0.0058535933,6.394629001617432,4.4531245,49.310337,4.23875,0.91170263,3.6549613,31.67063
61,0.0060768127,6.48218846321106,4.4880004,49.49165,4.213964,0.92315596,3.6479228,31.783678
62,0.0062734485,6.356853008270264,4.52241,49.670498,4.1895213,0.93560106,3.6409802,31.89519
63,0.00644809,6.4155333042144775,4.557144,49.850986,4.164859,0.94927007,3.633975,32.00772
64,0.0065919757,6.511395454406738,4.5902348,50.022896,4.141374,0.96328294,3.6273046,32.114902
65,0.0067071915,6.2924158573150635,4.621134,50.183388,4.1194534,0.9772034,3.6210773,32.21497
66,0.006899178,6.453655004501343,4.691978,50.55122,4.0692296,1.0119706,3.606809,32.444313
67,0.0069026947,6.354439735412598,4.6936865,50.560097,4.0680184,1.0128549,3.6064649,32.44985
68,0.0069689155,6.642330884933472,4.7363744,50.781654,4.037779,1.0356411,3.597873,32.58799
69,0.006990373,6.268927097320557,4.7643313,50.927826,4.019379,1.0599606,3.5919971,32.6791
70,0.008948445,6.395285367965698,4.8379073,51.35492,3.959896,1.1098148,3.572778,32.945526
71,0.008979499,6.258077621459961,4.8743577,51.54645,3.93396,1.134062,3.5651698,33.064945
72,0.009726167,6.456431865692139,4.845944,51.41929,3.953393,1.1318088,3.5688386,32.985626
73,0.010048926,6.419412136077881,4.825587,51.306446,3.970423,1.1264517,3.5732958,32.915363
74,0.010048747,6.512396335601807,4.825587,51.306446,3.970423,1.1264517,3.5732958,32.915363
75,0.010048747,6.275688648223877,4.825587,51.306446,3.970423,1.1264517,3.5732958,32.915363
76,0.010048926,6.393903732299805,4.825587,51.306446,3.970423,1.1264517,3.5732958,32.915363
77,0.0101287365,6.465132236480713,4.929121,51.848267,3.898165,1.1992164,3.5518026,33.25318
78,0.010128856,6.598083019256592,4.929121,51.848267,3.898165,1.1992164,3.5518026,33.25318
79,0.0101287365,6.44880223274231,4.929121,51.848267,3.898165,1.1992164,3.5518026,33.25318
80,0.0101287365,6.504377126693726,4.929121,51.848267,3.898165,1.1992164,3.5518026,33.25318
81,0.01084584,6.432965278625488,4.920014,51.776573,3.9133592,1.2117211,3.556094,33.208614
82,0.01092273,6.319262504577637,4.8565354,51.446907,3.957705,1.1705354,3.5689664,33.003056
83,0.0111579895,6.3520753383636475,4.836924,51.36138,3.9682498,1.1596704,3.5710278,32.95153
84,0.0112422705,6.319516658782959,4.830229,51.327335,3.9734242,1.1584911,3.5722878,32.930347
85,0.011324942,6.378140926361084,4.8473477,51.41712,3.962313,1.1739433,3.568679,32.986404
86,0.012158394,6.285929203033447,4.6917157,50.62828,4.073894,1.1131523,3.599169,32.49292
87,0.012214899,6.472405672073364,4.6433096,50.376644,4.107639,1.0878879,3.609011,32.336025
88,0.012297094,6.449071645736694,4.6533966,50.43092,4.1014447,1.0989732,3.6067743,32.36986
89,0.012364328,6.572871446609497,4.655549,50.44363,4.100736,1.1054484,3.606181,32.377785
90,0.012418807,6.405490875244141,4.6515465,50.423946,4.104161,1.1076276,3.60688,32.365513
91,0.012470067,6.352241516113281,4.6414576,50.372387,4.111713,1.1060077,3.60884,32.333366
92,0.01251483,6.42020845413208,4.642207,50.37741,4.1119432,1.1111654,3.6085715,32.336494
93,0.012568593,6.371781826019287,4.6209435,50.267513,4.1271234,1.1032293,3.6128309,32.26797
94,0.012608409,6.417192459106445,4.6163216,50.244366,4.130974,1.1049994,3.6136804,32.253536
95,0.012650073,6.354155540466309,4.593819,50.127884,4.146933,1.0963966,3.6182067,32.18091
96,0.012682319,6.416716814041138,4.573508,50.0228,4.161398,1.0893255,3.6222856,32.11539
97,0.012717903,6.507075786590576,4.573298,50.022537,4.1622343,1.0935304,3.6222425,32.115223
98,0.012725413,6.447360992431641,4.606435,50.196037,4.140604,1.1168737,3.615369,32.22338
99,0.01277113,6.3988025188446045,4.5586963,49.947796,4.1733956,1.0933305,3.6250906,32.068615
