iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,-0.0046390295,0.0,0.9885189,0.99975663,1.0576559,1.0649906,1.0045259,1.0969814,1.1606268,1.0278269,1.1010085,0.99732023,1.0083572,1.0268288,0.9976153,1.0062333
1,0.00085544586,428.28931188583374,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
2,0.00085526705,1030.6222524642944,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
3,0.0008556843,228.17727208137512,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
4,0.00085538626,255.47685480117798,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
5,0.00085538626,498.9908471107483,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
6,0.00085544586,6405.131953239441,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
7,0.00085544586,108.34650611877441,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
8,0.00085544586,385.8056688308716,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
9,0.00085544586,23.330429553985596,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
10,0.0008555651,119.83855271339417,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
11,0.00085538626,281.24500942230225,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
12,0.00085544586,975.8421108722687,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
13,0.0008555651,1111.1794259548187,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
14,0.00085544586,1150.3587810993195,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
15,0.00085544586,1079.9060595035553,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
16,0.00085544586,1115.3877470493317,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
17,0.00085544586,1431.6273362636566,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
18,0.0008555651,1284.4395115375519,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
19,0.0008555651,1091.8350131511688,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
20,0.0008555651,1162.5336480140686,0.9862265,0.9992009,1.0635723,1.0634253,1.0081401,1.0801492,1.1808962,1.0260326,1.0922698,1.0009013,1.0089889,1.0450544,1.0010376,0.9925538
21,0.0009575486,934.9828495979309,0.99839413,1.011447,1.0318252,0.9817271,1.0136459,1.0700376,1.1195014,0.9762531,1.1212776,1.0099881,1.0404859,1.0748959,1.0172633,0.95810616
22,0.0009573698,558.3760113716125,0.99839413,1.011447,1.0318252,0.9817271,1.0136459,1.0700376,1.1195014,0.9762531,1.1212776,1.0099881,1.0404859,1.0748959,1.0172633,0.95810616
23,0.0009573698,1706.5134327411652,0.99839413,1.011447,1.0318252,0.9817271,1.0136459,1.0700376,1.1195014,0.9762531,1.1212776,1.0099881,1.0404859,1.0748959,1.0172633,0.95810616
24,0.000957489,1990.503410577774,0.99839413,1.011447,1.0318252,0.9817271,1.0136459,1.0700376,1.1195014,0.9762531,1.1212776,1.0099881,1.0404859,1.0748959,1.0172633,0.95810616
25,0.0009573698,1270.5691287517548,0.99839413,1.011447,1.0318252,0.9817271,1.0136459,1.0700376,1.1195014,0.9762531,1.1212776,1.0099881,1.0404859,1.0748959,1.0172633,0.95810616
26,0.0097798705,1518.7744312286377,0.99322766,0.99537235,1.051164,1.0310606,1.0018597,1.0671073,1.1510354,1.0034952,1.100781,1.0046369,1.0115523,1.0716265,1.0033743,0.97269607
27,0.011828184,1723.5019505023956,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
28,0.011828184,1525.685776233673,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
29,0.011828303,2251.0115921497345,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
30,0.011828303,1894.8255715370178,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
31,0.011828303,2026.9633705615997,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
32,0.011828184,2058.8087632656097,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
33,0.011828303,1874.7531218528748,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
34,0.011828184,1467.4841260910034,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
35,0.011828303,1347.859044790268,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
36,0.011828184,1954.0547614097595,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
37,0.011828363,1889.9200212955475,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
38,0.011828184,2028.044818162918,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
39,0.011828303,2190.1386206150055,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
40,0.011828303,1801.9901700019836,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
41,0.011828184,1327.3623173236847,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
42,0.011828363,1684.3550009727478,0.97952527,1.005165,1.0628176,1.055048,1.0014055,1.0630958,1.170629,1.0156738,1.080731,0.9982817,1.0084898,1.058621,1.0015129,0.9853913
43,0.012917995,1920.5308711528778,0.979692,1.0033532,1.0460091,1.0389235,0.99839514,1.0706623,1.1511413,1.0078442,1.0906646,0.99354905,1.0103437,1.0528502,0.99785477,0.98145556
44,0.014418185,1735.8464002609253,0.98208946,1.002116,1.0459204,1.0349946,0.9940842,1.0671321,1.1460264,1.0048064,1.0928868,0.9975539,1.0105284,1.0584015,1.0052872,0.9786742
45,0.014473975,1931.925068616867,0.98146415,1.0018868,1.0500255,1.03993,0.9945275,1.0652369,1.1532825,1.0079892,1.0902812,0.9972376,1.009256,1.0607307,1.0059117,0.98017704
46,0.014510512,1504.3194246292114,0.9817641,1.001821,1.0481595,1.0375705,0.99438596,1.0658998,1.1497682,1.0064844,1.0916346,0.99760693,1.0100021,1.0596845,1.0061088,0.97946006
47,0.014510512,980.8209941387177,0.9817641,1.001821,1.0481595,1.0375705,0.99438596,1.0658998,1.1497682,1.0064844,1.0916346,0.99760693,1.0100021,1.0596845,1.0061088,0.97946006
48,0.014567852,1958.2259328365326,0.9811256,1.0033824,1.0417287,1.031766,0.9973251,1.0698812,1.1414241,1.0011607,1.0927,0.99522465,1.0121328,1.0581673,0.9987227,0.977558
49,0.014688671,960.4683659076691,0.9822677,1.003288,1.0386152,1.0269647,0.9970579,1.0707554,1.1353531,0.99783003,1.0952057,0.99615407,1.0135311,1.0578213,0.99895084,0.9758139
50,0.015093565,253.92824411392212,0.98135924,1.0029898,1.044636,1.0339581,0.99750787,1.0675486,1.1462492,1.0018474,1.0910542,0.99547875,1.011325,1.0616703,0.99924517,0.97759867
51,0.015246332,680.6637825965881,0.99586076,0.9996787,1.0721315,1.0572671,0.98744935,1.0678632,1.1705388,1.0166271,1.0784189,0.99237007,1.0100328,1.0712184,1.0101588,0.98672754
52,0.015409529,1690.663484096527,0.9956312,0.99981266,1.0711102,1.0592473,0.9879094,1.0684772,1.1711048,1.0176263,1.0788068,0.9924534,1.0099816,1.0710607,1.0097325,0.98800397
53,0.015691638,1304.509541273117,0.99684757,1.00024,1.0637499,1.0553415,0.98779815,1.0730015,1.1609703,1.0132197,1.083996,0.9933872,1.0117803,1.0678569,1.0088363,0.98883224
54,0.015771866,781.6776165962219,0.99597144,1.0001868,1.0661218,1.0589942,0.9883514,1.0714183,1.16626,1.0162154,1.0819634,0.993033,1.0108942,1.0691922,1.0088081,0.9896161
55,0.015786588,655.8636937141418,0.99667305,1.0004863,1.061474,1.0558083,0.98830914,1.0742083,1.1594342,1.0131702,1.0852827,0.9936497,1.0121185,1.067028,1.0082748,0.98972887
56,0.015862346,341.6851804256439,0.9953828,1.0003282,1.0660617,1.0615019,0.9890103,1.0713431,1.1683686,1.0179256,1.0816275,0.99299836,1.0105902,1.0694501,1.0084333,0.9907315
57,0.015862167,903.4353468418121,0.9953828,1.0003282,1.0660617,1.0615019,0.9890103,1.0713431,1.1683686,1.0179256,1.0816275,0.99299836,1.0105902,1.0694501,1.0084333,0.9907315
58,0.015895545,1255.9550077915192,0.99610406,1.0005519,1.0616289,1.0576783,0.9887719,1.0738728,1.1613302,1.0145345,1.084807,0.9935622,1.0117937,1.0673001,1.0079857,0.99041575
59,0.015895724,1412.8487844467163,0.99610406,1.0005519,1.0616289,1.0576783,0.9887719,1.0738728,1.1613302,1.0145345,1.084807,0.9935622,1.0117937,1.0673001,1.0079857,0.99041575
60,0.015938997,1224.1351566314697,0.99583066,1.0005957,1.0615388,1.058445,0.9889977,1.0737947,1.1620032,1.0150778,1.0846837,0.99353623,1.0116705,1.0673438,1.0078161,0.9907337
