iteration,max_fitness,time,rrmse_0,rrmse_1
0,-0.23561502,0.0,1.0477669,1.1879203
1,-0.23561454,1.1103134155273438,1.0477669,1.1879205
2,-0.23561502,1.1532971858978271,1.0477669,1.1879203
3,-0.23561478,1.1320133209228516,1.0477669,1.1879203
4,-0.23561478,1.156282663345337,1.0477669,1.1879203
5,-0.2356149,1.0746564865112305,1.0477669,1.1879203
6,-0.23561478,1.076448917388916,1.0477669,1.1879203
7,-0.2356149,1.1118454933166504,1.0477669,1.1879203
8,-0.23561478,1.1150987148284912,1.0477669,1.1879205
9,-0.23561478,1.1225359439849854,1.0477669,1.1879203
10,-0.23561478,1.130192756652832,1.0477669,1.1879203
11,-0.2356149,1.0425314903259277,1.0477669,1.1879203
12,-0.23561478,1.1131370067596436,1.0477669,1.1879205
13,-0.2356149,1.0901472568511963,1.0477669,1.1879205
14,-0.23561466,1.1186087131500244,1.0477669,1.1879203
15,-0.2356149,1.1550390720367432,1.0477669,1.1879203
16,-0.23561454,1.1884663105010986,1.0477669,1.1879203
17,-0.2356149,1.0988991260528564,1.0477669,1.1879203
18,-0.23561454,1.0635738372802734,1.0477669,1.1879203
19,-0.2356149,1.0924746990203857,1.0477669,1.1879203
20,-0.23561478,1.1105310916900635,1.0477669,1.1879205
21,0.5891422,1.1537806987762451,0.67070055,0.55703753
22,0.5891422,1.0824122428894043,0.67070055,0.55703753
23,0.5891422,1.0801613330841064,0.67070055,0.55703753
24,0.58914214,1.1212592124938965,0.67070055,0.55703753
25,0.5891422,1.0922927856445312,0.67070055,0.55703753
26,0.5891422,1.1493654251098633,0.67070055,0.55703753
27,0.5891421,1.0961053371429443,0.67070055,0.55703753
28,0.5891421,1.0628101825714111,0.67070055,0.55703753
29,0.5891421,1.0710477828979492,0.67070055,0.55703753
30,0.5891422,1.2078771591186523,0.67070055,0.55703753
31,0.5891422,1.0972585678100586,0.67070055,0.55703753
32,0.5891421,1.081484317779541,0.67070055,0.55703753
33,0.5891422,1.1442182064056396,0.67070055,0.55703753
34,0.58914214,1.1879875659942627,0.67070055,0.55703753
35,0.5891421,1.1212718486785889,0.67070055,0.55703753
36,0.5891421,1.1052703857421875,0.67070055,0.55703753
37,0.5891422,1.1081976890563965,0.67070055,0.55703753
38,0.5891422,1.0991482734680176,0.67070055,0.55703753
39,0.5891421,1.1187458038330078,0.67070055,0.55703753
40,0.5891421,1.1096789836883545,0.67070055,0.55703753
41,0.5891421,1.1144914627075195,0.67070055,0.55703753
42,0.5891421,1.0548036098480225,0.67070055,0.55703753
43,0.5891421,1.0968947410583496,0.67070055,0.55703753
44,0.5891421,1.0189964771270752,0.67070055,0.55703753
45,0.5891422,1.0676367282867432,0.67070055,0.55703753
46,0.5891422,1.1093103885650635,0.67070055,0.55703753
47,0.5891421,1.0848722457885742,0.67070055,0.55703753
48,0.5891421,1.1438078880310059,0.67070055,0.55703753
49,0.5891421,1.1242139339447021,0.67070055,0.55703753
50,0.5891421,1.1002230644226074,0.67070055,0.55703753
51,0.5891422,1.0894110202789307,0.67070055,0.55703753
52,0.5891422,1.123697280883789,0.67070055,0.55703753
53,0.5891421,1.0761702060699463,0.67070055,0.55703753
54,0.5891422,1.094865083694458,0.67070055,0.55703753
55,0.5891422,3.090392589569092,0.67070055,0.55703753
56,0.5891422,1.1604118347167969,0.67070055,0.55703753
57,0.5891422,1.131507396697998,0.67070055,0.55703753
58,0.5891422,1.1234581470489502,0.67070055,0.55703753
59,0.58914214,1.0701229572296143,0.67070055,0.55703753
60,0.5891422,1.1442322731018066,0.67070055,0.55703753
61,0.5891422,1.1555185317993164,0.67070055,0.55703753
62,0.5891422,1.1414155960083008,0.67070055,0.55703753
63,0.5891422,1.1208021640777588,0.67070055,0.55703753
64,0.5891422,1.0800471305847168,0.67070055,0.55703753
65,0.5891421,1.0910038948059082,0.67070055,0.55703753
66,0.6542207,1.0731337070465088,0.52089787,0.59379107
67,0.65422064,1.0913629531860352,0.52089787,0.59379107
68,0.6542207,1.0470495223999023,0.52089787,0.59379107
69,0.6542207,1.0246901512145996,0.52089787,0.59379107
70,0.76030415,1.1030702590942383,0.43528453,0.5020777
71,0.76030415,1.2322320938110352,0.43528453,0.5020777
72,0.76030415,1.0796291828155518,0.43528453,0.5020777
73,0.7603041,1.1018931865692139,0.43528453,0.5020777
74,0.7603041,1.1439018249511719,0.43528453,0.5020777
75,0.7603041,1.0276803970336914,0.43528453,0.5020777
76,0.76030415,1.1181416511535645,0.43528453,0.5020777
77,0.7695334,1.2060434818267822,0.43186632,0.48268533
78,0.7695334,1.1148405075073242,0.43186632,0.48268533
79,0.76953334,1.128929853439331,0.43186632,0.48268533
80,0.7695334,1.118852138519287,0.43186632,0.48268533
81,0.7751913,1.111156702041626,0.45376396,0.4359884
82,0.77647907,1.0825328826904297,0.4501604,0.4376657
83,0.7764791,1.0620272159576416,0.4501604,0.4376657
84,0.7764791,1.15924072265625,0.4501604,0.4376657
85,0.7764791,1.19620943069458,0.4501604,0.4376657
86,0.7764791,1.1458306312561035,0.4501604,0.4376657
