iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13,rrmse_14,rrmse_15
0,-0.095303416,0.0,1.5761136,1.268559,1.2436835,1.0489354,1.2179862,1.2937279,1.2469939,1.3652679,1.5806946,1.2403551,1.2023919,0.9740198,1.1775885,1.2799368,1.2143375,1.3480484
1,-0.033194423,9.463374376296997,1.5078983,1.198038,1.2729043,1.0676736,1.1523793,1.239475,1.2588729,1.3668154,1.6875367,1.3265934,1.4137001,1.191765,0.9524522,1.1048468,1.1215746,1.2691263
2,-0.06530523,9.356392860412598,1.5750334,1.2675512,1.2429124,1.0493395,1.2182055,1.2937909,1.2468284,1.3653431,1.5804929,1.2404214,1.202687,0.9732139,1.1777596,1.279875,1.2147582,1.3490211
3,-0.036051393,9.478918075561523,1.5101997,1.199531,1.2748722,1.0683901,1.1512021,1.2377403,1.257359,1.3648026,1.6883585,1.3279189,1.4124482,1.1921815,0.95028466,1.1002169,1.1186912,1.2660697
4,-0.058989286,9.57138991355896,1.4634355,1.1670108,1.239313,1.0512882,1.1683954,1.263193,1.2779418,1.3896512,1.6379824,1.2916924,1.3743107,1.1702783,0.9753433,1.1347291,1.1478066,1.2986999
5,-0.043476224,9.529284715652466,1.5101997,1.199531,1.2748722,1.0683901,1.1512021,1.2377403,1.257359,1.3648026,1.6883585,1.3279189,1.4124482,1.1921815,0.95028466,1.1002169,1.1186912,1.2660697
6,-0.03807497,9.518826246261597,1.5431136,1.2236834,1.2965691,1.0808198,1.141192,1.2219015,1.2430677,1.3474841,1.7204046,1.3520919,1.4339975,1.2057517,0.9336248,1.0809363,1.0989082,1.2438973
7,-0.06736171,9.591302633285522,1.5032083,1.1948961,1.268493,1.0655051,1.1540979,1.2424345,1.2620631,1.3697805,1.6813343,1.3220588,1.4096109,1.190207,0.95529264,1.1087261,1.1252302,1.2734332
8,-0.04062593,9.356212615966797,1.5101997,1.199531,1.2748722,1.0683901,1.1512021,1.2377403,1.257359,1.3648026,1.6883585,1.3279189,1.4124482,1.1921815,0.95028466,1.1002169,1.1186912,1.2660697
9,-0.08363962,9.489983797073364,1.4443727,1.1535523,1.2258059,1.042066,1.1748105,1.2727655,1.2883679,1.4011155,1.6216258,1.2796494,1.364158,1.1630414,0.98295826,1.1452897,1.1570407,1.3084844
10,-0.09740865,9.55531644821167,1.5038595,1.1959704,1.2707628,1.0672926,1.1539042,1.2418013,1.2613405,1.369225,1.6827002,1.3228898,1.411479,1.1918434,0.9546176,1.1079918,1.1245071,1.2724197
11,-0.025574565,9.48329496383667,1.5032083,1.1948961,1.268493,1.0655051,1.1540979,1.2424345,1.2620631,1.3697805,1.6813343,1.3220588,1.4096109,1.190207,0.95529264,1.1087261,1.1252302,1.2734332
12,-0.025216103,9.422710418701172,1.5032083,1.1948961,1.268493,1.0655051,1.1540979,1.2424345,1.2620631,1.3697805,1.6813343,1.3220588,1.4096109,1.190207,0.95529264,1.1087261,1.1252302,1.2734332
13,-0.015609264,9.372326612472534,1.5182114,1.2061398,1.2813988,1.0727937,1.1490068,1.2340356,1.2548145,1.361456,1.6981993,1.3339914,1.4230217,1.1987802,0.94788,1.0990434,1.1164727,1.263682
14,-0.038047075,9.349466323852539,1.5182114,1.2061398,1.2813988,1.0727937,1.1490068,1.2340356,1.2548145,1.361456,1.6981993,1.3339914,1.4230217,1.1987802,0.94788,1.0990434,1.1164727,1.263682
15,-0.052634835,9.480873584747314,1.5046611,1.2182243,1.2623343,1.0779464,1.1302876,1.2456613,1.242869,1.368529,1.6830748,1.3423694,1.4034431,1.2120614,0.9416441,1.1066248,1.1054132,1.2684064
16,-0.044496655,9.252372980117798,1.5671395,1.2656441,1.3090352,1.1040725,1.1123451,1.2163193,1.2159648,1.3369114,1.7496563,1.3922036,1.4546198,1.2446562,0.91495246,1.0702126,1.0727438,1.2314051
17,-0.06659019,9.59060788154602,1.5046611,1.2182243,1.2623343,1.0779464,1.1302876,1.2456613,1.242869,1.368529,1.6830748,1.3423694,1.4034431,1.2120614,0.9416441,1.1066248,1.1054132,1.2684064
18,-0.07109749,9.776341676712036,1.5046611,1.2182243,1.2623343,1.0779464,1.1302876,1.2456613,1.242869,1.368529,1.6830748,1.3423694,1.4034431,1.2120614,0.9416441,1.1066248,1.1054132,1.2684064
19,-0.05233252,9.50527310371399,1.5323328,1.2399372,1.2831181,1.0894939,1.1215646,1.2321693,1.2304473,1.3540635,1.7131449,1.3650994,1.4265496,1.2267061,0.9291776,1.089715,1.0906487,1.2516568
20,-0.05163169,12.619564294815063,1.5323328,1.2399372,1.2831181,1.0894939,1.1215646,1.2321693,1.2304473,1.3540635,1.7131449,1.3650994,1.4265496,1.2267061,0.9291776,1.089715,1.0906487,1.2516568
21,-0.020393372,9.491178274154663,1.5171875,1.2283375,1.2713013,1.0826292,1.1250256,1.2381623,1.2360575,1.3610753,1.6957351,1.3520163,1.4135929,1.2176746,0.9352906,1.0982058,1.0981379,1.2602317
22,-0.031241894,9.334896326065063,1.5295482,1.2378203,1.2769526,1.0855955,1.1134243,1.22761,1.2224538,1.3487532,1.7059402,1.3607187,1.4171734,1.220889,0.92432296,1.0875756,1.0840266,1.2472486
23,-0.05561018,9.23812198638916,1.5239518,1.2348827,1.2716281,1.0827146,1.1126075,1.2278028,1.222955,1.3484585,1.7010261,1.357225,1.4114618,1.2164855,0.92614216,1.0909617,1.0859349,1.2503536
24,-0.022744536,9.501092910766602,1.6371989,1.3105923,1.3401002,1.1059595,1.0752388,1.1622137,1.1517024,1.2696613,1.8252695,1.4472908,1.4942254,1.2558948,0.86991376,1.0107473,0.9950778,1.1520014
25,-0.014441609,9.63173508644104,1.5379047,1.2358407,1.2611651,1.0589483,1.0992218,1.2067921,1.1926674,1.3189805,1.7132968,1.3640828,1.4045316,1.193933,0.9066103,1.0650126,1.0430951,1.2078054
26,0.028353035,9.771209716796875,1.5065662,1.2139827,1.2382663,1.0476935,1.1081413,1.2211425,1.2048926,1.3336167,1.6804814,1.340578,1.3768971,1.1778541,0.9210481,1.0855044,1.0607896,1.2275466
