iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.05840975,0.0,1.5000764,199.9764,1.5638633,0.7823104,0.96978664,10.507799,1.5217037,2.0292985
1,0.06955266,1.9175643920898438,1.5000764,199.9764,1.5638633,0.7823104,0.96978664,10.507799,1.5217037,2.0292985
2,0.06719613,1.9338903427124023,1.5000764,199.9764,1.5638633,0.7823104,0.96978664,10.507799,1.5217037,2.0292985
3,0.06488967,1.853285551071167,1.5000764,199.9764,1.5638633,0.7823104,0.96978664,10.507799,1.5217037,2.0292985
4,0.08365899,1.8626363277435303,1.5653975,187.34912,1.6345482,0.7637752,0.9191109,9.935239,1.3984588,1.8898258
5,0.07914591,1.8355801105499268,1.5653975,187.34912,1.6345482,0.7637752,0.9191109,9.935239,1.3984588,1.8898258
6,0.08508855,1.7522978782653809,1.742751,161.10323,1.824743,0.8627655,0.7207599,8.2041235,1.1687409,1.386144
7,0.09821981,1.8840744495391846,1.742751,161.10323,1.824743,0.8627655,0.7207599,8.2041235,1.1687409,1.386144
8,0.1125254,1.8852052688598633,1.4808104,197.34776,1.5367032,0.66403353,0.81187624,10.37303,1.3635867,1.8636664
9,0.12662518,1.811513900756836,1.6499773,172.53549,1.7202542,0.6931852,0.67914945,8.89546,1.0746379,1.475563
10,0.12738413,1.9146838188171387,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
11,0.13375431,1.8186063766479492,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
12,0.13480574,3.4053232669830322,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
13,0.12681597,1.7232906818389893,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
14,0.1294263,1.8505244255065918,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
15,0.12108427,1.8303463459014893,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
16,0.12565911,1.946019172668457,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
17,0.1331181,1.9216845035552979,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
18,0.13158053,1.66945219039917,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
19,0.1249879,1.8129189014434814,1.6285727,175.0684,1.6970396,0.68319845,0.6848461,9.037986,1.0986371,1.5087255
20,0.120708466,1.7655518054962158,1.6285727,175.0684,1.6970396,0.68319845,0.6848461,9.037986,1.0986371,1.5087255
21,0.1251393,1.8928601741790771,1.6285727,175.0684,1.6970396,0.68319845,0.6848461,9.037986,1.0986371,1.5087255
22,0.12108773,2.0210490226745605,1.6285727,175.0684,1.6970396,0.68319845,0.6848461,9.037986,1.0986371,1.5087255
23,0.12454456,1.6819303035736084,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
24,0.12887222,1.8053979873657227,1.6285727,175.0684,1.6970396,0.68319845,0.6848461,9.037986,1.0986371,1.5087255
25,0.121388376,1.843463659286499,1.6285727,175.0684,1.6970396,0.68319845,0.6848461,9.037986,1.0986371,1.5087255
26,0.12771213,1.8431475162506104,1.5763228,183.16907,1.6403993,0.6631928,0.71994436,9.519785,1.1851047,1.6346989
27,0.1263293,1.914025068283081,1.6042687,179.31439,1.6703602,0.6714597,0.7027236,9.295758,1.1430193,1.5756503
28,0.13095188,1.8215765953063965,1.6042687,179.31439,1.6703602,0.6714597,0.7027236,9.295758,1.1430193,1.5756503
29,0.13940638,1.7871124744415283,1.6042687,179.31439,1.6703602,0.6714597,0.7027236,9.295758,1.1430193,1.5756503
