,action_0,action_1,action_2,action_3,action_4,action_5,cumulative_reward
57,0.74635553,0.9999995,0.011653459,0.020642608,0.031683683,0.020642608,639.9783
58,0.7462595,0.99997675,0.010627713,-0.13004488,-0.12291615,-0.13004488,639.9783
59,0.7461612,0.9977368,0.014691122,-0.20033225,-0.19506627,-0.20033225,639.9783
60,0.7460632,0.7280521,0.023597063,-0.20218857,-0.20057222,-0.20218857,639.9783
61,0.7459688,-0.91725856,0.016396789,-0.15498038,-0.15803339,-0.15498038,639.9783
62,0.7458824,-0.99352485,0.00026256556,-0.049077068,-0.052203067,-0.049077068,639.9783
63,0.74580824,-0.98259574,-0.0077384887,0.09728868,0.0987019,0.09728868,639.9783
64,0.74575037,0.063663445,-0.007033988,0.21907285,0.22524513,0.21907285,639.9783
65,0.745712,0.98893976,-0.0027742982,0.2519923,0.26100758,0.2519923,639.9783
66,0.74569505,0.9643929,0.0054532425,0.1708632,0.17919074,0.1708632,639.9783
67,0.7457003,-0.97901237,0.004108405,0.010304765,0.015662173,0.010304765,639.9783
68,0.74572706,-0.99964595,0.00045323095,-0.14495096,-0.14229764,-0.14495096,639.9783
69,0.74577326,-0.94271976,-0.0034176174,-0.21578293,-0.21384867,-0.21578293,639.9783
70,0.745836,0.8554797,-0.0034430157,-0.1831143,-0.18002154,-0.1831143,639.9783
71,0.7459115,0.98461586,-0.0003038634,-0.09203006,-0.08811776,-0.09203006,639.9783
72,0.7459959,0.71734154,-0.0006272127,-0.019297192,-0.018149944,-0.019297192,639.9783
73,0.7460851,-0.7895892,-0.00085347233,0.008688714,0.0064374316,0.008688714,639.9783
74,0.7461755,-0.9410453,0.00052735925,0.018380713,0.01647317,0.018380713,639.9783
75,0.7462634,-0.53751045,0.0010671143,0.027295234,0.027943209,0.027295234,639.9783
76,0.7463451,0.99868804,0.0010527421,0.03365465,0.03651575,0.03365465,639.9783
77,0.74641776,0.9999454,-0.0001543707,0.039143473,0.04392213,0.039143473,639.9783
78,0.74647886,-0.2025435,-0.0015339145,0.016070478,0.01914739,0.016070478,639.9783
79,0.7465261,-1.0,-0.00024685194,-0.04763856,-0.048691254,-0.04763856,639.9783
80,0.746557,0.99109405,-4.4703705e-05,-0.07581533,-0.077057704,-0.07581533,639.9783
81,0.74656886,0.8586351,-0.00043548673,-0.03961293,-0.038683426,-0.03961293,639.9783
82,0.7465601,0.4391532,-0.00018918439,0.026344353,0.029007878,0.026344353,639.9783
83,0.7465304,0.91587937,5.2798376e-05,0.0600801,0.061768357,0.0600801,639.9783
84,0.74648196,-0.8870406,0.0003075017,0.05264544,0.052524958,0.05264544,639.9783
85,0.7464184,-0.9679409,-2.1866808e-05,0.011264381,0.010016411,0.011264381,639.9783
86,0.7463446,-1.0,1.9241202e-06,-0.014656025,-0.014276778,-0.014656025,639.9783
87,0.74626523,-0.045206424,1.3648191e-05,-0.022751814,-0.020908875,-0.022751814,639.9783
88,0.74618435,-1.0,9.1446454e-05,-0.03140448,-0.029531281,-0.03140448,639.9783
89,0.7461049,-1.0,0.00023433227,-0.025581546,-0.022630408,-0.025581546,639.9783
90,0.7460292,-1.0,0.00070318533,-0.0021111863,0.0037362545,-0.0021111863,639.9783
91,0.74595875,1.0,0.0014805199,0.04174479,0.052705914,0.04174479,639.9783
92,0.7458954,1.0,0.0017277295,0.0931945,0.11038568,0.0931945,639.9783
93,0.7458413,1.0,5.5889635e-05,0.094619766,0.11464198,0.094619766,639.9783
94,0.7458008,1.0,-0.00093171577,0.0040021003,0.022156551,0.0040021003,639.9783
95,0.74577856,0.9999989,-0.0011574114,-0.12884514,-0.115508966,-0.12884514,639.9783
96,0.7457778,0.999301,-0.0006247232,-0.21676967,-0.20773736,-0.21676967,639.9783
97,0.745798,-0.7341374,-0.0014015661,-0.21560903,-0.20986691,-0.21560903,639.9783
98,0.74583626,-0.99980104,-0.0013220586,-0.16471697,-0.16340129,-0.16471697,639.9783
99,0.74588764,-0.99998873,0.00036010024,-0.043283757,-0.042274054,-0.043283757,639.9783
100,0.7459477,-0.99981326,0.0014652993,0.12608838,0.13038279,0.12608838,639.9783
101,0.74601376,1.0,0.0005661404,0.25504377,0.2621942,0.25504377,639.9783
102,0.7460848,1.0,-0.00027326102,0.27108103,0.2778389,0.27108103,639.9783
103,0.74616045,-1.0,0.0019216874,0.16525167,0.16737022,0.16525167,639.9783
104,0.74623847,1.0,0.0014587517,0.008467497,0.0064369636,0.008467497,639.9783
105,0.7463144,0.9981013,-0.003113476,-0.10081047,-0.102789685,-0.10081047,639.9783
106,0.7463822,-0.16553113,-0.0062582223,-0.112263486,-0.11192965,-0.112263486,639.9783
107,0.7464358,-0.9884202,-0.00096585427,-0.05978946,-0.058581892,-0.05978946,639.9783
108,0.7464719,-1.0,-0.0046085785,-0.010866923,-0.010518186,-0.010866923,639.9783
109,0.7464894,-1.0,-0.009102009,0.051252004,0.053903937,0.051252004,639.9783
110,0.7464899,1.0,-0.011675492,0.12097655,0.128597,0.12097655,639.9783
111,0.7464749,1.0,-0.008333878,0.17251633,0.18593194,0.17251633,639.9783
112,0.7464463,1.0,0.00079164,0.14205745,0.1569348,0.14205745,639.9783
113,0.7464067,1.0,0.007807056,0.014772123,0.026933203,0.014772123,639.9783
114,0.74635875,1.0,0.0064827506,-0.13475022,-0.12690972,-0.13475022,639.9783
115,0.74630475,0.99995005,0.011100995,-0.20910564,-0.20384616,-0.20910564,639.9783
116,0.74624735,0.70071006,0.011393364,-0.21358319,-0.21234006,-0.21358319,639.9783
117,0.7461897,-0.9994059,0.009386436,-0.14808053,-0.15025914,-0.14808053,639.9783
118,0.746134,-0.9999802,0.00028605186,-0.028302232,-0.030841736,-0.028302232,639.9783
119,0.7460805,-0.99978465,-0.004387835,0.12888388,0.1304168,0.12888388,639.9783
120,0.7460292,0.598763,-0.0030936368,0.2563587,0.2622722,0.2563587,639.9783
121,0.7459806,0.95141375,0.0024534704,0.28546083,0.29332283,0.28546083,639.9783
122,0.74593705,-0.9812984,0.003635297,0.18622802,0.19181298,0.18622802,639.9783
123,0.7459022,-0.9999946,0.0015685536,0.018798461,0.021761611,0.018798461,639.9783
124,0.7458797,-0.9999983,-0.001388521,-0.11776277,-0.11581246,-0.11776277,639.9783
125,0.74587244,-0.86790735,-0.002276844,-0.16121669,-0.15833676,-0.16121669,639.9783
126,0.7458808,0.99662346,-0.00067550613,-0.1301642,-0.12646912,-0.1301642,639.9783
127,0.7459037,0.9995154,0.00038007298,-0.06225437,-0.05807737,-0.06225437,639.9783
128,0.74593824,0.89739144,-0.0020174715,-0.011846033,-0.010404272,-0.011846033,639.9783
129,0.7459814,-0.90362394,-0.0016985264,-0.007702222,-0.010523763,-0.007702222,639.9783
130,0.7460303,-0.99994624,0.0017459085,-0.0059110383,-0.008309558,-0.0059110383,639.9783
131,0.74608225,0.9726933,0.002627313,0.014128191,0.014837771,0.014128191,639.9783
132,0.7461352,-0.85928124,-0.0013143662,0.040249076,0.042795766,0.040249076,639.9783
133,0.7461881,1.0,-0.0013158378,0.0305323,0.0313307,0.0305323,639.9783
134,0.7462396,0.99999964,0.00048039065,0.022059627,0.02308233,0.022059627,639.9783
135,0.74628747,-0.9999899,-0.0028498676,0.023604594,0.024469605,0.023604594,639.9783
136,0.7463297,-1.0,-0.0017025791,-0.01987483,-0.022453448,-0.01987483,639.9783
137,0.7463636,0.69209373,0.00074502995,-0.037319195,-0.03858524,-0.037319195,639.9783
138,0.74638695,0.5223761,0.00079068006,-0.0031347477,-0.0011214946,-0.0031347477,639.9783
139,0.74639827,-0.99999964,-1.3148717e-05,0.030886633,0.033731483,0.030886633,639.9783
140,0.74639785,0.99969375,0.00030395345,0.028820284,0.031123204,0.028820284,639.9783
141,0.7463864,0.99975914,0.00092493126,0.02458454,0.028235486,0.02458454,639.9783
142,0.74636495,-0.3705871,-0.0007644839,0.019597014,0.023606816,0.019597014,639.9783
143,0.7463348,-0.9391072,-0.0017885532,-0.039844062,-0.039879706,-0.039844062,639.9783
144,0.74629736,-0.8212591,0.0005767334,-0.092917055,-0.095042035,-0.092917055,639.9783
145,0.7462536,-0.8431482,0.001815638,-0.070113786,-0.06979993,-0.070113786,639.9783
146,0.746205,0.41262165,0.00021824423,-0.0037723787,-0.0012091146,-0.0037723787,639.9783
147,0.7461535,0.9999457,8.974994e-06,0.03563584,0.037352122,0.03563584,639.9783
148,0.74610204,-0.62460625,-0.0021119004,0.060367502,0.061694812,0.060367502,639.9783
149,0.74605405,-0.9999996,-0.0015609566,0.036188923,0.034863148,0.036188923,639.9783
150,0.746012,0.99747944,0.0003538765,0.011427849,0.01068668,0.011427849,639.9783
151,0.7459782,0.74063855,0.00060345314,0.01288315,0.014056755,0.01288315,639.9783
152,0.7459536,-0.3613845,-7.024116e-05,0.027488941,0.029768953,0.027488941,639.9783
153,0.7459385,0.9279797,-0.00018754817,0.018323531,0.019261137,0.018323531,639.9783
154,0.74593323,-0.15490618,5.206057e-05,0.008499023,0.009114802,0.008499023,639.9783
155,0.7459375,-0.9759919,-0.0005277714,-0.009450126,-0.010311734,-0.009450126,639.9783
156,0.74595124,-0.9940952,0.0005629416,-0.023937784,-0.024896191,-0.023937784,639.9783
157,0.74597377,-0.9999993,0.0011825777,-0.0112850005,-0.010570293,-0.0112850005,639.9783
158,0.7460039,1.0,0.0004376114,0.009333363,0.011124961,0.009333363,639.9783
159,0.7460397,1.0,0.0008358647,0.02098875,0.023210302,0.02098875,639.9783
160,0.74607927,1.0,-0.0025874435,0.016410213,0.017241409,0.016410213,639.9783
161,0.74612087,0.9998647,-0.00023346674,-0.020688346,-0.022400083,-0.020688346,639.9783
162,0.74616235,0.8656448,0.0011808837,-0.0215387,-0.02180862,-0.0215387,639.9783
163,0.74620205,0.6417089,0.000991264,0.011738603,0.01348763,0.011738603,639.9783
164,0.7462384,0.8924655,-0.00030493055,0.035489757,0.036978398,0.035489757,639.9783
165,0.7462701,-0.70612735,-0.0007728321,0.033579092,0.033657115,0.033579092,639.9783
166,0.7462965,-0.77447546,8.096215e-05,0.018322222,0.017846795,0.018322222,639.9783
167,0.74631655,-0.7638601,0.00042280843,0.012296487,0.01275269,0.012296487,639.9783
168,0.7463295,-0.26149473,0.00034492213,0.011904119,0.013143529,0.011904119,639.9783
169,0.74633473,0.91707295,-2.9241319e-06,0.0032960717,0.0041693463,0.0032960717,639.9783
170,0.74633205,-0.23820694,-0.0005042687,0.0013766026,0.0024389133,0.0013766026,639.9783
171,0.74632126,-0.99320155,-0.00059890706,-0.013357521,-0.013957666,-0.013357521,639.9783
172,0.7463028,-1.0,0.0005097621,-0.020251822,-0.020895708,-0.020251822,639.9783
173,0.7462769,0.9404346,0.0008603097,-0.0044033667,-0.00373626,-0.0044033667,639.9783
174,0.7462447,0.7673019,-6.0524773e-05,0.02205907,0.023794016,0.02205907,639.9783
175,0.7462076,0.93863994,-0.00042582452,0.025076004,0.02543434,0.025076004,639.9783
176,0.7461676,-0.99985456,-2.5491904e-06,0.021524668,0.021315265,0.021524668,639.9783
177,0.7461273,-0.9997722,0.00017581649,0.018255575,0.018360432,0.018255575,639.9783
178,0.7460896,-0.08203736,0.00023494831,0.016753953,0.017280351,0.016753953,639.9783
179,0.74605644,0.975267,0.00024302259,0.016067281,0.016935607,0.016067281,639.9783
180,0.7460299,-0.89799285,-0.0023360287,0.010749671,0.010965315,0.010749671,639.9783
181,0.74601066,-1.0,-0.00035458565,-0.015164393,-0.016838377,-0.015164393,639.9783
182,0.7459988,0.99275285,0.00087523233,-0.017974751,-0.018192852,-0.017974751,639.9783
183,0.7459937,0.71611005,0.0009802355,0.0041743047,0.0058499738,0.0041743047,639.9783
184,0.74599445,-0.9999819,-0.00036523366,0.03024019,0.032749258,0.03024019,639.9783
185,0.7460004,0.9999871,0.00023875317,0.027378228,0.028834943,0.027378228,639.9783
186,0.74601114,0.99999225,0.0009977106,0.030896544,0.03348028,0.030896544,639.9783
187,0.74602646,-0.9203702,-0.0012005413,0.03880902,0.041725136,0.03880902,639.9783
188,0.74604666,-0.96249205,-0.0016156802,-0.0073104175,-0.008026521,-0.0073104175,639.9783
189,0.7460723,-0.89381,0.0008155546,-0.04143561,-0.04270892,-0.04143561,639.9783
190,0.7461026,-0.9826494,0.0017301231,-0.020771747,-0.019437708,-0.020771747,639.9783
191,0.7461361,0.26039466,-0.0004086789,0.019724187,0.022846619,0.019724187,639.9783
192,0.7461707,0.9999985,0.00027477113,0.03212714,0.034783173,0.03212714,639.9783
193,0.7462042,-0.5666579,-0.0016757121,0.03738502,0.039998762,0.03738502,639.9783
194,0.7462343,-1.0,-0.0014014118,0.0035553481,0.0034826566,0.0035553481,639.9783
195,0.7462595,0.9995415,0.00043071655,-0.023451876,-0.024035176,-0.023451876,639.9783
196,0.74627835,0.95555305,0.0010381141,-0.0136910295,-0.01291444,-0.0136910295,639.9783
197,0.7462897,-0.92422026,0.0002506517,0.018445617,0.0205687,0.018445617,639.9783
198,0.7462931,1.0,0.00019071673,0.02841325,0.029655982,0.02841325,639.9783
199,0.746289,1.0,0.0010952147,0.038582876,0.040700585,0.038582876,639.9783
200,0.7462782,-0.84680337,-0.0015995649,0.048688564,0.05101177,0.048688564,639.9783
201,0.74626213,-0.99834186,-0.002696318,-0.0015104349,-0.003209257,-0.0015104349,639.9783
202,0.7462429,1.0,0.0010542055,-0.047607336,-0.049720142,-0.047607336,639.9783
203,0.7462213,0.73051196,0.0025444415,-0.02646197,-0.024629183,-0.02646197,639.9783
204,0.7461978,0.14099792,0.00016704648,0.023876227,0.028411234,0.023876227,639.9783
205,0.74617285,0.99987483,0.00030481617,0.0452914,0.049542952,0.0452914,639.9783
206,0.74614656,-0.86354715,-0.0015886915,0.04668661,0.050623227,0.04668661,639.9783
207,0.74612015,-0.9652954,-0.00090943644,0.0061512752,0.0074875834,0.0061512752,639.9783
208,0.7460948,-0.9999834,0.0005185955,-0.01953061,-0.018443268,-0.01953061,639.9783
209,0.74607205,-1.0,0.00076714193,-0.010910778,-0.008573846,-0.010910778,639.9783
210,0.7460532,-1.0,0.00019562832,0.0067925258,0.009577623,0.0067925258,639.9783
211,0.74603933,1.0,0.00097304274,0.013382647,0.016423764,0.013382647,639.9783
212,0.7460307,1.0,0.001792895,0.036347512,0.041613985,0.036347512,639.9783
213,0.74602723,1.0,-0.0009218449,0.0582293,0.06456207,0.0582293,639.9783
214,0.7460292,-0.9995618,-0.003616353,0.017666722,0.020380177,0.017666722,639.9783
215,0.7460369,-1.0,-0.0023167823,-0.07037449,-0.0731123,-0.07037449,639.9783
216,0.74605,0.9441994,0.0020895111,-0.09341865,-0.09489505,-0.09341865,639.9783
217,0.74606735,0.77910626,0.0034129797,-0.022074608,-0.01911874,-0.022074608,639.9783
218,0.7460874,-0.999651,-0.00032041644,0.065777466,0.07075541,0.065777466,639.9783
219,0.74610925,0.9999944,0.0006750679,0.095190875,0.09932997,0.095190875,639.9783
220,0.7461323,0.99999464,0.0019132199,0.09903144,0.10448557,0.09903144,639.9783
221,0.746156,0.8749332,-0.0019691493,0.0820669,0.08795276,0.0820669,639.9783
222,0.74618006,-0.99187124,-0.003831567,-0.0006732644,0.00085668324,-0.0006732644,639.9783
223,0.74620384,-0.9997937,-0.00036106608,-0.100354604,-0.10292632,-0.100354604,639.9783
224,0.74622566,0.9990388,0.0014796806,-0.10871563,-0.10900206,-0.10871563,639.9783
225,0.7462433,0.5242026,0.0019602198,-0.03514676,-0.031520423,-0.03514676,639.9783
226,0.74625486,-0.9291297,-0.00084945513,0.03917611,0.043555085,0.03917611,639.9783
227,0.74625933,1.0,0.00034986285,0.060166836,0.062765464,0.060166836,639.9783
228,0.7462571,1.0,0.0017647445,0.07215981,0.075827375,0.07215981,639.9783
229,0.746249,-0.92154646,-0.002150421,0.074637726,0.07873336,0.074637726,639.9783
230,0.74623674,-0.99789023,-0.0038724595,0.008782692,0.0086949095,0.008782692,639.9783
231,0.7462219,-0.9980141,0.00078862306,-0.057588875,-0.059426233,-0.057588875,639.9783
232,0.74620503,0.9331797,0.0026645325,-0.047489874,-0.04622654,-0.047489874,639.9783
233,0.7461865,-0.070241354,0.0002380057,0.006030021,0.010005573,0.006030021,639.9783
234,0.7461665,-0.9999052,-0.00089266704,0.028247934,0.030545156,0.028247934,639.9783
235,0.74614596,1.0,0.0011822169,0.031075248,0.032785922,0.031075248,639.9783
236,0.7461252,1.0,0.0022663,0.051692795,0.055698454,0.051692795,639.9783
237,0.746105,0.7761738,-0.0014461327,0.068905026,0.07394027,0.068905026,639.9783
238,0.74608684,-0.9999533,-0.004221389,0.015389345,0.016565159,0.015389345,639.9783
239,0.7460725,-1.0,-0.0004136161,-0.06695097,-0.06931039,-0.06695097,639.9783
240,0.7460631,0.8783317,0.0027238335,-0.07277822,-0.072489984,-0.07277822,639.9783
241,0.7460587,0.72775084,0.0031052479,-0.010767477,-0.006743074,-0.010767477,639.9783
242,0.7460586,-1.0,-0.0006007324,0.04318956,0.047655247,0.04318956,639.9783
243,0.7460621,1.0,0.0006073997,0.055345874,0.05900268,0.055345874,639.9783
244,0.7460687,1.0,0.0020450677,0.05872855,0.063621834,0.05872855,639.9783
245,0.7460779,-0.95535475,-0.0025170504,0.05582673,0.061027803,0.05582673,639.9783
246,0.74608976,-1.0,-0.003787347,-0.007954315,-0.006945047,-0.007954315,639.9783
247,0.7461048,0.9999768,0.00036895392,-0.06835477,-0.06968745,-0.06835477,639.9783
248,0.7461221,0.8555439,0.0021569273,-0.051924355,-0.051059224,-0.051924355,639.9783
249,0.7461405,0.6198743,0.00021539239,0.00968921,0.012727404,0.00968921,639.9783
250,0.74615806,-0.8137435,-0.0007232656,0.04892411,0.051096845,0.04892411,639.9783
251,0.7461739,-0.9837623,-0.0005232429,0.05617499,0.057124197,0.05617499,639.9783
252,0.74618745,-0.97109574,-5.4770044e-05,0.045314047,0.045844488,0.045314047,639.9783
253,0.74619836,-0.7846528,0.0003946179,0.03181847,0.032535817,0.03181847,639.9783
254,0.7462066,-0.08433488,0.0005163223,0.0223731,0.0234544,0.0223731,639.9783
255,0.74621207,0.7276597,-0.0006147157,0.012473855,0.0134036075,0.012473855,639.9783
256,0.746215,-0.23991458,-8.984835e-05,0.0021825281,0.002561198,0.0021825281,639.9783
257,0.7462157,-0.8523341,-0.001232887,-0.014200574,-0.015411738,-0.014200574,639.9783
258,0.74621403,-0.9550233,0.0012628672,-0.019625146,-0.020462193,-0.019625146,639.9783
259,0.74620974,0.99998796,0.0016397517,0.0021916477,0.003344986,0.0021916477,639.9783
260,0.7462026,-0.6856183,0.00010126816,0.026779603,0.029073276,0.026779603,639.9783
261,0.74619234,0.99997216,-0.0004484374,0.028299483,0.02965468,0.028299483,639.9783
262,0.7461792,-0.9995619,0.0003945753,0.022337416,0.023483766,0.022337416,639.9783
263,0.7461637,-0.99055254,0.00067231007,0.020764675,0.02244572,0.020764675,639.9783
264,0.74614674,-0.51545984,0.0005637937,0.021839095,0.024083205,0.021839095,639.9783
265,0.7461297,0.97896296,-0.00013205993,0.01633379,0.01838017,0.01633379,639.9783
266,0.7461141,0.92489594,0.0008320471,0.015797205,0.018174192,0.015797205,639.9783
267,0.7461011,-0.9418076,-0.002851986,0.008358517,0.009369963,0.008358517,639.9783
268,0.74609184,-0.94520205,-0.00017916708,-0.014887911,-0.0155201005,-0.014887911,639.9783
269,0.74608654,-0.9694097,0.001533916,-0.0098465355,-0.009516447,-0.0098465355,639.9783
270,0.74608445,-0.89620113,0.0014523526,0.017427245,0.019337771,0.017427245,639.9783
271,0.7460846,1.0,0.00057110307,0.0324187,0.034548044,0.0324187,639.9783
272,0.7460863,1.0,0.0013517743,0.040974166,0.043940485,0.040974166,639.9783
273,0.7460891,-1.0,-0.0037230318,0.03524985,0.037220664,0.03524985,639.9783
274,0.7460933,1.0,-0.0016745947,-0.016193084,-0.017755672,-0.016193084,639.9783
275,0.7460992,0.9938153,0.0021454243,-0.033053003,-0.033660956,-0.033053003,639.9783
276,0.74610686,0.97849506,0.0029664626,0.0017446042,0.004002889,0.0017446042,639.9783
277,0.74611634,0.9443422,-0.00024670406,0.04733635,0.051346954,0.04733635,639.9783
278,0.7461276,-0.7796614,-0.0013699093,0.054694623,0.057218175,0.054694623,639.9783
279,0.74614066,-0.9628578,-0.000736468,0.036169715,0.037638687,0.036169715,639.9783
280,0.7461547,-0.8413028,0.0004223596,0.013889036,0.015170849,0.013889036,639.9783
281,0.7461688,-0.067063294,0.0011077672,0.005863318,0.00774866,0.005863318,639.9783
282,0.7461816,0.68882704,-0.00023391296,0.009716257,0.012283895,0.009716257,639.9783
283,0.74619216,0.09738201,-0.0011813208,0.007918298,0.009900437,0.007918298,639.9783
284,0.74619985,-0.97958505,-0.0012358399,-0.010593709,-0.010815648,-0.010593709,639.9783
285,0.7462045,-0.99941695,0.0007733816,-0.020519266,-0.021119786,-0.020519266,639.9783
286,0.74620587,-0.9999981,0.0017560283,-0.0028353648,-0.0020368844,-0.0028353648,639.9783
287,0.7462042,0.48841044,0.0002210316,0.028369285,0.030681347,0.028369285,639.9783
288,0.74619997,0.99999744,0.0007033534,0.043213442,0.04572249,0.043213442,639.9783
289,0.7461937,-0.9999372,-0.004328725,0.04325009,0.045135055,0.04325009,639.9783
290,0.7461858,-1.0,-0.0013956004,0.00637017,0.0059242425,0.00637017,639.9783
291,0.74617624,1.0,0.0019043987,-0.00883386,-0.008564258,-0.00883386,639.9783
292,0.7461653,0.9975958,0.0026151566,0.009467641,0.011720918,0.009467641,639.9783
293,0.7461531,0.9767455,-0.0010052503,0.03265693,0.03580128,0.03265693,639.9783
294,0.74614084,-0.9999726,-0.0013742524,0.02535583,0.026732529,0.02535583,639.9783
295,0.7461293,1.0,0.00023893478,0.010663073,0.011439508,0.010663073,639.9783
296,0.7461189,1.0,0.0010384807,0.008292186,0.0095057115,0.008292186,639.9783
297,0.7461099,-0.99521065,0.0009831149,0.016082553,0.01795409,0.016082553,639.9783
298,0.74610233,1.0,0.0006144163,0.015394139,0.01701353,0.015394139,639.9783
299,0.7460964,1.0,0.0022030184,0.022880748,0.025540642,0.022880748,639.9783
300,0.7460924,-0.98035264,-0.0029752902,0.034912247,0.037763346,0.034912247,639.9783
301,0.7460909,-0.99631315,-0.003511754,-0.00585017,-0.0065668793,-0.00585017,639.9783
302,0.7460924,-0.9999902,0.0020989715,-0.032315016,-0.033240218,-0.032315016,639.9783
303,0.74609613,0.99986786,0.0040581143,-0.004377965,-0.0022984443,-0.004377965,639.9783
