iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.08552998,0.0,1.6439062,165.04466,1.7253938,0.8415655,0.69671863,8.581379,1.3434798,1.5088098
1,0.09043431,5.424452304840088,1.6439062,165.04466,1.7253938,0.8415655,0.69671863,8.581379,1.3434798,1.5088098
2,0.07013816,1.6725614070892334,1.6439062,165.04466,1.7253938,0.8415655,0.69671863,8.581379,1.3434798,1.5088098
3,0.08272666,1.7578589916229248,1.6439062,165.04466,1.7253938,0.8415655,0.69671863,8.581379,1.3434798,1.5088098
4,0.10002136,1.7750985622406006,1.6439062,165.04466,1.7253938,0.8415655,0.69671863,8.581379,1.3434798,1.5088098
5,0.109490395,1.9121479988098145,1.620206,166.24028,1.6989623,0.7149653,0.679847,8.624563,1.1904181,1.493168
6,0.10965949,1.6978540420532227,1.620206,166.24028,1.6989623,0.7149653,0.679847,8.624563,1.1904181,1.493168
7,0.119090974,1.7513246536254883,1.620206,166.24028,1.6989623,0.7149653,0.679847,8.624563,1.1904181,1.493168
8,0.11317837,1.7507810592651367,1.620206,166.24028,1.6989623,0.7149653,0.679847,8.624563,1.1904181,1.493168
9,0.1220386,1.8838489055633545,1.620206,166.24028,1.6989623,0.7149653,0.679847,8.624563,1.1904181,1.493168
10,0.11482203,1.8680686950683594,1.620206,166.24028,1.6989623,0.7149653,0.679847,8.624563,1.1904181,1.493168
11,0.117795646,1.7557737827301025,1.5953394,170.08376,1.6715114,0.7021903,0.68886405,8.8460455,1.2327412,1.5487175
12,0.1132018,1.901000738143921,1.5953394,170.08376,1.6715114,0.7021903,0.68886405,8.8460455,1.2327412,1.5487175
13,0.11715466,1.917001485824585,1.5953394,170.08376,1.6715114,0.7021903,0.68886405,8.8460455,1.2327412,1.5487175
14,0.11356628,1.9095604419708252,1.5544434,175.91814,1.6273345,0.6871806,0.7113176,9.211438,1.3027503,1.6444044
15,0.1139127,1.917651891708374,1.5544434,175.91814,1.6273345,0.6871806,0.7113176,9.211438,1.3027503,1.6444044
16,0.112909794,1.8017237186431885,1.561473,174.36426,1.6350682,0.69014525,0.7051761,9.112721,1.2874072,1.6232064
17,0.1143108,1.8335151672363281,1.561473,174.36426,1.6350682,0.69014525,0.7051761,9.112721,1.2874072,1.6232064
18,0.116609335,1.8145995140075684,1.561473,174.36426,1.6350682,0.69014525,0.7051761,9.112721,1.2874072,1.6232064
19,0.11637086,1.8639459609985352,1.561473,174.36426,1.6350682,0.69014525,0.7051761,9.112721,1.2874072,1.6232064
20,0.1181435,1.8352727890014648,1.561473,174.36426,1.6350682,0.69014525,0.7051761,9.112721,1.2874072,1.6232064
21,0.11758274,1.7943413257598877,1.561473,174.36426,1.6350682,0.69014525,0.7051761,9.112721,1.2874072,1.6232064
22,0.11313915,2.1966254711151123,1.5614731,174.36424,1.6350682,0.6901453,0.70517606,9.1127205,1.287407,1.6232063
23,0.11887699,1.805579662322998,1.5813829,172.20282,1.6566858,0.6961676,0.6957572,8.976068,1.2571527,1.5826852
24,0.11294961,1.89534592628479,1.5813829,172.20282,1.6566858,0.6961676,0.6957572,8.976068,1.2571527,1.5826852
25,0.12270093,1.8929648399353027,1.561473,174.36426,1.6350682,0.69014525,0.7051761,9.112721,1.2874072,1.6232064
26,0.114141405,1.8502225875854492,1.561473,174.36426,1.6350682,0.69014525,0.7051761,9.112721,1.2874072,1.6232064
27,0.11408681,1.9001188278198242,1.5813829,172.20282,1.6566858,0.6961676,0.6957572,8.976068,1.2571527,1.5826852
28,0.11125374,1.9239907264709473,1.5813829,172.20282,1.6566858,0.6961676,0.6957572,8.976068,1.2571527,1.5826852
29,0.111763,1.9233386516571045,1.5813829,172.20282,1.6566858,0.6961676,0.6957572,8.976068,1.2571527,1.5826852
