iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7
0,0.032798827,0.0,1.6953907,165.61249,1.7736629,1.207565,0.30978248,8.6569805,1.7368171,1.2068485
1,0.035345256,9.201455354690552,1.6953907,165.61249,1.7736629,1.207565,0.30978248,8.6569805,1.7368171,1.2068485
2,0.021627009,9.094748735427856,1.6953907,165.61249,1.7736629,1.207565,0.30978248,8.6569805,1.7368171,1.2068485
3,0.03137207,9.285781145095825,1.6953907,165.61249,1.7736629,1.207565,0.30978248,8.6569805,1.7368171,1.2068485
4,0.04146242,9.25878643989563,1.6953907,165.61249,1.7736629,1.207565,0.30978248,8.6569805,1.7368171,1.2068485
5,0.019176781,9.049334049224854,1.6953244,166.1991,1.7735555,1.2071775,0.30979955,8.661883,1.731669,1.2072651
6,0.015513718,11.062189102172852,1.6953244,166.1991,1.7735555,1.2071775,0.30979955,8.661883,1.731669,1.2072651
7,0.041261613,8.970974445343018,1.6953244,166.1991,1.7735555,1.2071775,0.30979955,8.661883,1.731669,1.2072651
8,0.031784236,9.26924467086792,1.6952401,166.31761,1.7735445,1.2074668,0.3098393,8.657063,1.7366468,1.2069093
9,0.036460876,9.209020614624023,1.6948837,166.17435,1.7729129,1.2068297,0.30974615,8.658156,1.735932,1.2067572
10,0.037242353,9.179121255874634,1.6951272,166.32515,1.7735393,1.2073795,0.3098551,8.655332,1.736774,1.2073396
11,0.03546518,9.337673902511597,1.6950601,166.32997,1.772878,1.2069204,0.3097403,8.661624,1.7362669,1.2068813
12,0.03354746,9.358848571777344,1.6935022,166.21205,1.7711937,1.2073919,0.3087914,8.655725,1.7364947,1.2046182
13,0.030017853,9.108947515487671,1.6954051,166.33057,1.7736667,1.2075845,0.3097967,8.657808,1.7367817,1.2064908
14,0.0333426,9.312150239944458,1.6945994,166.07701,1.772708,1.2061566,0.3098425,8.662637,1.7356099,1.2073245
15,0.030120373,9.062461137771606,1.6948014,166.25787,1.7728719,1.2072263,0.30962497,8.662577,1.7361755,1.2067223
16,0.020317197,9.141048192977905,1.6929965,165.81888,1.7710667,1.2072873,0.3095066,8.64175,1.7357779,1.2066543
17,0.025979757,8.99290156364441,1.6938572,166.29492,1.7718173,1.2039758,0.30983052,8.662316,1.7351444,1.207081
18,0.027473867,9.246042251586914,1.6951466,164.48517,1.7733766,1.2057533,0.3098032,8.658006,1.7341281,1.2073717
19,0.025706232,9.328439950942993,1.6953257,166.26393,1.7736182,1.2070595,0.30985466,8.66034,1.7367276,1.2073737
20,0.03641969,9.112859725952148,1.6953733,166.23523,1.7736318,1.2075619,0.309846,8.65777,1.7360115,1.2073531
21,0.01757592,9.274586915969849,1.6952453,166.25603,1.7733698,1.2076137,0.30975854,8.652067,1.7359351,1.2073787
22,0.03163737,9.12143588066101,1.6954535,166.28976,1.7736589,1.206921,0.30973315,8.6626215,1.7359443,1.2072624
23,0.03347361,9.265855550765991,1.6954043,164.37735,1.7736417,1.207607,0.309828,8.662287,1.7368197,1.2070602
