n_fn_0,n_fn_1,n_fn_2,n_fn_3,n_fn_4,n_fn_5,n_fn_6,n_fn_7,n_fn_8,n_fn_9,n_fn_10,n_fn_11,used_inputs_fraction,active_fraction,n_one_arity,n_two_arity,run_name,seed,w,opt,problem
5,5,6,3,1,2,7,5,5,3,4,5,0.8823529411764706,0.51,32,19,ga2_friction_dyn_one-hot_adam_wfn_bfn_1,1,_wfn_bfn,adam,friction_dyn_one-hot
6,4,3,2,2,5,2,8,5,4,5,3,0.8823529411764706,0.49,34,15,ga2_friction_dyn_one-hot_adam_win_bfn_1,1,_win_bfn,adam,friction_dyn_one-hot
5,5,6,3,1,2,7,5,5,3,4,5,0.8823529411764706,0.51,32,19,ga2_friction_dyn_one-hot_adam_wfn_bin_1,1,_wfn_bin,adam,friction_dyn_one-hot
6,4,3,2,2,5,2,8,5,4,5,3,0.8823529411764706,0.49,34,15,ga2_friction_dyn_one-hot_adam_win_bin_1,1,_win_bin,adam,friction_dyn_one-hot
3,7,4,4,6,9,4,2,3,3,5,4,1.0,0.54,36,18,ga2_friction_dyn_one-hot_gaussian_wfn_1,1,_wfn,gaussian,friction_dyn_one-hot
3,6,3,6,4,3,6,6,4,3,2,3,0.9411764705882353,0.49,31,18,ga2_friction_dyn_one-hot_gaussian_win_1,1,_win,gaussian,friction_dyn_one-hot
3,7,4,4,6,9,4,2,3,3,5,4,1.0,0.54,36,18,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_1,1,_wfn_bfn,gaussian,friction_dyn_one-hot
3,6,3,6,4,3,6,6,4,3,2,3,0.9411764705882353,0.49,31,18,ga2_friction_dyn_one-hot_gaussian_win_bfn_1,1,_win_bfn,gaussian,friction_dyn_one-hot
3,7,4,4,6,9,4,2,3,3,5,4,1.0,0.54,36,18,ga2_friction_dyn_one-hot_gaussian_wfn_bin_1,1,_wfn_bin,gaussian,friction_dyn_one-hot
3,6,3,6,4,3,6,6,4,3,2,3,0.9411764705882353,0.49,31,18,ga2_friction_dyn_one-hot_gaussian_win_bin_1,1,_win_bin,gaussian,friction_dyn_one-hot
3,3,4,2,8,6,8,2,2,3,5,5,1.0,0.51,39,12,ga2_friction_dyn_one-hot_gaussian_1,1,,gaussian,friction_dyn_one-hot
2,5,3,3,4,3,7,4,4,4,4,6,1.0,0.49,36,13,ga2_friction_dyn_one-hot_adam_wfn_2,2,_wfn,adam,friction_dyn_one-hot
6,3,2,3,3,3,3,5,4,8,4,4,0.8823529411764706,0.48,34,14,ga2_friction_dyn_one-hot_adam_win_2,2,_win,adam,friction_dyn_one-hot
2,5,3,3,4,3,7,4,4,4,4,6,1.0,0.49,36,13,ga2_friction_dyn_one-hot_adam_wfn_bfn_2,2,_wfn_bfn,adam,friction_dyn_one-hot
6,3,2,3,3,3,3,5,4,8,4,4,0.8823529411764706,0.48,34,14,ga2_friction_dyn_one-hot_adam_win_bfn_2,2,_win_bfn,adam,friction_dyn_one-hot
2,5,3,3,4,3,7,4,4,4,4,6,1.0,0.49,36,13,ga2_friction_dyn_one-hot_adam_wfn_bin_2,2,_wfn_bin,adam,friction_dyn_one-hot
6,3,2,3,3,3,3,5,4,8,4,4,0.8823529411764706,0.48,34,14,ga2_friction_dyn_one-hot_adam_win_bin_2,2,_win_bin,adam,friction_dyn_one-hot
1,5,2,4,4,6,5,3,3,6,7,5,0.9411764705882353,0.51,39,12,ga2_friction_dyn_one-hot_gaussian_wfn_2,2,_wfn,gaussian,friction_dyn_one-hot
6,3,6,6,3,4,6,6,4,4,1,3,0.8823529411764706,0.52,31,21,ga2_friction_dyn_one-hot_gaussian_win_2,2,_win,gaussian,friction_dyn_one-hot
1,5,2,4,4,6,5,3,3,6,7,5,0.9411764705882353,0.51,39,12,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_2,2,_wfn_bfn,gaussian,friction_dyn_one-hot
6,3,6,6,3,4,6,6,4,4,1,3,0.8823529411764706,0.52,31,21,ga2_friction_dyn_one-hot_gaussian_win_bfn_2,2,_win_bfn,gaussian,friction_dyn_one-hot
1,5,2,4,4,6,5,3,3,6,7,5,0.9411764705882353,0.51,39,12,ga2_friction_dyn_one-hot_gaussian_wfn_bin_2,2,_wfn_bin,gaussian,friction_dyn_one-hot
6,3,6,6,3,4,6,6,4,4,1,3,0.8823529411764706,0.52,31,21,ga2_friction_dyn_one-hot_gaussian_win_bin_2,2,_win_bin,gaussian,friction_dyn_one-hot
2,3,5,7,4,6,5,0,4,5,5,0,0.8823529411764706,0.46,29,17,ga2_friction_dyn_one-hot_gaussian_2,2,,gaussian,friction_dyn_one-hot
3,7,3,12,2,1,5,5,4,5,4,2,0.9411764705882353,0.53,28,25,ga2_friction_dyn_one-hot_adam_wfn_3,3,_wfn,adam,friction_dyn_one-hot
8,3,1,3,6,3,4,8,5,5,4,2,0.9411764705882353,0.52,37,15,ga2_friction_dyn_one-hot_adam_win_3,3,_win,adam,friction_dyn_one-hot
3,7,3,12,2,1,5,5,4,5,4,2,0.9411764705882353,0.53,28,25,ga2_friction_dyn_one-hot_adam_wfn_bfn_3,3,_wfn_bfn,adam,friction_dyn_one-hot
8,3,1,3,6,3,4,8,5,5,4,2,0.9411764705882353,0.52,37,15,ga2_friction_dyn_one-hot_adam_win_bfn_3,3,_win_bfn,adam,friction_dyn_one-hot
3,7,3,12,2,1,5,5,4,5,4,2,0.9411764705882353,0.53,28,25,ga2_friction_dyn_one-hot_adam_wfn_bin_3,3,_wfn_bin,adam,friction_dyn_one-hot
8,3,1,3,6,3,4,8,5,5,4,2,0.9411764705882353,0.52,37,15,ga2_friction_dyn_one-hot_adam_win_bin_3,3,_win_bin,adam,friction_dyn_one-hot
4,2,7,4,2,3,1,7,5,5,5,3,0.8823529411764706,0.48,31,17,ga2_friction_dyn_one-hot_gaussian_wfn_3,3,_wfn,gaussian,friction_dyn_one-hot
3,4,4,4,3,4,4,5,3,5,4,4,0.8235294117647058,0.47,32,15,ga2_friction_dyn_one-hot_gaussian_win_3,3,_win,gaussian,friction_dyn_one-hot
4,2,7,4,2,3,1,7,5,5,5,3,0.8823529411764706,0.48,31,17,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_3,3,_wfn_bfn,gaussian,friction_dyn_one-hot
3,4,4,4,3,4,4,5,3,5,4,4,0.8235294117647058,0.47,32,15,ga2_friction_dyn_one-hot_gaussian_win_bfn_3,3,_win_bfn,gaussian,friction_dyn_one-hot
4,2,7,4,2,3,1,7,5,5,5,3,0.8823529411764706,0.48,31,17,ga2_friction_dyn_one-hot_gaussian_wfn_bin_3,3,_wfn_bin,gaussian,friction_dyn_one-hot
3,4,4,4,3,4,4,5,3,5,4,4,0.8235294117647058,0.47,32,15,ga2_friction_dyn_one-hot_gaussian_win_bin_3,3,_win_bin,gaussian,friction_dyn_one-hot
2,3,6,5,7,6,4,2,4,5,5,5,0.8235294117647058,0.54,38,16,ga2_friction_dyn_one-hot_gaussian_3,3,,gaussian,friction_dyn_one-hot
2,1,2,4,5,3,5,3,4,7,4,1,0.9411764705882353,0.41,32,9,ga2_friction_dyn_one-hot_adam_wfn_4,4,_wfn,adam,friction_dyn_one-hot
6,6,4,3,6,4,2,8,3,6,1,6,0.8823529411764706,0.55,36,19,ga2_friction_dyn_one-hot_adam_win_4,4,_win,adam,friction_dyn_one-hot
2,1,2,4,5,3,5,3,4,7,4,1,0.9411764705882353,0.41,32,9,ga2_friction_dyn_one-hot_adam_wfn_bfn_4,4,_wfn_bfn,adam,friction_dyn_one-hot
6,6,4,3,6,4,2,8,3,6,1,6,0.8823529411764706,0.55,36,19,ga2_friction_dyn_one-hot_adam_win_bfn_4,4,_win_bfn,adam,friction_dyn_one-hot
2,1,2,4,5,3,5,3,4,7,4,1,0.9411764705882353,0.41,32,9,ga2_friction_dyn_one-hot_adam_wfn_bin_4,4,_wfn_bin,adam,friction_dyn_one-hot
6,6,4,3,6,4,2,8,3,6,1,6,0.8823529411764706,0.55,36,19,ga2_friction_dyn_one-hot_adam_win_bin_4,4,_win_bin,adam,friction_dyn_one-hot
2,3,6,1,4,1,3,2,5,3,3,10,0.8235294117647058,0.43,31,12,ga2_friction_dyn_one-hot_gaussian_wfn_4,4,_wfn,gaussian,friction_dyn_one-hot
4,7,3,7,6,4,3,2,4,3,2,4,0.8235294117647058,0.49,28,21,ga2_friction_dyn_one-hot_gaussian_win_4,4,_win,gaussian,friction_dyn_one-hot
2,3,6,1,4,1,3,2,5,3,3,10,0.8235294117647058,0.43,31,12,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_4,4,_wfn_bfn,gaussian,friction_dyn_one-hot
4,7,3,7,6,4,3,2,4,3,2,4,0.8235294117647058,0.49,28,21,ga2_friction_dyn_one-hot_gaussian_win_bfn_4,4,_win_bfn,gaussian,friction_dyn_one-hot
2,3,6,1,4,1,3,2,5,3,3,10,0.8235294117647058,0.43,31,12,ga2_friction_dyn_one-hot_gaussian_wfn_bin_4,4,_wfn_bin,gaussian,friction_dyn_one-hot
4,7,3,7,6,4,3,2,4,3,2,4,0.8235294117647058,0.49,28,21,ga2_friction_dyn_one-hot_gaussian_win_bin_4,4,_win_bin,gaussian,friction_dyn_one-hot
5,3,6,4,3,3,5,3,4,5,4,2,0.9411764705882353,0.47,29,18,ga2_friction_dyn_one-hot_gaussian_4,4,,gaussian,friction_dyn_one-hot
7,4,4,6,6,3,2,1,6,5,4,3,0.8823529411764706,0.51,30,21,ga2_friction_dyn_one-hot_adam_wfn_5,5,_wfn,adam,friction_dyn_one-hot
4,2,3,2,5,4,0,6,6,7,3,1,0.9411764705882353,0.43,32,11,ga2_friction_dyn_one-hot_adam_win_5,5,_win,adam,friction_dyn_one-hot
7,4,4,6,6,3,2,1,6,5,4,3,0.8823529411764706,0.51,30,21,ga2_friction_dyn_one-hot_adam_wfn_bfn_5,5,_wfn_bfn,adam,friction_dyn_one-hot
4,2,3,2,5,4,0,6,6,7,3,1,0.9411764705882353,0.43,32,11,ga2_friction_dyn_one-hot_adam_win_bfn_5,5,_win_bfn,adam,friction_dyn_one-hot
7,4,4,6,6,3,2,1,6,5,4,3,0.8823529411764706,0.51,30,21,ga2_friction_dyn_one-hot_adam_wfn_bin_5,5,_wfn_bin,adam,friction_dyn_one-hot
4,2,3,2,5,4,0,6,6,7,3,1,0.9411764705882353,0.43,32,11,ga2_friction_dyn_one-hot_adam_win_bin_5,5,_win_bin,adam,friction_dyn_one-hot
5,4,5,4,3,4,4,5,6,2,1,2,0.7647058823529411,0.45,27,18,ga2_friction_dyn_one-hot_gaussian_wfn_5,5,_wfn,gaussian,friction_dyn_one-hot
3,2,5,5,2,2,6,4,4,3,5,5,1.0,0.46,31,15,ga2_friction_dyn_one-hot_gaussian_win_5,5,_win,gaussian,friction_dyn_one-hot
5,4,5,4,3,4,4,5,6,2,1,2,0.7647058823529411,0.45,27,18,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_5,5,_wfn_bfn,gaussian,friction_dyn_one-hot
3,2,5,5,2,2,6,4,4,3,5,5,1.0,0.46,31,15,ga2_friction_dyn_one-hot_gaussian_win_bfn_5,5,_win_bfn,gaussian,friction_dyn_one-hot
5,4,5,4,3,4,4,5,6,2,1,2,0.7647058823529411,0.45,27,18,ga2_friction_dyn_one-hot_gaussian_wfn_bin_5,5,_wfn_bin,gaussian,friction_dyn_one-hot
3,2,5,5,2,2,6,4,4,3,5,5,1.0,0.46,31,15,ga2_friction_dyn_one-hot_gaussian_win_bin_5,5,_win_bin,gaussian,friction_dyn_one-hot
5,3,7,2,5,1,10,6,5,2,3,1,0.7647058823529411,0.5,33,17,ga2_friction_dyn_one-hot_gaussian_5,5,,gaussian,friction_dyn_one-hot
7,6,4,5,2,5,2,3,4,3,5,4,0.8823529411764706,0.5,28,22,ga2_friction_dyn_one-hot_adam_wfn_6,6,_wfn,adam,friction_dyn_one-hot
8,4,7,4,4,8,2,2,1,4,4,3,0.9411764705882353,0.51,28,23,ga2_friction_dyn_one-hot_adam_win_6,6,_win,adam,friction_dyn_one-hot
7,6,4,5,2,5,2,3,4,3,5,4,0.8823529411764706,0.5,28,22,ga2_friction_dyn_one-hot_adam_wfn_bfn_6,6,_wfn_bfn,adam,friction_dyn_one-hot
8,4,7,4,4,8,2,2,1,4,4,3,0.9411764705882353,0.51,28,23,ga2_friction_dyn_one-hot_adam_win_bfn_6,6,_win_bfn,adam,friction_dyn_one-hot
7,6,4,5,2,5,2,3,4,3,5,4,0.8823529411764706,0.5,28,22,ga2_friction_dyn_one-hot_adam_wfn_bin_6,6,_wfn_bin,adam,friction_dyn_one-hot
8,4,7,4,4,8,2,2,1,4,4,3,0.9411764705882353,0.51,28,23,ga2_friction_dyn_one-hot_adam_win_bin_6,6,_win_bin,adam,friction_dyn_one-hot
6,5,5,2,5,9,3,8,2,1,5,3,0.9411764705882353,0.54,36,18,ga2_friction_dyn_one-hot_gaussian_wfn_6,6,_wfn,gaussian,friction_dyn_one-hot
9,3,7,3,6,2,3,7,4,4,0,5,0.8823529411764706,0.53,31,22,ga2_friction_dyn_one-hot_gaussian_win_6,6,_win,gaussian,friction_dyn_one-hot
6,5,5,2,5,9,3,8,2,1,5,3,0.9411764705882353,0.54,36,18,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_6,6,_wfn_bfn,gaussian,friction_dyn_one-hot
9,3,7,3,6,2,3,7,4,4,0,5,0.8823529411764706,0.53,31,22,ga2_friction_dyn_one-hot_gaussian_win_bfn_6,6,_win_bfn,gaussian,friction_dyn_one-hot
6,5,5,2,5,9,3,8,2,1,5,3,0.9411764705882353,0.54,36,18,ga2_friction_dyn_one-hot_gaussian_wfn_bin_6,6,_wfn_bin,gaussian,friction_dyn_one-hot
9,3,7,3,6,2,3,7,4,4,0,5,0.8823529411764706,0.53,31,22,ga2_friction_dyn_one-hot_gaussian_win_bin_6,6,_win_bin,gaussian,friction_dyn_one-hot
3,3,4,1,8,2,10,2,2,7,4,1,0.7647058823529411,0.47,36,11,ga2_friction_dyn_one-hot_gaussian_6,6,,gaussian,friction_dyn_one-hot
6,5,3,2,4,4,2,6,3,7,2,2,0.8823529411764706,0.46,30,16,ga2_friction_dyn_one-hot_adam_wfn_7,7,_wfn,adam,friction_dyn_one-hot
2,6,1,3,3,6,5,2,2,5,5,10,0.8823529411764706,0.5,38,12,ga2_friction_dyn_one-hot_adam_win_7,7,_win,adam,friction_dyn_one-hot
6,5,3,2,4,4,2,6,3,7,2,2,0.8823529411764706,0.46,30,16,ga2_friction_dyn_one-hot_adam_wfn_bfn_7,7,_wfn_bfn,adam,friction_dyn_one-hot
2,6,1,3,3,6,5,2,2,5,5,10,0.8823529411764706,0.5,38,12,ga2_friction_dyn_one-hot_adam_win_bfn_7,7,_win_bfn,adam,friction_dyn_one-hot
6,5,3,2,4,4,2,6,3,7,2,2,0.8823529411764706,0.46,30,16,ga2_friction_dyn_one-hot_adam_wfn_bin_7,7,_wfn_bin,adam,friction_dyn_one-hot
2,6,1,3,3,6,5,2,2,5,5,10,0.8823529411764706,0.5,38,12,ga2_friction_dyn_one-hot_adam_win_bin_7,7,_win_bin,adam,friction_dyn_one-hot
4,2,5,7,1,5,3,8,3,8,5,5,0.8823529411764706,0.56,38,18,ga2_friction_dyn_one-hot_gaussian_wfn_7,7,_wfn,gaussian,friction_dyn_one-hot
6,5,5,4,6,3,4,2,2,3,5,6,0.8823529411764706,0.51,31,20,ga2_friction_dyn_one-hot_gaussian_win_7,7,_win,gaussian,friction_dyn_one-hot
4,2,5,7,1,5,3,8,3,8,5,5,0.8823529411764706,0.56,38,18,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_7,7,_wfn_bfn,gaussian,friction_dyn_one-hot
6,5,5,4,6,3,4,2,2,3,5,6,0.8823529411764706,0.51,31,20,ga2_friction_dyn_one-hot_gaussian_win_bfn_7,7,_win_bfn,gaussian,friction_dyn_one-hot
4,2,5,7,1,5,3,8,3,8,5,5,0.8823529411764706,0.56,38,18,ga2_friction_dyn_one-hot_gaussian_wfn_bin_7,7,_wfn_bin,gaussian,friction_dyn_one-hot
6,5,5,4,6,3,4,2,2,3,5,6,0.8823529411764706,0.51,31,20,ga2_friction_dyn_one-hot_gaussian_win_bin_7,7,_win_bin,gaussian,friction_dyn_one-hot
3,4,5,6,8,7,0,6,4,1,7,5,0.8823529411764706,0.56,38,18,ga2_friction_dyn_one-hot_gaussian_7,7,,gaussian,friction_dyn_one-hot
2,7,3,5,3,5,2,6,5,7,4,8,0.8235294117647058,0.57,40,17,ga2_friction_dyn_one-hot_adam_wfn_8,8,_wfn,adam,friction_dyn_one-hot
6,3,3,4,4,4,5,6,1,6,4,4,0.9411764705882353,0.5,34,16,ga2_friction_dyn_one-hot_adam_win_8,8,_win,adam,friction_dyn_one-hot
2,7,3,5,3,5,2,6,5,7,4,8,0.8235294117647058,0.57,40,17,ga2_friction_dyn_one-hot_adam_wfn_bfn_8,8,_wfn_bfn,adam,friction_dyn_one-hot
6,3,3,4,4,4,5,6,1,6,4,4,0.9411764705882353,0.5,34,16,ga2_friction_dyn_one-hot_adam_win_bfn_8,8,_win_bfn,adam,friction_dyn_one-hot
2,7,3,5,3,5,2,6,5,7,4,8,0.8235294117647058,0.57,40,17,ga2_friction_dyn_one-hot_adam_wfn_bin_8,8,_wfn_bin,adam,friction_dyn_one-hot
6,3,3,4,4,4,5,6,1,6,4,4,0.9411764705882353,0.5,34,16,ga2_friction_dyn_one-hot_adam_win_bin_8,8,_win_bin,adam,friction_dyn_one-hot
6,6,8,2,1,5,2,1,6,1,7,6,0.9411764705882353,0.51,29,22,ga2_friction_dyn_one-hot_gaussian_wfn_8,8,_wfn,gaussian,friction_dyn_one-hot
2,1,1,7,5,6,3,4,5,7,2,4,0.8823529411764706,0.47,36,11,ga2_friction_dyn_one-hot_gaussian_win_8,8,_win,gaussian,friction_dyn_one-hot
6,6,8,2,1,5,2,1,6,1,7,6,0.9411764705882353,0.51,29,22,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_8,8,_wfn_bfn,gaussian,friction_dyn_one-hot
2,1,1,7,5,6,3,4,5,7,2,4,0.8823529411764706,0.47,36,11,ga2_friction_dyn_one-hot_gaussian_win_bfn_8,8,_win_bfn,gaussian,friction_dyn_one-hot
6,6,8,2,1,5,2,1,6,1,7,6,0.9411764705882353,0.51,29,22,ga2_friction_dyn_one-hot_gaussian_wfn_bin_8,8,_wfn_bin,gaussian,friction_dyn_one-hot
2,1,1,7,5,6,3,4,5,7,2,4,0.8823529411764706,0.47,36,11,ga2_friction_dyn_one-hot_gaussian_win_bin_8,8,_win_bin,gaussian,friction_dyn_one-hot
6,2,6,5,5,2,6,4,3,4,6,4,0.7647058823529411,0.53,34,19,ga2_friction_dyn_one-hot_gaussian_8,8,,gaussian,friction_dyn_one-hot
4,1,2,2,8,4,5,3,4,1,7,9,0.7647058823529411,0.5,41,9,ga2_friction_dyn_one-hot_adam_wfn_9,9,_wfn,adam,friction_dyn_one-hot
7,4,2,7,3,7,5,3,3,3,4,5,1.0,0.53,33,20,ga2_friction_dyn_one-hot_adam_win_9,9,_win,adam,friction_dyn_one-hot
4,1,2,2,8,4,5,3,4,1,7,9,0.7647058823529411,0.5,41,9,ga2_friction_dyn_one-hot_adam_wfn_bfn_9,9,_wfn_bfn,adam,friction_dyn_one-hot
7,4,2,7,3,7,5,3,3,3,4,5,1.0,0.53,33,20,ga2_friction_dyn_one-hot_adam_win_bfn_9,9,_win_bfn,adam,friction_dyn_one-hot
4,1,2,2,8,4,5,3,4,1,7,9,0.7647058823529411,0.5,41,9,ga2_friction_dyn_one-hot_adam_wfn_bin_9,9,_wfn_bin,adam,friction_dyn_one-hot
7,4,2,7,3,7,5,3,3,3,4,5,1.0,0.53,33,20,ga2_friction_dyn_one-hot_adam_win_bin_9,9,_win_bin,adam,friction_dyn_one-hot
2,3,4,5,6,8,7,5,2,3,3,6,0.9411764705882353,0.54,40,14,ga2_friction_dyn_one-hot_gaussian_wfn_9,9,_wfn,gaussian,friction_dyn_one-hot
5,7,3,1,5,6,1,2,3,6,5,2,0.9411764705882353,0.46,30,16,ga2_friction_dyn_one-hot_gaussian_win_9,9,_win,gaussian,friction_dyn_one-hot
2,3,4,5,6,8,7,5,2,3,3,6,0.9411764705882353,0.54,40,14,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_9,9,_wfn_bfn,gaussian,friction_dyn_one-hot
5,7,3,1,5,6,1,2,3,6,5,2,0.9411764705882353,0.46,30,16,ga2_friction_dyn_one-hot_gaussian_win_bfn_9,9,_win_bfn,gaussian,friction_dyn_one-hot
2,3,4,5,6,8,7,5,2,3,3,6,0.9411764705882353,0.54,40,14,ga2_friction_dyn_one-hot_gaussian_wfn_bin_9,9,_wfn_bin,gaussian,friction_dyn_one-hot
5,7,3,1,5,6,1,2,3,6,5,2,0.9411764705882353,0.46,30,16,ga2_friction_dyn_one-hot_gaussian_win_bin_9,9,_win_bin,gaussian,friction_dyn_one-hot
6,6,5,7,3,1,9,0,3,2,3,1,1.0,0.46,22,24,ga2_friction_dyn_one-hot_gaussian_9,9,,gaussian,friction_dyn_one-hot
4,7,2,4,4,3,2,5,4,8,2,2,0.9411764705882353,0.47,30,17,ga2_friction_dyn_one-hot_adam_wfn_10,10,_wfn,adam,friction_dyn_one-hot
3,6,5,2,2,4,7,1,6,3,2,2,0.9411764705882353,0.43,27,16,ga2_friction_dyn_one-hot_adam_win_10,10,_win,adam,friction_dyn_one-hot
4,7,2,4,4,3,2,5,4,8,2,2,0.9411764705882353,0.47,30,17,ga2_friction_dyn_one-hot_adam_wfn_bfn_10,10,_wfn_bfn,adam,friction_dyn_one-hot
3,6,5,2,2,4,7,1,6,3,2,2,0.9411764705882353,0.43,27,16,ga2_friction_dyn_one-hot_adam_win_bfn_10,10,_win_bfn,adam,friction_dyn_one-hot
4,7,2,4,4,3,2,5,4,8,2,2,0.9411764705882353,0.47,30,17,ga2_friction_dyn_one-hot_adam_wfn_bin_10,10,_wfn_bin,adam,friction_dyn_one-hot
3,6,5,2,2,4,7,1,6,3,2,2,0.9411764705882353,0.43,27,16,ga2_friction_dyn_one-hot_adam_win_bin_10,10,_win_bin,adam,friction_dyn_one-hot
6,2,8,2,3,5,3,7,1,3,4,3,0.9411764705882353,0.47,29,18,ga2_friction_dyn_one-hot_gaussian_wfn_10,10,_wfn,gaussian,friction_dyn_one-hot
4,4,5,4,3,2,6,7,5,7,1,1,0.8823529411764706,0.49,32,17,ga2_friction_dyn_one-hot_gaussian_win_10,10,_win,gaussian,friction_dyn_one-hot
6,2,8,2,3,5,3,7,1,3,4,3,0.9411764705882353,0.47,29,18,ga2_friction_dyn_one-hot_gaussian_wfn_bfn_10,10,_wfn_bfn,gaussian,friction_dyn_one-hot
4,4,5,4,3,2,6,7,5,7,1,1,0.8823529411764706,0.49,32,17,ga2_friction_dyn_one-hot_gaussian_win_bfn_10,10,_win_bfn,gaussian,friction_dyn_one-hot
6,2,8,2,3,5,3,7,1,3,4,3,0.9411764705882353,0.47,29,18,ga2_friction_dyn_one-hot_gaussian_wfn_bin_10,10,_wfn_bin,gaussian,friction_dyn_one-hot
4,4,5,4,3,2,6,7,5,7,1,1,0.8823529411764706,0.49,32,17,ga2_friction_dyn_one-hot_gaussian_win_bin_10,10,_win_bin,gaussian,friction_dyn_one-hot
3,3,5,5,5,2,11,6,2,3,1,2,0.9411764705882353,0.48,32,16,ga2_friction_dyn_one-hot_gaussian_10,10,,gaussian,friction_dyn_one-hot
9,6,2,5,4,6,2,7,3,6,2,3,1.0,0.55,33,22,ga2_friction_dyn_one-hot_adam_wfn_11,11,_wfn,adam,friction_dyn_one-hot
4,4,3,3,4,11,5,1,2,0,9,4,0.9411764705882353,0.5,36,14,ga2_friction_dyn_one-hot_adam_win_11,11,_win,adam,friction_dyn_one-hot
9,6,2,5,4,6,2,7,3,6,2,3,1.0,0.55,33,22,ga2_friction_dyn_one-hot_adam_wfn_bfn_11,11,_wfn_bfn,adam,friction_dyn_one-hot
4,4,3,3,4,11,5,1,2,0,9,4,0.9411764705882353,0.5,36,14,ga2_friction_dyn_one-hot_adam_win_bfn_11,11,_win_bfn,adam,friction_dyn_one-hot
9,6,2,5,4,6,2,7,3,6,2,3,1.0,0.55,33,22,ga2_friction_dyn_one-hot_adam_wfn_bin_11,11,_wfn_bin,adam,friction_dyn_one-hot
4,4,3,3,4,11,5,1,2,0,9,4,0.9411764705882353,0.5,36,14,ga2_friction_dyn_one-hot_adam_win_bin_11,11,_win_bin,adam,friction_dyn_one-hot
5,2,4,3,7,4,3,4,3,1,4,5,1.0,0.45,31,14,ga2_friction_dyn_one-hot_gaussian_wfn_11,11,_wfn,gaussian,friction_dyn_one-hot
