iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,-0.00036549568,0.0,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
1,-0.00036549568,1.3049626350402832,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
2,-0.00036549568,1.337782621383667,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
3,-0.00036549568,1.2853658199310303,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
4,-0.00036549568,1.2762150764465332,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
5,-0.0003656149,1.2522976398468018,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
6,-0.00036549568,1.2943263053894043,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
7,-0.00036549568,1.3252334594726562,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
8,-0.00036549568,1.2898077964782715,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
9,-0.00036549568,1.3829855918884277,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
10,-0.00036549568,3.5057871341705322,0.99106735,0.9996468,1.0465366,1.0904597,1.0069631,1.0562048,1.1564218,1.0254084,1.1165423,1.0076857,1.0043994,1.070662,0.9988931,0.99865794
11,-0.00029468536,1.3181440830230713,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
12,-0.00029468536,1.3018481731414795,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
13,-0.00029468536,1.304166555404663,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
14,-0.00029468536,1.3066682815551758,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
15,-0.00029468536,1.2692782878875732,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
16,-0.00029468536,1.2905473709106445,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
17,-0.00029468536,1.239210605621338,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
18,-0.00029468536,1.3114023208618164,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
19,-0.00029468536,1.290689468383789,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
20,-0.00029456615,1.2656269073486328,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
21,-0.00029468536,1.2819924354553223,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
22,-0.00029468536,1.2942750453948975,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
23,-0.00029468536,1.2906513214111328,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
24,-0.00029468536,1.2706623077392578,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
25,-0.00029468536,1.232238531112671,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
26,-0.00029468536,1.3137986660003662,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
27,-0.00029468536,1.3834738731384277,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
28,-0.00029468536,1.2773561477661133,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
29,-0.00029468536,1.2374634742736816,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
30,-0.00029456615,1.283470630645752,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
31,-0.00029468536,1.2921946048736572,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
32,-0.00029468536,1.2721848487854004,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
33,-0.00029468536,1.2893834114074707,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
34,-0.00029480457,1.2956101894378662,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
35,-0.00029468536,1.314854621887207,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
36,-0.00029468536,1.2986438274383545,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
37,-0.00029468536,1.2914378643035889,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
38,-0.00029444695,1.2422266006469727,0.98984826,1.0013713,1.0633008,1.1120069,1.0172695,1.0464394,1.1910142,1.036751,1.1050587,1.0035355,1.0014015,1.0933203,1.0009282,0.9969921
