iteration,time,max_fitness,test_accuracy,previous_max_fitness,previous_test_accuracy,equation
0,94.04112386703491,0.9780572,0.9727822,0.9780183,0.9733534,o0 = <lambda>((-0.40*sin(0.15*pow(0.07*i1))+-0.27*(0.38*(-0.78*(0.76*(0.91*i1+-0.63*0.1)*-0.94*pow(0.47*(-0.01*(0.91*i1+-0.63*0.1)--0.50*i0)))/0.13*sin(-0.62*(0.56*i0+0.98*(-0.01*(0.91*i1+-0.63*0.1)--0.50*i0))))/-0.53*(0.80*(-0.01*(0.91*i1+-0.63*0.1)--0.50*i0)--0.87*exp(0.66*sqrt(0.90*(7.69*sqrt(7.10*i0)+-0.82*(0.56*i0+0.98*(-0.01*(0.91*i1+-0.63*0.1)--0.50*i0)))))))))
