iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5
0,0.35,0.0,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
1,0.35,5.600414037704468,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
2,0.35,5.425798177719116,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
3,0.35,5.28699254989624,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
4,0.35,5.380123853683472,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
5,0.35,5.224903583526611,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
6,0.35,5.339408874511719,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
7,0.35,5.341533660888672,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
8,0.35,5.452723979949951,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
9,0.35,5.35830545425415,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
10,0.35,5.381296873092651,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
11,0.35,5.222179651260376,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
12,0.35,5.3159801959991455,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
13,0.35,5.303822040557861,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
14,0.35,5.459594488143921,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
15,0.35,5.417784690856934,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
16,0.35,5.2025041580200195,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
17,0.35,5.307773113250732,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
18,0.35,5.305919170379639,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
19,0.35,5.508846282958984,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
20,0.35,5.310214042663574,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
21,0.35,5.3980724811553955,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
22,0.35,5.362879753112793,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
23,0.35,5.255857229232788,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
24,0.35,7.738261938095093,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
25,0.35,5.223005771636963,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
26,0.35,5.309818506240845,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
27,0.35,5.304533243179321,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
28,0.35,5.2724995613098145,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
29,0.35,5.372246742248535,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
30,0.35,5.278712749481201,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
31,0.35,5.428881406784058,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
32,0.35,5.5078229904174805,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
33,0.35,5.356686353683472,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
34,0.35,5.3728063106536865,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
35,0.35,5.429988145828247,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
36,0.35,5.446750164031982,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
37,0.35,5.381750106811523,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
38,0.35,5.472834348678589,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
39,0.35,5.499233722686768,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
40,0.35,5.370100498199463,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
41,0.35,5.473388195037842,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
42,0.35,5.337514162063599,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
43,0.35,5.336543083190918,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925,0.25925925
