,action_0,action_1,action_2,cumulative_reward
543,0.011640171,0.032857537,0.0012646713,986.7274
544,0.012166767,0.04535494,-0.0057078856,986.7274
545,0.0125185065,0.06507537,-0.013383455,986.7274
546,0.012915835,0.08136123,-0.021732029,986.7274
547,0.013486615,0.095765606,-0.030727454,986.7274
548,0.0138840135,0.10918647,-0.040456977,986.7274
549,0.013372085,0.12167334,-0.051987067,986.7274
550,0.013070681,0.13312934,-0.06375058,986.7274
551,0.012581046,0.14410648,-0.076798744,986.7274
552,0.011587744,0.15457869,-0.09237823,986.7274
553,0.010595488,0.16457091,-0.10955383,986.7274
554,0.009751053,0.17428157,-0.12792024,986.7274
555,0.008861864,0.18385957,-0.14880256,986.7274
556,0.007745971,0.19330868,-0.17470576,986.7274
557,0.006398574,0.20255363,-0.20877695,986.7274
558,0.0048871525,0.2115261,-0.25669163,986.7274
559,0.0032279824,0.22018129,-0.33469567,986.7274
560,0.0016141743,0.22846667,-0.48501405,986.7274
561,0.00223493,0.23613912,-0.45079517,986.7274
562,0.0035952972,0.24136512,-0.387821,986.7274
563,0.0036814893,0.24297555,-0.39544615,986.7274
564,0.0027151168,0.24155115,-0.45315245,986.7274
565,0.0015810212,0.23876515,-0.5635665,986.7274
566,0.0014437954,0.23650819,-0.5899263,986.7274
567,0.0014157942,0.23526584,-0.6114052,986.7274
568,0.0019236623,0.23426896,-0.5649398,986.7274
569,0.002768205,0.23165299,-0.50257254,986.7274
570,0.0026007534,0.22630802,-0.5186627,986.7274
571,0.0017572703,0.21885131,-0.59674823,986.7274
572,0.0014142139,0.21092266,-0.6369917,986.7274
573,0.0014154192,0.20369624,-0.6341795,986.7274
574,0.0016627893,0.19671774,-0.59820616,986.7274
575,0.002375089,0.18820474,-0.51345545,986.7274
576,0.0025365239,0.1762887,-0.47431737,986.7274
577,0.0019552757,0.16030706,-0.4759734,986.7274
578,0.0014358982,0.14086355,-0.45982,986.7274
579,0.0014675987,0.1187478,-0.3567632,986.7274
580,0.0015048565,0.09225588,-0.23271495,986.7274
581,0.001467609,0.054530345,-0.084533475,986.7274
582,0.001779623,0.05580249,0.0858608,986.7274
583,0.0024841365,0.09334381,0.22126703,986.7274
584,0.0035351126,0.11974167,0.31160393,986.7274
585,0.0051429383,0.14106436,0.36053285,986.7274
586,0.007312839,0.15922138,0.38359958,986.7274
587,0.0099601885,0.17511036,0.39287382,986.7274
588,0.012994006,0.1892291,0.39450368,986.7274
589,0.01635639,0.2018364,0.3910095,986.7274
590,0.0200252,0.21300492,0.38315773,986.7274
591,0.023992728,0.22265811,0.37106216,986.7274
592,0.02823595,0.23061603,0.35479018,986.7274
593,0.032692082,0.23664802,0.3346418,986.7274
594,0.037248302,0.24052283,0.3112055,986.7274
595,0.04174772,0.24204671,0.28528294,986.7274
596,0.046007555,0.24108338,0.25776324,986.7274
597,0.04728213,0.23767619,0.23404716,986.7274
598,0.044797603,0.23278902,0.21609221,986.7274
599,0.041381408,0.22732967,0.20051308,986.7274
600,0.03972501,0.22128707,0.18267788,986.7274
601,0.036910538,0.21438518,0.16740398,986.7274
602,0.033189293,0.20714131,0.15500802,986.7274
603,0.029319763,0.20002078,0.1447346,986.7274
604,0.025703209,0.19323114,0.135944,986.7274
605,0.022264235,0.18679604,0.12869458,986.7274
606,0.018832453,0.18070173,0.12343652,986.7274
607,0.015408218,0.17495309,0.12054115,986.7274
608,0.01211702,0.16956177,0.120292746,986.7274
609,0.00906524,0.1645495,0.12639998,986.7274
610,0.0064782314,0.15997021,0.1386154,986.7274
611,0.0051778336,0.15570563,0.14526679,986.7274
612,0.0033670035,0.15180078,0.16861744,986.7274
613,0.0023571143,0.14881535,0.19196883,986.7274
614,0.0016887741,0.14696574,0.2195016,986.7274
615,0.0014423397,0.14673342,0.23511347,986.7274
616,0.0014151939,0.14859684,0.2428333,986.7274
617,0.001432995,0.15158989,0.25000095,986.7274
618,0.0015811436,0.15532976,0.24897431,986.7274
619,0.0021544583,0.15955752,0.22495408,986.7274
620,0.0031105122,0.16369629,0.19680506,986.7274
621,0.004611501,0.16756576,0.16905612,986.7274
622,0.006281837,0.17078461,0.1494734,986.7274
623,0.009368686,0.17295629,0.12523293,986.7274
624,0.011465236,0.17348255,0.11288247,986.7274
625,0.013343486,0.17268476,0.10276219,986.7274
626,0.015532134,0.17029254,0.09225083,986.7274
627,0.015918992,0.16655722,0.08633139,986.7274
628,0.016316865,0.16221303,0.08040942,986.7274
629,0.016212283,0.1576422,0.075831875,986.7274
630,0.015627513,0.15309888,0.072499834,986.7274
631,0.015503258,0.14880408,0.06861118,986.7274
632,0.015346015,0.14451948,0.06478486,986.7274
633,0.015172188,0.13973247,0.06050643,986.7274
634,0.015523408,0.13399309,0.054645088,986.7274
635,0.01529121,0.12673335,0.048648793,986.7274
636,0.015578473,0.11764503,0.041044235,986.7274
637,0.01523711,0.10616337,0.03320311,986.7274
638,0.015031847,0.09207227,0.024646668,986.7274
639,0.014603471,0.074076675,0.015723974,986.7274
640,0.013721986,0.049947765,0.0067191096,986.7274
641,0.012804541,0.03592025,-0.0024271812,986.7274
642,0.011946252,0.063247256,-0.011729722,986.7274
643,0.01097912,0.0834493,-0.021396518,986.7274
644,0.009777512,0.09958328,-0.031911165,986.7274
645,0.008384889,0.11324113,-0.043953933,986.7274
646,0.0069175996,0.1251934,-0.06058411,986.7274
647,0.0055224705,0.13589387,-0.08440487,986.7274
648,0.005103677,0.14579725,-0.10710066,986.7274
649,0.0042771176,0.15523317,-0.14027499,986.7274
650,0.003779478,0.16390802,-0.1726335,986.7274
651,0.003050691,0.17194057,-0.21563472,986.7274
652,0.0016351502,0.1789683,-0.31847298,986.7274
653,0.002198521,0.18446554,-0.29779986,986.7274
654,0.0033173354,0.18617737,-0.25326774,986.7274
655,0.003078234,0.18305497,-0.25611144,986.7274
656,0.0021597387,0.17627497,-0.28105208,986.7274
657,0.0014232771,0.16809854,-0.3106666,986.7274
658,0.0016554173,0.16109546,-0.2660254,986.7274
659,0.0019990033,0.15579043,-0.22762813,986.7274
660,0.0020560208,0.1519589,-0.2128934,986.7274
661,0.0019740073,0.14929946,-0.20782852,986.7274
662,0.0020033282,0.14764021,-0.19987464,986.7274
663,0.002147173,0.14695193,-0.19008355,986.7274
664,0.002200265,0.14716281,-0.18773943,986.7274
665,0.0019913781,0.148055,-0.19972266,986.7274
666,0.0015817649,0.14932363,-0.22880004,986.7274
667,0.0014753784,0.1506524,-0.24457262,986.7274
668,0.0020750475,0.15073867,-0.21302894,986.7274
669,0.0024094384,0.14755619,-0.19594274,986.7274
670,0.002297884,0.14024903,-0.18724883,986.7274
671,0.0018825002,0.12869187,-0.17987609,986.7274
672,0.0014970559,0.1132191,-0.16153282,986.7274
673,0.0014151989,0.09413196,-0.11895035,986.7274
674,0.0014406436,0.07010854,-0.06684327,986.7274
675,0.0016681688,0.03563755,-0.010425414,986.7274
676,0.0017978001,0.058370605,0.042831674,986.7274
677,0.0022497468,0.08577183,0.08704091,986.7274
678,0.0032850849,0.10603713,0.11148595,986.7274
679,0.0049304767,0.12209064,0.12079726,986.7274
680,0.0070605683,0.13506795,0.12272459,986.7274
681,0.009537543,0.14557303,0.121074885,986.7274
682,0.010622275,0.15412267,0.12548956,986.7274
683,0.010749532,0.16173665,0.132806,986.7274
684,0.011630528,0.16864643,0.13392691,986.7274
685,0.011738955,0.17468269,0.1368818,986.7274
686,0.011386772,0.18013345,0.14147082,986.7274
687,0.011464702,0.18514183,0.14580625,986.7274
688,0.011292312,0.18947326,0.15045276,986.7274
689,0.011359216,0.19341142,0.15305898,986.7274
690,0.012265408,0.19671386,0.15003297,986.7274
691,0.011700147,0.19958176,0.15480223,986.7274
692,0.012617993,0.20245051,0.15165518,986.7274
693,0.012566022,0.20498548,0.15372075,986.7274
694,0.012409603,0.20770796,0.15709032,986.7274
695,0.013075836,0.21040808,0.15655082,986.7274
696,0.012285141,0.21313687,0.1643385,986.7274
697,0.012945366,0.2161339,0.16488737,986.7274
698,0.012713711,0.21894212,0.1703528,986.7274
699,0.01287198,0.22178356,0.17372069,986.7274
700,0.013237678,0.22451049,0.17555574,986.7274
701,0.01329232,0.22717342,0.17869255,986.7274
702,0.014251273,0.22956859,0.17605363,986.7274
703,0.014560733,0.23172238,0.17608277,986.7274
704,0.015335459,0.23364213,0.17300652,986.7274
705,0.015474773,0.2352015,0.17192708,986.7274
706,0.017012693,0.2365458,0.16418548,986.7274
707,0.017097568,0.23731358,0.16135897,986.7274
708,0.017094603,0.23798817,0.15823808,986.7274
709,0.018247938,0.23825866,0.150366,986.7274
710,0.017746307,0.23808278,0.14713757,986.7274
711,0.018170323,0.23769566,0.1405227,986.7274
712,0.018511737,0.2369468,0.1336715,986.7274
713,0.018249739,0.23572014,0.12778233,986.7274
714,0.018101647,0.23429708,0.121170044,986.7274
715,0.017770546,0.2324849,0.114437945,986.7274
716,0.01767984,0.23045301,0.10690044,986.7274
717,0.017275881,0.22799262,0.09952692,986.7274
718,0.017022878,0.22532602,0.091756016,986.7274
719,0.016450683,0.22226675,0.08410331,986.7274
720,0.016061632,0.21905228,0.076270476,986.7274
721,0.015417479,0.21548718,0.068604656,986.7274
722,0.014956273,0.21180537,0.062032066,986.7274
723,0.014237439,0.20782398,0.05758102,986.7274
724,0.013697007,0.20379563,0.05795507,986.7274
725,0.012962723,0.1995455,0.06097786,986.7274
726,0.012450372,0.1953113,0.06495159,986.7274
727,0.011868522,0.19090272,0.06852712,986.7274
728,0.011861851,0.18637991,0.07071002,986.7274
729,0.0109943515,0.18173978,0.07344005,986.7274
730,0.011572255,0.17714445,0.07275438,986.7274
731,0.011367362,0.17211649,0.07274768,986.7274
732,0.011103831,0.16709505,0.072403535,986.7274
733,0.011639852,0.16182226,0.069524765,986.7274
734,0.011681399,0.15625471,0.06721069,986.7274
735,0.011919072,0.1503998,0.06393046,986.7274
736,0.011681595,0.14412144,0.0610881,986.7274
737,0.012291774,0.13754122,0.056075163,986.7274
738,0.012220078,0.13015291,0.051689807,986.7274
739,0.012808799,0.122120045,0.045714643,986.7274
740,0.012669096,0.11288508,0.0401263,986.7274
741,0.01314267,0.10252185,0.033244222,986.7274
742,0.013080261,0.09013483,0.026197756,986.7274
743,0.01348657,0.07515245,0.018179728,986.7274
744,0.013722211,0.055193316,0.00952439,986.7274
745,0.0137777,0.031637575,0.000117193136,986.7274
746,0.0139618,0.055835817,-0.0101315025,986.7274
747,0.014108683,0.078518234,-0.021046557,986.7274
748,0.013877536,0.09698481,-0.0327152,986.7274
749,0.013320231,0.11286231,-0.04518046,986.7274
750,0.012602597,0.12697497,-0.058372106,986.7274
751,0.011702084,0.13984562,-0.07259629,986.7274
752,0.010576887,0.15179837,-0.08848347,986.7274
753,0.009273724,0.16304961,-0.106774755,986.7274
754,0.007877968,0.17377098,-0.12841478,986.7274
755,0.0064264946,0.18409392,-0.1552651,986.7274
756,0.004895574,0.19408676,-0.1926291,986.7274
757,0.0032737383,0.20374775,-0.25485036,986.7274
758,0.0017930097,0.21303333,-0.36772695,986.7274
759,0.0016735373,0.2219008,-0.41381815,986.7274
760,0.002706063,0.2291584,-0.36146498,986.7274
761,0.0030522952,0.2335383,-0.36365375,986.7274
762,0.0027854636,0.23507243,-0.39194354,986.7274
763,0.0020286154,0.23451693,-0.4585264,986.7274
764,0.0014802008,0.23319936,-0.5325045,986.7274
765,0.001430411,0.23219499,-0.55646586,986.7274
766,0.0017103902,0.23135017,-0.539458,986.7274
767,0.0023599796,0.22942537,-0.49012002,986.7274
768,0.0025158261,0.2253216,-0.4854414,986.7274
769,0.0019560098,0.21909113,-0.5363464,986.7274
770,0.0014520499,0.2119206,-0.5954184,986.7274
771,0.001416813,0.20514947,-0.5981831,986.7274
772,0.0014749703,0.19898312,-0.5907939,986.7274
773,0.0019343771,0.19230987,-0.53103197,986.7274
774,0.002253141,0.1835503,-0.48750782,986.7274
775,0.0020018371,0.17192444,-0.48334977,986.7274
776,0.001542373,0.1577794,-0.49093264,986.7274
777,0.0014142134,0.14206629,-0.4494104,986.7274
778,0.0014142477,0.12511131,-0.38012218,986.7274
779,0.0014791155,0.10546222,-0.2876606,986.7274
780,0.0015479214,0.07911765,-0.16987248,986.7274
781,0.0014354313,0.036061488,-0.025292836,986.7274
782,0.0016222716,0.068872094,0.13904142,986.7274
783,0.0022659632,0.10011112,0.2591018,986.7274
784,0.0034039104,0.12350928,0.32590616,986.7274
785,0.0051738583,0.14286035,0.35441503,986.7274
786,0.0075313617,0.15956227,0.36412022,986.7274
787,0.010353983,0.1743002,0.36563805,986.7274
788,0.01353344,0.18743473,0.3629791,986.7274
789,0.017009763,0.19911195,0.35713315,986.7274
790,0.020759655,0.2093098,0.3479913,986.7274
791,0.02476475,0.21788259,0.33525962,986.7274
792,0.028981695,0.22461373,0.3188615,986.7274
793,0.0333259,0.22926925,0.2990568,986.7274
794,0.037670746,0.23164047,0.27640468,986.7274
795,0.041858982,0.2315691,0.2516517,986.7274
796,0.044822913,0.22895321,0.22723234,986.7274
797,0.043574613,0.2243572,0.20888242,986.7274
798,0.04028751,0.21893892,0.19420128,986.7274
799,0.038144343,0.21309803,0.17836867,986.7274
800,0.03714111,0.20621766,0.16064611,986.7274
801,0.03350611,0.19845541,0.147832,986.7274
802,0.029082958,0.19082005,0.13832317,986.7274
803,0.026021121,0.18367034,0.12840165,986.7274
804,0.023129676,0.1765203,0.11935959,986.7274
805,0.019429026,0.1695743,0.11376481,986.7274
806,0.015744062,0.16313067,0.11072943,986.7274
807,0.012595205,0.15714307,0.107827865,986.7274
808,0.009808262,0.15142539,0.10610001,986.7274
809,0.0068601463,0.14601037,0.11342353,986.7274
810,0.003928424,0.14120246,0.13540445,986.7274
811,0.0017057013,0.13734083,0.18749507,986.7274
812,0.0014158558,0.13443066,0.19320978,986.7274
813,0.001808629,0.13236909,0.16312604,986.7274
814,0.0021815442,0.13405773,0.14988263,986.7274
815,0.0014148366,0.13983826,0.20008436,986.7274
816,0.0014836311,0.14596252,0.21193027,986.7274
817,0.0014986094,0.15277386,0.22978887,986.7274
818,0.0023320592,0.15999538,0.20330256,986.7274
819,0.0042941743,0.1668536,0.16418374,986.7274
820,0.007122637,0.17279197,0.13733828,986.7274
821,0.010163085,0.17727539,0.12121307,986.7274
822,0.012763945,0.18023503,0.11162028,986.7274
823,0.015827931,0.18131217,0.10174913,986.7274
824,0.017122477,0.18054299,0.09679313,986.7274
825,0.018880188,0.17848375,0.09059706,986.7274
826,0.018875,0.17527336,0.0874917,986.7274
827,0.018159209,0.17208077,0.08601919,986.7274
828,0.017964229,0.1692116,0.08403932,986.7274
829,0.016562223,0.16695818,0.08505091,986.7274
830,0.016650965,0.16549854,0.08362209,986.7274
831,0.016392047,0.163923,0.082471624,986.7274
832,0.01638392,0.16203848,0.08013608,986.7274
833,0.017200025,0.15902545,0.074888214,986.7274
834,0.016870629,0.15451896,0.07026151,986.7274
835,0.017172003,0.14860772,0.06339676,986.7274
836,0.016844919,0.14108682,0.05642399,986.7274
837,0.017040253,0.132087,0.04812781,986.7274
838,0.016373042,0.12156858,0.040426936,986.7274
839,0.015870094,0.10993498,0.03261307,986.7274
840,0.015165277,0.09673791,0.025003953,986.7274
841,0.013966739,0.08175793,0.017875742,986.7274
842,0.012738781,0.064177915,0.010916618,986.7274
843,0.011586585,0.041695453,0.0039302935,986.7274
844,0.010343737,0.03911079,-0.0034976238,986.7274
845,0.009256893,0.062242772,-0.0123904925,986.7274
846,0.008708375,0.080387205,-0.022736525,986.7274
847,0.00789398,0.095697716,-0.03561905,986.7274
848,0.0072007733,0.10877213,-0.05074829,986.7274
849,0.006467908,0.11990612,-0.06861162,986.7274
850,0.0055845645,0.12938419,-0.0901097,986.7274
851,0.0049675326,0.13720198,-0.110044554,986.7274
852,0.004377276,0.14389654,-0.13028374,986.7274
853,0.0031100684,0.14960739,-0.16679715,986.7274
854,0.0016264231,0.15434925,-0.24162745,986.7274
855,0.0019645044,0.15811804,-0.22952083,986.7274
856,0.002812983,0.1590142,-0.19374959,986.7274
857,0.0026545515,0.15603879,-0.19043387,986.7274
858,0.0019823692,0.15016508,-0.20265138,986.7274
859,0.0014147364,0.14336297,-0.21789595,986.7274
860,0.0020225944,0.13821037,-0.17157966,986.7274
861,0.0034628569,0.13517284,-0.12751962,986.7274
862,0.0049173115,0.13407373,-0.10618331,986.7274
863,0.0060586445,0.13447508,-0.09662209,986.7274
864,0.006977568,0.13591453,-0.092250824,986.7274
865,0.0077131726,0.13808423,-0.09102132,986.7274
866,0.008077272,0.14075005,-0.093145974,986.7274
867,0.007848002,0.14362639,-0.09944363,986.7274
868,0.006983628,0.14637992,-0.11088106,986.7274
869,0.0056169652,0.1487182,-0.12946619,986.7274
870,0.003923201,0.1504368,-0.16098414,986.7274
871,0.0021415206,0.15139547,-0.22359447,986.7274
872,0.0015615069,0.15148276,-0.26688448,986.7274
873,0.002654392,0.14907584,-0.20636335,986.7274
874,0.0026614957,0.14174566,-0.19225733,986.7274
875,0.0019779783,0.1296275,-0.19080433,986.7274
876,0.0014262319,0.114203334,-0.1779419,986.7274
877,0.0017166688,0.09759756,-0.12120138,986.7274
878,0.0030761026,0.08025795,-0.062289193,986.7274
879,0.0039882218,0.061496567,-0.031742807,986.7274
880,0.004777721,0.039238457,-0.009333312,986.7274
881,0.0061525498,0.038470652,0.007652284,986.7274
882,0.007627713,0.05684061,0.019233335,986.7274
883,0.008584249,0.0699427,0.02788388,986.7274
884,0.009011541,0.08004154,0.03526223,986.7274
885,0.009136,0.088360384,0.041811526,986.7274
886,0.008975861,0.09539806,0.047870994,986.7274
887,0.008428675,0.101476416,0.054136343,986.7274
888,0.007488182,0.10692357,0.06145681,986.7274
889,0.0062982696,0.11203327,0.0705716,986.7274
890,0.0050475956,0.1169983,0.083826035,986.7274
891,0.003998638,0.12190296,0.10041753,986.7274
892,0.003916013,0.12655658,0.10789436,986.7274
893,0.004058577,0.13073194,0.111702465,986.7274
894,0.00408302,0.13444796,0.11635141,986.7274
895,0.004465315,0.13804092,0.11625811,986.7274
896,0.0049241227,0.14156826,0.115710616,986.7274
897,0.0050255586,0.14532074,0.12000019,986.7274
898,0.004850915,0.14937776,0.12848882,986.7274
899,0.00544805,0.15384632,0.1289696,986.7274
900,0.0051410515,0.15835778,0.14056823,986.7274
901,0.0047974815,0.16333784,0.15475579,986.7274
902,0.005719041,0.16842364,0.1517909,986.7274
903,0.0056383214,0.17319788,0.1615338,986.7274
904,0.0059480304,0.17800467,0.16603239,986.7274
905,0.0071983906,0.18263504,0.15923674,986.7274
906,0.0076438463,0.18675274,0.16068354,986.7274
907,0.009125703,0.19062856,0.15294184,986.7274
908,0.009778376,0.19391038,0.1515586,986.7274
909,0.011464274,0.19686276,0.14364399,986.7274
910,0.012048583,0.1991522,0.1417697,986.7274
911,0.012616623,0.20122962,0.13971649,986.7274
912,0.014085539,0.20279272,0.13331158,986.7274
913,0.014951124,0.20379803,0.12930079,986.7274
914,0.015134346,0.20429103,0.12732327,986.7274
915,0.015796324,0.20446166,0.123436205,986.7274
916,0.016235916,0.204265,0.1200061,986.7274
917,0.016312968,0.20360619,0.117257215,986.7274
918,0.016855499,0.20257726,0.11294038,986.7274
919,0.017067932,0.2011611,0.10929242,986.7274
920,0.016821496,0.19930482,0.10649318,986.7274
921,0.016766436,0.19726254,0.10315853,986.7274
922,0.017511655,0.194688,0.09775712,986.7274
923,0.016631914,0.1916372,0.09570758,986.7274
924,0.016600553,0.18844818,0.09188946,986.7274
925,0.016609065,0.18493196,0.08795547,986.7274
926,0.016312493,0.1809226,0.08449938,986.7274
927,0.016409418,0.17651772,0.08022926,986.7274
928,0.015574179,0.17173244,0.07766623,986.7274
929,0.016077429,0.16673194,0.072667025,986.7274
930,0.01565822,0.16101417,0.06900837,986.7274
931,0.015101797,0.15506695,0.06558309,986.7274
932,0.015326252,0.14859065,0.06062068,986.7274
933,0.014455123,0.14152516,0.05713003,986.7274
934,0.014674684,0.13410676,0.051820252,986.7274
935,0.0143194925,0.12572698,0.04684395,986.7274
936,0.013911358,0.11667032,0.041615512,986.7274
937,0.014069654,0.10648831,0.03519884,986.7274
938,0.013850342,0.094809934,0.028649641,986.7274
939,0.013711641,0.081139214,0.021446094,986.7274
940,0.013559636,0.06427769,0.013593959,986.7274
941,0.013515457,0.04165707,0.004934909,986.7274
942,0.013035237,0.039853062,-0.0044624344,986.7274
943,0.012764988,0.06352329,-0.014416982,986.7274
944,0.012638223,0.08192823,-0.024613211,986.7274
945,0.012042863,0.097415596,-0.03561639,986.7274
946,0.010844392,0.11077424,-0.04797716,986.7274
947,0.009497337,0.12249405,-0.06160393,986.7274
948,0.008281779,0.13314974,-0.07634928,986.7274
949,0.00715659,0.14323933,-0.09367321,986.7274
950,0.006031353,0.15304627,-0.11534922,986.7274
951,0.004972259,0.16268884,-0.14259641,986.7274
952,0.0040329075,0.1722099,-0.17672053,986.7274
953,0.0031227178,0.18157688,-0.22280253,986.7274
954,0.002118752,0.19066212,-0.29632774,986.7274
955,0.0014147995,0.19927254,-0.39114374,986.7274
956,0.0023578901,0.2067613,-0.33842555,986.7274
957,0.003069392,0.21113703,-0.32009643,986.7274
958,0.0029010875,0.21195252,-0.3390354,986.7274
959,0.0021331143,0.210051,-0.39212462,986.7274
960,0.0014925136,0.20701852,-0.45857593,986.7274
961,0.0014143395,0.20434347,-0.4744571,986.7274
962,0.001486956,0.2023232,-0.47550946,986.7274
963,0.0019330177,0.19983803,-0.43424976,986.7274
964,0.002199411,0.19555512,-0.41197306,986.7274
965,0.0018922957,0.18913616,-0.43119633,986.7274
966,0.0014718054,0.18146574,-0.46385852,986.7274
967,0.0014227706,0.17394766,-0.45480585,986.7274
968,0.001418046,0.16713554,-0.44308993,986.7274
969,0.0015021958,0.16062893,-0.42064777,986.7274
970,0.0017753319,0.15315016,-0.374184,986.7274
971,0.0018102224,0.14345704,-0.3430447,986.7274
972,0.0016178231,0.1311926,-0.31847262,986.7274
973,0.001454407,0.11656294,-0.27844226,986.7274
974,0.001415169,0.09968581,-0.21681799,986.7274
975,0.0014142132,0.07973276,-0.1444714,986.7274
976,0.0014142176,0.053409163,-0.064028256,986.7274
977,0.0014957074,0.03738198,0.023504887,986.7274
978,0.0017930273,0.06864759,0.10382801,986.7274
979,0.002318818,0.09096707,0.16509338,986.7274
980,0.0032602006,0.108787306,0.20109859,986.7274
981,0.0046597025,0.1238122,0.21825723,986.7274
982,0.006463664,0.13677467,0.22528182,986.7274
983,0.008588748,0.14805597,0.22717655,986.7274
984,0.010958327,0.15786394,0.22609942,986.7274
985,0.013515837,0.16628993,0.22278826,986.7274
986,0.01622199,0.17333215,0.21738023,986.7274
987,0.018412288,0.17891517,0.21292835,986.7274
988,0.018702297,0.18341927,0.21550643,986.7274
989,0.019187631,0.18730083,0.2149341,986.7274
990,0.020583978,0.19004193,0.20713946,986.7274
991,0.020658262,0.1915331,0.20234208,986.7274
992,0.021239359,0.19206709,0.19336575,986.7274
993,0.0208454,0.19168642,0.18646275,986.7274
994,0.021136906,0.19065122,0.17589521,986.7274
995,0.020304117,0.18899798,0.16857354,986.7274
996,0.019192485,0.18715008,0.1616273,986.7274
997,0.018975342,0.18506746,0.150692,986.7274
998,0.017313298,0.18266495,0.14449564,986.7274
999,0.014889572,0.1804682,0.14187801,986.7274
