iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,-0.0010772943,0.0,1.0113823,0.9960471,1.0506194,1.0505264,0.99926573,1.080837,1.1308423,1.018164,1.0526065,0.9986477,0.995531,1.0684447,0.999783,0.99870014
1,-0.0010772943,1.7066333293914795,1.0113823,0.9960471,1.0506194,1.0505264,0.99926573,1.080837,1.1308423,1.018164,1.0526065,0.9986477,0.995531,1.0684447,0.999783,0.99870014
2,-0.00014734268,1.2237350940704346,1.0058722,1.000628,1.0733315,1.0708326,1.0025758,1.0669788,1.1691589,1.0305166,1.0415483,0.9975372,0.9941592,1.0977914,1.0005894,0.9957732
3,-0.00014734268,1.276451587677002,1.0058722,1.000628,1.0733315,1.0708326,1.0025758,1.0669788,1.1691589,1.0305166,1.0415483,0.9975372,0.9941592,1.0977914,1.0005894,0.9957732
4,-0.00014734268,1.3445422649383545,1.0058722,1.000628,1.0733315,1.0708326,1.0025758,1.0669788,1.1691589,1.0305166,1.0415483,0.9975372,0.9941592,1.0977914,1.0005894,0.9957732
5,-0.00014734268,1.2682018280029297,1.0058722,1.000628,1.0733315,1.0708326,1.0025758,1.0669788,1.1691589,1.0305166,1.0415483,0.9975372,0.9941592,1.0977914,1.0005894,0.9957732
6,-0.00014734268,1.3180959224700928,1.0058722,1.000628,1.0733315,1.0708326,1.0025758,1.0669788,1.1691589,1.0305166,1.0415483,0.9975372,0.9941592,1.0977914,1.0005894,0.9957732
7,-9.000301e-05,1.2650465965270996,1.0061496,1.0003016,1.0718783,1.0695423,1.0022763,1.0677683,1.1667767,1.0297002,1.0421772,0.9975597,0.9941758,1.0959222,1.0004852,0.9959051
8,-9.000301e-05,1.2946405410766602,1.0061496,1.0003016,1.0718783,1.0695423,1.0022763,1.0677683,1.1667767,1.0297002,1.0421772,0.9975597,0.9941758,1.0959222,1.0004852,0.9959051
9,-8.9883804e-05,1.3405234813690186,1.0061496,1.0003016,1.0718783,1.0695423,1.0022763,1.0677683,1.1667767,1.0297002,1.0421772,0.9975597,0.9941758,1.0959222,1.0004852,0.9959051
10,-8.9883804e-05,1.3238966464996338,1.0061496,1.0003016,1.0718783,1.0695423,1.0022763,1.0677683,1.1667767,1.0297002,1.0421772,0.9975597,0.9941758,1.0959222,1.0004852,0.9959051
11,-9.000301e-05,1.2971158027648926,1.0061496,1.0003016,1.0718783,1.0695423,1.0022763,1.0677683,1.1667767,1.0297002,1.0421772,0.9975597,0.9941758,1.0959222,1.0004852,0.9959051
12,-9.012222e-05,1.2608749866485596,1.0061496,1.0003016,1.0718783,1.0695423,1.0022763,1.0677683,1.1667767,1.0297002,1.0421772,0.9975597,0.9941758,1.0959222,1.0004852,0.9959051
