iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13
0,0.0034507513,0.0,1.009045,0.99522984,1.023712,1.0488461,0.9917332,1.0731153,1.060619,0.98720604,1.1066952,0.9978517,1.0190561,1.0841496,1.0045263,0.98037446
1,0.003450632,5874.033732891083,1.009045,0.99522984,1.023712,1.0488461,0.9917332,1.0731153,1.060619,0.98720604,1.1066952,0.9978517,1.0190561,1.0841496,1.0045263,0.98037446
2,0.003450632,107.72663617134094,1.009045,0.99522984,1.023712,1.0488461,0.9917332,1.0731153,1.060619,0.98720604,1.1066952,0.9978517,1.0190561,1.0841496,1.0045263,0.98037446
3,0.003450632,388.1890664100647,1.009045,0.99522984,1.023712,1.0488461,0.9917332,1.0731153,1.060619,0.98720604,1.1066952,0.9978517,1.0190561,1.0841496,1.0045263,0.98037446
4,0.0034507513,41.6934289932251,1.009045,0.99522984,1.023712,1.0488461,0.9917332,1.0731153,1.060619,0.98720604,1.1066952,0.9978517,1.0190561,1.0841496,1.0045263,0.98037446
5,0.0034507513,107.95801663398743,1.009045,0.99522984,1.023712,1.0488461,0.9917332,1.0731153,1.060619,0.98720604,1.1066952,0.9978517,1.0190561,1.0841496,1.0045263,0.98037446
6,0.0036330223,345.54533076286316,1.0039922,0.9957684,1.055329,1.0937648,1.003148,1.0573548,1.1094141,0.9999455,1.0873523,0.9968384,1.0088285,1.1180466,0.99784136,0.9867912
7,0.0053389072,902.1074862480164,0.999916,0.9980381,1.057586,1.1016632,1.0023977,1.0546083,1.1150403,0.99614173,1.0825232,0.996778,1.0068144,1.1289554,0.99339354,0.98723847
8,0.005338788,1111.1796090602875,0.999916,0.9980381,1.057586,1.1016632,1.0023977,1.0546083,1.1150403,0.99614173,1.0825232,0.996778,1.0068144,1.1289554,0.99339354,0.98723847
9,0.0053389072,1150.3578922748566,0.999916,0.9980381,1.057586,1.1016632,1.0023977,1.0546083,1.1150403,0.99614173,1.0825232,0.996778,1.0068144,1.1289554,0.99339354,0.98723847
10,0.005338788,1079.9064502716064,0.999916,0.9980381,1.057586,1.1016632,1.0023977,1.0546083,1.1150403,0.99614173,1.0825232,0.996778,1.0068144,1.1289554,0.99339354,0.98723847
11,0.0053389072,1115.388428926468,0.999916,0.9980381,1.057586,1.1016632,1.0023977,1.0546083,1.1150403,0.99614173,1.0825232,0.996778,1.0068144,1.1289554,0.99339354,0.98723847
12,0.0061118007,1431.6273210048676,0.9986892,0.99789643,1.0571954,1.100256,1.0017904,1.0524079,1.1146963,0.9942443,1.0824147,0.99712133,1.0070673,1.1339042,0.9930086,0.98456407
13,0.012441456,1284.4395070075989,0.9912902,1.0057522,1.0306627,1.0922923,0.9931929,1.0727974,1.0949589,0.97560364,1.0810171,0.9852924,1.0010449,1.1306163,0.99477637,0.99380916
14,0.012441397,1091.8349421024323,0.9912902,1.0057522,1.0306627,1.0922923,0.9931929,1.0727974,1.0949589,0.97560364,1.0810171,0.9852924,1.0010449,1.1306163,0.99477637,0.99380916
15,0.0124415755,1162.5336377620697,0.9912902,1.0057522,1.0306627,1.0922923,0.9931929,1.0727974,1.0949589,0.97560364,1.0810171,0.9852924,1.0010449,1.1306163,0.99477637,0.99380916
16,0.012441397,934.9797148704529,0.9912902,1.0057522,1.0306627,1.0922923,0.9931929,1.0727974,1.0949589,0.97560364,1.0810171,0.9852924,1.0010449,1.1306163,0.99477637,0.99380916
17,0.0124415755,558.375985622406,0.9912923,1.0057492,1.0306488,1.0922657,0.99318695,1.0727992,1.094935,0.97559863,1.081027,0.9852937,1.0010498,1.1306005,0.9947788,0.9938019
18,0.012441456,1706.5134325027466,0.9912923,1.0057492,1.0306488,1.0922657,0.99318695,1.0727992,1.094935,0.97559863,1.081027,0.9852937,1.0010498,1.1306005,0.9947788,0.9938019
19,0.0124415755,1990.5034029483795,0.9912902,1.0057522,1.0306627,1.0922923,0.9931929,1.0727974,1.0949589,0.97560364,1.0810171,0.9852924,1.0010449,1.1306163,0.99477637,0.99380916
20,0.0124415755,1270.5694267749786,0.9912902,1.0057522,1.0306627,1.0922923,0.9931929,1.0727974,1.0949589,0.97560364,1.0810171,0.9852924,1.0010449,1.1306163,0.99477637,0.99380916
21,0.012441456,1518.7744343280792,0.9912902,1.0057522,1.0306627,1.0922923,0.9931929,1.0727974,1.0949589,0.97560364,1.0810171,0.9852924,1.0010449,1.1306163,0.99477637,0.99380916
22,0.012441456,1723.5043823719025,0.9912923,1.0057492,1.0306488,1.0922657,0.99318695,1.0727992,1.094935,0.97559863,1.081027,0.9852937,1.0010498,1.1306005,0.9947788,0.9938019
23,0.0124415755,1525.685781955719,0.99128044,1.0057656,1.0307244,1.0924113,0.9932199,1.0727891,1.0950655,0.9756264,1.0809733,0.98528624,1.0010229,1.1306869,0.9947651,0.99384207
