iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13,rrmse_14,rrmse_15
0,-0.04104328,0.0,1.5561068,1.2633774,1.2159843,1.029276,1.2238139,1.3140637,1.2694333,1.3674947,1.5305958,1.2077825,1.1833701,0.94170856,1.199024,1.3157917,1.2418288,1.3764082
1,-0.11446047,8.955220460891724,1.5569173,1.2645015,1.2158846,1.0291724,1.223792,1.3140719,1.2700471,1.367996,1.5291406,1.2071702,1.1826771,0.94171673,1.1989657,1.3166375,1.2432945,1.3772341
2,-0.09319329,9.238699436187744,1.5555359,1.2636414,1.2152628,1.0288309,1.223963,1.3140571,1.2701488,1.3679556,1.5300313,1.2078277,1.1824218,0.9413972,1.1992184,1.3159562,1.2432287,1.3767523
3,-0.10917723,8.919936180114746,1.5572306,1.2647903,1.2160032,1.0291508,1.2235713,1.312831,1.2686523,1.3667333,1.5306754,1.2080203,1.1833229,0.9417335,1.198133,1.3150834,1.240889,1.3759261
4,-0.102191806,9.094389200210571,1.5572717,1.2650541,1.2136947,1.0281227,1.2236886,1.3133897,1.2699035,1.3675983,1.5306156,1.2082112,1.1831797,0.9415576,1.1980144,1.3140142,1.2408346,1.3759035
5,-0.08757973,9.274473667144775,1.5577095,1.2650987,1.2159548,1.0291715,1.2227746,1.31253,1.2684062,1.3667338,1.5303556,1.2082154,1.1827847,0.9414183,1.1962901,1.3143824,1.2421404,1.3766013
6,-0.1502974,8.98461127281189,1.5574358,1.2641004,1.2155282,1.0291106,1.2236005,1.3136952,1.2701713,1.3676776,1.5305738,1.2081393,1.1821414,0.9410311,1.1992947,1.316215,1.243412,1.3772389
7,-0.08300269,9.305421590805054,1.557713,1.2651491,1.2157207,1.0292778,1.2239648,1.3139251,1.2702098,1.3681254,1.5298667,1.2064376,1.1828018,0.94127613,1.1981617,1.315475,1.2430657,1.3766488
8,-0.070462346,9.252706050872803,1.5570182,1.2647018,1.2160091,1.0292728,1.2235928,1.3134956,1.2701944,1.3679576,1.5295682,1.2074472,1.182421,0.9415284,1.199106,1.316442,1.2434549,1.377409
9,-0.10199523,9.092942953109741,1.557076,1.2650262,1.2159581,1.0292621,1.2238324,1.3136239,1.2693156,1.3668605,1.5301868,1.2079728,1.1827946,0.9416747,1.1992908,1.316643,1.2429419,1.3763634
10,-0.09589386,8.974168300628662,1.5558587,1.2639952,1.2156932,1.0291103,1.2239436,1.3140184,1.2700868,1.3680716,1.5274935,1.2073504,1.1811117,0.9411736,1.1992981,1.316427,1.2432959,1.3774042
11,-0.07485008,8.992843389511108,1.5550902,1.2607785,1.215124,1.0280566,1.2218066,1.3119416,1.2695693,1.3671409,1.5284945,1.2032504,1.1797367,0.93916637,1.1993414,1.3165793,1.2434437,1.3768897
12,-0.086336136,9.317532062530518,1.557062,1.2651482,1.2158046,1.0290775,1.223985,1.3140568,1.2702507,1.3680534,1.531081,1.207911,1.1833249,0.94160056,1.1986009,1.3156888,1.2430922,1.3773782
